SNP,PPI,DRUG,pQTL_protein,pQTL_protein_name,Chromosome,piQTL_peak,piQTL_left,piQTL_right,pQTL_peak,pQTL_left,pQTL_right,piQTL_EFFECTSIZE,piQTL_pvalue,piQTL_FDR,pQTL_effect,pQTL_gene_dist,pQTL_cis,peak_distance,is_piQTL_peak_in_pQTL,is_pQTL_peak_in_piQTL,piQTL_locus_id,piQTL_locus_gene,piQTL_locus_description
11699,FMP45_MID2,5-FC,YPR145W,ASN1,Chr16,586993,572464,593213,575622,554350,590624,0.622866881,3.876758399,0.034207941,0.174299886,246994.0,False,11371,True,True,SUT417,,ncRNA_STM
11699,FMP45_MID2,5-FC,YOL058W,ARG1,Chr16,586993,572464,593213,578941,571530,591786,0.622866881,3.876758399,0.034207941,0.158588807,inf,False,8052,True,True,SUT417,,ncRNA_STM
11699,FMP45_MID2,5-FC,YJR121W,ATP2,Chr16,586993,572464,593213,579283,559542,591786,0.622866881,3.876758399,0.034207941,0.17318187,inf,False,7710,True,True,SUT417,,ncRNA_STM
11699,FMP45_MID2,5-FC,YPL078C,ATP4,Chr16,586993,572464,593213,579283,559542,591786,0.622866881,3.876758399,0.034207941,0.189933202,170542.0,False,7710,True,True,SUT417,,ncRNA_STM
11699,FMP45_MID2,5-FC,YDR298C,ATP5; OSCP,Chr16,586993,572464,593213,578941,571530,591786,0.622866881,3.876758399,0.034207941,0.105842026,inf,False,8052,True,True,SUT417,,ncRNA_STM
11699,FMP45_MID2,5-FC,YHR208W,BAT1,Chr16,586993,572464,593213,576969,571530,591786,0.622866881,3.876758399,0.034207941,0.228942612,inf,False,10024,True,True,SUT417,,ncRNA_STM
11699,FMP45_MID2,5-FC,YAL060W,BDH1; BDH,Chr16,586993,572464,593213,576347,564355,591786,0.622866881,3.876758399,0.034207941,0.363319098,inf,False,10646,True,True,SUT417,,ncRNA_STM
11699,FMP45_MID2,5-FC,YER177W,BMH1,Chr16,586993,572464,593213,586993,572464,593213,0.622866881,3.876758399,0.034207941,0.330167906,inf,False,0,True,True,SUT417,,ncRNA_STM
11699,FMP45_MID2,5-FC,YER177W,BMH1,Chr16,586993,572464,593213,591766,576040,593213,0.622866881,3.876758399,0.034207941,0.230572262,inf,False,4773,True,True,SUT417,,ncRNA_STM
11699,FMP45_MID2,5-FC,YDR099W,BMH2,Chr16,586993,572464,593213,586993,572464,593213,0.622866881,3.876758399,0.034207941,0.177692304,inf,False,0,True,True,SUT417,,ncRNA_STM
11699,FMP45_MID2,5-FC,YGR204W,ADE3,Chr16,586993,572464,593213,578941,571530,591786,0.622866881,3.876758399,0.034207941,0.12543527,inf,False,8052,True,True,SUT417,,ncRNA_STM
11699,FMP45_MID2,5-FC,YJR109C,CPA2,Chr16,586993,572464,593213,576347,564355,591786,0.622866881,3.876758399,0.034207941,0.171647402,inf,False,10646,True,True,SUT417,,ncRNA_STM
11699,FMP45_MID2,5-FC,YPL154C,PEP4,Chr16,586993,572464,593213,578941,571530,591786,0.622866881,3.876758399,0.034207941,0.265678662,318011.0,False,8052,True,True,SUT417,,ncRNA_STM
11699,FMP45_MID2,5-FC,YMR297W,PRC1,Chr16,586993,572464,593213,579790,554350,591786,0.622866881,3.876758399,0.034207941,0.205788704,inf,False,7203,True,True,SUT417,,ncRNA_STM
11699,FMP45_MID2,5-FC,YMR038C,CCS1; LYS7,Chr16,586993,572464,593213,579283,559542,591786,0.622866881,3.876758399,0.034207941,0.149702371,inf,False,7710,True,True,SUT417,,ncRNA_STM
11699,FMP45_MID2,5-FC,YDL126C,CDC48,Chr16,586993,572464,593213,586993,572464,593213,0.622866881,3.876758399,0.034207941,0.132154163,inf,False,0,True,True,SUT417,,ncRNA_STM
11699,FMP45_MID2,5-FC,YMR244C-A,COA6,Chr16,586993,572464,593213,586856,571530,593213,0.622866881,3.876758399,0.034207941,0.227533466,inf,False,137,True,True,SUT417,,ncRNA_STM
11699,FMP45_MID2,5-FC,YLR038C,COX12,Chr16,586993,572464,593213,578941,571530,591786,0.622866881,3.876758399,0.034207941,0.119270886,inf,False,8052,True,True,SUT417,,ncRNA_STM
11699,FMP45_MID2,5-FC,YGL191W,COX13,Chr16,586993,572464,593213,586856,571530,593213,0.622866881,3.876758399,0.034207941,0.405346523,inf,False,137,True,True,SUT417,,ncRNA_STM
11699,FMP45_MID2,5-FC,YGL191W,COX13,Chr16,586993,572464,593213,587778,571530,593213,0.622866881,3.876758399,0.034207941,0.336989708,inf,False,785,True,True,SUT417,,ncRNA_STM
11699,FMP45_MID2,5-FC,YKL096W,CWP1,Chr16,586993,572464,593213,579790,554350,591786,0.622866881,3.876758399,0.034207941,0.350612939,inf,False,7203,True,True,SUT417,,ncRNA_STM
11699,FMP45_MID2,5-FC,YML070W,DAK1,Chr16,586993,572464,593213,587583,571530,593213,0.622866881,3.876758399,0.034207941,0.148910298,inf,False,590,True,True,SUT417,,ncRNA_STM
11699,FMP45_MID2,5-FC,YMR250W,GAD1,Chr16,586993,572464,593213,579790,554350,591786,0.622866881,3.876758399,0.034207941,0.189767308,inf,False,7203,True,True,SUT417,,ncRNA_STM
11699,FMP45_MID2,5-FC,YMR173W,DDR48; FSP,Chr16,586993,572464,593213,578941,571530,591786,0.622866881,3.876758399,0.034207941,0.200106052,inf,False,8052,True,True,SUT417,,ncRNA_STM
11699,FMP45_MID2,5-FC,YDL174C,DLD1; DLD,Chr16,586993,572464,593213,576969,571530,591786,0.622866881,3.876758399,0.034207941,0.196733612,inf,False,10024,True,True,SUT417,,ncRNA_STM
11699,FMP45_MID2,5-FC,YEL071W,DLD3,Chr16,586993,572464,593213,578941,571530,591786,0.622866881,3.876758399,0.034207941,0.264063719,inf,False,8052,True,True,SUT417,,ncRNA_STM
11699,FMP45_MID2,5-FC,YJR070C,LIA1; MMD1,Chr16,586993,572464,593213,586993,572464,593213,0.622866881,3.876758399,0.034207941,0.163394322,inf,False,0,True,True,SUT417,,ncRNA_STM
11699,FMP45_MID2,5-FC,YLR172C,DPH5,Chr16,586993,572464,593213,576969,571530,591786,0.622866881,3.876758399,0.034207941,0.142589324,inf,False,10024,True,True,SUT417,,ncRNA_STM
11699,FMP45_MID2,5-FC,YFR044C,DUG1,Chr16,586993,572464,593213,579283,559542,591786,0.622866881,3.876758399,0.034207941,0.185145836,inf,False,7710,True,True,SUT417,,ncRNA_STM
11699,FMP45_MID2,5-FC,YKL081W,TEF4; EFC1,Chr16,586993,572464,593213,586993,572464,593213,0.622866881,3.876758399,0.034207941,0.153571581,inf,False,0,True,True,SUT417,,ncRNA_STM
11699,FMP45_MID2,5-FC,YOR187W,TUF1; TUFM,Chr16,586993,572464,593213,586856,571530,593213,0.622866881,3.876758399,0.034207941,0.169181991,inf,False,137,True,True,SUT417,,ncRNA_STM
11699,FMP45_MID2,5-FC,YMR031C,EIS1,Chr16,586993,572464,593213,576969,571530,591786,0.622866881,3.876758399,0.034207941,0.329563985,inf,False,10024,True,True,SUT417,,ncRNA_STM
11699,FMP45_MID2,5-FC,YGR175C,ERG1,Chr16,586993,572464,593213,576040,571530,591786,0.622866881,3.876758399,0.034207941,0.191873,inf,False,10953,True,True,SUT417,,ncRNA_STM
11699,FMP45_MID2,5-FC,YER044C,ERG28; BUD18,Chr16,586993,572464,593213,576969,571530,591786,0.622866881,3.876758399,0.034207941,0.149553665,inf,False,10024,True,True,SUT417,,ncRNA_STM
11699,FMP45_MID2,5-FC,YPR004C,AIM45,Chr16,586993,572464,593213,579283,559542,591786,0.622866881,3.876758399,0.034207941,0.134526907,14245.0,False,7710,True,True,SUT417,,ncRNA_STM
11699,FMP45_MID2,5-FC,YGR234W,YHB1; YHB,Chr16,586993,572464,593213,576969,571530,591786,0.622866881,3.876758399,0.034207941,0.255233961,inf,False,10024,True,True,SUT417,,ncRNA_STM
11699,FMP45_MID2,5-FC,YER004W,FMP52,Chr16,586993,572464,593213,576347,564355,591786,0.622866881,3.876758399,0.034207941,0.213446686,inf,False,10646,True,True,SUT417,,ncRNA_STM
11699,FMP45_MID2,5-FC,YPL262W,FUM1,Chr16,586993,572464,593213,576347,564355,591786,0.622866881,3.876758399,0.034207941,0.12821567,527545.0,False,10646,True,True,SUT417,,ncRNA_STM
11699,FMP45_MID2,5-FC,YNL241C,ZWF1; MET19,Chr16,586993,572464,593213,579790,554350,591786,0.622866881,3.876758399,0.034207941,0.271646811,inf,False,7203,True,True,SUT417,,ncRNA_STM
11699,FMP45_MID2,5-FC,YGR019W,UGA1,Chr16,586993,572464,593213,586993,572464,593213,0.622866881,3.876758399,0.034207941,0.158867386,inf,False,0,True,True,SUT417,,ncRNA_STM
11699,FMP45_MID2,5-FC,YOL030W,GAS5,Chr16,586993,572464,593213,579283,559542,591786,0.622866881,3.876758399,0.034207941,0.163665304,inf,False,7710,True,True,SUT417,,ncRNA_STM
11699,FMP45_MID2,5-FC,YDR019C,GCV1,Chr16,586993,572464,593213,576969,571530,591786,0.622866881,3.876758399,0.034207941,0.094805867,inf,False,10024,True,True,SUT417,,ncRNA_STM
11699,FMP45_MID2,5-FC,YOR120W,GCY1; GCY,Chr16,586993,572464,593213,576969,571530,591786,0.622866881,3.876758399,0.034207941,0.176632639,inf,False,10024,True,True,SUT417,,ncRNA_STM
11699,FMP45_MID2,5-FC,YPR184W,GDB1,Chr16,586993,572464,593213,579790,554350,591786,0.622866881,3.876758399,0.034207941,0.175073152,322250.0,False,7203,True,True,SUT417,,ncRNA_STM
11699,FMP45_MID2,5-FC,YER122C,GLO3,Chr16,586993,572464,593213,579283,559542,591786,0.622866881,3.876758399,0.034207941,0.537884169,inf,False,7710,True,True,SUT417,,ncRNA_STM
11699,FMP45_MID2,5-FC,YDR513W,GRX2,Chr16,586993,572464,593213,578941,571530,591786,0.622866881,3.876758399,0.034207941,0.1398146,inf,False,8052,True,True,SUT417,,ncRNA_STM
11699,FMP45_MID2,5-FC,YDL171C,GLT1,Chr16,586993,572464,593213,586993,572464,593213,0.622866881,3.876758399,0.034207941,0.153728124,inf,False,0,True,True,SUT417,,ncRNA_STM
11699,FMP45_MID2,5-FC,YEL046C,GLY1,Chr16,586993,572464,593213,579790,554350,591786,0.622866881,3.876758399,0.034207941,0.210164368,inf,False,7203,True,True,SUT417,,ncRNA_STM
11699,FMP45_MID2,5-FC,YLR058C,SHM2; SHMT2,Chr16,586993,572464,593213,578941,571530,591786,0.622866881,3.876758399,0.034207941,0.198755124,inf,False,8052,True,True,SUT417,,ncRNA_STM
11699,FMP45_MID2,5-FC,YFL017C,GNA1; PAT1,Chr16,586993,572464,593213,576969,571530,591786,0.622866881,3.876758399,0.034207941,0.157097074,inf,False,10024,True,True,SUT417,,ncRNA_STM
11699,FMP45_MID2,5-FC,YIL155C,GUT2,Chr16,586993,572464,593213,578941,571530,591786,0.622866881,3.876758399,0.034207941,0.252119326,inf,False,8052,True,True,SUT417,,ncRNA_STM
11699,FMP45_MID2,5-FC,YHR104W,GRE3,Chr16,586993,572464,593213,586993,572464,593213,0.622866881,3.876758399,0.034207941,0.163661492,inf,False,0,True,True,SUT417,,ncRNA_STM
11699,FMP45_MID2,5-FC,YPL091W,GLR1,Chr16,586993,572464,593213,578941,571530,591786,0.622866881,3.876758399,0.034207941,0.153673181,201991.0,False,8052,True,True,SUT417,,ncRNA_STM
11699,FMP45_MID2,5-FC,YMR217W,GUA1,Chr16,586993,572464,593213,579790,554350,591786,0.622866881,3.876758399,0.034207941,0.12641259,inf,False,7203,True,True,SUT417,,ncRNA_STM
11699,FMP45_MID2,5-FC,YCL026C-B,HBN1,Chr16,586993,572464,593213,576969,571530,591786,0.622866881,3.876758399,0.034207941,0.314541348,inf,False,10024,True,True,SUT417,,ncRNA_STM
11699,FMP45_MID2,5-FC,YCL030C,HIS4,Chr16,586993,572464,593213,578941,571530,591786,0.622866881,3.876758399,0.034207941,0.186597957,inf,False,8052,True,True,SUT417,,ncRNA_STM
11699,FMP45_MID2,5-FC,YIL116W,HIS5,Chr16,586993,572464,593213,576969,571530,591786,0.622866881,3.876758399,0.034207941,0.146950949,inf,False,10024,True,True,SUT417,,ncRNA_STM
11699,FMP45_MID2,5-FC,YDL131W,LYS21,Chr16,586993,572464,593213,578941,571530,591786,0.622866881,3.876758399,0.034207941,0.232617215,inf,False,8052,True,True,SUT417,,ncRNA_STM
11699,FMP45_MID2,5-FC,YAL005C,SSA1,Chr16,586993,572464,593213,586993,572464,593213,0.622866881,3.876758399,0.034207941,0.130986616,inf,False,0,True,True,SUT417,,ncRNA_STM
11699,FMP45_MID2,5-FC,YDR258C,HSP78,Chr16,586993,572464,593213,586993,572464,593213,0.622866881,3.876758399,0.034207941,0.132295696,inf,False,0,True,True,SUT417,,ncRNA_STM
11699,FMP45_MID2,5-FC,YCL040W,GLK1; HOR3,Chr16,586993,572464,593213,579790,554350,591786,0.622866881,3.876758399,0.034207941,0.329296872,inf,False,7203,True,True,SUT417,,ncRNA_STM
11699,FMP45_MID2,5-FC,YDR345C,HXT3,Chr16,586993,572464,593213,575622,554350,590624,0.622866881,3.876758399,0.034207941,0.135846976,inf,False,11371,True,True,SUT417,,ncRNA_STM
11699,FMP45_MID2,5-FC,YMR108W,ILV2; SMR1,Chr16,586993,572464,593213,576969,571530,591786,0.622866881,3.876758399,0.034207941,0.164195976,inf,False,10024,True,True,SUT417,,ncRNA_STM
11699,FMP45_MID2,5-FC,YDL124W,YDL124W; D2240,Chr16,586993,572464,593213,576347,564355,591786,0.622866881,3.876758399,0.034207941,0.210526127,inf,False,10646,True,True,SUT417,,ncRNA_STM
11699,FMP45_MID2,5-FC,YMR246W,FAA4,Chr16,586993,572464,593213,575622,554350,590624,0.622866881,3.876758399,0.034207941,0.114531646,inf,False,11371,True,True,SUT417,,ncRNA_STM
11699,FMP45_MID2,5-FC,YDL051W,LHP1,Chr16,586993,572464,593213,591536,576040,593213,0.622866881,3.876758399,0.034207941,0.151488471,inf,False,4543,True,True,SUT417,,ncRNA_STM
11699,FMP45_MID2,5-FC,YIR034C,LYS1,Chr16,586993,572464,593213,576969,571530,591786,0.622866881,3.876758399,0.034207941,0.186050119,inf,False,10024,True,True,SUT417,,ncRNA_STM
11699,FMP45_MID2,5-FC,YDR234W,LYS4; LYS3,Chr16,586993,572464,593213,576347,564355,591786,0.622866881,3.876758399,0.034207941,0.172340684,inf,False,10646,True,True,SUT417,,ncRNA_STM
11699,FMP45_MID2,5-FC,YIL070C,MAM33,Chr16,586993,572464,593213,586856,571530,593213,0.622866881,3.876758399,0.034207941,0.135041115,inf,False,137,True,True,SUT417,,ncRNA_STM
11699,FMP45_MID2,5-FC,YKL029C,MAE1,Chr16,586993,572464,593213,575622,554350,590624,0.622866881,3.876758399,0.034207941,0.265871128,inf,False,11371,True,True,SUT417,,ncRNA_STM
11699,FMP45_MID2,5-FC,YFR030W,MET10,Chr16,586993,572464,593213,586960,571530,593213,0.622866881,3.876758399,0.034207941,0.121745084,inf,False,33,True,True,SUT417,,ncRNA_STM
11699,FMP45_MID2,5-FC,YJR010W,MET3,Chr16,586993,572464,593213,586993,572464,593213,0.622866881,3.876758399,0.034207941,0.144823937,inf,False,0,True,True,SUT417,,ncRNA_STM
11699,FMP45_MID2,5-FC,YFR011C,MIC19,Chr16,586993,572464,593213,578941,571530,591786,0.622866881,3.876758399,0.034207941,0.163912786,inf,False,8052,True,True,SUT417,,ncRNA_STM
11699,FMP45_MID2,5-FC,YGL035C,MIG1,Chr16,586993,572464,593213,572464,544393,587778,0.622866881,3.876758399,0.034207941,0.20666676,inf,False,14529,True,True,SUT417,,ncRNA_STM
11699,FMP45_MID2,5-FC,YDL055C,PSA1,Chr16,586993,572464,593213,576969,571530,591786,0.622866881,3.876758399,0.034207941,0.179933418,inf,False,10024,True,True,SUT417,,ncRNA_STM
11699,FMP45_MID2,5-FC,YPL168W,MRX4,Chr16,586993,572464,593213,576969,571530,591786,0.622866881,3.876758399,0.034207941,0.352757585,344461.0,False,10024,True,True,SUT417,,ncRNA_STM
11699,FMP45_MID2,5-FC,YML128C,MSC1,Chr16,586993,572464,593213,579790,554350,591786,0.622866881,3.876758399,0.034207941,0.258300951,inf,False,7203,True,True,SUT417,,ncRNA_STM
11699,FMP45_MID2,5-FC,YKR080W,MTD1,Chr16,586993,572464,593213,584269,571530,593213,0.622866881,3.876758399,0.034207941,0.195329662,inf,False,2724,True,True,SUT417,,ncRNA_STM
11699,FMP45_MID2,5-FC,YNR043W,MVD1,Chr16,586993,572464,593213,587395,574886,593213,0.622866881,3.876758399,0.034207941,0.130342392,inf,False,402,True,True,SUT417,,ncRNA_STM
11699,FMP45_MID2,5-FC,YKL067W,YNK1,Chr16,586993,572464,593213,584269,571530,593213,0.622866881,3.876758399,0.034207941,0.1385768,inf,False,2724,True,True,SUT417,,ncRNA_STM
11699,FMP45_MID2,5-FC,YPL226W,NEW1,Chr16,586993,572464,593213,575622,554350,590624,0.622866881,3.876758399,0.034207941,0.212062405,450265.0,False,11371,True,True,SUT417,,ncRNA_STM
11699,FMP45_MID2,5-FC,YKL040C,NFU1; NUB1,Chr16,586993,572464,593213,576040,571530,591786,0.622866881,3.876758399,0.034207941,0.166279612,inf,False,10953,True,True,SUT417,,ncRNA_STM
11699,FMP45_MID2,5-FC,YNL061W,NOP2; YNA1,Chr16,586993,572464,593213,575622,554350,590624,0.622866881,3.876758399,0.034207941,0.173232219,inf,False,11371,True,True,SUT417,,ncRNA_STM
11699,FMP45_MID2,5-FC,YER006W,NUG1,Chr16,586993,572464,593213,576040,571530,591786,0.622866881,3.876758399,0.034207941,0.177090202,inf,False,10953,True,True,SUT417,,ncRNA_STM
11699,FMP45_MID2,5-FC,YDR148C,KGD2,Chr16,586993,572464,593213,578941,571530,591786,0.622866881,3.876758399,0.034207941,0.195292252,inf,False,8052,True,True,SUT417,,ncRNA_STM
11699,FMP45_MID2,5-FC,YNL071W,LAT1,Chr16,586993,572464,593213,579283,559542,591786,0.622866881,3.876758399,0.034207941,0.283825892,inf,False,7710,True,True,SUT417,,ncRNA_STM
11699,FMP45_MID2,5-FC,YBR025C,OLA1,Chr16,586993,572464,593213,579790,554350,591786,0.622866881,3.876758399,0.034207941,0.25061062,inf,False,7203,True,True,SUT417,,ncRNA_STM
11699,FMP45_MID2,5-FC,YIL136W,OM45,Chr16,586993,572464,593213,576347,564355,591786,0.622866881,3.876758399,0.034207941,0.294944574,inf,False,10646,True,True,SUT417,,ncRNA_STM
11699,FMP45_MID2,5-FC,YBR088C,POL30,Chr16,586993,572464,593213,584582,571530,593213,0.622866881,3.876758399,0.034207941,0.13935244,inf,False,2411,True,True,SUT417,,ncRNA_STM
11699,FMP45_MID2,5-FC,YNL231C,PDR16; SFH3,Chr16,586993,572464,593213,579790,554350,591786,0.622866881,3.876758399,0.034207941,0.22664858,inf,False,7203,True,True,SUT417,,ncRNA_STM
11699,FMP45_MID2,5-FC,YPR160W,GPH1,Chr16,586993,572464,593213,579790,554350,591786,0.622866881,3.876758399,0.034207941,0.186494048,281512.0,False,7203,True,True,SUT417,,ncRNA_STM
11699,FMP45_MID2,5-FC,YGR086C,PIL1,Chr16,586993,572464,593213,576969,571530,591786,0.622866881,3.876758399,0.034207941,0.354023661,inf,False,10024,True,True,SUT417,,ncRNA_STM
11699,FMP45_MID2,5-FC,YDL021W,GPM2,Chr16,586993,572464,593213,586856,571530,593213,0.622866881,3.876758399,0.034207941,0.127072213,inf,False,137,True,True,SUT417,,ncRNA_STM
11699,FMP45_MID2,5-FC,YGL037C,PNC1,Chr16,586993,572464,593213,576969,571530,591786,0.622866881,3.876758399,0.034207941,0.184000812,inf,False,10024,True,True,SUT417,,ncRNA_STM
11699,FMP45_MID2,5-FC,YER133W,GLC7,Chr16,586993,572464,593213,578941,571530,591786,0.622866881,3.876758399,0.034207941,0.14572284,inf,False,8052,True,True,SUT417,,ncRNA_STM
11699,FMP45_MID2,5-FC,YDR300C,PRO1,Chr16,586993,572464,593213,576347,564355,591786,0.622866881,3.876758399,0.034207941,0.22197727,inf,False,10646,True,True,SUT417,,ncRNA_STM
11699,FMP45_MID2,5-FC,YBL064C,PRX1,Chr16,586993,572464,593213,586856,571530,593213,0.622866881,3.876758399,0.034207941,0.130639576,inf,False,137,True,True,SUT417,,ncRNA_STM
11699,FMP45_MID2,5-FC,YDR055W,PST1; HPF2,Chr16,586993,572464,593213,576347,564355,591786,0.622866881,3.876758399,0.034207941,0.2753242,inf,False,10646,True,True,SUT417,,ncRNA_STM
11699,FMP45_MID2,5-FC,YDR032C,PST2,Chr16,586993,572464,593213,576347,564355,591786,0.622866881,3.876758399,0.034207941,0.344268044,inf,False,10646,True,True,SUT417,,ncRNA_STM
11699,FMP45_MID2,5-FC,YMR300C,ADE4,Chr16,586993,572464,593213,578941,571530,591786,0.622866881,3.876758399,0.034207941,0.126105045,inf,False,8052,True,True,SUT417,,ncRNA_STM
11699,FMP45_MID2,5-FC,YGR061C,ADE6,Chr16,586993,572464,593213,578941,571530,591786,0.622866881,3.876758399,0.034207941,0.141848644,inf,False,8052,True,True,SUT417,,ncRNA_STM
11699,FMP45_MID2,5-FC,YOR128C,ADE2,Chr16,586993,572464,593213,579790,554350,591786,0.622866881,3.876758399,0.034207941,0.157920135,inf,False,7203,True,True,SUT417,,ncRNA_STM
11699,FMP45_MID2,5-FC,YLR359W,ADE13,Chr16,586993,572464,593213,587661,572250,593213,0.622866881,3.876758399,0.034207941,0.132889818,inf,False,668,True,True,SUT417,,ncRNA_STM
11699,FMP45_MID2,5-FC,YLR420W,URA4,Chr16,586993,572464,593213,574886,549715,590624,0.622866881,3.876758399,0.034207941,0.125516256,inf,False,12107,True,True,SUT417,,ncRNA_STM
11699,FMP45_MID2,5-FC,YPR191W,QCR2,Chr16,586993,572464,593213,578941,571530,591786,0.622866881,3.876758399,0.034207941,0.140078791,340436.0,False,8052,True,True,SUT417,,ncRNA_STM
11699,FMP45_MID2,5-FC,YDR529C,QCR7,Chr16,586993,572464,593213,578941,571530,591786,0.622866881,3.876758399,0.034207941,0.108635268,inf,False,8052,True,True,SUT417,,ncRNA_STM
11699,FMP45_MID2,5-FC,YNL098C,RAS2,Chr16,586993,572464,593213,586993,572464,593213,0.622866881,3.876758399,0.034207941,0.218978402,inf,False,0,True,True,SUT417,,ncRNA_STM
11699,FMP45_MID2,5-FC,YGR173W,RBG2; GIR1,Chr16,586993,572464,593213,576040,571530,591786,0.622866881,3.876758399,0.034207941,0.185024239,inf,False,10953,True,True,SUT417,,ncRNA_STM
11699,FMP45_MID2,5-FC,YNL312W,RFA2; BUF1,Chr16,586993,572464,593213,576347,564355,591786,0.622866881,3.876758399,0.034207941,0.266543546,inf,False,10646,True,True,SUT417,,ncRNA_STM
11699,FMP45_MID2,5-FC,YCR028C-A,RIM1,Chr16,586993,572464,593213,578941,571530,591786,0.622866881,3.876758399,0.034207941,0.172446931,inf,False,8052,True,True,SUT417,,ncRNA_STM
11699,FMP45_MID2,5-FC,YER070W,RNR1,Chr16,586993,572464,593213,572464,544393,587778,0.622866881,3.876758399,0.034207941,0.287493784,inf,False,14529,True,True,SUT417,,ncRNA_STM
11699,FMP45_MID2,5-FC,YJL026W,RNR2; CRT6,Chr16,586993,572464,593213,572464,544393,587778,0.622866881,3.876758399,0.034207941,0.272426125,inf,False,14529,True,True,SUT417,,ncRNA_STM
11699,FMP45_MID2,5-FC,YGR180C,RNR4; CRT3,Chr16,586993,572464,593213,574886,549715,590624,0.622866881,3.876758399,0.034207941,0.18690654,inf,False,12107,True,True,SUT417,,ncRNA_STM
11699,FMP45_MID2,5-FC,YIL133C,RPL16A,Chr16,586993,572464,593213,576040,571530,591786,0.622866881,3.876758399,0.034207941,0.109584228,inf,False,10953,True,True,SUT417,,ncRNA_STM
11699,FMP45_MID2,5-FC,YNL069C,RPL16B,Chr16,586993,572464,593213,575622,554350,590624,0.622866881,3.876758399,0.034207941,0.175553737,inf,False,11371,True,True,SUT417,,ncRNA_STM
11699,FMP45_MID2,5-FC,YOR063W,RPL3,Chr16,586993,572464,593213,576040,571530,591786,0.622866881,3.876758399,0.034207941,0.221555976,inf,False,10953,True,True,SUT417,,ncRNA_STM
11699,FMP45_MID2,5-FC,YML073C,RPL6A,Chr16,586993,572464,593213,591589,584269,593213,0.622866881,3.876758399,0.034207941,0.160408695,inf,False,4596,True,True,SUT417,,ncRNA_STM
11699,FMP45_MID2,5-FC,YJL121C,RPE1,Chr16,586993,572464,593213,586960,571530,593213,0.622866881,3.876758399,0.034207941,0.350583787,inf,False,33,True,True,SUT417,,ncRNA_STM
11699,FMP45_MID2,5-FC,YGL123W,RPS2,Chr16,586993,572464,593213,576040,571530,591786,0.622866881,3.876758399,0.034207941,0.15603381,inf,False,10953,True,True,SUT417,,ncRNA_STM
11699,FMP45_MID2,5-FC,YGR049W,SCM4,Chr16,586993,572464,593213,574886,549715,590624,0.622866881,3.876758399,0.034207941,0.116478406,inf,False,12107,True,True,SUT417,,ncRNA_STM
11699,FMP45_MID2,5-FC,YGR279C,SCW4,Chr16,586993,572464,593213,578941,571530,591786,0.622866881,3.876758399,0.034207941,0.155809897,inf,False,8052,True,True,SUT417,,ncRNA_STM
11699,FMP45_MID2,5-FC,YKL148C,SDH1; SDHA,Chr16,586993,572464,593213,579913,571530,591786,0.622866881,3.876758399,0.034207941,0.156795879,inf,False,7080,True,True,SUT417,,ncRNA_STM
11699,FMP45_MID2,5-FC,YLL041C,SDH2,Chr16,586993,572464,593213,579283,559542,591786,0.622866881,3.876758399,0.034207941,0.148889447,inf,False,7710,True,True,SUT417,,ncRNA_STM
11699,FMP45_MID2,5-FC,YHR087W,RTC3,Chr16,586993,572464,593213,579790,554350,591786,0.622866881,3.876758399,0.034207941,0.408602878,inf,False,7203,True,True,SUT417,,ncRNA_STM
11699,FMP45_MID2,5-FC,YKL193C,SDS22; EGP1,Chr16,586993,572464,593213,579790,554350,591786,0.622866881,3.876758399,0.034207941,0.293350267,inf,False,7203,True,True,SUT417,,ncRNA_STM
11699,FMP45_MID2,5-FC,YBR214W,SDS24,Chr16,586993,572464,593213,591536,576040,593213,0.622866881,3.876758399,0.034207941,0.13578054,inf,False,4543,True,True,SUT417,,ncRNA_STM
11699,FMP45_MID2,5-FC,YER081W,SER3,Chr16,586993,572464,593213,579283,559542,591786,0.622866881,3.876758399,0.034207941,0.176654994,inf,False,7710,True,True,SUT417,,ncRNA_STM
11699,FMP45_MID2,5-FC,YHR008C,SOD2,Chr16,586993,572464,593213,578941,571530,591786,0.622866881,3.876758399,0.034207941,0.132150577,inf,False,8052,True,True,SUT417,,ncRNA_STM
11699,FMP45_MID2,5-FC,YHR163W,SOL3,Chr16,586993,572464,593213,579913,571530,591786,0.622866881,3.876758399,0.034207941,0.159782056,inf,False,7080,True,True,SUT417,,ncRNA_STM
11699,FMP45_MID2,5-FC,YDL084W,SUB2,Chr16,586993,572464,593213,587661,572250,593213,0.622866881,3.876758399,0.034207941,0.167417211,inf,False,668,True,True,SUT417,,ncRNA_STM
11699,FMP45_MID2,5-FC,YOR142W,LSC1,Chr16,586993,572464,593213,579283,559542,591786,0.622866881,3.876758399,0.034207941,0.228464619,inf,False,7710,True,True,SUT417,,ncRNA_STM
11699,FMP45_MID2,5-FC,YPL160W,CDC60,Chr16,586993,572464,593213,578941,571530,591786,0.622866881,3.876758399,0.034207941,0.142189312,328680.0,False,8052,True,True,SUT417,,ncRNA_STM
11699,FMP45_MID2,5-FC,YGR264C,MES1,Chr16,586993,572464,593213,586993,572464,593213,0.622866881,3.876758399,0.034207941,0.12573527,inf,False,0,True,True,SUT417,,ncRNA_STM
11699,FMP45_MID2,5-FC,YIL078W,THS1,Chr16,586993,572464,593213,586993,572464,593213,0.622866881,3.876758399,0.034207941,0.156858084,inf,False,0,True,True,SUT417,,ncRNA_STM
