SNP,LD050_ID,PPI,DRUG,chromosome,piQTL_peak,piQTL_left,piQTL_right,piQTL_EFFECTSIZE,piQTL_pvalue,piQTL_FDR,piQTL_locus_id,piQTL_locus_gene,piQTL_locus_description,cis_trans
11940,LD050_2426,FMP45_MEP1,5-FC,16,867326,862181,867326,-0.687550855,4.640794186,0.007032126,YPR162C,ORC4,"""Subunit of the origin recognition complex (ORC); ORC directs DNA replication by binding to replication origins and is also involved in transcriptional silencing; ORC4 has a paralog ; RIF2 ; that arose from the whole genome duplication""",trans
11935,LD050_2426,FMP45_MID2,Metformin,16,863978,862181,867326,-0.477117581,3.70850707,0.047345888,YPR160W,GPH1,"""Glycogen phosphorylase required for the mobilization of glycogen; non-essential; regulated by cyclic AMP-mediated phosphorylation; phosphorylation by Cdc28p may coordinately regulate carbohydrate metabolism and the cell cycle; expression is regulated by stress-response elements and by the HOG MAP kinase pathway""",trans
11940,LD050_2426,HNM1_ERG11,noDrug,16,867326,862181,867326,-0.625980713,4.077504639,0.022973431,YPR162C,ORC4,"""Subunit of the origin recognition complex (ORC); ORC directs DNA replication by binding to replication origins and is also involved in transcriptional silencing; ORC4 has a paralog ; RIF2 ; that arose from the whole genome duplication""",trans
11940,LD050_2426,HNM1_TPO4,5-FC,16,867326,862181,867326,-0.556552594,3.700151501,0.048116642,YPR162C,ORC4,"""Subunit of the origin recognition complex (ORC); ORC directs DNA replication by binding to replication origins and is also involved in transcriptional silencing; ORC4 has a paralog ; RIF2 ; that arose from the whole genome duplication""",trans
11940,LD050_2426,HNM1_TPO4,noDrug,16,867326,862181,867326,-0.544899861,3.713657121,0.046890999,YPR162C,ORC4,"""Subunit of the origin recognition complex (ORC); ORC directs DNA replication by binding to replication origins and is also involved in transcriptional silencing; ORC4 has a paralog ; RIF2 ; that arose from the whole genome duplication""",trans
11940,LD050_2426,HUG1_ADE17,5-FC,16,867326,862181,867326,-0.583995728,4.018632898,0.025806012,YPR162C,ORC4,"""Subunit of the origin recognition complex (ORC); ORC directs DNA replication by binding to replication origins and is also involved in transcriptional silencing; ORC4 has a paralog ; RIF2 ; that arose from the whole genome duplication""",trans
11940,LD050_2426,HUG1_ALO1,5-FC,16,867326,862181,867326,-0.797514998,4.96644215,0.003476512,YPR162C,ORC4,"""Subunit of the origin recognition complex (ORC); ORC directs DNA replication by binding to replication origins and is also involved in transcriptional silencing; ORC4 has a paralog ; RIF2 ; that arose from the whole genome duplication""",trans
11940,LD050_2426,HUG1_ALO1,Trifluoperazine,16,867326,862181,867326,-0.622174001,4.909178959,0.003940703,YPR162C,ORC4,"""Subunit of the origin recognition complex (ORC); ORC directs DNA replication by binding to replication origins and is also involved in transcriptional silencing; ORC4 has a paralog ; RIF2 ; that arose from the whole genome duplication""",trans
11940,LD050_2426,HUG1_ALO1,noDrug,16,867326,862181,867326,-0.757975724,4.849472572,0.004482358,YPR162C,ORC4,"""Subunit of the origin recognition complex (ORC); ORC directs DNA replication by binding to replication origins and is also involved in transcriptional silencing; ORC4 has a paralog ; RIF2 ; that arose from the whole genome duplication""",trans
11932,LD050_2426,HUG1_PGM2,5-FC,16,862181,862181,867326,-0.672229192,3.704587941,0.047710194,YPR160W,GPH1,"""Glycogen phosphorylase required for the mobilization of glycogen; non-essential; regulated by cyclic AMP-mediated phosphorylation; phosphorylation by Cdc28p may coordinately regulate carbohydrate metabolism and the cell cycle; expression is regulated by stress-response elements and by the HOG MAP kinase pathway""",trans
11935,LD050_2426,HUG1_PGM2,noDrug,16,863978,862181,867326,-0.763861767,4.779266439,0.005217039,YPR160W,GPH1,"""Glycogen phosphorylase required for the mobilization of glycogen; non-essential; regulated by cyclic AMP-mediated phosphorylation; phosphorylation by Cdc28p may coordinately regulate carbohydrate metabolism and the cell cycle; expression is regulated by stress-response elements and by the HOG MAP kinase pathway""",trans
11940,LD050_2426,MID2_MAM33,noDrug,16,867326,862181,867326,-0.669965433,4.141213661,0.020192283,YPR162C,ORC4,"""Subunit of the origin recognition complex (ORC); ORC directs DNA replication by binding to replication origins and is also involved in transcriptional silencing; ORC4 has a paralog ; RIF2 ; that arose from the whole genome duplication""",trans
11940,LD050_2426,MID2_PIN2,Fluconazole,16,867326,862181,867326,-0.600733104,3.69592846,0.048523556,YPR162C,ORC4,"""Subunit of the origin recognition complex (ORC); ORC directs DNA replication by binding to replication origins and is also involved in transcriptional silencing; ORC4 has a paralog ; RIF2 ; that arose from the whole genome duplication""",trans
11940,LD050_2426,MID2_RSN1,noDrug,16,867326,862181,867326,-0.570890123,5.115110106,0.002515976,YPR162C,ORC4,"""Subunit of the origin recognition complex (ORC); ORC directs DNA replication by binding to replication origins and is also involved in transcriptional silencing; ORC4 has a paralog ; RIF2 ; that arose from the whole genome duplication""",trans
11940,LD050_2426,MID2_TPO2,noDrug,16,867326,862181,867326,-0.559659018,4.999784886,0.003233796,YPR162C,ORC4,"""Subunit of the origin recognition complex (ORC); ORC directs DNA replication by binding to replication origins and is also involved in transcriptional silencing; ORC4 has a paralog ; RIF2 ; that arose from the whole genome duplication""",trans
11940,LD050_2426,MID2_TPO4,Fluconazole,16,867326,862181,867326,-0.617254093,3.694592678,0.048626005,YPR162C,ORC4,"""Subunit of the origin recognition complex (ORC); ORC directs DNA replication by binding to replication origins and is also involved in transcriptional silencing; ORC4 has a paralog ; RIF2 ; that arose from the whole genome duplication""",trans
11940,LD050_2426,PLM2_HNM1,5-FC,16,867326,862181,867326,-0.65860502,4.745594553,0.005611701,YPR162C,ORC4,"""Subunit of the origin recognition complex (ORC); ORC directs DNA replication by binding to replication origins and is also involved in transcriptional silencing; ORC4 has a paralog ; RIF2 ; that arose from the whole genome duplication""",trans
11938,LD050_2426,PLM2_HNM1,Fluconazole,16,864283,862181,867326,-0.594048655,4.146067235,0.019993062,YPR160W,GPH1,"""Glycogen phosphorylase required for the mobilization of glycogen; non-essential; regulated by cyclic AMP-mediated phosphorylation; phosphorylation by Cdc28p may coordinately regulate carbohydrate metabolism and the cell cycle; expression is regulated by stress-response elements and by the HOG MAP kinase pathway""",trans
11934,LD050_2426,PLM2_HNM1,noDrug,16,863372,862181,867326,-0.710540793,5.782251239,0.000580156,YPR160W,GPH1,"""Glycogen phosphorylase required for the mobilization of glycogen; non-essential; regulated by cyclic AMP-mediated phosphorylation; phosphorylation by Cdc28p may coordinately regulate carbohydrate metabolism and the cell cycle; expression is regulated by stress-response elements and by the HOG MAP kinase pathway""",trans
11940,LD050_2426,PMC1_CTR2,5-FC,16,867326,862181,867326,-0.81685075,6.175340422,0.000243366,YPR162C,ORC4,"""Subunit of the origin recognition complex (ORC); ORC directs DNA replication by binding to replication origins and is also involved in transcriptional silencing; ORC4 has a paralog ; RIF2 ; that arose from the whole genome duplication""",trans
11940,LD050_2426,PMC1_CTR2,Fluconazole,16,867326,862181,867326,-0.656168009,4.317223603,0.014020771,YPR162C,ORC4,"""Subunit of the origin recognition complex (ORC); ORC directs DNA replication by binding to replication origins and is also involved in transcriptional silencing; ORC4 has a paralog ; RIF2 ; that arose from the whole genome duplication""",trans
11940,LD050_2426,PMC1_CTR2,Metformin,16,867326,862181,867326,-0.500953258,4.003938063,0.026575351,YPR162C,ORC4,"""Subunit of the origin recognition complex (ORC); ORC directs DNA replication by binding to replication origins and is also involved in transcriptional silencing; ORC4 has a paralog ; RIF2 ; that arose from the whole genome duplication""",trans
11940,LD050_2426,PMC1_CTR2,Trifluoperazine,16,867326,862181,867326,-0.619057735,4.124808419,0.020867918,YPR162C,ORC4,"""Subunit of the origin recognition complex (ORC); ORC directs DNA replication by binding to replication origins and is also involved in transcriptional silencing; ORC4 has a paralog ; RIF2 ; that arose from the whole genome duplication""",trans
11940,LD050_2426,PMC1_CTR2,noDrug,16,867326,862181,867326,-0.700219253,4.578864928,0.008026675,YPR162C,ORC4,"""Subunit of the origin recognition complex (ORC); ORC directs DNA replication by binding to replication origins and is also involved in transcriptional silencing; ORC4 has a paralog ; RIF2 ; that arose from the whole genome duplication""",trans
11940,LD050_2426,PMC1_GTR2,5-FC,16,867326,862181,867326,-0.784412908,5.962008352,0.000390422,YPR162C,ORC4,"""Subunit of the origin recognition complex (ORC); ORC directs DNA replication by binding to replication origins and is also involved in transcriptional silencing; ORC4 has a paralog ; RIF2 ; that arose from the whole genome duplication""",trans
11940,LD050_2426,PMC1_GTR2,Metformin,16,867326,862181,867326,-0.542054038,4.236683414,0.01658822,YPR162C,ORC4,"""Subunit of the origin recognition complex (ORC); ORC directs DNA replication by binding to replication origins and is also involved in transcriptional silencing; ORC4 has a paralog ; RIF2 ; that arose from the whole genome duplication""",trans
11940,LD050_2426,PMC1_GTR2,Trifluoperazine,16,867326,862181,867326,-0.836674914,6.119168992,0.000275651,YPR162C,ORC4,"""Subunit of the origin recognition complex (ORC); ORC directs DNA replication by binding to replication origins and is also involved in transcriptional silencing; ORC4 has a paralog ; RIF2 ; that arose from the whole genome duplication""",trans
11940,LD050_2426,PMC1_GTR2,noDrug,16,867326,862181,867326,-0.790985267,5.855448635,0.000493419,YPR162C,ORC4,"""Subunit of the origin recognition complex (ORC); ORC directs DNA replication by binding to replication origins and is also involved in transcriptional silencing; ORC4 has a paralog ; RIF2 ; that arose from the whole genome duplication""",trans
11940,LD050_2426,SNA4_GTR2,Trifluoperazine,16,867326,862181,867326,-0.525681261,3.824164681,0.037950056,YPR162C,ORC4,"""Subunit of the origin recognition complex (ORC); ORC directs DNA replication by binding to replication origins and is also involved in transcriptional silencing; ORC4 has a paralog ; RIF2 ; that arose from the whole genome duplication""",trans
11940,LD050_2426,SRO9_DHH1,noDrug,16,867326,862181,867326,-0.5729583,4.110229338,0.021495531,YPR162C,ORC4,"""Subunit of the origin recognition complex (ORC); ORC directs DNA replication by binding to replication origins and is also involved in transcriptional silencing; ORC4 has a paralog ; RIF2 ; that arose from the whole genome duplication""",trans
11940,LD050_2426,SRO9_GIS2,noDrug,16,867326,862181,867326,-0.474055177,4.127311452,0.020766542,YPR162C,ORC4,"""Subunit of the origin recognition complex (ORC); ORC directs DNA replication by binding to replication origins and is also involved in transcriptional silencing; ORC4 has a paralog ; RIF2 ; that arose from the whole genome duplication""",trans
11932,LD050_2426,TPO1_MID2,5-FC,16,862181,862181,867326,-0.592470373,4.094036299,0.022221521,YPR160W,GPH1,"""Glycogen phosphorylase required for the mobilization of glycogen; non-essential; regulated by cyclic AMP-mediated phosphorylation; phosphorylation by Cdc28p may coordinately regulate carbohydrate metabolism and the cell cycle; expression is regulated by stress-response elements and by the HOG MAP kinase pathway""",trans
11940,LD050_2426,TPO1_MID2,Trifluoperazine,16,867326,862181,867326,-0.558630067,3.8440361,0.036500027,YPR162C,ORC4,"""Subunit of the origin recognition complex (ORC); ORC directs DNA replication by binding to replication origins and is also involved in transcriptional silencing; ORC4 has a paralog ; RIF2 ; that arose from the whole genome duplication""",trans
11940,LD050_2426,TPO1_MID2,noDrug,16,867326,862181,867326,-0.608188199,4.708574014,0.006085095,YPR162C,ORC4,"""Subunit of the origin recognition complex (ORC); ORC directs DNA replication by binding to replication origins and is also involved in transcriptional silencing; ORC4 has a paralog ; RIF2 ; that arose from the whole genome duplication""",trans
11940,LD050_2426,TPO1_TCB2,5-FC,16,867326,862181,867326,-0.624412506,3.825386512,0.037858827,YPR162C,ORC4,"""Subunit of the origin recognition complex (ORC); ORC directs DNA replication by binding to replication origins and is also involved in transcriptional silencing; ORC4 has a paralog ; RIF2 ; that arose from the whole genome duplication""",trans
11940,LD050_2426,TPO1_TCB2,noDrug,16,867326,862181,867326,-0.550951427,4.179285714,0.018667649,YPR162C,ORC4,"""Subunit of the origin recognition complex (ORC); ORC directs DNA replication by binding to replication origins and is also involved in transcriptional silencing; ORC4 has a paralog ; RIF2 ; that arose from the whole genome duplication""",trans
11932,LD050_2426,TPO1_TPO2,5-FC,16,862181,862181,867326,-0.499536139,4.123031564,0.020945675,YPR160W,GPH1,"""Glycogen phosphorylase required for the mobilization of glycogen; non-essential; regulated by cyclic AMP-mediated phosphorylation; phosphorylation by Cdc28p may coordinately regulate carbohydrate metabolism and the cell cycle; expression is regulated by stress-response elements and by the HOG MAP kinase pathway""",trans
11940,LD050_2426,TPO1_TPO2,Trifluoperazine,16,867326,862181,867326,-0.608016981,3.991055619,0.027250299,YPR162C,ORC4,"""Subunit of the origin recognition complex (ORC); ORC directs DNA replication by binding to replication origins and is also involved in transcriptional silencing; ORC4 has a paralog ; RIF2 ; that arose from the whole genome duplication""",trans
11932,LD050_2426,TPO1_TPO2,noDrug,16,862181,862181,867326,-0.686974438,4.261514693,0.015755635,YPR160W,GPH1,"""Glycogen phosphorylase required for the mobilization of glycogen; non-essential; regulated by cyclic AMP-mediated phosphorylation; phosphorylation by Cdc28p may coordinately regulate carbohydrate metabolism and the cell cycle; expression is regulated by stress-response elements and by the HOG MAP kinase pathway""",trans
11942,LD050_2428,ALO1_ADE17,5-FC,16,869725,869725,873367,-0.648069467,4.001101586,0.026718808,YPR163C,TIF3,"""Translation initiation factor eIF-4B; RNA recognition motif containing single-stranded RNA binding protein that possesses RNA annealing and strand-exchange activities; stimulates the ATPase and unwinding activities of the RNA helicase eIF4A ; in a synergistic manner with eIF4G; promotes assembly of the translation initiation factor complex eIF4F and the 48S preinitiation complex; interacts with Rps20p at the head of the 40S ribosomal subunit and alters the structure of the mRNA entry channel""",trans
11942,LD050_2428,ALO1_ADE17,Metformin,16,869725,869725,873367,-0.584328853,4.764789255,0.005381559,YPR163C,TIF3,"""Translation initiation factor eIF-4B; RNA recognition motif containing single-stranded RNA binding protein that possesses RNA annealing and strand-exchange activities; stimulates the ATPase and unwinding activities of the RNA helicase eIF4A ; in a synergistic manner with eIF4G; promotes assembly of the translation initiation factor complex eIF4F and the 48S preinitiation complex; interacts with Rps20p at the head of the 40S ribosomal subunit and alters the structure of the mRNA entry channel""",trans
11942,LD050_2428,ALO1_ADE17,Trifluoperazine,16,869725,869725,873367,-0.659480694,4.666699538,0.006655604,YPR163C,TIF3,"""Translation initiation factor eIF-4B; RNA recognition motif containing single-stranded RNA binding protein that possesses RNA annealing and strand-exchange activities; stimulates the ATPase and unwinding activities of the RNA helicase eIF4A ; in a synergistic manner with eIF4G; promotes assembly of the translation initiation factor complex eIF4F and the 48S preinitiation complex; interacts with Rps20p at the head of the 40S ribosomal subunit and alters the structure of the mRNA entry channel""",trans
11942,LD050_2428,ALO1_ADE17,noDrug,16,869725,869725,873367,-0.764341729,4.974703505,0.003414169,YPR163C,TIF3,"""Translation initiation factor eIF-4B; RNA recognition motif containing single-stranded RNA binding protein that possesses RNA annealing and strand-exchange activities; stimulates the ATPase and unwinding activities of the RNA helicase eIF4A ; in a synergistic manner with eIF4G; promotes assembly of the translation initiation factor complex eIF4F and the 48S preinitiation complex; interacts with Rps20p at the head of the 40S ribosomal subunit and alters the structure of the mRNA entry channel""",trans
11945,LD050_2428,ALO1_HYR1,5-FC,16,873246,869725,873367,-0.554170283,4.006098189,0.026470092,YPR164W,MMS1,"""Subunit of E3 ubiquitin ligase complex involved in replication repair; stabilizes protein components of the replication fork such as the fork-pausing complex and leading strand polymerase ; preventing fork collapse and promoting efficient recovery during replication stress; regulates Ty1 transposition; involved with Rtt101p in nonfunctional rRNA decay""",trans
11946,LD050_2428,ALO1_HYR1,Fluconazole,16,873367,869725,873367,-0.631393877,3.985920643,0.027542929,YPR164W,MMS1,"""Subunit of E3 ubiquitin ligase complex involved in replication repair; stabilizes protein components of the replication fork such as the fork-pausing complex and leading strand polymerase ; preventing fork collapse and promoting efficient recovery during replication stress; regulates Ty1 transposition; involved with Rtt101p in nonfunctional rRNA decay""",trans
11945,LD050_2428,ALO1_HYR1,noDrug,16,873246,869725,873367,-0.600224926,4.347221806,0.013157768,YPR164W,MMS1,"""Subunit of E3 ubiquitin ligase complex involved in replication repair; stabilizes protein components of the replication fork such as the fork-pausing complex and leading strand polymerase ; preventing fork collapse and promoting efficient recovery during replication stress; regulates Ty1 transposition; involved with Rtt101p in nonfunctional rRNA decay""",trans
11946,LD050_2428,ALO1_UIP4,Fluconazole,16,873367,869725,873367,-0.61415972,4.253673938,0.016020468,YPR164W,MMS1,"""Subunit of E3 ubiquitin ligase complex involved in replication repair; stabilizes protein components of the replication fork such as the fork-pausing complex and leading strand polymerase ; preventing fork collapse and promoting efficient recovery during replication stress; regulates Ty1 transposition; involved with Rtt101p in nonfunctional rRNA decay""",trans
11944,LD050_2428,ALO1_UIP4,noDrug,16,873212,869725,873367,-0.622673763,3.82968014,0.037547456,YPR164W,MMS1,"""Subunit of E3 ubiquitin ligase complex involved in replication repair; stabilizes protein components of the replication fork such as the fork-pausing complex and leading strand polymerase ; preventing fork collapse and promoting efficient recovery during replication stress; regulates Ty1 transposition; involved with Rtt101p in nonfunctional rRNA decay""",trans
11946,LD050_2428,ERG11_ACF2,5-FC,16,873367,869725,873367,-0.639489074,5.08479503,0.002689612,YPR164W,MMS1,"""Subunit of E3 ubiquitin ligase complex involved in replication repair; stabilizes protein components of the replication fork such as the fork-pausing complex and leading strand polymerase ; preventing fork collapse and promoting efficient recovery during replication stress; regulates Ty1 transposition; involved with Rtt101p in nonfunctional rRNA decay""",trans
11946,LD050_2428,ERG11_ACF2,noDrug,16,873367,869725,873367,-0.565271051,4.33677695,0.013453813,YPR164W,MMS1,"""Subunit of E3 ubiquitin ligase complex involved in replication repair; stabilizes protein components of the replication fork such as the fork-pausing complex and leading strand polymerase ; preventing fork collapse and promoting efficient recovery during replication stress; regulates Ty1 transposition; involved with Rtt101p in nonfunctional rRNA decay""",trans
11943,LD050_2428,ERG11_ORM2,5-FC,16,870388,869725,873367,-0.552203506,5.076266865,0.002739115,YPR164W_NFR/NDR,MMS1,stable,trans
11944,LD050_2428,ERG11_ORM2,Trifluoperazine,16,873212,869725,873367,-0.456490365,3.779330412,0.041381898,YPR164W,MMS1,"""Subunit of E3 ubiquitin ligase complex involved in replication repair; stabilizes protein components of the replication fork such as the fork-pausing complex and leading strand polymerase ; preventing fork collapse and promoting efficient recovery during replication stress; regulates Ty1 transposition; involved with Rtt101p in nonfunctional rRNA decay""",trans
11944,LD050_2428,ERG27_ACF2,5-FC,16,873212,869725,873367,-0.653595936,4.841943852,0.004556102,YPR164W,MMS1,"""Subunit of E3 ubiquitin ligase complex involved in replication repair; stabilizes protein components of the replication fork such as the fork-pausing complex and leading strand polymerase ; preventing fork collapse and promoting efficient recovery during replication stress; regulates Ty1 transposition; involved with Rtt101p in nonfunctional rRNA decay""",trans
11944,LD050_2428,ERG27_ACF2,Trifluoperazine,16,873212,869725,873367,-0.54846448,3.705359835,0.047640876,YPR164W,MMS1,"""Subunit of E3 ubiquitin ligase complex involved in replication repair; stabilizes protein components of the replication fork such as the fork-pausing complex and leading strand polymerase ; preventing fork collapse and promoting efficient recovery during replication stress; regulates Ty1 transposition; involved with Rtt101p in nonfunctional rRNA decay""",trans
11944,LD050_2428,ERG27_ACF2,noDrug,16,873212,869725,873367,-0.660628711,4.793143511,0.005062931,YPR164W,MMS1,"""Subunit of E3 ubiquitin ligase complex involved in replication repair; stabilizes protein components of the replication fork such as the fork-pausing complex and leading strand polymerase ; preventing fork collapse and promoting efficient recovery during replication stress; regulates Ty1 transposition; involved with Rtt101p in nonfunctional rRNA decay""",trans
11944,LD050_2428,ERV25_UIP4,5-FC,16,873212,869725,873367,-0.768063883,5.37148307,0.001434127,YPR164W,MMS1,"""Subunit of E3 ubiquitin ligase complex involved in replication repair; stabilizes protein components of the replication fork such as the fork-pausing complex and leading strand polymerase ; preventing fork collapse and promoting efficient recovery during replication stress; regulates Ty1 transposition; involved with Rtt101p in nonfunctional rRNA decay""",trans
11944,LD050_2428,ERV25_UIP4,Metformin,16,873212,869725,873367,-0.484504088,4.083531789,0.022686818,YPR164W,MMS1,"""Subunit of E3 ubiquitin ligase complex involved in replication repair; stabilizes protein components of the replication fork such as the fork-pausing complex and leading strand polymerase ; preventing fork collapse and promoting efficient recovery during replication stress; regulates Ty1 transposition; involved with Rtt101p in nonfunctional rRNA decay""",trans
11944,LD050_2428,ERV25_UIP4,noDrug,16,873212,869725,873367,-0.682783512,4.076012189,0.023037277,YPR164W,MMS1,"""Subunit of E3 ubiquitin ligase complex involved in replication repair; stabilizes protein components of the replication fork such as the fork-pausing complex and leading strand polymerase ; preventing fork collapse and promoting efficient recovery during replication stress; regulates Ty1 transposition; involved with Rtt101p in nonfunctional rRNA decay""",trans
11942,LD050_2428,FMP45_HNM1,Fluconazole,16,869725,869725,873367,-0.567020495,3.721957656,0.046168262,YPR163C,TIF3,"""Translation initiation factor eIF-4B; RNA recognition motif containing single-stranded RNA binding protein that possesses RNA annealing and strand-exchange activities; stimulates the ATPase and unwinding activities of the RNA helicase eIF4A ; in a synergistic manner with eIF4G; promotes assembly of the translation initiation factor complex eIF4F and the 48S preinitiation complex; interacts with Rps20p at the head of the 40S ribosomal subunit and alters the structure of the mRNA entry channel""",trans
11944,LD050_2428,FMP45_MEP1,5-FC,16,873212,869725,873367,-0.678483375,4.542064377,0.008690464,YPR164W,MMS1,"""Subunit of E3 ubiquitin ligase complex involved in replication repair; stabilizes protein components of the replication fork such as the fork-pausing complex and leading strand polymerase ; preventing fork collapse and promoting efficient recovery during replication stress; regulates Ty1 transposition; involved with Rtt101p in nonfunctional rRNA decay""",trans
11946,LD050_2428,FMP45_MID2,Fluconazole,16,873367,869725,873367,-0.602018416,4.047960907,0.024357913,YPR164W,MMS1,"""Subunit of E3 ubiquitin ligase complex involved in replication repair; stabilizes protein components of the replication fork such as the fork-pausing complex and leading strand polymerase ; preventing fork collapse and promoting efficient recovery during replication stress; regulates Ty1 transposition; involved with Rtt101p in nonfunctional rRNA decay""",trans
11944,LD050_2428,HNM1_ERG11,noDrug,16,873212,869725,873367,-0.657207683,4.4600884,0.010339227,YPR164W,MMS1,"""Subunit of E3 ubiquitin ligase complex involved in replication repair; stabilizes protein components of the replication fork such as the fork-pausing complex and leading strand polymerase ; preventing fork collapse and promoting efficient recovery during replication stress; regulates Ty1 transposition; involved with Rtt101p in nonfunctional rRNA decay""",trans
11946,LD050_2428,HNM1_TPO4,5-FC,16,873367,869725,873367,-0.554391388,3.698600217,0.048275759,YPR164W,MMS1,"""Subunit of E3 ubiquitin ligase complex involved in replication repair; stabilizes protein components of the replication fork such as the fork-pausing complex and leading strand polymerase ; preventing fork collapse and promoting efficient recovery during replication stress; regulates Ty1 transposition; involved with Rtt101p in nonfunctional rRNA decay""",trans
11944,LD050_2428,HUG1_ADE17,5-FC,16,873212,869725,873367,-0.580454644,3.985119562,0.027589843,YPR164W,MMS1,"""Subunit of E3 ubiquitin ligase complex involved in replication repair; stabilizes protein components of the replication fork such as the fork-pausing complex and leading strand polymerase ; preventing fork collapse and promoting efficient recovery during replication stress; regulates Ty1 transposition; involved with Rtt101p in nonfunctional rRNA decay""",trans
11944,LD050_2428,HUG1_ADE17,noDrug,16,873212,869725,873367,-0.585692785,3.815309766,0.038637538,YPR164W,MMS1,"""Subunit of E3 ubiquitin ligase complex involved in replication repair; stabilizes protein components of the replication fork such as the fork-pausing complex and leading strand polymerase ; preventing fork collapse and promoting efficient recovery during replication stress; regulates Ty1 transposition; involved with Rtt101p in nonfunctional rRNA decay""",trans
11946,LD050_2428,HUG1_ALO1,5-FC,16,873367,869725,873367,-0.746495578,4.43522415,0.010911066,YPR164W,MMS1,"""Subunit of E3 ubiquitin ligase complex involved in replication repair; stabilizes protein components of the replication fork such as the fork-pausing complex and leading strand polymerase ; preventing fork collapse and promoting efficient recovery during replication stress; regulates Ty1 transposition; involved with Rtt101p in nonfunctional rRNA decay""",trans
11946,LD050_2428,HUG1_ALO1,Trifluoperazine,16,873367,869725,873367,-0.573292362,4.262817149,0.015714504,YPR164W,MMS1,"""Subunit of E3 ubiquitin ligase complex involved in replication repair; stabilizes protein components of the replication fork such as the fork-pausing complex and leading strand polymerase ; preventing fork collapse and promoting efficient recovery during replication stress; regulates Ty1 transposition; involved with Rtt101p in nonfunctional rRNA decay""",trans
11946,LD050_2428,HUG1_ALO1,noDrug,16,873367,869725,873367,-0.720560071,4.454389983,0.010468263,YPR164W,MMS1,"""Subunit of E3 ubiquitin ligase complex involved in replication repair; stabilizes protein components of the replication fork such as the fork-pausing complex and leading strand polymerase ; preventing fork collapse and promoting efficient recovery during replication stress; regulates Ty1 transposition; involved with Rtt101p in nonfunctional rRNA decay""",trans
11944,LD050_2428,HUG1_PGM2,noDrug,16,873212,869725,873367,-0.753117599,4.615034945,0.007432479,YPR164W,MMS1,"""Subunit of E3 ubiquitin ligase complex involved in replication repair; stabilizes protein components of the replication fork such as the fork-pausing complex and leading strand polymerase ; preventing fork collapse and promoting efficient recovery during replication stress; regulates Ty1 transposition; involved with Rtt101p in nonfunctional rRNA decay""",trans
11946,LD050_2428,MID2_RSN1,noDrug,16,873367,869725,873367,-0.543494824,4.708320233,0.006088145,YPR164W,MMS1,"""Subunit of E3 ubiquitin ligase complex involved in replication repair; stabilizes protein components of the replication fork such as the fork-pausing complex and leading strand polymerase ; preventing fork collapse and promoting efficient recovery during replication stress; regulates Ty1 transposition; involved with Rtt101p in nonfunctional rRNA decay""",trans
11942,LD050_2428,MID2_TPO2,noDrug,16,869725,869725,873367,-0.525573544,4.560681032,0.00834406,YPR163C,TIF3,"""Translation initiation factor eIF-4B; RNA recognition motif containing single-stranded RNA binding protein that possesses RNA annealing and strand-exchange activities; stimulates the ATPase and unwinding activities of the RNA helicase eIF4A ; in a synergistic manner with eIF4G; promotes assembly of the translation initiation factor complex eIF4F and the 48S preinitiation complex; interacts with Rps20p at the head of the 40S ribosomal subunit and alters the structure of the mRNA entry channel""",trans
11946,LD050_2428,PLM2_HNM1,5-FC,16,873367,869725,873367,-0.630312537,4.412810784,0.011448812,YPR164W,MMS1,"""Subunit of E3 ubiquitin ligase complex involved in replication repair; stabilizes protein components of the replication fork such as the fork-pausing complex and leading strand polymerase ; preventing fork collapse and promoting efficient recovery during replication stress; regulates Ty1 transposition; involved with Rtt101p in nonfunctional rRNA decay""",trans
11946,LD050_2428,PLM2_HNM1,Fluconazole,16,873367,869725,873367,-0.595898281,4.118202349,0.021153126,YPR164W,MMS1,"""Subunit of E3 ubiquitin ligase complex involved in replication repair; stabilizes protein components of the replication fork such as the fork-pausing complex and leading strand polymerase ; preventing fork collapse and promoting efficient recovery during replication stress; regulates Ty1 transposition; involved with Rtt101p in nonfunctional rRNA decay""",trans
11944,LD050_2428,PLM2_HNM1,noDrug,16,873212,869725,873367,-0.690294845,5.399767588,0.001347108,YPR164W,MMS1,"""Subunit of E3 ubiquitin ligase complex involved in replication repair; stabilizes protein components of the replication fork such as the fork-pausing complex and leading strand polymerase ; preventing fork collapse and promoting efficient recovery during replication stress; regulates Ty1 transposition; involved with Rtt101p in nonfunctional rRNA decay""",trans
11942,LD050_2428,PMC1_CTR2,5-FC,16,869725,869725,873367,-0.77132116,5.678072694,0.000729953,YPR163C,TIF3,"""Translation initiation factor eIF-4B; RNA recognition motif containing single-stranded RNA binding protein that possesses RNA annealing and strand-exchange activities; stimulates the ATPase and unwinding activities of the RNA helicase eIF4A ; in a synergistic manner with eIF4G; promotes assembly of the translation initiation factor complex eIF4F and the 48S preinitiation complex; interacts with Rps20p at the head of the 40S ribosomal subunit and alters the structure of the mRNA entry channel""",trans
11946,LD050_2428,PMC1_CTR2,Fluconazole,16,873367,869725,873367,-0.652611009,4.303438715,0.014430934,YPR164W,MMS1,"""Subunit of E3 ubiquitin ligase complex involved in replication repair; stabilizes protein components of the replication fork such as the fork-pausing complex and leading strand polymerase ; preventing fork collapse and promoting efficient recovery during replication stress; regulates Ty1 transposition; involved with Rtt101p in nonfunctional rRNA decay""",trans
