SNP	chromosome	pos	left_pos	right_pos
10263	15	240287	231018	244868
10264	15	242903	237260	252113
10265	15	243109	237260	252113
10266	15	243553	237260	252113
10267	15	244594	237260	253998
10268	15	244868	237260	253998
10269	15	247506	242903	255007
10270	15	248251	242903	255007
10271	15	250092	242903	255007
10272	15	252113	242903	261313
10273	15	253558	244594	263860
10274	15	253929	244594	263860
10275	15	253930	244594	263860
10276	15	253973	244594	263540
10277	15	253998	244594	263860
10278	15	255007	247506	265173
10279	15	256619	256619	256619
10280	15	259218	259218	259218
10281	15	261118	253558	268222
10282	15	261313	252113	269477
10283	15	262436	253558	269919
10284	15	263540	253558	270218
10285	15	263860	253558	269919
10286	15	265173	255007	268222
10287	15	267332	261118	271780
10288	15	268222	261118	272768
10289	15	269477	261313	272768
10290	15	269919	262436	274007
10291	15	270218	263540	274007
10292	15	270269	267332	274007
10293	15	270972	267332	274603
10294	15	271365	267332	274603
10295	15	271552	267332	274603
10296	15	271780	267332	274603
10297	15	271953	268222	274007
10298	15	272768	268222	274603
10299	15	274007	269919	278631
10300	15	274603	270972	278631
10301	15	276632	274007	281378
10302	15	277142	276632	277467
10303	15	277142	277142	277142
10304	15	277467	274007	285960
10305	15	277587	276632	281378
10306	15	277699	274007	285960
10307	15	277900	276632	281378
10308	15	278259	274603	286242
10309	15	278631	274007	286732
10310	15	281378	276632	286732
10311	15	285588	281378	289865
10312	15	285741	278259	289865
10313	15	285960	277467	289865
10314	15	286046	278259	289865
10315	15	286242	278259	289865
10316	15	286732	278631	294442
10317	15	287976	285588	294442
10318	15	288282	285588	294442
10319	15	289191	285588	294442
10320	15	289865	285588	294442
10321	15	294442	286732	300972
10322	15	298709	294442	302265
10323	15	300140	294442	305436
10324	15	300336	294442	305531
10325	15	300373	294442	305531
10326	15	300497	298709	302265
10327	15	300504	298709	302265
10328	15	300972	294442	305531
10329	15	302265	298709	305531
10330	15	305341	300972	312534
10331	15	305375	300336	312534
10332	15	305436	300140	312534
10333	15	305531	300336	312534
10334	15	309504	305341	334807
10335	15	309869	305341	329425
10336	15	309954	305341	329425
10337	15	310221	305341	334807
10338	15	310574	305341	334807
10339	15	311039	305341	329425
10340	15	311056	305341	329425
10341	15	311337	305341	334807
10342	15	312146	305341	338579
10343	15	312151	305341	338579
10344	15	312245	305341	334807
10345	15	312534	305341	338579
10346	15	315509	309504	338579
10347	15	315627	315509	315627
10348	15	316405	309504	338579
10349	15	316670	309504	343921
10350	15	316958	309504	346467
10351	15	317329	309504	351238
10352	15	318509	309504	351238
10353	15	322448	309504	351238
10354	15	329425	309504	356056
10355	15	333432	333432	333432
10356	15	334807	309504	356056
10357	15	338579	312146	356056
10358	15	343921	316670	358094
10359	15	346460	316958	358094
10360	15	346467	316958	358094
10361	15	346509	318509	358094
10362	15	349540	318509	358094
10363	15	349580	349580	349580
10364	15	350076	318509	358094
10365	15	350753	317329	358094
10366	15	351238	317329	366396
10367	15	355404	334807	358094
10368	15	356056	329425	366644
10369	15	357232	343921	366644
10370	15	358094	343921	370822
10371	15	363969	358094	372783
10372	15	363970	358094	372783
10373	15	364136	356056	376289
10374	15	366396	351238	379384
10375	15	366644	356056	379384
10376	15	368091	358094	379384
10377	15	370822	358094	382511
10378	15	370846	370846	370846
10379	15	370846	370846	370846
10380	15	372209	363969	382511
10381	15	372217	363969	382511
10382	15	372714	363969	382511
10383	15	372783	363969	382511
10384	15	376289	364136	385480
10385	15	379384	366396	393541
10386	15	381987	370822	394456
10387	15	382511	370822	394456
10388	15	383674	376289	394456
10389	15	385213	385213	385213
10390	15	385480	376289	397092
10391	15	385655	385655	385655
10392	15	385655	385655	385655
10393	15	385904	379384	394456
10394	15	389662	379384	397092
10395	15	389923	379384	397092
10396	15	390617	379384	397092
10397	15	390618	379384	397092
10398	15	390621	379384	397092
10399	15	392113	381987	397092
10400	15	392353	379384	397092
10401	15	393541	379384	397092
10402	15	394456	381987	397092
10403	15	397092	385480	397092
10404	15	407924	407924	407924
10405	15	408490	408490	414582
10406	15	409351	408490	414582
10407	15	411919	408490	425338
10408	15	412551	408490	425338
10409	15	412675	412675	412675
10410	15	413284	408490	425338
10411	15	414582	408490	427668
10412	15	418066	411919	425338
10413	15	421830	411919	427668
10414	15	422359	411919	430047
10415	15	422808	411919	430047
10416	15	424272	411919	430047
10417	15	425338	411919	430047
10418	15	426603	426603	426603
10419	15	426624	425338	430047
10420	15	427668	414582	433993
10421	15	427881	427881	427881
10422	15	427884	427884	427890
10423	15	427887	427884	427890
10424	15	427890	427884	427890
10425	15	430047	422359	439078
10426	15	433993	427668	443890
10427	15	439078	430047	443890
10428	15	441176	433993	446992
10429	15	442681	433993	446992
10430	15	443566	433993	449086
10431	15	443890	433993	449086
10432	15	446521	441176	453019
10433	15	446992	441176	453019
10434	15	447362	443566	453019
10435	15	448418	448418	448418
10436	15	448419	448419	448419
10437	15	448753	446521	453019
10438	15	448815	448815	448820
10439	15	448820	448815	448820
10440	15	448830	448830	448831
10441	15	448831	448830	448831
10442	15	449086	443566	453019
10443	15	451421	446521	453019
10444	15	453019	446521	453019
10445	15	459550	459550	467889
10446	15	460514	459550	471823
10447	15	460515	459550	471823
10448	15	461014	459550	472448
10449	15	461395	459550	467889
10450	15	461411	459550	467889
10451	15	461760	459550	471823
10452	15	461793	459550	471823
10453	15	461814	459550	472448
10454	15	462280	459550	475002
10455	15	462740	460514	466738
10456	15	462740	462740	462740
10457	15	464262	459550	475002
10458	15	464395	464395	464395
10459	15	465855	459550	477914
10460	15	466097	459550	477914
10461	15	466324	459550	477914
10462	15	466738	459550	477914
10463	15	467591	459550	477914
10464	15	467703	459550	477914
10465	15	467752	459550	477914
10466	15	467792	459550	477914
10467	15	467889	459550	477914
10468	15	469298	465855	475002
10469	15	471823	460514	479604
10470	15	472448	461014	479604
10471	15	474477	462280	479604
10472	15	474768	462280	479604
10473	15	475002	462280	479604
10474	15	477403	465855	479604
10475	15	477590	465855	479604
10476	15	477914	465855	479604
10477	15	478685	471823	479604
10478	15	479604	471823	479604
10479	15	483470	483470	484698
10480	15	484698	483470	486874
10481	15	486874	484698	486874
10482	15	487554	487554	492159
10483	15	488538	487554	492159
10484	15	489788	489788	489788
10485	15	489794	487554	492159
10486	15	491013	487554	492159
10487	15	491077	487554	498195
10488	15	491585	487554	498195
10489	15	492159	487554	498195
10490	15	495561	491077	514714
10491	15	495702	491077	514714
10492	15	497661	491077	514714
10493	15	498195	491077	520780
10494	15	507796	495561	523460
10495	15	508952	507796	510569
10496	15	509182	495561	526003
10497	15	509318	495561	526003
10498	15	510569	495561	529986
10499	15	511379	495561	526003
10500	15	513988	495561	530828
10501	15	514714	495561	530828
10502	15	517614	498195	530828
10503	15	520780	498195	535075
10504	15	521235	507796	535075
10505	15	521442	507796	535075
10506	15	523460	507796	537874
10507	15	524925	513988	537874
10508	15	525000	513988	537874
10509	15	526003	509182	542319
10510	15	529986	510569	542319
10511	15	530828	513988	542319
10512	15	535075	520780	544846
10513	15	537259	537259	537259
10514	15	537874	523460	546237
10515	15	539719	526003	546237
10516	15	542319	526003	549314
10517	15	544846	535075	549314
10518	15	546198	537874	557431
10519	15	546237	537874	557431
10520	15	548689	542319	563727
10521	15	549104	542319	563727
10522	15	549314	542319	563727
10523	15	554500	546198	571413
10524	15	557431	546198	571413
10525	15	558567	548689	572989
10526	15	558912	548689	572989
10527	15	560958	549104	579131
10528	15	561827	549104	579131
10529	15	561893	548689	579131
10530	15	563572	548689	579131
10531	15	563727	548689	579131
10532	15	566834	554500	580357
10533	15	568292	554500	580357
10534	15	571413	554500	580357
10535	15	572989	558567	583940
10536	15	577770	561827	583940
10537	15	578365	560958	583940
10538	15	579131	560958	583940
10539	15	580357	566834	583940
10540	15	581669	581669	581669
10541	15	583940	572989	583940
10542	15	587077	587077	591247
10543	15	588514	587077	602954
10544	15	588544	587077	602954
10545	15	588953	587077	602954
10546	15	589040	587077	602954
10547	15	589277	587077	602954
10548	15	589446	587077	602954
10549	15	589481	587077	602954
10550	15	591247	587077	602954
10551	15	593982	588514	602954
10552	15	594139	588514	602954
10553	15	594819	594819	594822
10554	15	594822	594819	594822
10555	15	600853	593982	602954
10556	15	600887	589040	602954
10557	15	600931	588514	602954
10558	15	602954	588514	602954
10559	15	607382	607382	615367
10560	15	607609	607382	618996
10561	15	608367	607382	623130
10562	15	610892	607382	625082
10563	15	615079	607382	629119
10564	15	615367	607382	629119
10565	15	618890	610892	629119
10566	15	618967	608367	628209
10567	15	618974	608367	629119
10568	15	618996	607609	630972
10569	15	619443	608367	632436
10570	15	619880	608367	632436
10571	15	623130	608367	636570
10572	15	625082	610892	637208
10573	15	628108	615079	637926
10574	15	628209	615079	637926
10575	15	628770	615079	639239
10576	15	629119	615079	640881
10577	15	630972	618996	637926
10578	15	631958	619880	642286
10579	15	631968	619443	646327
10580	15	632436	619443	642712
10581	15	632889	623130	642325
10582	15	633695	623130	642712
10583	15	635177	623130	646327
10584	15	635682	623130	646327
10585	15	636570	623130	646327
10586	15	637208	625082	646327
10587	15	637584	628108	646327
10588	15	637878	628108	646327
10589	15	637893	628108	646327
10590	15	637894	628108	646327
10591	15	637926	628108	646327
10592	15	639000	631958	646327
10593	15	639239	628770	652034
10594	15	639279	629119	652034
10595	15	639290	631958	652034
10596	15	639391	631958	652034
10597	15	639445	631958	652034
10598	15	639520	631958	649484
10599	15	639862	631958	652034
10600	15	640033	631958	653775
10601	15	640056	631958	653775
10602	15	640881	629119	653775
10603	15	641425	632889	653775
10604	15	642215	632436	653775
10605	15	642286	631958	653775
10606	15	642294	631968	653775
10607	15	642325	631968	653775
10608	15	642712	631968	653775
10609	15	645672	635177	653775
10610	15	646327	631968	653775
10611	15	649242	639239	656377
10612	15	649484	639239	656377
10613	15	651364	639862	657980
10614	15	652034	639239	657980
10615	15	653760	640033	659697
10616	15	653769	640033	660805
10617	15	653775	640033	660805
10618	15	656377	649242	660805
10619	15	657044	651364	660805
10620	15	657104	651364	660805
10621	15	657980	651364	660805
10622	15	659697	653760	660805
10623	15	660199	656377	660805
10624	15	660208	653769	660805
10625	15	660805	653769	660805
10626	15	663916	663916	671034
10627	15	664038	663916	671034
10628	15	664146	663916	671034
10629	15	664726	663916	671034
10630	15	667693	663916	674856
10631	15	668514	663916	676857
10632	15	670723	670723	670723
10633	15	671034	663916	680430
10634	15	673487	667693	685516
10635	15	674856	667693	690141
10636	15	675324	675324	675324
10637	15	676857	668514	698953
10638	15	677981	671034	698953
10639	15	677995	671034	698025
10640	15	678027	671034	698953
10641	15	678058	671034	698953
10642	15	678086	673487	692272
10643	15	678099	673487	692272
10644	15	678248	671034	698953
10645	15	678382	673487	682676
10646	15	678393	676857	682676
10647	15	678404	673487	690141
10648	15	678474	673487	692272
10649	15	678575	673487	692272
10650	15	678625	673487	685516
10651	15	678705	671034	697431
10652	15	678832	671034	698953
10653	15	678916	671034	698953
10654	15	678988	673487	685516
10655	15	678989	673487	685516
10656	15	678995	671034	698953
10657	15	679406	671034	698953
10658	15	679485	671034	698953
10659	15	680430	671034	698953
10660	15	680681	673487	692272
10661	15	680951	673487	690141
10662	15	682676	673487	698953
10663	15	685516	673487	698953
10664	15	690141	674856	703056
10665	15	691906	676857	710273
10666	15	692134	685516	698953
10667	15	692272	676857	710273
10668	15	695613	678248	711322
10669	15	696549	677981	711322
10670	15	697431	676857	711322
10671	15	697632	677981	711322
10672	15	697884	677981	711322
10673	15	697906	677981	711322
10674	15	698025	677981	711322
10675	15	698268	678027	711322
10676	15	698306	678027	711322
10677	15	698953	676857	711322
10678	15	701044	690141	711322
10679	15	701551	690141	711322
10680	15	701614	690141	711322
10681	15	701762	690141	711322
10682	15	701781	690141	711322
10683	15	701849	690141	711322
10684	15	701869	690141	711322
10685	15	702245	690141	711322
10686	15	702344	690141	711322
10687	15	702475	690141	711322
10688	15	702493	690141	711322
10689	15	702546	690141	711322
10690	15	702764	690141	711322
10691	15	703056	690141	711322
10692	15	703622	701551	711322
10693	15	703627	701551	711322
10694	15	703634	702344	711322
10695	15	703636	703622	703639
10696	15	703637	702344	711322
10697	15	703639	702344	711322
10698	15	710273	691906	711322
10699	15	711322	695613	711322
10700	15	714897	714897	717962
10701	15	715226	714897	717962
10702	15	716842	714897	717962
10703	15	717962	714897	720492
10704	15	719963	717962	720492
10705	15	720332	719963	720492
10706	15	720492	717962	720492
10707	15	729585	729585	731742
10708	15	729632	729585	731742
10709	15	729765	729585	731742
10710	15	729766	729585	731742
10711	15	731742	729585	731742
10712	15	735908	735908	737166
10713	15	736963	735908	737166
10714	15	736990	735908	737166
10715	15	737166	735908	737166
10716	15	745301	745301	748030
10717	15	745306	745301	745306
10718	15	746559	746559	746559
10719	15	747552	745301	752064
10720	15	748030	745301	760114
10721	15	751144	747552	761321
10722	15	751335	747552	761321
10723	15	751442	747552	761321
10724	15	751857	747552	761321
10725	15	752064	747552	759381
10726	15	757677	748030	766225
10727	15	757952	748030	766858
10728	15	758102	751144	763849
10729	15	758119	748030	766858
10730	15	758539	748030	766858
10731	15	759034	748030	766858
10732	15	759061	748030	768052
10733	15	759214	748030	768052
10734	15	759381	748030	766858
10735	15	759643	759643	759643
10736	15	760114	748030	768052
10737	15	761032	751144	768052
10738	15	761321	751144	768052
10739	15	762315	757677	768052
10740	15	762399	757677	768052
10741	15	762569	757677	768052
10742	15	762597	757677	768052
10743	15	762665	757677	768052
10744	15	763531	757677	768292
10745	15	763849	757677	768292
10746	15	763978	757677	768292
10747	15	764381	757677	768292
10748	15	764453	757677	768292
10749	15	765566	757952	768292
10750	15	765710	757677	768292
10751	15	765854	757677	768292
10752	15	766151	757677	768292
10753	15	766225	757677	768292
10754	15	766858	757952	768292
10755	15	767623	759061	768292
10756	15	767955	760114	768292
10757	15	768052	759061	768292
10758	15	768281	763531	768292
10759	15	768292	763531	768292
10760	15	770624	770624	770624
10761	15	774372	774372	785674
10762	15	774673	774372	785674
10763	15	775499	774372	785674
10764	15	776034	774372	791260
10765	15	776532	774372	791260
10766	15	777196	774372	791260
10767	15	777500	774372	791260
10768	15	777559	774372	791260
10769	15	778023	774372	791260
10770	15	778545	774372	785674
10771	15	779669	774372	791260
10772	15	779900	774372	791260
10773	15	780008	774372	791260
10774	15	781811	774372	791260
10775	15	785050	774372	791260
10776	15	785154	774673	791260
10777	15	785154	785154	785154
10778	15	785674	774372	791260
10779	15	789434	777196	798213
10780	15	789595	776532	798886
10781	15	789672	776034	798886
10782	15	789915	779669	796798
10783	15	791260	776034	798886
10784	15	796798	789434	803281
10785	15	797115	789434	803281
10786	15	797158	789434	803281
10787	15	797268	789434	803281
10788	15	797335	789672	803281
10789	15	798213	789434	811848
10790	15	798788	789672	811848
10791	15	798886	789595	811848
10792	15	800526	796798	816215
10793	15	802678	796798	816745
10794	15	803281	796798	818536
10795	15	806960	798213	824287
10796	15	807285	798213	824287
10797	15	808281	798213	824287
10798	15	808893	798213	825246
10799	15	810364	798213	824287
10800	15	810448	798213	825246
10801	15	811848	798213	825246
10802	15	815715	802678	825246
10803	15	816215	800526	825246
10804	15	816620	802678	825246
10805	15	816745	802678	826538
10806	15	818536	803281	826538
10807	15	819084	806960	826538
10808	15	822096	806960	826538
10809	15	822156	806960	826538
10810	15	822171	806960	826538
10811	15	822346	806960	826538
10812	15	822432	808893	826538
10813	15	822605	806960	826538
10814	15	822681	806960	826538
10815	15	822926	822926	822926
10816	15	823485	806960	826538
10817	15	823924	806960	826538
10818	15	824287	806960	826538
10819	15	824858	808893	826538
10820	15	825065	815715	826538
10821	15	825246	808893	829621
10822	15	826538	816745	830933
10823	15	829621	825246	834594
10824	15	830933	826538	834594
10825	15	830980	830980	830980
10826	15	833802	829621	834594
10827	15	834594	829621	834594
10828	15	841040	841040	850586
10829	15	841052	841040	852168
10830	15	843952	841040	861655
10831	15	846356	841040	864445
10832	15	846553	841040	864445
10833	15	846837	841040	864445
10834	15	848248	841040	864445
10835	15	848974	841040	867290
10836	15	849160	841040	867290
10837	15	849407	841040	870871
10838	15	849538	841040	867290
10839	15	850586	841040	873940
10840	15	852168	841052	876222
10841	15	854152	843952	876222
10842	15	859618	843952	876366
10843	15	860696	843952	876366
10844	15	860902	860902	860902
10845	15	860902	859618	864445
10846	15	861655	843952	880507
10847	15	863324	846356	880507
10848	15	863468	846356	880507
10849	15	864150	846356	880507
10850	15	864445	846356	880507
10851	15	866884	848974	880507
10852	15	866920	848974	880507
10853	15	867290	848974	880507
10854	15	868064	850586	880507
10855	15	870871	849407	880507
10856	15	873261	850586	880507
10857	15	873940	850586	880507
10858	15	874597	859618	880507
10859	15	876222	852168	885299
10860	15	876366	859618	880507
10861	15	877112	868064	877112
10862	15	880049	861655	888555
10863	15	880507	861655	888555
10864	15	885299	876222	906404
10865	15	887134	880049	907053
10866	15	887279	880049	907053
10867	15	888108	880049	907245
10868	15	888555	880049	906722
10869	15	888848	888848	888856
10870	15	888854	888854	888854
10871	15	888856	888848	888856
10872	15	892522	885299	912729
10873	15	894338	894338	894338
10874	15	897914	885299	912729
10875	15	898824	885299	912729
10876	15	900083	885299	912729
10877	15	901583	885299	912729
10878	15	903422	885299	912729
10879	15	905968	892522	912729
10880	15	906404	885299	912729
10881	15	906473	887134	912729
10882	15	906721	887134	912729
10883	15	906722	887134	912729
10884	15	907032	887134	912729
10885	15	907053	887134	912729
10886	15	907245	888108	912729
10887	15	907643	892522	912729
10888	15	908870	892522	919436
10889	15	909076	909076	909076
10890	15	911587	892522	921271
10891	15	911748	911748	911748
10892	15	911795	892522	923218
10893	15	912636	892522	923218
10894	15	912729	892522	923218
10895	15	917889	911587	927535
10896	15	919436	908870	927535
10897	15	921242	911795	927535
10898	15	921271	911587	927535
10899	15	923218	911795	927535
10900	15	927535	917889	935795
10901	15	930508	927535	930562
10902	15	930508	930508	930508
10903	15	930562	927535	931347
10904	15	931347	927535	938051
10905	15	933083	927535	941271
10906	15	934483	931347	941271
10907	15	934516	931347	941271
10908	15	935795	927535	941271
10909	15	937046	931347	941271
10910	15	938051	931347	941271
10911	15	940092	933083	941271
10912	15	941271	933083	943341
10913	15	943341	941271	943341
10914	15	944458	944458	944458
10915	15	950568	950568	957477
10916	15	951423	950568	957477
10917	15	952849	950568	957477
10918	15	956308	950568	964403
10919	15	957477	950568	964403
10920	15	959079	956308	964403
10921	15	960232	956308	964403
10922	15	960845	956308	964403
10923	15	961458	956308	964403
10924	15	961510	956308	964403
10925	15	961682	956308	966542
10926	15	963635	956308	966542
10927	15	963965	956308	964403
10928	15	964403	956308	966542
10929	15	966542	961682	966542
10930	15	970097	970097	981687
10931	15	970105	970097	981687
10932	15	970110	970097	981687
10933	15	970129	970097	981687
10934	15	970141	970097	981687
10935	15	970171	970097	981687
10936	15	970172	970097	981687
10937	15	970181	970097	981687
10938	15	970186	970097	981687
10939	15	970202	970097	981687
10940	15	970210	970097	981687
10941	15	970213	970097	981687
10942	15	970228	970097	981687
10943	15	970235	970097	981687
10944	15	970266	970097	981687
10945	15	970285	970285	970285
10946	15	970286	970286	970291
10947	15	970287	970286	970291
10948	15	970290	970286	970291
10949	15	970291	970286	970291
10950	15	976305	970097	981687
10951	15	976308	970097	981687
10952	15	976341	970097	981687
10953	15	976367	970097	981687
10954	15	976373	970097	981687
10955	15	977029	977029	977029
10956	15	977576	970097	981687
10957	15	979280	970097	981687
10958	15	981228	970097	986923
10959	15	981231	970097	986923
10960	15	981687	970097	986923
10961	15	986923	981228	987887
10962	15	987887	986923	987887
10963	15	991809	991809	1004868
10964	15	992356	991809	1004868
10965	15	992802	991809	1004868
10966	15	993662	991809	1003372
10967	15	993671	991809	1003372
10968	15	993703	991809	1004868
10969	15	994342	991809	1004868
10970	15	994833	991809	1004868
10971	15	994879	991809	1003372
10972	15	994943	991809	999455
10973	15	995180	991809	1004868
10974	15	995834	991809	1004868
10975	15	996026	991809	1004868
10976	15	996702	991809	1004868
10977	15	996731	991809	1004868
10978	15	999455	991809	1008599
10979	15	1002614	991809	1008599
10980	15	1002663	991809	1008599
10981	15	1003070	991809	1008599
10982	15	1003372	991809	1008599
10983	15	1004274	1004274	1004274
10984	15	1004274	1004274	1004274
10985	15	1004868	991809	1008599
10986	15	1006757	999455	1008599
10987	15	1008479	999455	1012233
10988	15	1008599	999455	1012233
10989	15	1010191	1008479	1016660
10990	15	1012233	1008479	1018776
10991	15	1012745	1010191	1018776
10992	15	1014707	1010191	1018776
10993	15	1015033	1010191	1018776
10994	15	1016660	1010191	1022262
10995	15	1018776	1012233	1024813
10996	15	1022262	1016660	1032872
10997	15	1023392	1018776	1036136
10998	15	1024813	1018776	1036136
10999	15	1026089	1022262	1036136
11000	15	1028853	1022262	1036136
11001	15	1028864	1022262	1036136
11002	15	1029944	1022262	1036136
11003	15	1030548	1022262	1036136
11004	15	1032583	1022262	1036136
11005	15	1032872	1022262	1036136
11006	15	1036136	1023392	1036136
11007	15	1037516	1037516	1037516
11008	15	1037519	1037519	1037519
11009	15	1039474	1039474	1041240
11010	15	1039586	1039474	1041240
11011	15	1039714	1039474	1041240
11012	15	1039718	1039474	1041240
11013	15	1039786	1039474	1041240
11014	15	1041151	1039474	1043302
11015	15	1041240	1039474	1043302
11016	15	1043302	1041151	1045703
11017	15	1044946	1043302	1062700
11018	15	1045164	1043302	1062700
11019	15	1045703	1043302	1062700
11020	15	1049703	1044946	1071370
11021	15	1050419	1044946	1071370
11022	15	1050499	1044946	1071370
11023	15	1053855	1044946	1071370
11024	15	1057321	1044946	16749
11025	15	1057968	1057968	1057968
11026	15	1058174	1044946	16749
11027	15	1059919	1044946	16749
11028	15	1060932	1044946	16749
11029	15	1061012	1044946	16749
11030	15	1062490	1044946	16749
11031	15	1062700	1044946	16749
11032	15	1065729	1049703	16749
11033	15	1065815	1049703	16749
11034	15	1067520	1049703	16749
11035	15	1068041	1049703	16749
11036	15	1068234	1049703	16749
11037	15	1068851	1049703	16749
11038	15	1071370	1049703	16749
11039	15	1071630	1071630	1071630
11040	15	1073085	1073085	1073085
11041	15	1074302	1074302	1074302
11042	15	1074311	1074311	1074311
11043	15	1074349	1074349	1074349
11044	15	1074569	1074569	1074569
11045	15	1075194	1075194	1075194
11046	15	1075443	1065729	16749
11047	15	1075932	1075932	1075932
11048	15	1077950	1077950	1077950
11049	16	15039	15039	15039
11050	16	16662	1057321	16749
11051	16	16689	1057321	16749
11052	16	16723	1057321	16749
11053	16	16724	1057321	16749
11054	16	16732	16732	16732
11055	16	16737	1057321	16749
11056	16	16738	1057321	16749
11057	16	16745	1057321	16749
11058	16	16749	1057321	16749
11059	16	16930	16930	16930
11060	16	16931	16931	16931
11061	16	16980	16980	16980
11062	16	16995	16995	16995
11063	16	19554	19554	19930
11064	16	19582	19554	20152
11065	16	19618	19618	19618
11066	16	19639	19554	20152
11067	16	19930	19554	19989
11068	16	19989	19582	20152
11069	16	20077	20077	20077
11070	16	20152	19582	20152
11071	16	21910	21910	21910
11072	16	22059	22059	22059
11073	16	23447	23447	23447
11074	16	24494	24494	24494
11075	16	24575	24575	24575
11076	16	24701	24701	24708
11077	16	24708	24701	24708
11078	16	24966	24966	24983
11079	16	24974	24966	24983
11080	16	24974	24974	24974
11081	16	24980	24966	24983
11082	16	24982	24966	24983
11083	16	24983	24966	24983
11084	16	25057	25057	25079
11085	16	25069	25057	25079
11086	16	25078	25057	25079
11087	16	25079	25057	25079
11088	16	25149	25149	25200
11089	16	25159	25159	25159
11090	16	25194	25149	25209
11091	16	25200	25149	25209
11092	16	25209	25194	25209
11093	16	25269	25269	25269
11094	16	25536	25536	25536
11095	16	26510	26510	35982
11096	16	27710	26510	40490
11097	16	28365	26510	35982
11098	16	28409	26510	35982
11099	16	28409	28409	28409
11100	16	29135	26510	40552
11101	16	30586	26510	43662
11102	16	30803	26510	43662
11103	16	35528	26510	43662
11104	16	35760	26510	43662
11105	16	35982	26510	43662
11106	16	40390	29135	46114
11107	16	40490	27710	46114
11108	16	40552	29135	46114
11109	16	43046	43046	43059
11110	16	43052	43046	43059
11111	16	43059	43046	43059
11112	16	43424	30586	48340
11113	16	43662	30586	48340
11114	16	46114	40390	48340
11115	16	46594	46594	46594
11116	16	46765	43424	48340
11117	16	47416	43424	48340
11118	16	48340	43424	56294
11119	16	51066	48340	64540
11120	16	53867	48340	64901
11121	16	54905	48340	67148
11122	16	55419	48340	67473
11123	16	55474	48340	67906
11124	16	55604	51066	68771
11125	16	55617	48340	69421
11126	16	55625	48340	69480
11127	16	55837	48340	69886
11128	16	55962	48340	69892
11129	16	55976	48340	70566
11130	16	56019	48340	70846
11131	16	56137	48340	73035
11132	16	56154	48340	73035
11133	16	56155	48340	73035
11134	16	56282	48340	73035
11135	16	56288	48340	73035
11136	16	56294	48340	73035
11137	16	56308	51066	73035
11138	16	56334	51066	73035
11139	16	56451	56451	56451
11140	16	56650	56650	56655
11141	16	56655	56650	56655
11142	16	62713	62713	62713
11143	16	62714	62714	62714
11144	16	62717	62717	62719
11145	16	62719	62717	62719
11146	16	64013	53867	70846
11147	16	64043	53867	73035
11148	16	64053	53867	73035
11149	16	64086	53867	73035
11150	16	64090	53867	73035
11151	16	64099	51066	73035
11152	16	64109	51066	73035
11153	16	64140	51066	73035
11154	16	64155	51066	73035
11155	16	64165	51066	73035
11156	16	64166	51066	73035
11157	16	64204	51066	73035
11158	16	64224	51066	73035
11159	16	64229	51066	73035
11160	16	64240	51066	73035
11161	16	64299	53867	73035
11162	16	64309	53867	73035
11163	16	64310	53867	73035
11164	16	64316	53867	73035
11165	16	64326	51066	73035
11166	16	64353	53867	70846
11167	16	64363	64363	64363
11168	16	64363	64363	64363
11169	16	64540	51066	73035
11170	16	64901	53867	73035
11171	16	67148	54905	73826
11172	16	67473	55419	73826
11173	16	67906	55474	73826
11174	16	68771	55604	73826
11175	16	69421	55617	73929
11176	16	69480	55625	73929
11177	16	69886	55837	73929
11178	16	69892	55962	73929
11179	16	70566	55976	73929
11180	16	70846	56019	74823
11181	16	73035	56137	75921
11182	16	73826	67148	78839
11183	16	73929	69421	75921
11184	16	74120	73035	75921
11185	16	74744	73035	78839
11186	16	74823	70846	78839
11187	16	75046	73035	78839
11188	16	75389	73035	78839
11189	16	75921	73035	83512
11190	16	76550	73826	83512
11191	16	76572	73826	83512
11192	16	76573	74744	83512
11193	16	77440	73826	83512
11194	16	77714	73826	83512
11195	16	77752	73826	83512
11196	16	78094	73826	83512
11197	16	78301	73826	83512
11198	16	78839	73826	83512
11199	16	82484	75921	83512
11200	16	83222	75921	86230
11201	16	83512	75921	87193
11202	16	85402	85402	85402
11203	16	86230	83222	93959
11204	16	87193	83512	93959
11205	16	89859	86230	101574
11206	16	92234	86230	103110
11207	16	92791	86230	105336
11208	16	93959	86230	105336
11209	16	96065	89859	105336
11210	16	100561	89859	105336
11211	16	101574	89859	105336
11212	16	103110	92234	105336
11213	16	104922	104922	104922
11214	16	105267	92791	105336
11215	16	105336	92791	105336
11216	16	110992	110992	122212
11217	16	114578	110992	122212
11218	16	115153	110992	122212
11219	16	116214	110992	126720
11220	16	116322	110992	126720
11221	16	116373	110992	126720
11222	16	116826	110992	128020
11223	16	117063	110992	129358
11224	16	117072	110992	129358
11225	16	117203	117203	117203
11226	16	117213	117213	117213
11227	16	117215	117215	117215
11228	16	117254	110992	126720
11229	16	117654	110992	129358
11230	16	117985	110992	128822
11231	16	118215	110992	128822
11232	16	118252	110992	128020
11233	16	118322	110992	129358
11234	16	118512	110992	129358
11235	16	120319	110992	129358
11236	16	121298	110992	129358
11237	16	122212	110992	129358
11238	16	125144	116214	129358
11239	16	125464	116214	129358
11240	16	126720	116214	129358
11241	16	128020	116826	129358
11242	16	128319	117072	129358
11243	16	128822	117063	129358
11244	16	129358	117063	129358
11245	16	132456	132456	132456
