SNP_marker,chr,pos
chr12:904002,12,904002
chr12:904239,12,904239
chr12:904437,12,904437
chr12:904580,12,904580
chr12:904696,12,904696
chr12:904915,12,904915
chr12:905508,12,905508
chr12:905606,12,905606
chr12:905672,12,905672
chr12:905691,12,905691
chr12:905771,12,905771
chr12:905887,12,905887
chr12:906336,12,906336
chr12:906431,12,906431
chr12:907052,12,907052
chr12:907076,12,907076
chr12:907910,12,907910
chr12:908027,12,908027
chr12:908778,12,908778
chr12:908930,12,908930
chr12:909231,12,909231
chr12:909328,12,909328
chr12:909986,12,909986
chr12:910020,12,910020
chr12:910292,12,910292
chr12:910431,12,910431
chr12:910517,12,910517
chr12:910661,12,910661
chr12:910890,12,910890
chr12:911258,12,911258
chr12:911387,12,911387
chr12:911501,12,911501
chr12:911510,12,911510
chr12:912351,12,912351
chr12:912364,12,912364
chr12:912464,12,912464
chr12:912538,12,912538
chr12:912718,12,912718
chr12:912982,12,912982
chr12:913000,12,913000
chr12:913066,12,913066
chr12:913219,12,913219
chr12:913342,12,913342
chr12:913431,12,913431
chr12:913684,12,913684
chr12:913703,12,913703
chr12:913801,12,913801
chr12:913906,12,913906
chr12:913948,12,913948
chr12:914086,12,914086
chr12:914385,12,914385
chr12:914428,12,914428
chr12:914959,12,914959
chr12:914980,12,914980
chr12:915065,12,915065
chr12:915110,12,915110
chr12:915461,12,915461
chr12:916326,12,916326
chr12:916338,12,916338
chr12:917166,12,917166
chr12:917305,12,917305
chr12:917406,12,917406
chr12:917418,12,917418
chr12:917649,12,917649
chr12:917691,12,917691
chr12:917724,12,917724
chr12:918048,12,918048
chr12:918216,12,918216
chr12:918511,12,918511
chr12:918570,12,918570
chr12:918824,12,918824
chr12:919081,12,919081
chr12:919181,12,919181
chr12:919221,12,919221
chr12:919261,12,919261
chr12:919644,12,919644
chr12:919648,12,919648
chr12:919734,12,919734
chr12:920189,12,920189
chr12:920406,12,920406
chr12:920445,12,920445
chr12:920484,12,920484
chr12:920502,12,920502
chr12:920529,12,920529
chr12:920774,12,920774
chr12:920946,12,920946
chr12:921053,12,921053
chr12:921081,12,921081
chr12:921316,12,921316
chr12:921404,12,921404
chr12:921420,12,921420
chr12:921443,12,921443
chr12:922015,12,922015
chr12:922026,12,922026
chr12:922092,12,922092
chr12:922242,12,922242
chr12:922517,12,922517
chr12:922595,12,922595
chr12:922882,12,922882
chr12:923234,12,923234
chr12:923248,12,923248
chr12:923570,12,923570
chr12:923659,12,923659
chr12:923885,12,923885
chr12:924128,12,924128
chr12:924245,12,924245
chr12:924335,12,924335
chr12:924464,12,924464
chr12:924492,12,924492
chr12:924556,12,924556
chr12:924908,12,924908
chr12:925036,12,925036
chr12:925356,12,925356
chr12:925463,12,925463
chr12:925665,12,925665
chr12:925788,12,925788
chr12:925840,12,925840
chr12:925971,12,925971
chr12:926441,12,926441
chr12:926623,12,926623
chr12:926814,12,926814
chr12:926836,12,926836
chr12:927424,12,927424
chr12:927454,12,927454
chr12:927499,12,927499
chr12:927638,12,927638
chr12:927914,12,927914
chr12:928158,12,928158
chr12:928259,12,928259
chr12:928263,12,928263
chr12:928273,12,928273
chr12:928276,12,928276
chr12:928304,12,928304
chr12:928330,12,928330
chr12:928464,12,928464
chr12:928626,12,928626
chr12:930728,12,930728
chr12:932266,12,932266
chr12:932584,12,932584
chr12:933520,12,933520
chr12:934434,12,934434
chr12:934838,12,934838
chr12:935517,12,935517
chr12:936343,12,936343
chr12:937855,12,937855
chr12:938134,12,938134
chr12:939253,12,939253
chr12:940926,12,940926
chr12:947537,12,947537
chr12:948612,12,948612
chr12:949489,12,949489
chr12:950305,12,950305
chr12:950322,12,950322
chr12:950338,12,950338
chr12:950350,12,950350
chr12:950717,12,950717
chr12:950788,12,950788
chr12:950793,12,950793
chr12:950859,12,950859
chr12:951032,12,951032
chr12:951088,12,951088
chr12:951123,12,951123
chr12:951524,12,951524
chr12:951540,12,951540
chr12:951629,12,951629
chr12:952187,12,952187
chr12:952262,12,952262
chr12:952346,12,952346
chr12:952469,12,952469
chr12:952975,12,952975
chr12:952994,12,952994
chr12:953059,12,953059
chr12:953266,12,953266
chr12:953330,12,953330
chr12:953605,12,953605
chr12:953884,12,953884
chr12:954049,12,954049
chr12:954167,12,954167
chr12:954228,12,954228
chr12:954459,12,954459
chr12:954609,12,954609
chr12:954658,12,954658
chr12:954827,12,954827
chr12:954897,12,954897
chr12:955168,12,955168
chr12:955729,12,955729
chr12:955765,12,955765
chr12:955822,12,955822
chr12:956170,12,956170
chr12:956371,12,956371
chr12:956536,12,956536
chr12:956543,12,956543
chr12:956545,12,956545
chr12:956593,12,956593
chr12:957061,12,957061
chr12:957064,12,957064
chr12:957115,12,957115
chr12:957510,12,957510
chr12:958009,12,958009
chr12:958253,12,958253
chr12:958334,12,958334
chr12:958370,12,958370
chr12:958385,12,958385
chr12:958478,12,958478
chr12:958590,12,958590
chr12:958623,12,958623
chr12:959018,12,959018
chr12:959099,12,959099
chr12:959119,12,959119
chr12:959123,12,959123
chr12:959190,12,959190
chr12:959627,12,959627
chr12:959679,12,959679
chr12:959687,12,959687
chr12:959702,12,959702
chr12:959834,12,959834
chr12:960045,12,960045
chr12:960131,12,960131
chr12:960141,12,960141
chr12:960158,12,960158
chr12:960228,12,960228
chr12:960254,12,960254
chr12:960476,12,960476
chr12:960996,12,960996
chr12:960999,12,960999
chr12:961235,12,961235
chr12:961463,12,961463
chr12:961565,12,961565
chr12:961655,12,961655
chr12:961667,12,961667
chr12:961676,12,961676
chr12:961688,12,961688
chr12:961731,12,961731
chr12:961961,12,961961
chr12:961974,12,961974
chr12:962189,12,962189
chr12:962683,12,962683
chr12:962717,12,962717
chr12:963090,12,963090
chr12:963160,12,963160
chr12:963364,12,963364
chr12:963392,12,963392
chr12:963469,12,963469
chr12:963501,12,963501
chr12:963579,12,963579
chr12:963619,12,963619
chr12:963807,12,963807
chr12:963928,12,963928
chr12:964054,12,964054
chr12:964078,12,964078
chr12:964132,12,964132
chr12:964450,12,964450
chr12:964503,12,964503
chr12:964507,12,964507
chr12:964591,12,964591
chr12:964951,12,964951
chr12:964996,12,964996
chr12:965047,12,965047
chr12:965215,12,965215
chr12:965233,12,965233
chr12:965294,12,965294
chr12:965342,12,965342
chr12:965348,12,965348
chr12:965441,12,965441
chr12:965658,12,965658
chr12:966011,12,966011
chr12:966217,12,966217
chr12:966841,12,966841
chr12:967075,12,967075
chr12:967268,12,967268
chr12:967302,12,967302
chr12:967624,12,967624
chr12:968703,12,968703
chr12:968902,12,968902
chr12:969880,12,969880
chr12:970288,12,970288
chr12:971373,12,971373
chr12:972987,12,972987
chr12:975700,12,975700
chr12:975964,12,975964
chr12:975966,12,975966
chr12:976122,12,976122
chr12:982986,12,982986
chr12:983190,12,983190
chr12:985083,12,985083
chr12:986295,12,986295
chr12:986346,12,986346
chr12:986367,12,986367
chr12:986469,12,986469
chr12:986654,12,986654
chr12:986998,12,986998
chr12:986999,12,986999
chr12:987160,12,987160
chr12:987375,12,987375
chr12:987608,12,987608
chr12:987807,12,987807
chr12:987906,12,987906
chr12:987942,12,987942
chr12:987981,12,987981
chr12:987999,12,987999
chr12:988464,12,988464
chr12:988495,12,988495
chr12:989078,12,989078
chr12:989108,12,989108
chr12:989610,12,989610
chr12:989828,12,989828
chr12:989831,12,989831
chr12:990547,12,990547
chr12:990758,12,990758
chr12:990848,12,990848
chr12:990875,12,990875
chr12:990920,12,990920
chr12:990941,12,990941
chr12:991073,12,991073
chr12:992601,12,992601
chr12:993389,12,993389
chr12:994744,12,994744
chr12:1000559,12,1000559
chr12:1001659,12,1001659
chr12:1005023,12,1005023
chr12:1006042,12,1006042
chr12:1006150,12,1006150
chr12:1006710,12,1006710
chr12:1006859,12,1006859
chr12:1006977,12,1006977
chr12:1007069,12,1007069
chr12:1007084,12,1007084
chr12:1007202,12,1007202
chr12:1007613,12,1007613
chr12:1007694,12,1007694
chr12:1007751,12,1007751
chr12:1008642,12,1008642
chr12:1008704,12,1008704
chr12:1008786,12,1008786
chr12:1009478,12,1009478
chr12:1010871,12,1010871
chr12:1010934,12,1010934
chr12:1011169,12,1011169
chr12:1011170,12,1011170
chr12:1011440,12,1011440
chr12:1011654,12,1011654
chr12:1012062,12,1012062
chr12:1012572,12,1012572
chr12:1012749,12,1012749
chr12:1012807,12,1012807
chr12:1013592,12,1013592
chr12:1013786,12,1013786
chr12:1013815,12,1013815
chr12:1013863,12,1013863
chr12:1014017,12,1014017
chr12:1014227,12,1014227
chr12:1014332,12,1014332
chr12:1014919,12,1014919
chr12:1014976,12,1014976
chr12:1014992,12,1014992
chr12:1015108,12,1015108
chr12:1015543,12,1015543
chr12:1015747,12,1015747
chr12:1016099,12,1016099
chr12:1016185,12,1016185
chr12:1016924,12,1016924
chr12:1016933,12,1016933
chr12:1016971,12,1016971
chr12:1016982,12,1016982
chr12:1017002,12,1017002
chr12:1017008,12,1017008
chr12:1017081,12,1017081
chr12:1017336,12,1017336
chr12:1017453,12,1017453
chr12:1017596,12,1017596
chr12:1017718,12,1017718
chr12:1019132,12,1019132
chr12:1019199,12,1019199
chr12:1019284,12,1019284
chr12:1019336,12,1019336
chr12:1019357,12,1019357
chr12:1019765,12,1019765
chr12:1019825,12,1019825
chr12:1020076,12,1020076
chr12:1020118,12,1020118
chr12:1020119,12,1020119
chr12:1020142,12,1020142
chr12:1020161,12,1020161
chr12:1020176,12,1020176
chr12:1020245,12,1020245
chr12:1020317,12,1020317
chr12:1020320,12,1020320
chr12:1020437,12,1020437
chr12:1020605,12,1020605
chr12:1020991,12,1020991
chr12:1021226,12,1021226
chr12:1021290,12,1021290
chr12:1021405,12,1021405
chr12:1021444,12,1021444
chr12:1021463,12,1021463
chr12:1021464,12,1021464
chr12:1021471,12,1021471
chr12:1021493,12,1021493
chr12:1021577,12,1021577
chr12:1021580,12,1021580
chr12:1021739,12,1021739
chr12:1021808,12,1021808
chr12:1022208,12,1022208
chr12:1022290,12,1022290
chr12:1022329,12,1022329
chr12:1022511,12,1022511
chr12:1022570,12,1022570
chr12:1022895,12,1022895
chr12:1022933,12,1022933
chr12:1023101,12,1023101
chr12:1023320,12,1023320
chr12:1023413,12,1023413
chr12:1023544,12,1023544
chr12:1023800,12,1023800
chr12:1023823,12,1023823
chr12:1024016,12,1024016
chr12:1024017,12,1024017
chr12:1024168,12,1024168
chr12:1024253,12,1024253
chr12:1024265,12,1024265
chr12:1024509,12,1024509
chr12:1024747,12,1024747
chr12:1024893,12,1024893
chr12:1024979,12,1024979
chr12:1025145,12,1025145
chr12:1025149,12,1025149
chr12:1025152,12,1025152
chr12:1025223,12,1025223
chr12:1025420,12,1025420
chr12:1025702,12,1025702
chr12:1025733,12,1025733
chr12:1025753,12,1025753
chr12:1025801,12,1025801
chr12:1026008,12,1026008
chr12:1026103,12,1026103
chr12:1026205,12,1026205
chr12:1026208,12,1026208
chr12:1026243,12,1026243
chr12:1026338,12,1026338
chr12:1026523,12,1026523
chr12:1026527,12,1026527
chr12:1026581,12,1026581
chr12:1026770,12,1026770
chr12:1026781,12,1026781
chr12:1026865,12,1026865
chr12:1026880,12,1026880
chr12:1026889,12,1026889
chr12:1027477,12,1027477
chr12:1027483,12,1027483
chr12:1027555,12,1027555
chr12:1027573,12,1027573
chr12:1027615,12,1027615
chr12:1027717,12,1027717
chr12:1028133,12,1028133
chr12:1028155,12,1028155
chr12:1028305,12,1028305
chr12:1028480,12,1028480
chr12:1028522,12,1028522
chr12:1028683,12,1028683
chr12:1028684,12,1028684
chr12:1028958,12,1028958
chr12:1028973,12,1028973
chr12:1029053,12,1029053
chr12:1030090,12,1030090
chr12:1030239,12,1030239
chr12:1030472,12,1030472
chr12:1030577,12,1030577
chr12:1030580,12,1030580
chr12:1030604,12,1030604
chr12:1030608,12,1030608
chr12:1030614,12,1030614
chr12:1031518,12,1031518
chr12:1031571,12,1031571
chr12:1031689,12,1031689
chr12:1032016,12,1032016
chr12:1032050,12,1032050
chr12:1032238,12,1032238
chr12:1032444,12,1032444
chr12:1032807,12,1032807
chr12:1032821,12,1032821
chr12:1032857,12,1032857
chr12:1032869,12,1032869
chr12:1033418,12,1033418
chr12:1033763,12,1033763
chr12:1033895,12,1033895
chr12:1034027,12,1034027
chr12:1034073,12,1034073
chr12:1034198,12,1034198
chr12:1034264,12,1034264
chr12:1034324,12,1034324
chr12:1034753,12,1034753
chr12:1034909,12,1034909
chr12:1034912,12,1034912
chr12:1035228,12,1035228
chr12:1035696,12,1035696
chr12:1035755,12,1035755
chr12:1036112,12,1036112
chr12:1036323,12,1036323
chr12:1036568,12,1036568
chr12:1036852,12,1036852
chr12:1037313,12,1037313
chr12:1037709,12,1037709
chr12:1038200,12,1038200
chr12:1038361,12,1038361
chr12:1038545,12,1038545
chr12:1038948,12,1038948
chr12:1039156,12,1039156
chr12:1039504,12,1039504
chr12:1039697,12,1039697
chr12:1039762,12,1039762
chr12:1040062,12,1040062
chr12:1040071,12,1040071
chr12:1040317,12,1040317
chr12:1040530,12,1040530
chr12:1040785,12,1040785
chr12:1041070,12,1041070
chr12:1041901,12,1041901
chr12:1042079,12,1042079
chr12:1042085,12,1042085
chr12:1042132,12,1042132
chr12:1042302,12,1042302
chr12:1042381,12,1042381
chr12:1042439,12,1042439
chr12:1042447,12,1042447
chr12:1042673,12,1042673
chr12:1043089,12,1043089
chr12:1043157,12,1043157
chr12:1043284,12,1043284
chr12:1043537,12,1043537
chr12:1043666,12,1043666
chr12:1043700,12,1043700
chr12:1043701,12,1043701
chr12:1044159,12,1044159
chr12:1044366,12,1044366
chr12:1044654,12,1044654
chr12:1044768,12,1044768
chr12:1044838,12,1044838
chr12:1045329,12,1045329
chr12:1045359,12,1045359
chr12:1045404,12,1045404
chr12:1045489,12,1045489
chr12:1045642,12,1045642
chr12:1045779,12,1045779
chr12:1048929,12,1048929
chr12:1050100,12,1050100
chr12:1050450,12,1050450
chr12:1051116,12,1051116
chr12:1051443,12,1051443
chr12:1051794,12,1051794
chr12:1051804,12,1051804
chr12:1051806,12,1051806
chr12:1052021,12,1052021
chr12:1052040,12,1052040
chr12:1052066,12,1052066
chr12:1052276,12,1052276
chr12:1052344,12,1052344
chr12:1052381,12,1052381
chr12:1052500,12,1052500
chr12:1052563,12,1052563
chr12:1052608,12,1052608
chr12:1052618,12,1052618
chr12:1052624,12,1052624
chr12:1052679,12,1052679
chr12:1052688,12,1052688
chr12:1052745,12,1052745
chr12:1052775,12,1052775
chr12:1052828,12,1052828
chr12:1052841,12,1052841
chr12:1052907,12,1052907
chr12:1052955,12,1052955
chr12:1052996,12,1052996
chr12:1053044,12,1053044
chr12:1053092,12,1053092
chr12:1053293,12,1053293
chr12:1053323,12,1053323
chr12:1053367,12,1053367
chr12:1053416,12,1053416
chr12:1053478,12,1053478
chr12:1053517,12,1053517
chr12:1053841,12,1053841
chr12:1054279,12,1054279
chr12:1054311,12,1054311
chr12:1054312,12,1054312
chr12:1054390,12,1054390
chr12:1054794,12,1054794
chr12:1054922,12,1054922
chr12:1054954,12,1054954
chr12:1054968,12,1054968
chr12:1055114,12,1055114
chr12:1055151,12,1055151
chr12:1055158,12,1055158
chr12:1055175,12,1055175
chr12:1055417,12,1055417
chr12:1055554,12,1055554
chr12:1055655,12,1055655
chr12:1055717,12,1055717
chr12:1055730,12,1055730
chr12:1055950,12,1055950
chr12:1056105,12,1056105
chr12:1056262,12,1056262
chr12:1056565,12,1056565
chr12:1056569,12,1056569
chr12:1056760,12,1056760
chr12:1056900,12,1056900
chr12:1057013,12,1057013
chr12:1057047,12,1057047
chr12:1057084,12,1057084
chr12:1057102,12,1057102
chr12:1057223,12,1057223
chr12:1057418,12,1057418
chr12:1057696,12,1057696
chr12:1057759,12,1057759
chr12:1057870,12,1057870
chr12:1057933,12,1057933
chr12:1058607,12,1058607
chr12:1058757,12,1058757
chr12:1058899,12,1058899
chr13:9746,13,9746
chr13:9829,13,9829
chr13:13364,13,13364
chr13:16498,13,16498
chr13:18907,13,18907
chr13:23620,13,23620
chr13:24565,13,24565
chr13:25025,13,25025
chr13:25294,13,25294
chr13:25638,13,25638
chr13:26333,13,26333
chr13:26434,13,26434
chr13:26468,13,26468
chr13:26795,13,26795
chr13:26816,13,26816
chr13:27274,13,27274
chr13:27643,13,27643
chr13:27865,13,27865
chr13:28338,13,28338
chr13:28519,13,28519
chr13:28623,13,28623
chr13:28695,13,28695
chr13:28764,13,28764
chr13:28986,13,28986
chr13:29145,13,29145
chr13:29394,13,29394
chr13:29994,13,29994
chr13:30827,13,30827
chr13:31587,13,31587
chr13:31591,13,31591
chr13:32108,13,32108
chr13:32245,13,32245
chr13:32457,13,32457
chr13:32504,13,32504
chr13:32621,13,32621
chr13:32868,13,32868
chr13:33005,13,33005
chr13:33236,13,33236
chr13:33242,13,33242
chr13:33341,13,33341
chr13:33464,13,33464
chr13:33506,13,33506
chr13:33680,13,33680
chr13:33731,13,33731
chr13:33829,13,33829
chr13:33836,13,33836
chr13:33870,13,33870
chr13:34097,13,34097
chr13:34672,13,34672
chr13:34777,13,34777
chr13:34804,13,34804
chr13:34805,13,34805
chr13:36440,13,36440
chr13:37053,13,37053
chr13:37465,13,37465
chr13:37516,13,37516
chr13:37611,13,37611
chr13:37647,13,37647
chr13:37749,13,37749
chr13:37836,13,37836
chr13:37845,13,37845
chr13:37888,13,37888
chr13:37897,13,37897
chr13:37925,13,37925
chr13:37977,13,37977
chr13:38045,13,38045
chr13:38072,13,38072
chr13:38121,13,38121
chr13:39248,13,39248
chr13:39443,13,39443
chr13:39858,13,39858
chr13:39888,13,39888
chr13:39977,13,39977
chr13:40087,13,40087
chr13:40406,13,40406
chr13:40487,13,40487
chr13:40511,13,40511
chr13:41051,13,41051
chr13:42127,13,42127
chr13:42136,13,42136
chr13:42196,13,42196
chr13:43096,13,43096
chr13:43166,13,43166
chr13:43972,13,43972
chr13:44287,13,44287
chr13:44455,13,44455
chr13:44503,13,44503
chr13:44607,13,44607
chr13:44612,13,44612
chr13:45801,13,45801
chr13:45908,13,45908
chr13:45947,13,45947
chr13:46009,13,46009
chr13:46032,13,46032
chr13:46045,13,46045
chr13:46074,13,46074
chr13:46087,13,46087
chr13:46211,13,46211
chr13:46228,13,46228
chr13:46256,13,46256
chr13:46262,13,46262
chr13:46331,13,46331
chr13:46758,13,46758
chr13:47637,13,47637
chr13:47907,13,47907
chr13:48814,13,48814
chr13:49008,13,49008
chr13:49588,13,49588
chr13:49712,13,49712
chr13:49717,13,49717
chr13:49768,13,49768
chr13:49898,13,49898
chr13:50109,13,50109
chr13:50831,13,50831
chr13:50890,13,50890
chr13:50955,13,50955
chr13:51084,13,51084
chr13:51141,13,51141
chr13:51256,13,51256
chr13:51358,13,51358
chr13:51433,13,51433
chr13:51596,13,51596
chr13:51658,13,51658
chr13:51750,13,51750
chr13:51822,13,51822
chr13:51951,13,51951
chr13:52335,13,52335
chr13:52482,13,52482
chr13:52494,13,52494
chr13:52926,13,52926
chr13:53052,13,53052
chr13:53073,13,53073
chr13:53227,13,53227
chr13:53276,13,53276
chr13:53532,13,53532
chr13:53537,13,53537
chr13:53642,13,53642
chr13:53771,13,53771
chr13:53802,13,53802
chr13:53825,13,53825
chr13:53841,13,53841
chr13:53934,13,53934
chr13:53982,13,53982
chr13:53991,13,53991
chr13:54136,13,54136
chr13:54192,13,54192
chr13:54576,13,54576
chr13:54586,13,54586
chr13:54642,13,54642
chr13:54663,13,54663
chr13:54916,13,54916
chr13:55092,13,55092
chr13:55098,13,55098
chr13:55152,13,55152
chr13:55558,13,55558
chr13:55582,13,55582
chr13:55751,13,55751
chr13:55773,13,55773
chr13:55803,13,55803
chr13:56231,13,56231
chr13:56291,13,56291
chr13:56362,13,56362
chr13:56369,13,56369
chr13:56748,13,56748
chr13:57144,13,57144
chr13:57813,13,57813
chr13:58688,13,58688
chr13:58897,13,58897
chr13:59135,13,59135
chr13:59485,13,59485
chr13:59627,13,59627
chr13:59776,13,59776
chr13:60008,13,60008
chr13:60420,13,60420
chr13:60431,13,60431
chr13:60610,13,60610
chr13:60742,13,60742
chr13:60754,13,60754
chr13:60925,13,60925
chr13:61147,13,61147
chr13:61164,13,61164
chr13:61366,13,61366
chr13:61391,13,61391
chr13:61433,13,61433
chr13:61486,13,61486
chr13:61663,13,61663
chr13:61741,13,61741
chr13:61840,13,61840
chr13:62010,13,62010
chr13:62344,13,62344
chr13:62513,13,62513
chr13:62570,13,62570
chr13:62572,13,62572
chr13:62594,13,62594
chr13:62630,13,62630
chr13:62996,13,62996
chr13:63305,13,63305
chr13:63358,13,63358
chr13:63473,13,63473
chr13:63566,13,63566
chr13:63905,13,63905
chr13:63947,13,63947
chr13:64724,13,64724
chr13:64972,13,64972
chr13:65230,13,65230
chr13:65795,13,65795
chr13:65881,13,65881
chr13:67103,13,67103
chr13:67415,13,67415
chr13:68826,13,68826
chr13:69109,13,69109
chr13:69113,13,69113
chr13:70163,13,70163
chr13:70292,13,70292
chr13:70356,13,70356
chr13:71137,13,71137
chr13:71358,13,71358
chr13:71382,13,71382
chr13:71397,13,71397
chr13:71867,13,71867
chr13:72027,13,72027
chr13:72351,13,72351
chr13:73225,13,73225
chr13:73368,13,73368
chr13:73993,13,73993
chr13:74346,13,74346
chr13:74436,13,74436
chr13:74632,13,74632
chr13:74704,13,74704
chr13:75046,13,75046
chr13:75133,13,75133
chr13:75198,13,75198
chr13:75251,13,75251
chr13:75275,13,75275
chr13:75304,13,75304
chr13:75396,13,75396
chr13:75558,13,75558
chr13:75576,13,75576
chr13:75773,13,75773
chr13:75781,13,75781
chr13:75864,13,75864
chr13:76087,13,76087
chr13:76188,13,76188
chr13:76194,13,76194
chr13:76222,13,76222
chr13:76243,13,76243
chr13:76517,13,76517
chr13:76522,13,76522
chr13:76765,13,76765
chr13:77019,13,77019
chr13:77135,13,77135
chr13:77482,13,77482
chr13:77676,13,77676
chr13:77679,13,77679
chr13:77739,13,77739
chr13:77796,13,77796
chr13:77879,13,77879
chr13:77896,13,77896
chr13:77979,13,77979
chr13:77997,13,77997
chr13:78097,13,78097
chr13:78101,13,78101
chr13:78103,13,78103
chr13:78125,13,78125
chr13:78446,13,78446
chr13:78538,13,78538
chr13:78550,13,78550
chr13:78658,13,78658
chr13:78710,13,78710
chr13:78749,13,78749
chr13:78777,13,78777
chr13:78836,13,78836
chr13:78839,13,78839
chr13:78923,13,78923
chr13:79258,13,79258
chr13:79575,13,79575
chr13:79713,13,79713
chr13:79761,13,79761
chr13:79783,13,79783
chr13:79840,13,79840
chr13:79850,13,79850
chr13:79948,13,79948
chr13:79953,13,79953
chr13:79968,13,79968
chr13:80160,13,80160
chr13:80220,13,80220
chr13:80292,13,80292
chr13:80403,13,80403
chr13:80527,13,80527
chr13:80821,13,80821
chr13:80887,13,80887
chr13:81047,13,81047
chr13:81063,13,81063
chr13:81072,13,81072
chr13:81111,13,81111
chr13:81228,13,81228
chr13:81243,13,81243
chr13:81354,13,81354
chr13:81991,13,81991
chr13:82027,13,82027
chr13:82357,13,82357
chr13:82403,13,82403
chr13:82881,13,82881
chr13:83128,13,83128
chr13:83176,13,83176
chr13:83404,13,83404
chr13:83417,13,83417
chr13:83860,13,83860
chr13:83964,13,83964
chr13:84058,13,84058
chr13:84059,13,84059
chr13:84178,13,84178
chr13:84233,13,84233
chr13:84712,13,84712
chr13:84896,13,84896
chr13:85192,13,85192
chr13:85213,13,85213
chr13:85247,13,85247
chr13:85307,13,85307
chr13:85411,13,85411
chr13:85889,13,85889
chr13:86212,13,86212
chr13:86512,13,86512
chr13:86779,13,86779
chr13:86794,13,86794
chr13:86816,13,86816
chr13:86906,13,86906
chr13:87110,13,87110
chr13:87318,13,87318
chr13:87357,13,87357
chr13:87360,13,87360
chr13:87448,13,87448
chr13:87584,13,87584
chr13:87741,13,87741
chr13:87907,13,87907
chr13:88106,13,88106
chr13:88125,13,88125
chr13:88188,13,88188
chr13:88266,13,88266
chr13:88377,13,88377
chr13:88443,13,88443
chr13:88542,13,88542
chr13:88764,13,88764
chr13:88791,13,88791
chr13:88808,13,88808
chr13:89001,13,89001
chr13:89059,13,89059
chr13:89247,13,89247
chr13:89321,13,89321
chr13:89325,13,89325
chr13:89556,13,89556
chr13:89571,13,89571
chr13:89649,13,89649
chr13:89806,13,89806
chr13:89860,13,89860
chr13:89876,13,89876
chr13:90409,13,90409
chr13:90773,13,90773
chr13:90833,13,90833
chr13:91086,13,91086
chr13:91149,13,91149
chr13:91448,13,91448
chr13:91485,13,91485
chr13:91527,13,91527
chr13:91532,13,91532
chr13:91587,13,91587
chr13:91597,13,91597
chr13:91667,13,91667
chr13:91733,13,91733
chr13:91890,13,91890
chr13:91960,13,91960
chr13:92384,13,92384
chr13:92531,13,92531
chr13:93860,13,93860
chr13:93961,13,93961
chr13:93980,13,93980
chr13:94055,13,94055
chr13:94190,13,94190
chr13:94322,13,94322
chr13:94327,13,94327
chr13:94338,13,94338
chr13:94340,13,94340
chr13:94394,13,94394
chr13:94572,13,94572
chr13:94695,13,94695
chr13:94812,13,94812
chr13:94898,13,94898
chr13:95343,13,95343
chr13:95396,13,95396
chr13:95482,13,95482
chr13:95516,13,95516
chr13:95529,13,95529
chr13:95780,13,95780
chr13:95911,13,95911
chr13:96019,13,96019
chr13:96022,13,96022
chr13:96832,13,96832
chr13:96883,13,96883
chr13:97415,13,97415
chr13:97548,13,97548
chr13:97600,13,97600
chr13:97656,13,97656
chr13:97705,13,97705
chr13:97775,13,97775
chr13:97791,13,97791
chr13:98070,13,98070
chr13:98310,13,98310
chr13:98766,13,98766
chr13:98939,13,98939
chr13:99275,13,99275
chr13:99579,13,99579
chr13:99586,13,99586
chr13:99676,13,99676
chr13:99717,13,99717
chr13:99880,13,99880
chr13:100054,13,100054
chr13:100124,13,100124
chr13:100532,13,100532
chr13:100551,13,100551
chr13:100694,13,100694
chr13:100803,13,100803
chr13:101267,13,101267
chr13:101298,13,101298
chr13:101353,13,101353
chr13:101365,13,101365
chr13:101469,13,101469
chr13:101681,13,101681
chr13:101716,13,101716
chr13:101856,13,101856
chr13:102104,13,102104
chr13:102269,13,102269
chr13:102554,13,102554
chr13:102605,13,102605
chr13:102686,13,102686
chr13:103133,13,103133
chr13:103222,13,103222
chr13:103361,13,103361
chr13:104510,13,104510
chr13:104516,13,104516
chr13:105190,13,105190
chr13:105255,13,105255
chr13:105326,13,105326
chr13:105355,13,105355
chr13:105406,13,105406
chr13:105707,13,105707
chr13:106249,13,106249
chr13:106723,13,106723
chr13:107083,13,107083
chr13:107242,13,107242
chr13:107248,13,107248
chr13:107332,13,107332
chr13:107365,13,107365
chr13:107666,13,107666
chr13:107914,13,107914
chr13:107957,13,107957
chr13:108668,13,108668
chr13:108789,13,108789
chr13:108901,13,108901
chr13:109242,13,109242
chr13:109270,13,109270
chr13:109435,13,109435
chr13:109584,13,109584
chr13:109647,13,109647
chr13:109858,13,109858
chr13:109860,13,109860
chr13:110039,13,110039
chr13:110068,13,110068
chr13:110077,13,110077
chr13:110109,13,110109
chr13:110245,13,110245
chr13:110807,13,110807
chr13:111621,13,111621
chr13:111909,13,111909
chr13:112670,13,112670
chr13:113091,13,113091
chr13:113119,13,113119
chr13:113575,13,113575
chr13:113641,13,113641
chr13:114304,13,114304
chr13:114310,13,114310
chr13:114474,13,114474
chr13:114535,13,114535
chr13:114553,13,114553
chr13:114963,13,114963
chr13:115183,13,115183
chr13:115293,13,115293
chr13:115465,13,115465
chr13:115471,13,115471
chr13:115959,13,115959
chr13:116112,13,116112
chr13:116448,13,116448
chr13:117294,13,117294
chr13:117342,13,117342
chr13:117501,13,117501
chr13:117522,13,117522
chr13:117651,13,117651
chr13:117732,13,117732
chr13:118473,13,118473
