SNP	beta	abs_beta	PPI	DRUG	LD050_ID	cis_PPI_genes	cis_trans
2274	0.472752006	0.472752006	['RET2', 'EMP47']	noDrug	LD050_512		trans
779	-0.446317665	0.446317665	['RET2', 'EMP70']	5-FC	LD050_192		trans
10480	-0.408272804	0.408272804	['RET2', 'EMP70']	5-FC	LD050_2157		trans
11904	-0.404220246	0.404220246	['RET2', 'EMP70']	5-FC	LD050_2418		trans
649	0.428843453	0.428843453	['RET2', 'EMP70']	Fluconazole	LD050_152		trans
981	0.513033366	0.513033366	['RET2', 'EMP70']	Fluconazole	LD050_270		trans
3100	0.787907788	0.787907788	['RET2', 'EMP70']	Fluconazole	LD050_655		trans
3139	0.410349966	0.410349966	['RET2', 'EMP70']	Fluconazole	LD050_667		trans
10210	-0.43930966	0.43930966	['RET2', 'EMP70']	Fluconazole	LD050_2082		trans
10213	-0.430486898	0.430486898	['RET2', 'EMP70']	Fluconazole	LD050_2083		trans
1142	0.420132496	0.420132496	['RET2', 'EMP70']	Metformin	LD050_305		trans
5793	-0.747438595	0.747438595	['RET2', 'EMP70']	Metformin	LD050_1227		trans
5793	-0.794433686	0.794433686	['RET2', 'EMP70']	Trifluoperazine	LD050_1227		trans
11903	-0.434159949	0.434159949	['RET2', 'EMP70']	Trifluoperazine	LD050_2418		trans
2847	-0.447673328	0.447673328	['RET2', 'EMP70']	noDrug	LD050_605		trans
2866	-0.457654845	0.457654845	['RET2', 'EMP70']	noDrug	LD050_607		trans
779	-0.438358233	0.438358233	['RET2', 'SNA3']	5-FC	LD050_192		trans
11900	-0.448674196	0.448674196	['RET2', 'SNA3']	5-FC	LD050_2418		trans
3357	-0.395742447	0.395742447	['RET2', 'SNA3']	Fluconazole	LD050_704		trans
3369	-0.412939934	0.412939934	['RET2', 'SNA3']	Fluconazole	LD050_705		trans
6430	-0.439728292	0.439728292	['RET2', 'SNA3']	Fluconazole	LD050_1379		trans
2312	0.408856395	0.408856395	['RET2', 'SNA3']	Metformin	LD050_514		trans
2523	0.409414567	0.409414567	['RET2', 'SNA3']	Metformin	LD050_535		trans
3563	-0.684944567	0.684944567	['RET2', 'SNA3']	Metformin	LD050_724		trans
5793	-0.761299218	0.761299218	['RET2', 'SNA3']	Trifluoperazine	LD050_1227		trans
2752	0.623420643	0.623420643	['RET2', 'SNA3']	noDrug	LD050_573		trans
5793	-0.725296525	0.725296525	['RET2', 'SNA3']	noDrug	LD050_1227		trans
11897	-0.392602904	0.392602904	['RET2', 'SNA3']	noDrug	LD050_2418		trans
10438	-0.831399063	0.831399063	['SNA4', 'GTR2']	5-FC	LD050_2147		trans
10480	-0.547957713	0.547957713	['SNA4', 'GTR2']	5-FC	LD050_2157		trans
11908	-0.571590322	0.571590322	['SNA4', 'GTR2']	5-FC	LD050_2418		trans
11912	-0.607887428	0.607887428	['SNA4', 'GTR2']	5-FC	LD050_2420		trans
11928	-0.510034512	0.510034512	['SNA4', 'GTR2']	5-FC	LD050_2424		trans
3357	-0.571364885	0.571364885	['SNA4', 'GTR2']	Fluconazole	LD050_704		trans
3363	-0.691059436	0.691059436	['SNA4', 'GTR2']	Fluconazole	LD050_705		trans
3445	-0.608211651	0.608211651	['SNA4', 'GTR2']	Fluconazole	LD050_713		trans
8522	-0.820595974	0.820595974	['SNA4', 'GTR2']	Trifluoperazine	LD050_1763	ALO1	trans
11912	-0.532101861	0.532101861	['SNA4', 'GTR2']	Trifluoperazine	LD050_2420		trans
11940	-0.525681261	0.525681261	['SNA4', 'GTR2']	Trifluoperazine	LD050_2426		trans
11946	-0.531353717	0.531353717	['SNA4', 'GTR2']	Trifluoperazine	LD050_2428		trans
344	-1.543480348	1.543480348	['SNA4', 'GTR2']	noDrug	LD050_88		trans
11912	-0.599303383	0.599303383	['SNA4', 'GTR2']	noDrug	LD050_2420		trans
3143	0.532714753	0.532714753	['SNA4', 'VAC8']	Fluconazole	LD050_667		trans
3144	1.109562707	1.109562707	['SNA4', 'VAC8']	Fluconazole	LD050_668		trans
5678	-0.332902188	0.332902188	['SNA4', 'VAC8']	Metformin	LD050_1206		trans
11373	-0.316513017	0.316513017	['SNA4', 'VAC8']	Metformin	LD050_2326		trans
5415	-0.95851484	0.95851484	['SNA4', 'VAC8']	Trifluoperazine	LD050_1154		trans
3071	0.87952738	0.87952738	['SNA4', 'VAC8']	noDrug	LD050_649		trans
653	0.594255946	0.594255946	['SRO9', 'DHH1']	5-FC	LD050_155		trans
667	1.223756363	1.223756363	['SRO9', 'DHH1']	5-FC	LD050_159		trans
10438	-0.970877161	0.970877161	['SRO9', 'DHH1']	5-FC	LD050_2147		trans
10456	-1.73284706	1.73284706	['SRO9', 'DHH1']	5-FC	LD050_2151		trans
11900	-0.61852142	0.61852142	['SRO9', 'DHH1']	5-FC	LD050_2418		trans
11912	-0.615281024	0.615281024	['SRO9', 'DHH1']	5-FC	LD050_2420		trans
11924	-0.565610023	0.565610023	['SRO9', 'DHH1']	5-FC	LD050_2422		trans
11929	-0.611387033	0.611387033	['SRO9', 'DHH1']	5-FC	LD050_2424		trans
11931	-1.24470489	1.24470489	['SRO9', 'DHH1']	5-FC	LD050_2425		trans
3134	0.662655809	0.662655809	['SRO9', 'DHH1']	Fluconazole	LD050_665		trans
7430	1.675032126	1.675032126	['SRO9', 'DHH1']	Fluconazole	LD050_1536		trans
10848	-0.593258426	0.593258426	['SRO9', 'DHH1']	Fluconazole	LD050_2204		trans
11912	-0.599364134	0.599364134	['SRO9', 'DHH1']	Fluconazole	LD050_2420		trans
11929	-0.631791953	0.631791953	['SRO9', 'DHH1']	Fluconazole	LD050_2424		trans
10480	-0.349079266	0.349079266	['SRO9', 'DHH1']	Metformin	LD050_2157		trans
11897	-0.371189954	0.371189954	['SRO9', 'DHH1']	Metformin	LD050_2418		trans
370	-0.663812464	0.663812464	['SRO9', 'DHH1']	Trifluoperazine	LD050_95		trans
10438	-0.893761827	0.893761827	['SRO9', 'DHH1']	Trifluoperazine	LD050_2147		trans
11897	-0.577769989	0.577769989	['SRO9', 'DHH1']	Trifluoperazine	LD050_2418		trans
11910	-0.620973943	0.620973943	['SRO9', 'DHH1']	noDrug	LD050_2418		trans
11912	-0.647679439	0.647679439	['SRO9', 'DHH1']	noDrug	LD050_2420		trans
11917	-1.098545162	1.098545162	['SRO9', 'DHH1']	noDrug	LD050_2421		trans
11924	-0.603866118	0.603866118	['SRO9', 'DHH1']	noDrug	LD050_2422		trans
11929	-0.619440551	0.619440551	['SRO9', 'DHH1']	noDrug	LD050_2424		trans
11931	-1.235293665	1.235293665	['SRO9', 'DHH1']	noDrug	LD050_2425		trans
11940	-0.5729583	0.5729583	['SRO9', 'DHH1']	noDrug	LD050_2426		trans
10479	-0.338019404	0.338019404	['SRO9', 'GIS2']	5-FC	LD050_2157		trans
10508	-0.496059744	0.496059744	['SRO9', 'GIS2']	Fluconazole	LD050_2161	PIN2	trans
8804	0.243328601	0.243328601	['SRO9', 'GIS2']	Metformin	LD050_1809	ADE17	trans
10182	-0.342316282	0.342316282	['SRO9', 'GIS2']	Metformin	LD050_2078		trans
10204	-0.49218497	0.49218497	['SRO9', 'GIS2']	Metformin	LD050_2079		trans
10438	-0.516274493	0.516274493	['SRO9', 'GIS2']	Trifluoperazine	LD050_2147		trans
648	0.496232036	0.496232036	['SRO9', 'GIS2']	noDrug	LD050_152		trans
653	0.465185836	0.465185836	['SRO9', 'GIS2']	noDrug	LD050_155		trans
11910	-0.459924934	0.459924934	['SRO9', 'GIS2']	noDrug	LD050_2418		trans
11912	-0.453800695	0.453800695	['SRO9', 'GIS2']	noDrug	LD050_2420		trans
11940	-0.474055177	0.474055177	['SRO9', 'GIS2']	noDrug	LD050_2426		trans
11942	-0.468390779	0.468390779	['SRO9', 'GIS2']	noDrug	LD050_2428		trans
10425	-0.437251539	0.437251539	['SRO9', 'SGN1']	5-FC	LD050_2143		trans
10438	-0.833020369	0.833020369	['SRO9', 'SGN1']	5-FC	LD050_2147		trans
10480	-0.591116044	0.591116044	['SRO9', 'SGN1']	5-FC	LD050_2157		trans
9430	-0.54034752	0.54034752	['SRO9', 'SGN1']	Fluconazole	LD050_1911		trans
8805	0.235151502	0.235151502	['SRO9', 'SGN1']	Metformin	LD050_1809	ADE17	trans
8816	0.226172442	0.226172442	['SRO9', 'SGN1']	Metformin	LD050_1811	ADE17	trans
11273	0.24022453	0.24022453	['SRO9', 'SGN1']	Metformin	LD050_2312		trans
10438	-0.705571808	0.705571808	['SRO9', 'SGN1']	Trifluoperazine	LD050_2147		trans
10480	-0.582671928	0.582671928	['SRO9', 'SGN1']	Trifluoperazine	LD050_2157		trans
10438	-0.847472346	0.847472346	['SRO9', 'SGN1']	noDrug	LD050_2147		trans
10480	-0.576271564	0.576271564	['SRO9', 'SGN1']	noDrug	LD050_2157		trans
10438	-0.895494942	0.895494942	['SSH1', 'ERG11']	5-FC	LD050_2147		trans
10480	-0.602347472	0.602347472	['SSH1', 'ERG11']	5-FC	LD050_2157		trans
1505	-1.186169747	1.186169747	['SSH1', 'ERG11']	Fluconazole	LD050_388		trans
4275	0.601333678	0.601333678	['SSH1', 'ERG11']	Fluconazole	LD050_916		trans
4282	0.723393233	0.723393233	['SSH1', 'ERG11']	Fluconazole	LD050_918		trans
4291	0.69141353	0.69141353	['SSH1', 'ERG11']	Fluconazole	LD050_922	PMC1	trans
4891	0.572092679	0.572092679	['SSH1', 'ERG11']	Fluconazole	LD050_1041		trans
4900	0.669623827	0.669623827	['SSH1', 'ERG11']	Fluconazole	LD050_1045		trans
8894	-0.681398919	0.681398919	['SSH1', 'ERG11']	Fluconazole	LD050_1821		trans
10207	-0.625973652	0.625973652	['SSH1', 'ERG11']	Fluconazole	LD050_2081		trans
10210	-0.691249767	0.691249767	['SSH1', 'ERG11']	Fluconazole	LD050_2082		trans
10213	-0.623583107	0.623583107	['SSH1', 'ERG11']	Fluconazole	LD050_2083		trans
10220	-0.60382991	0.60382991	['SSH1', 'ERG11']	Fluconazole	LD050_2086		trans
2274	0.355612791	0.355612791	['SSH1', 'ERG11']	Metformin	LD050_512		trans
3045	0.369116866	0.369116866	['SSH1', 'ERG11']	Metformin	LD050_644		trans
10438	-0.722698127	0.722698127	['SSH1', 'ERG11']	Metformin	LD050_2147		trans
10480	-0.398903534	0.398903534	['SSH1', 'ERG11']	Metformin	LD050_2157		trans
282	0.616502076	0.616502076	['SSH1', 'ERG11']	Trifluoperazine	LD050_74		trans
369	0.736553316	0.736553316	['SSH1', 'ERG11']	Trifluoperazine	LD050_95		trans
10438	-0.974229933	0.974229933	['SSH1', 'ERG11']	Trifluoperazine	LD050_2147		trans
280	0.597021897	0.597021897	['SSH1', 'ERG11']	noDrug	LD050_74		trans
10438	-1.145872433	1.145872433	['SSH1', 'ERG11']	noDrug	LD050_2147		trans
10480	-0.587664501	0.587664501	['SSH1', 'ERG11']	noDrug	LD050_2157		trans
282	0.617204919	0.617204919	['SSH1', 'ERV25']	5-FC	LD050_74		trans
10438	-1.111364002	1.111364002	['SSH1', 'ERV25']	5-FC	LD050_2147		trans
11898	-0.617345557	0.617345557	['SSH1', 'ERV25']	5-FC	LD050_2418		trans
3134	0.699890212	0.699890212	['SSH1', 'ERV25']	Fluconazole	LD050_665		trans
3142	0.650378982	0.650378982	['SSH1', 'ERV25']	Fluconazole	LD050_667		trans
11927	-0.642606292	0.642606292	['SSH1', 'ERV25']	Fluconazole	LD050_2424		trans
282	0.41495287	0.41495287	['SSH1', 'ERV25']	Metformin	LD050_74		trans
10208	-0.50920411	0.50920411	['SSH1', 'ERV25']	Metformin	LD050_2082		trans
10438	-0.730757673	0.730757673	['SSH1', 'ERV25']	Metformin	LD050_2147		trans
10456	-1.450028698	1.450028698	['SSH1', 'ERV25']	Metformin	LD050_2151		trans
277	0.646116492	0.646116492	['SSH1', 'ERV25']	Trifluoperazine	LD050_74		trans
369	0.797191455	0.797191455	['SSH1', 'ERV25']	Trifluoperazine	LD050_95		trans
10438	-1.148405912	1.148405912	['SSH1', 'ERV25']	Trifluoperazine	LD050_2147		trans
11898	-0.599727496	0.599727496	['SSH1', 'ERV25']	Trifluoperazine	LD050_2418		trans
369	0.882280288	0.882280288	['SSH1', 'ERV25']	noDrug	LD050_95		trans
10438	-1.125149249	1.125149249	['SSH1', 'ERV25']	noDrug	LD050_2147		trans
11898	-0.622189646	0.622189646	['SSH1', 'ERV25']	noDrug	LD050_2418		trans
11912	-0.635611298	0.635611298	['SSH1', 'ERV25']	noDrug	LD050_2420		trans
11928	-0.634523853	0.634523853	['SSH1', 'ERV25']	noDrug	LD050_2424		trans
10419	-0.776700597	0.776700597	['SSH1', 'ORM2']	5-FC	LD050_2139		trans
10438	-1.184113531	1.184113531	['SSH1', 'ORM2']	5-FC	LD050_2147		trans
10456	-1.879322036	1.879322036	['SSH1', 'ORM2']	5-FC	LD050_2151		trans
3099	0.59107344	0.59107344	['SSH1', 'ORM2']	Fluconazole	LD050_654		trans
3105	0.570275808	0.570275808	['SSH1', 'ORM2']	Fluconazole	LD050_659		trans
3139	0.590850364	0.590850364	['SSH1', 'ORM2']	Fluconazole	LD050_667		trans
3757	-0.677483633	0.677483633	['SSH1', 'ORM2']	Fluconazole	LD050_783		trans
3759	-0.601484345	0.601484345	['SSH1', 'ORM2']	Fluconazole	LD050_785		trans
8894	-0.592863012	0.592863012	['SSH1', 'ORM2']	Fluconazole	LD050_1821		trans
265	0.458106992	0.458106992	['SSH1', 'ORM2']	Metformin	LD050_71		trans
10419	-0.560231464	0.560231464	['SSH1', 'ORM2']	Metformin	LD050_2139		trans
10438	-0.89884267	0.89884267	['SSH1', 'ORM2']	Metformin	LD050_2147		trans
10456	-1.367261115	1.367261115	['SSH1', 'ORM2']	Metformin	LD050_2151		trans
10480	-0.525744306	0.525744306	['SSH1', 'ORM2']	Metformin	LD050_2157		trans
9283	-0.576136458	0.576136458	['SSH1', 'ORM2']	Trifluoperazine	LD050_1896		trans
10419	-0.712600138	0.712600138	['SSH1', 'ORM2']	Trifluoperazine	LD050_2139		trans
10438	-1.139502324	1.139502324	['SSH1', 'ORM2']	Trifluoperazine	LD050_2147		trans
274	0.594273968	0.594273968	['SSH1', 'ORM2']	noDrug	LD050_73		trans
10419	-0.790892148	0.790892148	['SSH1', 'ORM2']	noDrug	LD050_2139		trans
10420	-0.630660578	0.630660578	['SSH1', 'ORM2']	noDrug	LD050_2140		trans
10425	-0.618549188	0.618549188	['SSH1', 'ORM2']	noDrug	LD050_2143		trans
10438	-1.424358323	1.424358323	['SSH1', 'ORM2']	noDrug	LD050_2147		trans
51	-0.750117584	0.750117584	['SSH1', 'PIS1']	5-FC	LD050_23		trans
3139	0.560346154	0.560346154	['SSH1', 'PIS1']	Fluconazole	LD050_667		trans
3755	-0.553911035	0.553911035	['SSH1', 'PIS1']	Fluconazole	LD050_783		trans
10208	-0.652015142	0.652015142	['SSH1', 'PIS1']	Fluconazole	LD050_2082		trans
10214	-0.631390476	0.631390476	['SSH1', 'PIS1']	Fluconazole	LD050_2083		trans
10222	-0.577861041	0.577861041	['SSH1', 'PIS1']	Fluconazole	LD050_2088		trans
51	-0.596248308	0.596248308	['SSH1', 'PIS1']	Metformin	LD050_23		trans
51	-0.695319223	0.695319223	['SSH1', 'PIS1']	Trifluoperazine	LD050_23		trans
10419	-0.687810024	0.687810024	['SSH1', 'PIS1']	Trifluoperazine	LD050_2139		trans
10438	-0.925216295	0.925216295	['SSH1', 'PIS1']	Trifluoperazine	LD050_2147		trans
51	-0.669136259	0.669136259	['SSH1', 'PIS1']	noDrug	LD050_23		trans
10419	-0.703476696	0.703476696	['SSH1', 'PIS1']	noDrug	LD050_2139		trans
11900	-0.635287195	0.635287195	['TPO1', 'MID2']	5-FC	LD050_2418		trans
11912	-0.593205405	0.593205405	['TPO1', 'MID2']	5-FC	LD050_2420		trans
11920	-0.602117975	0.602117975	['TPO1', 'MID2']	5-FC	LD050_2422		trans
11928	-0.613146285	0.613146285	['TPO1', 'MID2']	5-FC	LD050_2424		trans
11931	-1.259463466	1.259463466	['TPO1', 'MID2']	5-FC	LD050_2425		trans
11932	-0.592470373	0.592470373	['TPO1', 'MID2']	5-FC	LD050_2426		trans
11946	-0.588641821	0.588641821	['TPO1', 'MID2']	5-FC	LD050_2428		trans
3134	0.62246894	0.62246894	['TPO1', 'MID2']	Fluconazole	LD050_665		trans
5741	-0.588021956	0.588021956	['TPO1', 'MID2']	Fluconazole	LD050_1215		trans
4528	-0.366524045	0.366524045	['TPO1', 'MID2']	Metformin	LD050_960		trans
8187	-0.357779211	0.357779211	['TPO1', 'MID2']	Metformin	LD050_1697	ORM2	trans
8778	0.433371949	0.433371949	['TPO1', 'MID2']	Metformin	LD050_1805	PGM2	trans
10480	-0.387962954	0.387962954	['TPO1', 'MID2']	Metformin	LD050_2157		trans
11897	-0.645601573	0.645601573	['TPO1', 'MID2']	Trifluoperazine	LD050_2418		trans
11912	-0.577614784	0.577614784	['TPO1', 'MID2']	Trifluoperazine	LD050_2420		trans
11921	-0.556396355	0.556396355	['TPO1', 'MID2']	Trifluoperazine	LD050_2422		trans
11928	-0.608657156	0.608657156	['TPO1', 'MID2']	Trifluoperazine	LD050_2424		trans
11931	-1.214583448	1.214583448	['TPO1', 'MID2']	Trifluoperazine	LD050_2425		trans
11940	-0.558630067	0.558630067	['TPO1', 'MID2']	Trifluoperazine	LD050_2426		trans
11900	-0.624436617	0.624436617	['TPO1', 'MID2']	noDrug	LD050_2418		trans
11912	-0.5825046	0.5825046	['TPO1', 'MID2']	noDrug	LD050_2420		trans
11924	-0.596075046	0.596075046	['TPO1', 'MID2']	noDrug	LD050_2422		trans
11928	-0.624762791	0.624762791	['TPO1', 'MID2']	noDrug	LD050_2424		trans
11931	-1.289810944	1.289810944	['TPO1', 'MID2']	noDrug	LD050_2425		trans
11940	-0.608188199	0.608188199	['TPO1', 'MID2']	noDrug	LD050_2426		trans
11946	-0.610965825	0.610965825	['TPO1', 'MID2']	noDrug	LD050_2428		trans
8778	0.616759692	0.616759692	['TPO1', 'TCB2']	5-FC	LD050_1805	PGM2	trans
10480	-0.618155629	0.618155629	['TPO1', 'TCB2']	5-FC	LD050_2157		trans
11897	-0.666465469	0.666465469	['TPO1', 'TCB2']	5-FC	LD050_2418		trans
11920	-0.655428592	0.655428592	['TPO1', 'TCB2']	5-FC	LD050_2422		trans
11928	-0.691221067	0.691221067	['TPO1', 'TCB2']	5-FC	LD050_2424		trans
11931	-1.376414887	1.376414887	['TPO1', 'TCB2']	5-FC	LD050_2425		trans
11940	-0.624412506	0.624412506	['TPO1', 'TCB2']	5-FC	LD050_2426		trans
11944	-0.611518096	0.611518096	['TPO1', 'TCB2']	5-FC	LD050_2428		trans
649	0.811742581	0.811742581	['TPO1', 'TCB2']	Fluconazole	LD050_152		trans
981	0.703042349	0.703042349	['TPO1', 'TCB2']	Fluconazole	LD050_270		trans
11928	-0.638358161	0.638358161	['TPO1', 'TCB2']	Fluconazole	LD050_2424		trans
11931	-1.310326227	1.310326227	['TPO1', 'TCB2']	Fluconazole	LD050_2425		trans
5741	-0.547219737	0.547219737	['TPO1', 'TCB2']	Metformin	LD050_1215		trans
10480	-0.515887817	0.515887817	['TPO1', 'TCB2']	Metformin	LD050_2157		trans
11921	-0.389201022	0.389201022	['TPO1', 'TCB2']	Trifluoperazine	LD050_2422		trans
11928	-0.396989332	0.396989332	['TPO1', 'TCB2']	Trifluoperazine	LD050_2424		trans
11931	-0.808166751	0.808166751	['TPO1', 'TCB2']	Trifluoperazine	LD050_2425		trans
10480	-0.523220859	0.523220859	['TPO1', 'TCB2']	noDrug	LD050_2157		trans
11897	-0.562329996	0.562329996	['TPO1', 'TCB2']	noDrug	LD050_2418		trans
11912	-0.54050099	0.54050099	['TPO1', 'TCB2']	noDrug	LD050_2420		trans
11921	-0.557871461	0.557871461	['TPO1', 'TCB2']	noDrug	LD050_2422		trans
11928	-0.57696478	0.57696478	['TPO1', 'TCB2']	noDrug	LD050_2424		trans
11931	-1.08977166	1.08977166	['TPO1', 'TCB2']	noDrug	LD050_2425		trans
11940	-0.550951427	0.550951427	['TPO1', 'TCB2']	noDrug	LD050_2426		trans
11944	-0.536134255	0.536134255	['TPO1', 'TCB2']	noDrug	LD050_2428		trans
10419	-0.570956522	0.570956522	['TPO1', 'TPO2']	5-FC	LD050_2139		trans
10438	-0.79109295	0.79109295	['TPO1', 'TPO2']	5-FC	LD050_2147		trans
10480	-0.466349315	0.466349315	['TPO1', 'TPO2']	5-FC	LD050_2157		trans
11905	-0.509225171	0.509225171	['TPO1', 'TPO2']	5-FC	LD050_2418		trans
11928	-0.485215571	0.485215571	['TPO1', 'TPO2']	5-FC	LD050_2424		trans
11931	-1.044814359	1.044814359	['TPO1', 'TPO2']	5-FC	LD050_2425		trans
11932	-0.499536139	0.499536139	['TPO1', 'TPO2']	5-FC	LD050_2426		trans
648	0.657674079	0.657674079	['TPO1', 'TPO2']	Fluconazole	LD050_152		trans
977	0.678849992	0.678849992	['TPO1', 'TPO2']	Fluconazole	LD050_269		trans
1784	1.245094565	1.245094565	['TPO1', 'TPO2']	Fluconazole	LD050_445		trans
3134	0.644181026	0.644181026	['TPO1', 'TPO2']	Fluconazole	LD050_665		trans
4528	-0.629741725	0.629741725	['TPO1', 'TPO2']	Fluconazole	LD050_960		trans
11897	-0.427214085	0.427214085	['TPO1', 'TPO2']	Metformin	LD050_2418		trans
10456	-1.762203458	1.762203458	['TPO1', 'TPO2']	Trifluoperazine	LD050_2151		trans
10480	-0.589171467	0.589171467	['TPO1', 'TPO2']	Trifluoperazine	LD050_2157		trans
11897	-0.661553212	0.661553212	['TPO1', 'TPO2']	Trifluoperazine	LD050_2418		trans
11912	-0.589532773	0.589532773	['TPO1', 'TPO2']	Trifluoperazine	LD050_2420		trans
11921	-0.613611183	0.613611183	['TPO1', 'TPO2']	Trifluoperazine	LD050_2422		trans
11928	-0.633761834	0.633761834	['TPO1', 'TPO2']	Trifluoperazine	LD050_2424		trans
11931	-1.338524059	1.338524059	['TPO1', 'TPO2']	Trifluoperazine	LD050_2425		trans
11940	-0.608016981	0.608016981	['TPO1', 'TPO2']	Trifluoperazine	LD050_2426		trans
11946	-0.613964737	0.613964737	['TPO1', 'TPO2']	Trifluoperazine	LD050_2428		trans
274	0.634672741	0.634672741	['TPO1', 'TPO2']	noDrug	LD050_73		trans
648	0.670000755	0.670000755	['TPO1', 'TPO2']	noDrug	LD050_152		trans
5741	-0.65830148	0.65830148	['TPO1', 'TPO2']	noDrug	LD050_1215		trans
10480	-0.681051057	0.681051057	['TPO1', 'TPO2']	noDrug	LD050_2157		trans
11910	-0.642399685	0.642399685	['TPO1', 'TPO2']	noDrug	LD050_2418		trans
11921	-0.65911489	0.65911489	['TPO1', 'TPO2']	noDrug	LD050_2422		trans
11928	-0.674516237	0.674516237	['TPO1', 'TPO2']	noDrug	LD050_2424		trans
11931	-1.470430794	1.470430794	['TPO1', 'TPO2']	noDrug	LD050_2425		trans
11932	-0.686974438	0.686974438	['TPO1', 'TPO2']	noDrug	LD050_2426		trans
11946	-0.674409603	0.674409603	['TPO1', 'TPO2']	noDrug	LD050_2428		trans
