,Uniprot_InteractorA,Uniprot_InteractorB,Confidence.value.s.,InteractorA,InteractorB
18647,uniprotkb:P50276,uniprotkb:P53390,author score:99.00|intact-miscore:0.37,YGR055W,YPR138C
18648,uniprotkb:P53390,uniprotkb:P53049,author score:99.29|intact-miscore:0.37,YPR138C,YGR281W
18649,uniprotkb:P53390,uniprotkb:Q02785,author score:99.00|intact-miscore:0.37,YPR138C,YPL058C
18650,uniprotkb:Q06689,uniprotkb:P53390,author score:99.30|intact-miscore:0.37,YLR413W,YPR138C
18651,uniprotkb:Q07824,uniprotkb:P53390,author score:99.00|intact-miscore:0.37,YLL028W,YPR138C
18652,uniprotkb:P53390,uniprotkb:Q08967,author score:99.34|intact-miscore:0.37,YPR138C,YPL221W
18692,uniprotkb:P53832,uniprotkb:P19807,author score:99.26|intact-miscore:0.37,YNL283C,YGL077C
18693,uniprotkb:P53832,uniprotkb:P36027,author score:99.00|intact-miscore:0.37,YNL283C,YLR332W
18694,uniprotkb:P53832,uniprotkb:P38234,author score:99.00|intact-miscore:0.37,YNL283C,YBR052C
18696,uniprotkb:P53832,uniprotkb:P50276,author score:99.00|intact-miscore:0.37,YNL283C,YGR055W
18697,uniprotkb:P53139,uniprotkb:P53832,author score:97.54|intact-miscore:0.37,YGL108C,YNL283C
18698,uniprotkb:P53832,uniprotkb:P53832,author score:98.72|intact-miscore:0.37,YNL283C,YNL283C
18699,uniprotkb:P53832,uniprotkb:Q02785,author score:99.00|intact-miscore:0.37,YNL283C,YPL058C
18700,uniprotkb:Q07651,uniprotkb:P53832,author score:97.60|intact-miscore:0.37,YDL222C,YNL283C
18810,uniprotkb:Q01896,uniprotkb:P36027,author score:99.00|intact-miscore:0.37,YDR039C,YLR332W
18811,uniprotkb:Q01896,uniprotkb:P38234,author score:99.28|intact-miscore:0.37,YDR039C,YBR052C
18812,uniprotkb:Q01896,uniprotkb:Q02785,author score:99.00|intact-miscore:0.37,YDR039C,YPL058C
18906,uniprotkb:Q03516,uniprotkb:P36027,author score:99.00|intact-miscore:0.37,YMR266W,YLR332W
18933,uniprotkb:Q03640,uniprotkb:P19807,author score:99.00|intact-miscore:0.37,YML072C,YGL077C
18935,uniprotkb:Q03640,uniprotkb:P25619,author score:99.29|intact-miscore:0.37,YML072C,YCR021C
18936,uniprotkb:Q03640,uniprotkb:P32465,author score:99.00|intact-miscore:0.37,YML072C,YHR094C
18937,uniprotkb:P32568,uniprotkb:Q03640,author score:99.00|intact-miscore:0.37,YDR011W,YML072C
18939,uniprotkb:Q03640,uniprotkb:P35735,author score:99.00|intact-miscore:0.37,YML072C,YKL051W
18940,uniprotkb:Q03640,uniprotkb:P36027,author score:99.00|intact-miscore:0.37,YML072C,YLR332W
18941,uniprotkb:Q03640,uniprotkb:P38234,author score:99.00|intact-miscore:0.37,YML072C,YBR052C
18942,uniprotkb:P38695,uniprotkb:Q03640,author score:99.00|intact-miscore:0.37,YHR096C,YML072C
18944,uniprotkb:P50276,uniprotkb:Q03640,author score:99.00|intact-miscore:0.37,YGR055W,YML072C
18945,uniprotkb:P53049,uniprotkb:Q03640,author score:99.35|intact-miscore:0.37,YGR281W,YML072C
18946,uniprotkb:Q03640,uniprotkb:P53283,author score:99.00|intact-miscore:0.37,YML072C,YGR138C
18947,uniprotkb:P53388,uniprotkb:Q03640,author score:99.28|intact-miscore:0.37,YPL265W,YML072C
18948,uniprotkb:Q03640,uniprotkb:P53390,author score:99.31|intact-miscore:0.37,YML072C,YPR138C
18949,uniprotkb:Q03640,uniprotkb:P53832,author score:99.29|intact-miscore:0.37,YML072C,YNL283C
18950,uniprotkb:Q02785,uniprotkb:Q03640,author score:99.00|intact-miscore:0.37,YPL058C,YML072C
18951,uniprotkb:Q03640,uniprotkb:Q03516,author score:99.00|intact-miscore:0.37,YML072C,YMR266W
18952,uniprotkb:Q03640,uniprotkb:Q03640,author score:99.00|intact-miscore:0.37,YML072C,YML072C
18954,uniprotkb:Q06451,uniprotkb:Q03640,author score:99.00|intact-miscore:0.37,YPR156C,YML072C
18955,uniprotkb:Q06689,uniprotkb:Q03640,author score:99.00|intact-miscore:0.37,YLR413W,YML072C
18956,uniprotkb:Q08967,uniprotkb:Q03640,author score:99.00|intact-miscore:0.37,YPL221W,YML072C
18958,uniprotkb:P26570,uniprotkb:Q03653,author score:99.29|intact-miscore:0.37,YML016C,YMR212C
18959,uniprotkb:Q03653,uniprotkb:P36027,author score:99.30|intact-miscore:0.37,YMR212C,YLR332W
19014,uniprotkb:Q03921,uniprotkb:P19807,author score:98.75|intact-miscore:0.37,YDR141C,YGL077C
19015,uniprotkb:Q03921,uniprotkb:P32465,author score:99.00|intact-miscore:0.37,YDR141C,YHR094C
19017,uniprotkb:Q03921,uniprotkb:P38310,author score:99.35|intact-miscore:0.37,YDR141C,YBR207W
19018,uniprotkb:P50276,uniprotkb:Q03921,author score:99.30|intact-miscore:0.37,YGR055W,YDR141C
19019,uniprotkb:Q03921,uniprotkb:P53283,author score:99.24|intact-miscore:0.37,YDR141C,YGR138C
19042,uniprotkb:P14359,uniprotkb:Q04383,author score:99.00|intact-miscore:0.37,YJL151C,YDR501W
19043,uniprotkb:Q04383,uniprotkb:P19807,author score:99.00|intact-miscore:0.37,YDR501W,YGL077C
19045,uniprotkb:Q04383,uniprotkb:P26570,author score:99.00|intact-miscore:0.37,YDR501W,YML016C
19046,uniprotkb:P30605,uniprotkb:Q04383,author score:98.72|intact-miscore:0.37,YDR497C,YDR501W
19047,uniprotkb:Q04383,uniprotkb:P32465,author score:99.00|intact-miscore:0.37,YDR501W,YHR094C
19048,uniprotkb:Q04383,uniprotkb:P32568,author score:99.28|intact-miscore:0.37,YDR501W,YDR011W
19049,uniprotkb:P35735,uniprotkb:Q04383,author score:99.00|intact-miscore:0.37,YKL051W,YDR501W
19055,uniprotkb:Q04383,uniprotkb:P40474,author score:99.00|intact-miscore:0.37,YDR501W,YIL121W
19058,uniprotkb:Q04383,uniprotkb:P50276,author score:99.00|intact-miscore:0.37,YDR501W,YGR055W
19059,uniprotkb:P53049,uniprotkb:Q04383,author score:97.60|intact-miscore:0.37,YGR281W,YDR501W
19060,uniprotkb:P53283,uniprotkb:Q04383,author score:97.60|intact-miscore:0.37,YGR138C,YDR501W
19061,uniprotkb:P53388,uniprotkb:Q04383,author score:99.00|intact-miscore:0.37,YPL265W,YDR501W
19062,uniprotkb:Q04383,uniprotkb:P53390,author score:99.00|intact-miscore:0.37,YDR501W,YPR138C
19063,uniprotkb:Q04383,uniprotkb:P53832,author score:99.00|intact-miscore:0.37,YDR501W,YNL283C
19064,uniprotkb:Q02785,uniprotkb:Q04383,author score:99.32|intact-miscore:0.37,YPL058C,YDR501W
19065,uniprotkb:Q03640,uniprotkb:Q04383,author score:99.00|intact-miscore:0.37,YML072C,YDR501W
19067,uniprotkb:Q06689,uniprotkb:Q04383,author score:98.72|intact-miscore:0.37,YLR413W,YDR501W
19068,uniprotkb:Q04383,uniprotkb:Q07824,author score:99.00|intact-miscore:0.37,YDR501W,YLL028W
19069,uniprotkb:Q08967,uniprotkb:Q04383,author score:99.28|intact-miscore:0.37,YPL221W,YDR501W
19070,uniprotkb:Q12256,uniprotkb:Q04383,author score:99.32|intact-miscore:0.37,YOR273C,YDR501W
19076,uniprotkb:Q04439,uniprotkb:P36027,author score:99.00|intact-miscore:0.37,YMR109W,YLR332W
19087,uniprotkb:Q04949,uniprotkb:P36027,author score:98.72|intact-miscore:0.37,YMR299C,YLR332W
19088,uniprotkb:Q04949,uniprotkb:P50276,author score:99.00|intact-miscore:0.37,YMR299C,YGR055W
19090,uniprotkb:Q02785,uniprotkb:Q04949,author score:99.00|intact-miscore:0.37,YPL058C,YMR299C
19200,uniprotkb:Q07651,uniprotkb:P10823,author score:99.00|intact-miscore:0.37,YDL222C,YER020W
19202,uniprotkb:P19807,uniprotkb:Q07651,author score:99.00|intact-miscore:0.37,YGL077C,YDL222C
19204,uniprotkb:Q07651,uniprotkb:P25619,author score:99.00|intact-miscore:0.37,YDL222C,YCR021C
19206,uniprotkb:P30605,uniprotkb:Q07651,author score:99.26|intact-miscore:0.37,YDR497C,YDL222C
19207,uniprotkb:P32465,uniprotkb:Q07651,author score:99.31|intact-miscore:0.37,YHR094C,YDL222C
19208,uniprotkb:P32568,uniprotkb:Q07651,author score:99.30|intact-miscore:0.37,YDR011W,YDL222C
19209,uniprotkb:P33302,uniprotkb:Q07651,author score:99.00|intact-miscore:0.37,YOR153W,YDL222C
19211,uniprotkb:P35735,uniprotkb:Q07651,author score:99.00|intact-miscore:0.37,YKL051W,YDL222C
19212,uniprotkb:Q07651,uniprotkb:P36027,author score:99.00|intact-miscore:0.37,YDL222C,YLR332W
19216,uniprotkb:Q07651,uniprotkb:P38234,author score:99.00|intact-miscore:0.37,YDL222C,YBR052C
19217,uniprotkb:P38695,uniprotkb:Q07651,author score:99.00|intact-miscore:0.37,YHR096C,YDL222C
19220,uniprotkb:Q07651,uniprotkb:P40485,author score:99.00|intact-miscore:0.37,YDL222C,YIL105C
19224,uniprotkb:Q07651,uniprotkb:P50276,author score:99.00|intact-miscore:0.37,YDL222C,YGR055W
19225,uniprotkb:Q07651,uniprotkb:P53139,author score:99.28|intact-miscore:0.37,YDL222C,YGL108C
19226,uniprotkb:Q07651,uniprotkb:P53278,author score:99.00|intact-miscore:0.37,YDL222C,YGR130C
19227,uniprotkb:Q07651,uniprotkb:P53283,author score:99.00|intact-miscore:0.37,YDL222C,YGR138C
19228,uniprotkb:P53390,uniprotkb:Q07651,author score:97.53|intact-miscore:0.37,YPR138C,YDL222C
19230,uniprotkb:Q02785,uniprotkb:Q07651,author score:99.00|intact-miscore:0.37,YPL058C,YDL222C
19232,uniprotkb:Q07651,uniprotkb:Q03640,author score:99.00|intact-miscore:0.37,YDL222C,YML072C
19236,uniprotkb:Q06451,uniprotkb:Q07651,author score:99.00|intact-miscore:0.37,YPR156C,YDL222C
19237,uniprotkb:Q07651,uniprotkb:Q07651,author score:99.00|intact-miscore:0.37,YDL222C,YDL222C
19238,uniprotkb:Q07651,uniprotkb:Q08967,author score:97.54|intact-miscore:0.37,YDL222C,YPL221W
19240,uniprotkb:Q07651,uniprotkb:Q12256,author score:99.00|intact-miscore:0.37,YDL222C,YOR273C
19247,uniprotkb:Q07824,uniprotkb:P19807,author score:99.00|intact-miscore:0.37,YLL028W,YGL077C
19248,uniprotkb:P32465,uniprotkb:Q07824,author score:99.00|intact-miscore:0.37,YHR094C,YLL028W
19249,uniprotkb:P32568,uniprotkb:Q07824,author score:99.00|intact-miscore:0.37,YDR011W,YLL028W
19251,uniprotkb:Q07824,uniprotkb:P33302,author score:99.00|intact-miscore:0.37,YLL028W,YOR153W
19253,uniprotkb:Q07824,uniprotkb:P35735,author score:99.00|intact-miscore:0.37,YLL028W,YKL051W
19254,uniprotkb:P36027,uniprotkb:Q07824,author score:99.00|intact-miscore:0.37,YLR332W,YLL028W
19255,uniprotkb:P38234,uniprotkb:Q07824,author score:99.30|intact-miscore:0.37,YBR052C,YLL028W
19256,uniprotkb:Q07824,uniprotkb:P38695,author score:99.00|intact-miscore:0.37,YLL028W,YHR096C
19257,uniprotkb:Q07824,uniprotkb:P48231,author score:99.31|intact-miscore:0.37,YLL028W,YNL087W
19258,uniprotkb:Q07824,uniprotkb:P50276,author score:99.00|intact-miscore:0.37,YLL028W,YGR055W
19259,uniprotkb:Q07824,uniprotkb:P53283,author score:99.00|intact-miscore:0.37,YLL028W,YGR138C
19260,uniprotkb:P53388,uniprotkb:Q07824,author score:99.31|intact-miscore:0.37,YPL265W,YLL028W
19261,uniprotkb:Q07824,uniprotkb:Q02785,author score:99.00|intact-miscore:0.37,YLL028W,YPL058C
19262,uniprotkb:Q07824,uniprotkb:Q03640,author score:99.00|intact-miscore:0.37,YLL028W,YML072C
19266,uniprotkb:Q06451,uniprotkb:Q07824,author score:99.00|intact-miscore:0.37,YPR156C,YLL028W
19267,uniprotkb:Q07824,uniprotkb:Q06689,author score:99.00|intact-miscore:0.37,YLL028W,YLR413W
19268,uniprotkb:Q07651,uniprotkb:Q07824,author score:99.00|intact-miscore:0.37,YDL222C,YLL028W
19269,uniprotkb:Q07824,uniprotkb:Q07824,author score:99.00|intact-miscore:0.37,YLL028W,YLL028W
19323,uniprotkb:P36027,uniprotkb:Q12057,author score:99.00|intact-miscore:0.37,YLR332W,YOR104W
19346,uniprotkb:P10823,uniprotkb:Q12215,author score:99.00|intact-miscore:0.37,YER020W,YOL105C
19347,uniprotkb:Q12215,uniprotkb:P19807,author score:99.00|intact-miscore:0.37,YOL105C,YGL077C
19348,uniprotkb:P36027,uniprotkb:Q12215,author score:99.00|intact-miscore:0.37,YLR332W,YOL105C
19349,uniprotkb:Q12215,uniprotkb:P38234,author score:99.00|intact-miscore:0.37,YOL105C,YBR052C
19351,uniprotkb:Q12215,uniprotkb:P50276,author score:98.75|intact-miscore:0.37,YOL105C,YGR055W
19352,uniprotkb:P53832,uniprotkb:Q12215,author score:98.73|intact-miscore:0.37,YNL283C,YOL105C
19353,uniprotkb:Q12215,uniprotkb:Q02785,author score:99.27|intact-miscore:0.37,YOL105C,YPL058C
19354,uniprotkb:Q12215,uniprotkb:Q03640,author score:99.00|intact-miscore:0.37,YOL105C,YML072C
19355,uniprotkb:Q12215,uniprotkb:Q07651,author score:99.35|intact-miscore:0.37,YOL105C,YDL222C
19358,uniprotkb:Q12230,uniprotkb:P19807,author score:99.00|intact-miscore:0.37,YPL004C,YGL077C
19362,uniprotkb:P26570,uniprotkb:Q12230,author score:99.00|intact-miscore:0.37,YML016C,YPL004C
19363,uniprotkb:Q12230,uniprotkb:P30605,author score:99.00|intact-miscore:0.37,YPL004C,YDR497C
19364,uniprotkb:Q12230,uniprotkb:P32324,author score:99.00|intact-miscore:0.37,YPL004C,YOR133W
19366,uniprotkb:Q12230,uniprotkb:P36027,author score:99.00|intact-miscore:0.37,YPL004C,YLR332W
19372,uniprotkb:P50276,uniprotkb:Q12230,author score:99.00|intact-miscore:0.37,YGR055W,YPL004C
19374,uniprotkb:P53278,uniprotkb:Q12230,author score:99.00|intact-miscore:0.37,YGR130C,YPL004C
19379,uniprotkb:Q08967,uniprotkb:Q12230,author score:99.00|intact-miscore:0.37,YPL221W,YPL004C
19380,uniprotkb:Q12230,uniprotkb:Q12256,author score:98.00|intact-miscore:0.37,YPL004C,YOR273C
19382,uniprotkb:Q12256,uniprotkb:P10823,author score:99.27|intact-miscore:0.37,YOR273C,YER020W
19383,uniprotkb:Q12256,uniprotkb:P19807,author score:99.00|intact-miscore:0.37,YOR273C,YGL077C
19384,uniprotkb:Q12256,uniprotkb:P25619,author score:99.00|intact-miscore:0.37,YOR273C,YCR021C
19385,uniprotkb:Q12256,uniprotkb:P35735,author score:99.30|intact-miscore:0.37,YOR273C,YKL051W
19386,uniprotkb:Q12256,uniprotkb:P36027,author score:99.00|intact-miscore:0.37,YOR273C,YLR332W
19387,uniprotkb:P53049,uniprotkb:Q12256,author score:85.04|intact-miscore:0.37,YGR281W,YOR273C
19388,uniprotkb:P53278,uniprotkb:Q12256,author score:97.60|intact-miscore:0.37,YGR130C,YOR273C
19389,uniprotkb:Q12256,uniprotkb:Q02785,author score:99.00|intact-miscore:0.37,YOR273C,YPL058C
19390,uniprotkb:Q12256,uniprotkb:Q03640,author score:99.28|intact-miscore:0.37,YOR273C,YML072C
19391,uniprotkb:Q08967,uniprotkb:Q12256,author score:99.00|intact-miscore:0.37,YPL221W,YOR273C
19392,uniprotkb:P25293,uniprotkb:Q12263,author score:99.25|intact-miscore:0.92,YKR048C,YDR507C
19393,uniprotkb:Q12263,uniprotkb:P36027,author score:99.00|intact-miscore:0.37,YDR507C,YLR332W
19394,uniprotkb:Q12263,uniprotkb:Q02785,author score:99.36|intact-miscore:0.37,YDR507C,YPL058C
19430,uniprotkb:P10823,uniprotkb:Q12335,author score:99.00|intact-miscore:0.37,YER020W,YDR032C
19431,uniprotkb:P19807,uniprotkb:Q12335,author score:99.00|intact-miscore:0.37,YGL077C,YDR032C
19432,uniprotkb:P25623,uniprotkb:Q12335,author score:98.00|intact-miscore:0.37,YCR030C,YDR032C
19433,uniprotkb:Q12335,uniprotkb:P26570,author score:99.00|intact-miscore:0.37,YDR032C,YML016C
19434,uniprotkb:Q12335,uniprotkb:P35735,author score:99.00|intact-miscore:0.37,YDR032C,YKL051W
19435,uniprotkb:Q12335,uniprotkb:P36027,author score:99.00|intact-miscore:0.37,YDR032C,YLR332W
19440,uniprotkb:P50276,uniprotkb:Q12335,author score:99.00|intact-miscore:0.37,YGR055W,YDR032C
19441,uniprotkb:Q12335,uniprotkb:P53049,author score:99.00|intact-miscore:0.37,YDR032C,YGR281W
19442,uniprotkb:P53139,uniprotkb:Q12335,author score:99.00|intact-miscore:0.37,YGL108C,YDR032C
19443,uniprotkb:P53278,uniprotkb:Q12335,author score:99.00|intact-miscore:0.37,YGR130C,YDR032C
19444,uniprotkb:P53390,uniprotkb:Q12335,author score:99.31|intact-miscore:0.37,YPR138C,YDR032C
19445,uniprotkb:P53832,uniprotkb:Q12335,author score:99.00|intact-miscore:0.37,YNL283C,YDR032C
19446,uniprotkb:Q12335,uniprotkb:Q02201,author score:97.53|intact-miscore:0.37,YDR032C,YKR003W
19447,uniprotkb:Q12335,uniprotkb:Q02785,author score:99.00|intact-miscore:0.37,YDR032C,YPL058C
19448,uniprotkb:Q12335,uniprotkb:Q03640,author score:99.00|intact-miscore:0.37,YDR032C,YML072C
19451,uniprotkb:Q06689,uniprotkb:Q12335,author score:99.00|intact-miscore:0.37,YLR413W,YDR032C
19452,uniprotkb:Q07651,uniprotkb:Q12335,author score:97.40|intact-miscore:0.37,YDL222C,YDR032C
19453,uniprotkb:Q08967,uniprotkb:Q12335,author score:99.00|intact-miscore:0.37,YPL221W,YDR032C
19454,uniprotkb:Q12256,uniprotkb:Q12335,author score:99.00|intact-miscore:0.37,YOR273C,YDR032C
19471,uniprotkb:Q12446,uniprotkb:Q12446,author score:99.00|intact-miscore:0.37,YOR181W,YOR181W
19498,uniprotkb:Q03640,uniprotkb:Q12466,author score:99.00|intact-miscore:0.37,YML072C,YOR086C
19510,uniprotkb:P36027,uniprotkb:Q12675,author score:99.28|intact-miscore:0.37,YLR332W,YDR093W
19573,uniprotkb:P48415,uniprotkb:P15303,intact-miscore:0.63,YPL085W,YPR181C
19585,uniprotkb:P40350,uniprotkb:P40350,intact-miscore:0.37,YPL227C,YPL227C
19612,uniprotkb:Q12466,uniprotkb:P48231,intact-miscore:0.37,YOR086C,YNL087W
19614,uniprotkb:Q03640,uniprotkb:P48231,intact-miscore:0.37,YML072C,YNL087W
19741,uniprotkb:Q07732,uniprotkb:Q07732,intact-miscore:0.37,YDL239C,YDL239C
19900,uniprotkb:P00359,uniprotkb:P00359,intact-miscore:0.40,YGR192C,YGR192C
19911,uniprotkb:P25651,uniprotkb:P32502,intact-miscore:0.37,YCR086W,YLR291C
19999,uniprotkb:P48232,uniprotkb:P35727,intact-miscore:0.67,YNL086W,YKL061W
20084,uniprotkb:Q07887,uniprotkb:Q06410,intact-miscore:0.37,YLL049W,YLR423C
20093,uniprotkb:P43582,uniprotkb:P32502,intact-miscore:0.37,YFL010C,YLR291C
20096,uniprotkb:P32502,uniprotkb:Q06410,intact-miscore:0.37,YLR291C,YLR423C
20155,uniprotkb:P53297,uniprotkb:P38828,intact-miscore:0.67,YGR178C,YHR121W
20260,uniprotkb:P53939,uniprotkb:Q08229,intact-miscore:0.77,YNL078W,YOL070C
20272,uniprotkb:P53919,uniprotkb:P53919,intact-miscore:0.37,YNL124W,YNL124W
20400,uniprotkb:P32502,uniprotkb:P32502,intact-miscore:0.37,YLR291C,YLR291C
20426,uniprotkb:P32502,uniprotkb:Q12335,intact-miscore:0.37,YLR291C,YDR032C
20475,uniprotkb:P38835,uniprotkb:P39940,intact-miscore:0.68,YHR131C,YER125W
20476,uniprotkb:P39984,uniprotkb:Q12341,intact-miscore:0.77,YEL056W,YPL001W
20480,uniprotkb:Q12335,uniprotkb:P38234,intact-miscore:0.75,YDR032C,YBR052C
20487,uniprotkb:P32502,uniprotkb:P54861,intact-miscore:0.37,YLR291C,YLL001W
20509,uniprotkb:Q06410,uniprotkb:P46682,intact-miscore:0.37,YLR423C,YGR261C
20512,uniprotkb:P32502,uniprotkb:P39940,intact-miscore:0.37,YLR291C,YER125W
20514,uniprotkb:P32502,uniprotkb:P32318,intact-miscore:0.37,YLR291C,YGR144W
20535,uniprotkb:Q06410,uniprotkb:P53267,intact-miscore:0.55,YLR423C,YGR113W
20665,uniprotkb:Q12329,uniprotkb:Q12329,intact-miscore:0.37,YDR171W,YDR171W
20670,uniprotkb:Q06592,uniprotkb:Q06592,intact-miscore:0.66,YPR193C,YPR193C
20747,uniprotkb:P32318,uniprotkb:P40185,intact-miscore:0.37,YGR144W,YIL051C
20766,uniprotkb:P53953,uniprotkb:P15303,intact-miscore:0.68,YNL049C,YPR181C
20816,uniprotkb:P38968,uniprotkb:Q04491,intact-miscore:0.84,YDL195W,YLR208W
20881,uniprotkb:Q06410,uniprotkb:P40485,intact-miscore:0.37,YLR423C,YIL105C
20999,uniprotkb:Q06410,uniprotkb:Q06410,intact-miscore:0.37,YLR423C,YLR423C
21001,uniprotkb:P40482,uniprotkb:P38968,intact-miscore:0.72,YIL109C,YDL195W
21014,uniprotkb:P32318,uniprotkb:P32318,intact-miscore:0.55,YGR144W,YGR144W
21036,uniprotkb:Q02821,uniprotkb:P32318,intact-miscore:0.37,YNL189W,YGR144W
21113,uniprotkb:P25293,uniprotkb:P25293,intact-miscore:0.77,YKR048C,YKR048C
21340,uniprotkb:P11353,uniprotkb:P11353,intact-miscore:0.37,YDR044W,YDR044W
21584,uniprotkb:P25344,uniprotkb:Q06810,intact-miscore:0.40,YCL032W,YPR075C
21612,uniprotkb:P41909,uniprotkb:P34230,intact-miscore:0.52,YPL147W,YKL188C
21676,uniprotkb:P07251,uniprotkb:P00830,intact-miscore:0.70,YBL099W,YJR121W
21834,uniprotkb:P40073,uniprotkb:Q08229,intact-miscore:0.44,YER118C,YOL070C
21898,uniprotkb:P47068,uniprotkb:P43614,intact-miscore:0.44,YJL020C,YFR042W
21899,uniprotkb:P43614,uniprotkb:P04821,intact-miscore:0.44,YFR042W,YLR310C
21903,uniprotkb:P04821,uniprotkb:P53279,intact-miscore:0.44,YLR310C,YGR131W
21947,uniprotkb:P04821,uniprotkb:P24482,intact-miscore:0.44,YLR310C,YPR175W
21999,uniprotkb:P29366,uniprotkb:Q04439,intact-miscore:0.31,YBR200W,YMR109W
22002,uniprotkb:Q12446,uniprotkb:P29366,intact-miscore:0.31,YOR181W,YBR200W
22010,uniprotkb:P29366,uniprotkb:P48415,intact-miscore:0.31,YBR200W,YPL085W
22118,uniprotkb:Q99271,uniprotkb:P40073,intact-miscore:0.31,YLR138W,YER118C
22123,uniprotkb:P40073,uniprotkb:P53953,intact-miscore:0.31,YER118C,YNL049C
22128,uniprotkb:P43603,uniprotkb:P39955,intact-miscore:0.31,YFR024C-A,YER047C
22198,uniprotkb:P47068,uniprotkb:Q12329,intact-miscore:0.31,YJL020C,YDR171W
22268,uniprotkb:P39113,uniprotkb:Q04439,intact-miscore:0.31,YMR280C,YMR109W
22342,uniprotkb:Q00955,uniprotkb:P47068,intact-miscore:0.37,YNR016C,YJL020C
22345,uniprotkb:P47068,uniprotkb:P09119,intact-miscore:0.46,YJL020C,YJL194W
22350,uniprotkb:Q04149,uniprotkb:P47068,intact-miscore:0.37,YDR386W,YJL020C
22358,uniprotkb:Q07887,uniprotkb:P29366,intact-miscore:0.37,YLL049W,YBR200W
22565,uniprotkb:P09119,uniprotkb:P43603,intact-miscore:0.59,YJL194W,YFR024C-A
22580,uniprotkb:P43603,uniprotkb:Q04439,intact-miscore:0.37,YFR024C-A,YMR109W
22638,uniprotkb:Q00955,uniprotkb:Q04439,intact-miscore:0.37,YNR016C,YMR109W
22643,uniprotkb:Q12446,uniprotkb:Q04439,intact-miscore:0.81,YOR181W,YMR109W
22656,uniprotkb:Q04949,uniprotkb:Q04439,intact-miscore:0.37,YMR299C,YMR109W
22663,uniprotkb:Q04439,uniprotkb:Q08229,intact-miscore:0.37,YMR109W,YOL070C
22748,uniprotkb:P40073,uniprotkb:Q12446,intact-miscore:0.78,YER118C,YOR181W
22860,uniprotkb:Q03653,uniprotkb:P29366,intact-miscore:0.37,YMR212C,YBR200W
22976,uniprotkb:P43603,uniprotkb:Q12446,intact-miscore:0.92,YFR024C-A,YOR181W
22979,uniprotkb:P25623,uniprotkb:P43603,intact-miscore:0.55,YCR030C,YFR024C-A
22982,uniprotkb:P43582,uniprotkb:P43603,intact-miscore:0.37,YFL010C,YFR024C-A
23014,uniprotkb:Q04439,uniprotkb:P40344,intact-miscore:0.37,YMR109W,YNR007C
23015,uniprotkb:Q04439,uniprotkb:P47068,intact-miscore:0.84,YMR109W,YJL020C
23017,uniprotkb:P32486,uniprotkb:Q04439,intact-miscore:0.37,YPR159W,YMR109W
23020,uniprotkb:Q04439,uniprotkb:P39955,intact-miscore:0.58,YMR109W,YER047C
23071,uniprotkb:P38316,uniprotkb:P38316,intact-miscore:0.40,YBR217W,YBR217W
23121,uniprotkb:P25623,uniprotkb:P36027,intact-miscore:0.57,YCR030C,YLR332W
23122,uniprotkb:P25623,uniprotkb:P25623,intact-miscore:0.59,YCR030C,YCR030C
23123,uniprotkb:P34216,uniprotkb:P25623,intact-miscore:0.81,YBL047C,YCR030C
23129,uniprotkb:P25651,uniprotkb:P25651,intact-miscore:0.67,YCR086W,YCR086W
23140,uniprotkb:P53973,uniprotkb:P53973,intact-miscore:0.74,YNL021W,YNL021W
23159,uniprotkb:Q04439,uniprotkb:Q04439,intact-miscore:0.85,YMR109W,YMR109W
23187,uniprotkb:P0CG63,uniprotkb:P39940,intact-miscore:0.44,YLL039C,YER125W
23206,uniprotkb:Q00416,uniprotkb:Q06523,intact-miscore:0.37,YLR430W,YPR148C
23402,uniprotkb:P38361,uniprotkb:P38361,intact-miscore:0.56,YBR296C,YBR296C
23421,uniprotkb:P00546,uniprotkb:P09119,intact-miscore:0.44,YBR160W,YJL194W
23475,uniprotkb:P46672,uniprotkb:P46655,intact-miscore:0.78,YGL105W,YGL245W
23476,uniprotkb:P46672,uniprotkb:P00958,intact-miscore:0.84,YGL105W,YGR264C
23527,uniprotkb:P38074,uniprotkb:Q99383,intact-miscore:0.37,YBR034C,YOL123W
23554,uniprotkb:P38074,uniprotkb:P38074,intact-miscore:0.65,YBR034C,YBR034C
23796,uniprotkb:P25293,uniprotkb:P53939,intact-miscore:0.81,YKR048C,YNL078W
23798,uniprotkb:Q08229,uniprotkb:P29366,intact-miscore:0.61,YOL070C,YBR200W
24087,uniprotkb:P00925,uniprotkb:Q05947,intact-miscore:0.40,YHR174W,YLR224W
24095,uniprotkb:P00546,uniprotkb:P20438,intact-miscore:0.89,YBR160W,YPL256C
24162,uniprotkb:P38270,uniprotkb:Q02948,intact-miscore:0.83,YBR128C,YPL120W
24169,uniprotkb:P35729,uniprotkb:P35729,intact-miscore:0.53,YKL057C,YKL057C
24172,uniprotkb:P49687,uniprotkb:P49687,intact-miscore:0.37,YGL092W,YGL092W
24184,uniprotkb:P46673,uniprotkb:P53011,intact-miscore:0.92,YJR042W,YGL100W
24234,uniprotkb:Q03921,uniprotkb:Q03921,intact-miscore:0.54,YDR141C,YDR141C
24255,uniprotkb:P40474,uniprotkb:P53278,intact-miscore:0.37,YIL121W,YGR130C
24258,uniprotkb:Q12057,uniprotkb:P53278,intact-miscore:0.37,YOR104W,YGR130C
24270,uniprotkb:P35735,uniprotkb:P19454,intact-miscore:0.37,YKL051W,YOR061W
