eQTL_gene_id,eQTL_gene,chromosome,eQTL_peak,eQTL_left,eQTL_right,eQTL_LOD,eQTL_gene_dist,eQTL_cis,eQTL_gene_description
YOR226C,ISU2,15,165456,86295,460848,4.102341721,300565.0,False,"""Mitochondrial protein required for iron-sulfur protein synthesis; performs scaffolding function during Fe/S cluster assembly; involved in Fe-S cluster assembly for both mitochondrial and cytosolic proteins; protein abundance increases under DNA replication stress; ISU2 has a paralog ; ISU1 ; that arose from the whole genome duplication; isu1 isu2 double mutant is inviable; human homolog ISCU implicated in mitochondrial myopathy ; can complement isu1 isu2 double mutant"""
YOR227W,HER1,15,507805,456978,552069,4.909448374,209755.0,False,"""Protein of unknown function; required for proliferation or remodeling of the ER that is caused by overexpression of Hmg2p; may interact with ribosomes ; based on co-purification experiments; HER1 has a paralog ; GIP3 ; that arose from the whole genome duplication"""
YOR228C,MCP1,15,139908,137942,163253,14.18418198,604815.0,False,"""Mitochondrial protein of unknown function involved in lipid homeostasis; integral membrane protein that localizes to the mitochondrial outer membrane; involved in mitochondrial morphology; interacts genetically with MDM10 ; and other members of the ERMES complex; contains five predicted transmembrane domains"""
YOR229W,WTM2,15,185473,136327,193911,3.891332982,573497.0,False,"""Transcriptional modulator; involved in regulation of meiosis ; silencing ; and expression of RNR genes; involved in response to replication stress; contains WD repeats; relocalizes to the cytosol in response to hypoxia; WTM2 has a paralog ; UME1 ; that arose from the whole genome duplication"""
YOR230W,WTM1,15,461434,445648,548689,3.586811125,221110.0,False,"""Transcriptional modulator; involved in regulation of meiosis ; silencing ; and expression of RNR genes; required for nuclear localization of the ribonucleotide reductase small subunit Rnr2p and Rnr4p; contains WD repeats"""
YOR234C,RPL33B,15,491429,458312,574955,3.574477317,203976.0,False,"""Ribosomal 60S subunit protein L33B; rpl33b null mutant exhibits normal growth while rpl33a rpl33b double null mutant is inviable; homologous to mammalian ribosomal protein L35A ; no bacterial homolog; RPL33B has a paralog ; RPL33A ; that arose from the whole genome duplication"""
YOR251C,TUM1,15,159369,139908,189231,5.914095554,613118.0,False,"""Rhodanese domain sulfur transferase; accepts persulfite from Nfs1p and transfers it to Uba4p in the pathway for 2-thiolation of the wobble uridine base of tRNAs; also stimulates sulfur transfer by Nfs1p; involved in metabolism of sterol esters; may be mitochondrially localized"""
YOR252W,TMA16,15,459134,453073,480144,6.602026047,322522.0,False,"""Protein of unknown function that associates with ribosomes"""
YOR264W,DSE3,15,828544,808281,830314,15.38788174,0.0,True,"""Daughter cell-specific protein ; may help establish daughter fate; relocalizes from bud neck to cytoplasm upon DNA replication stress; interacts with Csm1p"""
YOR269W,PAC1,15,789434,777196,907245,4.579172762,0.0,True,"""Regulator of dynein ; involved in intracellular transport; part of the dynein/dynactin pathway; targets dynein to microtubule tips ; which is necessary for sliding of microtubules along bud cortex; serves at interface between dynein's ATPase site and its microtubule binding stalk ; causing individual dynein motors to remain attached to microtubules for long periods; synthetic lethal with bni1; homolog of human LIS1 ; mutations in which cause the severe brain disorder lissencephaly"""
YOR274W,MOD5,15,171150,143727,193911,4.807108736,642762.0,False,"""Delta 2-isopentenyl pyrophosphate:tRNA isopentenyl transferase; required for biosynthesis of isopentenyladenosine in mitochondrial and cytoplasmic tRNAs; also has a role in tRNA gene-mediated silencing; gene encodes two isozymic forms; converts to a prion form ; prion conversion contributes to azole antifungal resistance by upregulating ergosterol biosynthesis; homolog of human TRIT1 ; a mutation in which is associated with severe combined respiratory chain defects"""
YOR285W,RDL1,15,485781,318136,548689,3.725359278,299945.0,False,"""Thiosulfate sulfurtransferase; contains a rhodanese-like domain; localized to the mitochondrial outer membrane; protein abundance increases in response to DNA replication stress; similar to the human TSTD gene"""
YOR291W,YPK9,15,481731,477707,544733,4.063644341,315441.0,False,"""Vacuolar protein with a possible role in sequestering heavy metals; has similarity to the type V P-type ATPase Spf1p; homolog of human ATP13A2 (PARK9) ; mutations in which are associated with Parkinson disease and Kufor-Rakeb syndrome"""
YOR297C,TIM18,15,154799,73040,832664,3.27687888,42214.0,False,"""Component of the mitochondrial TIM22 complex; involved in insertion of polytopic proteins into the inner membrane; may mediate assembly or stability of the complex"""
YOR306C,MCH5,15,520650,496695,916094,6.787870878,0.0,True,"""Plasma membrane riboflavin transporter; facilitates the uptake of vitamin B2; required for FAD-dependent processes; sequence similarity to mammalian monocarboxylate permeases ; however mutants are not deficient in monocarboxylate transport"""
YOR307C,SLY41,15,171511,160980,194198,4.807547361,698332.0,False,"""Protein involved in ER-to-Golgi transport; packaged into COPII vesicles for trafficking between ER and Golgi"""
YOR338W,YOR338W,15,154073,93859,185473,8.17842484,770424.0,False,"""Putative protein of unknown function; YOR338W transcription is regulated by Azf1p and its transcript is a specific target of the G protein effector Scp160p; identified as being required for sporulation in a high-throughput mutant screen; YOR338W has a paralog ; FUN19 ; that arose from the whole genome duplication"""
YOR343W-B,YOR343W-B,15,169333,137304,186481,4.796378631,783096.0,False,"""Retrotransposon TYA Gag and TYB Pol genes; transcribed/translated as one unit; polyprotein is processed to make a nucleocapsid-like protein (Gag) ; reverse transcriptase (RT) ; protease (PR) ; and integrase (IN); similar to retroviral genes"""
YOR348C,PUT4,15,513038,480090,526390,5.694017604,461313.0,False,"""Proline permease; required for high-affinity transport of proline; also transports the toxic proline analog azetidine-2-carboxylate (AzC); PUT4 transcription is repressed in ammonia-grown cells"""
YOR353C,SOG2,15,154073,134063,174364,3.73062081,824233.0,False,"""Key component of the RAM signaling network; required for proper cell morphogenesis and cell separation after mitosis"""
YOR355W,GDS1,15,170921,163510,189231,4.715350843,814905.0,False,"""Protein of unknown function; required for growth on glycerol as a carbon source; the authentic ; non-tagged protein is detected in highly purified mitochondria in high-throughput studies"""
YOR370C,MRS6,15,1035608,1011045,1043118,3.664344196,0.0,True,"""Rab escort protein; forms a complex with the Ras-like small GTPase Ypt1p that is required for the prenylation of Ypt1p by protein geranylgeranyltransferase type II (Bet2p-Bet4p); sequence similarity to mammalian choroideraemia gene; relative distribution to the nucleus increases upon DNA replication stress"""
YOR374W,ALD4,15,1027094,509248,1043118,8.097709911,0.0,True,"""Mitochondrial aldehyde dehydrogenase; required for growth on ethanol and conversion of acetaldehyde to acetate; phosphorylated; activity is K+ dependent; utilizes NADP+ or NAD+ equally as coenzymes; expression is glucose repressed; can substitute for cytosolic NADP-dependent aldehyde dehydrogenase when directed to the cytosol; human homolog ALDH2 can complement yeast ald4 mutant"""
YOR389W,YOR389W,15,137942,110676,173829,7.155419189,899398.0,False,"""Putative protein of unknown function; expression regulated by copper levels"""
YOR391C,HSP33,15,139015,95687,892890,3.76293876,186043.0,False,"""Possible chaperone and cysteine protease; required for transcriptional reprogramming during the diauxic shift and for survival in stationary phase; similar to E. coli Hsp31 and S. cerevisiae Hsp31p ; Hsp32p ; and Sno4p; member of the DJ-1/ThiJ/PfpI superfamily ; which includes human DJ-1 involved in Parkinson's disease and cancer"""
YPL280W,HSP32,15,165998,137304,196663,4.090899159,,False,"""Possible chaperone and cysteine protease; required for transcriptional reprogramming during the diauxic shift and for survival in stationary phase; similar to E. coli Hsp31 and S. cerevisiae Hsp31p ; Hsp33p ; and Sno4p; member of the DJ-1/ThiJ/PfpI superfamily ; which includes human DJ-1 involved in Parkinson's disease and cancer"""
YPL279C,FEX2,15,514344,478685,592958,3.460233569,,False,"""Protein involved in fluoride export; nearly identical to FEX1 ; and deletion of both proteins results in a large increase in fluoride sensitivity compared with the single mutant; contains two FEX domains connected by a linker; part of a widespread family of conserved fluoride export proteins"""
YPL271W,ATP15,15,485781,350863,569825,6.16576922,,False,"""Epsilon subunit of the F1 sector of mitochondrial F1F0 ATP synthase; which is a large ; evolutionarily conserved enzyme complex required for ATP synthesis; F1 translationally regulates ATP6 and ATP8 expression to achieve a balanced output of ATP synthase genes encoded in nucleus and mitochondria; phosphorylated"""
YPL270W,MDL2,15,491429,446451,517707,4.134931377,,False,"""Mitochondrial inner membrane half-type ABC transporter; required for respiratory growth at high temperature; localizes to vacuole membrane in response to H2O2; similar to human TAP1 and TAP2 implicated in bare lymphocyte syndrome and Wegener-like granulomatosis"""
YPL262W,FUM1,15,140220,39499,189231,4.799314351,,False,"""Fumarase; converts fumaric acid to L-malic acid in the TCA cycle; cytosolic and mitochondrial distribution determined by the N-terminal targeting sequence ; protein conformation ; and status of glyoxylate shunt; phosphorylated in mitochondria"""
YPL230W,USV1,15,516896,446451,548689,3.538573433,,False,"""Putative transcription factor containing a C2H2 zinc finger; mutation affects transcriptional regulation of genes involved in growth on non-fermentable carbon sources ; response to salt stress and cell wall biosynthesis; USV1 has a paralog ; RGM1 ; that arose from the whole genome duplication"""
YPL222W,FMP40,15,507805,458312,548689,4.144512764,,False,"""Putative protein of unknown function; proposed to be involved in responding to environmental stresses; the authentic ; non-tagged protein is detected in highly purified mitochondria in high-throughput studies"""
YPL186C,UIP4,15,512566,484596,548689,5.907853485,,False,"""Protein that interacts with Ulp1p; a Ubl (ubiquitin-like protein)-specific protease for Smt3p protein conjugates; detected in a phosphorylated state in the mitochondrial outer membrane; also detected in ER and nuclear envelope"""
YPL171C,OYE3,15,733519,564437,736990,3.817789262,,False,"""Conserved NADPH oxidoreductase containing flavin mononucleotide (FMN); homologous to Oye2p with different ligand binding and catalytic properties; has potential roles in oxidative stress response and programmed cell death"""
YPL170W,DAP1,15,109765,86295,1024047,3.391591492,,False,"""Heme-binding protein; involved in regulation of cytochrome P450 protein Erg11p; damage response protein ; related to mammalian membrane progesterone receptors; mutations lead to defects in telomeres ; mitochondria ; and sterol synthesis"""
YPL154C,PEP4,15,507805,485252,544733,5.559783386,,False,"""Vacuolar aspartyl protease (proteinase A); required for posttranslational precursor maturation of vacuolar proteinases; important for protein turnover after oxidative damage; plays a protective role in acetic acid induced apoptosis; synthesized as a zymogen ; self-activates"""
YPL134C,ODC1,15,920814,917889,942317,4.607802938,,False,"""Mitochondrial inner membrane transporter; 2-oxodicarboxylate transporter ; exports 2-oxoadipate and 2-oxoglutarate from the mitochondrial matrix to the cytosol for lysine and glutamate biosynthesis and lysine catabolism; suppresses ; in multicopy ; an fmc1 null mutation; ODC1 has a paralog ; ODC2 ; that arose from the whole genome duplication"""
YPL109C,MCO76,15,484571,444289,569058,3.745553299,,False,"""UbiB family mitochondrial protein; contains transmembrane domain and mitochondrial targeting sequence; the authentic ; non-tagged protein is detected in highly purified mitochondria in high-throughput studies"""
YPL106C,SSE1,15,1026427,1002323,1043118,4.323053877,,False,"""ATPase component of heat shock protein Hsp90 chaperone complex; serves as nucleotide exchange factor to load ATP onto the SSA class of cytosolic Hsp70s; plays a role in prion propagation and determining prion variants; binds unfolded proteins; member of Hsp110 subclass of HSP70 proteins; deletion results in spindle elongation in S phase; SSE1 has a paralog ; SSE2 ; that arose from the whole genome duplication"""
YPL104W,MSD1,15,488280,483253,530757,6.771881031,,False,"""Mitochondrial aspartyl-tRNA synthetase; required for acylation of aspartyl-tRNA; yeast and bacterial aspartyl- ; asparaginyl- ; and lysyl-tRNA synthetases contain regions with high sequence similarity ; suggesting a common ancestral gene"""
YPL078C,ATP4,15,513038,489305,528813,12.22812513,,False,"""Subunit b of the stator stalk of mitochondrial F1F0 ATP synthase; ATP synthase is a large ; evolutionarily conserved enzyme complex required for ATP synthesis; contributes to the oligomerization of the complex ; which in turn determines the shape of inner membrane cristae; phosphorylated"""
YPL057C,SUR1,15,592245,550623,795596,3.611107657,,False,"""Mannosylinositol phosphorylceramide (MIPC) synthase catalytic subunit; forms a complex with regulatory subunit Csg2p; function in sphingolipid biosynthesis is overlapping with that of Csh1p; SUR1 has a paralog ; CSH1 ; that arose from the whole genome duplication"""
YPL017C,IRC15,15,516896,488780,548689,5.763150961,,False,"""Microtubule associated protein; regulates microtubule dynamics; required for accurate meiotic chromosome segregation; null mutant displays large budded cells due to delayed mitotic progression ; increased levels of spontaneous Rad52 foci; IRC15 has a paralog ; LPD1 ; that arose from the whole genome duplication"""
YPL016W,SWI1,15,828050,808281,926126,5.108801949,,False,"""Subunit of the SWI/SNF chromatin remodeling complex; regulates transcription by remodeling chromatin; required for transcription of many genes ; including ADH1 ; ADH2 ; GAL1 ; HO ; INO1 and SUC2; self-assembles to form [SWI+] prion and to alter expression pattern; human homolog ARID1A is a candidate tumor suppressor gene in breast cancer"""
YPL006W,NCR1,15,507805,458312,544733,5.293230456,,False,"""Vacuolar membrane protein involved with Npc2p in sterol trafficking; transits through the biosynthetic vacuolar protein sorting pathway ; involved in sphingolipid metabolism; cells lacking Ncr1p exhibit high levels of long chain bases (LCB) ; similar to the accumulation of high amounts of lipids observed in patients with Neimann-Pick C ; a disease caused by loss-of-function mutations in NPC1 ; the functional ortholog of Ncr1p"""
YPL004C,LSP1,15,513015,485781,530989,6.331174582,,False,"""Eisosome core component; eisosomes are large immobile patch structures at the cell cortex associated with endocytosis; phosphorylated on Thr233 upon Pkc1p hyperactivation in a Slt2p MAPK-dependent fashion; null mutants show activation of Pkc1p/Ypk1p stress resistance pathways; member of the BAR domain family"""
YPR005C,HAL1,15,716400,592245,768716,3.881045721,,False,"""Cytoplasmic protein involved in halotolerance; decreases intracellular Na+ (via Ena1p) and increases intracellular K+ by decreasing efflux; expression repressed by Ssn6p-Tup1p and Sko1p and induced by NaCl ; KCl ; and sorbitol through Gcn4p"""
YPR009W,SUT2,15,562828,496695,574955,11.2275357,,False,"""Zn2Cys6 family transcription factor; positively regulates sterol uptake under anaerobic conditions with SUT1; represses filamentation-inducing genes during non-starvation conditions; positively regulates mating along with SUT1 by repressing the expression of genes (PRR2 ; NCE102 and RHO5) which function as mating inhibitors; multicopy suppressor of mutations that cause low activity of the cAMP/PKA pathway; SUT2 has a paralog ; SUT1 ; that arose from the whole genome duplication"""
YPR010C-A,MIN8,15,548689,446451,560189,6.870289999,,False,"""Protein of unknown function; SWAT-GFP ; seamless-GFP and mCherry fusion proteins localize to cytosol; conserved among Saccharomyces sensu stricto species"""
YPR020W,ATP20,15,546198,446451,548689,6.574213603,,False,"""Subunit g of the mitochondrial F1F0 ATP synthase; reversibly phosphorylated on two residues; unphosphorylated form is required for dimerization of the ATP synthase complex ; which in turn determines oligomerization of the complex and the shape of inner membrane cristae"""
YPR021C,AGC1,15,540873,478685,548689,6.119723751,,False,"""Mitochondrial amino acid transporter; acts both as a glutamate uniporter and as an aspartate-glutamate exchanger; involved in nitrogen metabolism and nitrogen compound biosynthesis; human homolog SLC25A13 complements yeast null mutant"""
YPR028W,YOP1,15,171150,139908,189231,6.544977497,,False,"""Reticulon-interacting protein; ER integral membrane protein involved in the generation of tubular ER morphology; promotes membrane curvature; forms tubules in vitro; regulates the ER asymmetry-induced inheritance block during ER stress; role in ER-derived peroxisomal biogenesis; interacts with Yip1p to mediate membrane traffic and with Sey1p to maintain ER morphology; facilitates lipid exchange between the ER and mitochondria; forms ER foci upon DNA replication stress"""
YPR083W,MDM36,15,513015,480144,1069905,4.18498461,,False,"""Mitochondrial protein; required for normal mitochondrial morphology and inheritance; component of the mitochondria-ER-cortex-anchor (MECA); interacts with Num1p to link the ER and mitochondria at the cell cortex; proposed involvement in the formation of Dnm1p and Num1p-containing cortical anchor complexes that promote mitochondrial fission"""
YPR091C,NVJ2,15,511243,487275,574955,4.078193257,,False,"""Lipid-binding ER protein ; enriched at nucleus-vacuolar junctions (NVJ); involved in nonvesicular transfer of ceramides from ER to Golgi; may be involved in sterol metabolism or signaling at the NVJ; contains a synaptotagmin-like-mitochondrial-lipid binding protein (SMP) domain; binds phosphatidylinositols and other lipids in a large-scale study; may interact with ribosomes ; based on co-purification experiments"""
YPR098C,TMH18,15,531421,484332,583715,3.922455215,,False,"""Mitochondrial protein of unknown function; localized to the mitochondrial outer membrane"""
YPR115W,RGC1,15,544733,481588,592958,4.179975951,,False,"""Putative regulator of the Fps1p glycerol channel; multiply phosphorylated by Hog1p under osmotic stress; contains a pleckstrin homology domain; forms homodimers and heterodimerizes with paralog Ask10p; green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm"""
YPR117W,YPR117W,15,551813,453055,582590,3.499464488,,False,"""Putative protein of unknown function"""
YPR139C,LOA1,15,174019,140220,189231,5.103211997,,False,"""Lysophosphatidic acid acyltransferase; involved in triacelglyceride homeostasis and lipid droplet formation; localized to lipid droplets and the ER; specificity for oleoyl-CoA"""
YPR140W,TAZ1,15,484332,456978,548689,4.791459797,,False,"""Lyso-phosphatidylcholine acyltransferase; required for normal phospholipid content of mitochondrial membranes; major determinant of the final acyl chain composition of the mitochondrial-specific phospholipid cardiolipin; mutations in human ortholog tafazzin (TAZ) cause Barth syndrome ; a rare X-linked disease characterized by skeletal and cardiomyopathy and bouts of cyclic neutropenia; a specific splice variant of human TAZ can complement yeast null mutant"""
YPR145W,ASN1,15,748605,560189,764523,5.013806454,,False,"""Asparagine synthetase; catalyzes the synthesis of L-asparagine from L-aspartate in the asparagine biosynthetic pathway; ASN1 has a paralog ; ASN2 ; that arose from the whole genome duplication"""
YPR151C,SUE1,15,159655,92462,1037511,3.496507551,,False,"""Protein required for degradation of unstable forms of cytochrome c; located in the mitochondria"""
YPR155C,NCA2,15,513988,485252,548689,5.209508036,,False,"""Protein that regulates expression of Fo-F1 ATP synthase subunits; involved in the regulation of mitochondrial expression of subunits 6 (Atp6p) and 8 (Atp8p) of the Fo-F1 ATP synthase; functions with Nca3p"""
YPR156C,TPO3,15,170921,125569,193911,3.404405379,,False,"""Polyamine transporter of the major facilitator superfamily; member of the 12-spanner drug:H(+) antiporter DHA1 family; specific for spermine; localizes to the plasma membrane; TPO3 has a paralog ; TPO2 ; that arose from the whole genome duplication"""
YPR160W,GPH1,15,497904,453073,548689,6.301850748,,False,"""Glycogen phosphorylase required for the mobilization of glycogen; non-essential; regulated by cyclic AMP-mediated phosphorylation; phosphorylation by Cdc28p may coordinately regulate carbohydrate metabolism and the cell cycle; expression is regulated by stress-response elements and by the HOG MAP kinase pathway"""
YPR184W,GDB1,15,507805,456978,551813,5.503177696,,False,"""Glycogen debranching enzyme; contains glucanotranferase and alpha-1,6-amyloglucosidase activities; required for glycogen degradation; phosphorylated in mitochondria; activity is inhibited by Igd1p; protein abundance increases in response to DNA replication stress"""
YPR191W,QCR2,15,461434,442427,551830,6.58786186,,False,"""Subunit 2 of ubiquinol cytochrome-c reductase (Complex III); Complex III is a component of the mitochondrial inner membrane electron transport chain; phosphorylated; transcription is regulated by Hap1p ; Hap2p/Hap3p ; and heme"""
YPR192W,AQY1,15,589016,574266,606849,3.891663843,,False,"""Spore-specific water channel; mediates the transport of water across cell membranes ; developmentally controlled; may play a role in spore maturation ; probably by allowing water outflow ; may be involved in freeze tolerance"""
YFR055W,IRC7,15,463240,398467,548689,6.445585286,,False,"""Cysteine desulphydrase ; enables growth on cysteine as nitrogen source; involved in the production of thiols; null mutant displays increased levels of spontaneous Rad52p foci; expression induced by nitrogen limitation in a GLN3 ; GAT1-dependent manner and by copper levels in a Mac1-dependent manner"""
YHR184W,SSP1,15,357984,312245,394003,5.863856588,,False,"""Protein involved in the control of meiotic nuclear division; involved in the coordination of meiosis with spore formation; subunit of the leading edge protein (LEP) complex (Ssp1-Ady3-Don1-Irc10) that forms a ring-like structure at the leading edge of the prospore membrane during meiosis II; required for assembly of the leading edge coat and both prospore membrane shaping and organization; transcription is induced midway through meiosis"""
YIL013C,PDR11,15,384665,369905,394090,7.031376167,,False,"""ATP-binding cassette (ABC) transporter; multidrug transporter involved in multiple drug resistance; mediates sterol uptake when sterol biosynthesis is compromised; regulated by Pdr1p; required for anaerobic growth; PDR11 has a paralog ; AUS1 ; that arose from the whole genome duplication"""
YOL151W,GRE2,15,720426,363553,751857,4.801861981,318630.0,False,"""3-methylbutanal reductase and NADPH-dependent methylglyoxal reductase; stress induced (osmotic ; ionic ; oxidative ; heat shock and heavy metals); regulated by the HOG pathway; restores resistance to glycolaldehyde by coupling reduction of glycolaldehyde to ethylene glycol and oxidation of NADPH to NADP+; protein abundance increases in response to DNA replication stress; methylglyoxal reductase (NADPH-dependent) is also known as D-lactaldehyde dehydrogenase"""
YOL086W-A,MHF1,15,569695,478685,888521,4.713146849,319039.0,False,"""Component of the heterotetrameric MHF histone-fold complex; in humans the MHF complex interacts with both DNA and Mph1p ortholog FANCM ; a Fanconi anemia complementation group protein ; to stabilize and remodel blocked replication forks and repair damaged DNA; mhf1 srs2 double mutants are MMS hypersensitive; ortholog of human centromere constitutive-associated network (CCAN) subunit CENP-S ; also known as MHF1"""
YOR185C,GSP2,15,508178,485781,551830,5.514448875,129413.0,False,"""GTP binding protein (mammalian Ranp homolog); involved in the maintenance of nuclear organization ; RNA processing and transport; interacts with Kap121p ; Kap123p and Pdr6p (karyophilin betas); not required for viability; protein abundance increases in response to DNA replication stress; GSP2 has a paralog ; GSP1 ; that arose from the whole genome duplication"""
YOR306C,MCH5,15,916094,883372,917889,6.988724009,0.0,True,"""Plasma membrane riboflavin transporter; facilitates the uptake of vitamin B2; required for FAD-dependent processes; sequence similarity to mammalian monocarboxylate permeases ; however mutants are not deficient in monocarboxylate transport"""
YOR374W,ALD4,15,512566,459134,548689,6.710559744,490150.0,False,"""Mitochondrial aldehyde dehydrogenase; required for growth on ethanol and conversion of acetaldehyde to acetate; phosphorylated; activity is K+ dependent; utilizes NADP+ or NAD+ equally as coenzymes; expression is glucose repressed; can substitute for cytosolic NADP-dependent aldehyde dehydrogenase when directed to the cytosol; human homolog ALDH2 can complement yeast ald4 mutant"""
YIL013C,PDR11,15,170921,149214,196663,3.204513057,,False,"""ATP-binding cassette (ABC) transporter; multidrug transporter involved in multiple drug resistance; mediates sterol uptake when sterol biosynthesis is compromised; regulated by Pdr1p; required for anaerobic growth; PDR11 has a paralog ; AUS1 ; that arose from the whole genome duplication"""
YOL151W,GRE2,15,459134,359602,511443,3.723630065,314679.0,False,"""3-methylbutanal reductase and NADPH-dependent methylglyoxal reductase; stress induced (osmotic ; ionic ; oxidative ; heat shock and heavy metals); regulated by the HOG pathway; restores resistance to glycolaldehyde by coupling reduction of glycolaldehyde to ethylene glycol and oxidation of NADPH to NADP+; protein abundance increases in response to DNA replication stress; methylglyoxal reductase (NADPH-dependent) is also known as D-lactaldehyde dehydrogenase"""
YOL086W-A,MHF1,15,840306,795939,912729,3.942874861,636293.0,False,"""Component of the heterotetrameric MHF histone-fold complex; in humans the MHF complex interacts with both DNA and Mph1p ortholog FANCM ; a Fanconi anemia complementation group protein ; to stabilize and remodel blocked replication forks and repair damaged DNA; mhf1 srs2 double mutants are MMS hypersensitive; ortholog of human centromere constitutive-associated network (CCAN) subunit CENP-S ; also known as MHF1"""
YAL051W,OAF1,16,55419,29604,86230,4.258605511,,False,"""Oleate-activated transcription factor; subunit of a heterodimeric complex with Pip2p ; which binds to oleate-response elements (ORE) in the promoter of genes involved in beta-oxidation of fatty acids ; peroxisome organization and biogenesis ; activating transcription in the presence of oleate; regulates chromatin silencing at telomeres; involved in diauxic shift; OAF1 has a paralog ; PIP2 ; that arose from the whole genome duplication"""
YAL044W-A,BOL1,16,207364,189738,214724,6.094166452,,False,"""Mitochondrial matrix protein involved in Fe-S cluster biogenesis; facilitates [4Fe-2S] cluster inception into mitochondrial proteins such as lipoate synthase and succinate dehydrogenase; interacts and may function with Grx5p at an early step in Fe-S cluster biosynthesis; forms dimeric complexes with Grx5p and Nfu1p that alter the stability of shared Fe/S clusters; sequence similarity to human BOLA family member ; BOLA1 and S. pombe uvi31 ; a putative DNA repair protein"""
YAL043C,PTA1,16,281419,207364,300812,3.695229746,,False,"""Subunit of holo-CPF; holo-CPF is a multiprotein complex and functional homolog of mammalian CPSF ; required for the cleavage and polyadenylation of mRNA and snoRNA 3' ends; involved in pre-tRNA processing; binds to the phosphorylated CTD of RNAPII"""
YAL041W,CDC24,16,64901,51430,152472,4.470993326,,False,"""Guanine nucleotide exchange factor (GEF) for Cdc42p; required for polarity establishment and maintenance ; and mutants have morphological defects in bud formation and shmooing; relocalizes from nucleus to cytoplasm upon DNA replication stress; thermosensitivity of the cdc24-4 mutant in the presence of sorbitol is functionally complemented by human CDC42"""
YAL040C,CLN3,16,69421,53867,138394,4.067301741,,False,"""G1 cyclin involved in cell cycle progression; activates Cdc28p kinase to promote G1 to S phase transition; plays a role in regulating transcription of other G1 cyclins ; CLN1 and CLN2; regulated by phosphorylation and proteolysis; acetyl-CoA induces CLN3 transcription in response to nutrient repletion to promote cell-cycle entry; cell cycle arrest phenotype of the cln1 cln2 cln3 triple null mutant is complemented by any of human cyclins CCNA2 ; CCNB1 ; CCNC ; CCND1 ; or CCNE1"""
YAL022C,FUN26,16,512940,53867,586808,3.440498474,,False,"""High affinity ; broad selectivity ; nucleoside/nucleobase transporter; vacuolar membrane localized transporter which may regulate the balance of nicotinamide riboside (NmR) levels between the cytosol and vacuole ; contributing to salvage of NmR for use in cytosolic NAD+ synthesis; equilibrative nucleoside transporter (ENT) family member"""
YAL016W,TPD3,16,463543,458635,538751,4.024246579,,False,"""Regulatory subunit A of the heterotrimeric PP2A complex; the heterotrimeric protein phosphatase 2A (PP2A) complex also contains regulatory subunit Cdc55p and either catalytic subunit Pph21p or Pph22p; required for cell morphogenesis and transcription by RNA polymerase III"""
YAL015C,NTG1,16,207364,163733,215587,3.414780123,,False,"""DNA N-glycosylase and apurinic/apyrimidinic (AP) lyase; involved in base excision repair; acts in both nucleus and mitochondrion; creates a double-strand break at mtDNA origins that stimulates replication in response to oxidative stress; required for maintaining mitochondrial genome integrity; NTG1 has a paralog ; NTG2 ; that arose from the whole genome duplication"""
YAL001C,TFC3,16,67473,53867,127009,3.396984339,,False,"""Subunit of RNA polymerase III transcription initiation factor complex; part of TauB domain of TFIIIC that binds DNA at BoxB promoter sites of tRNA and similar genes; cooperates with Tfc6p in DNA binding; largest of six subunits of RNA polymerase III transcription initiation factor complex (TFIIIC); colocalizes with condensin at pol III genes and several ETC (extra TFIIIC) sites; may have a role in recruiting or stabilizing Scc2/4 and condensin on chromosomes"""
YAR009C,YAR009C,16,803590,787976,856761,3.937277745,,False,"""Retrotransposon TYA Gag and TYB Pol genes; Gag processing produces capsid proteins ; Pol is cleaved to produce protease ; reverse transcriptase and integrase activities; in YARCTy1-1 TYB is mutant and probably non-functional; protein product forms cytoplasmic foci upon DNA replication stress"""
YAR010C,YAR010C,16,803590,803590,810640,24.89373953,,False,"""Retrotransposon TYA Gag gene co-transcribed with TYB Pol; Gag processing produces capsid proteins; in YARCTy1-1 TYB is mutant and probably non-functional"""
YAR018C,KIN3,16,67473,53867,73217,5.115021933,,False,"""Nonessential serine/threonine protein kinase; possible role in DNA damage response; influences tolerance to high levels of ethanol"""
YAR029W,YAR029W,16,483027,462499,517746,3.274202471,,False,"""Member of DUP240 gene family but contains no transmembrane domains; green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm in a punctate pattern"""
YAR035W,YAT1,16,454587,419190,500683,4.29189487,,False,"""Outer mitochondrial carnitine acetyltransferase; minor ethanol-inducible enzyme involved in transport of activated acyl groups from the cytoplasm into the mitochondrial matrix; phosphorylated"""
YBL106C,SRO77,16,183385,74040,532319,3.156929341,,False,"""Protein with roles in exocytosis and cation homeostasis; functions in docking and fusion of post-Golgi vesicles with plasma membrane; regulates cell proliferation and colony development via the Rho1-Tor1 pathway; interacts with SNARE protein Sec9p; homolog of Drosophila lethal giant larvae tumor suppressor; SRO77 has a paralog ; SRO7 ; that arose from the whole genome duplication"""
