snp_marker,PPI,DRUG,piQTL_EFFECTSIZE_abs,piQTL,eQTL,pQTL,overlap_category
chr12:37884,ERG11_HYR1,5-FC,0.302214469,ERG11_HYR1(5-FC),,,piQTL_only
chr12:82740,ERV25_RBD2,5-FC,0.600730467,ERV25_RBD2(5-FC),,,piQTL_only
chr12:87080,ERG11_TPO4,5-FC,0.504837048,ERG11_TPO4(5-FC);MID2_WSC2(Metformin),,POR1,pQTL_only
chr12:87080,MID2_WSC2,Metformin,0.512623694,ERG11_TPO4(5-FC);MID2_WSC2(Metformin),,POR1,pQTL_only
chr2:544962,ERG11_ORM2,Trifluoperazine,0.461538959,ERG11_ORM2(Trifluoperazine),,,piQTL_only
chr2:542505,ERV25_PIS1,5-FC,0.591280227,ERV25_PIS1(5-FC);MID2_TPO4(5-FC);SRO9_DHH1(5-FC);SRO9_GIS2(noDrug),,HIS5;ILS1,pQTL_only
chr2:544518,FMP45_MID2,5-FC,0.64105547,FMP45_MID2(5-FC);FMP45_MID2(Trifluoperazine);FMP45_MID2(noDrug),,ATP18,pQTL_only
chr2:544518,FMP45_MID2,Trifluoperazine,0.538845511,FMP45_MID2(5-FC);FMP45_MID2(Trifluoperazine);FMP45_MID2(noDrug),,ATP18,pQTL_only
chr2:544518,FMP45_MID2,noDrug,0.558067692,FMP45_MID2(5-FC);FMP45_MID2(Trifluoperazine);FMP45_MID2(noDrug),,ATP18,pQTL_only
chr2:552681,HUG1_ADE17,Trifluoperazine,0.595063452,HUG1_ADE17(Trifluoperazine),,GAS1; GGP1;RFA2; BUF1,pQTL_only
chr2:542505,MID2_TPO4,5-FC,0.644005656,ERV25_PIS1(5-FC);MID2_TPO4(5-FC);SRO9_DHH1(5-FC);SRO9_GIS2(noDrug),,HIS5;ILS1,pQTL_only
chr2:542505,SRO9_DHH1,5-FC,0.594255946,ERV25_PIS1(5-FC);MID2_TPO4(5-FC);SRO9_DHH1(5-FC);SRO9_GIS2(noDrug),,HIS5;ILS1,pQTL_only
chr2:542505,SRO9_GIS2,noDrug,0.465185836,ERV25_PIS1(5-FC);MID2_TPO4(5-FC);SRO9_DHH1(5-FC);SRO9_GIS2(noDrug),,HIS5;ILS1,pQTL_only
chr2:553949,HUG1_ADE17,Trifluoperazine,0.604966448,HUG1_ADE17(Trifluoperazine),,GPD2; GPD3;GPP1; RHR2;HXT3;YHR020W,pQTL_only
chr2:562919,ERG11_ERV25,noDrug,0.948079372,ERG11_ERV25(noDrug);ERV25_ORM2(5-FC);HUG1_ALO1(Trifluoperazine);HUG1_ALO1(noDrug);HUG1_PGM2(5-FC);HUG1_PGM2(noDrug);MID2_MAM33(Trifluoperazine);MID2_MAM33(noDrug);MID2_PIN2(5-FC);PMC1_CTR2(Trifluoperazine);PMC1_CTR2(noDrug);PMC1_GTR2(noDrug);SRO9_DHH1(5-FC),,,piQTL_only
chr2:562919,ERV25_ORM2,5-FC,0.967215494,ERG11_ERV25(noDrug);ERV25_ORM2(5-FC);HUG1_ALO1(Trifluoperazine);HUG1_ALO1(noDrug);HUG1_PGM2(5-FC);HUG1_PGM2(noDrug);MID2_MAM33(Trifluoperazine);MID2_MAM33(noDrug);MID2_PIN2(5-FC);PMC1_CTR2(Trifluoperazine);PMC1_CTR2(noDrug);PMC1_GTR2(noDrug);SRO9_DHH1(5-FC),,,piQTL_only
chr2:562919,HUG1_ALO1,Trifluoperazine,1.258756181,ERG11_ERV25(noDrug);ERV25_ORM2(5-FC);HUG1_ALO1(Trifluoperazine);HUG1_ALO1(noDrug);HUG1_PGM2(5-FC);HUG1_PGM2(noDrug);MID2_MAM33(Trifluoperazine);MID2_MAM33(noDrug);MID2_PIN2(5-FC);PMC1_CTR2(Trifluoperazine);PMC1_CTR2(noDrug);PMC1_GTR2(noDrug);SRO9_DHH1(5-FC),,,piQTL_only
chr2:562919,HUG1_ALO1,noDrug,1.462465774,ERG11_ERV25(noDrug);ERV25_ORM2(5-FC);HUG1_ALO1(Trifluoperazine);HUG1_ALO1(noDrug);HUG1_PGM2(5-FC);HUG1_PGM2(noDrug);MID2_MAM33(Trifluoperazine);MID2_MAM33(noDrug);MID2_PIN2(5-FC);PMC1_CTR2(Trifluoperazine);PMC1_CTR2(noDrug);PMC1_GTR2(noDrug);SRO9_DHH1(5-FC),,,piQTL_only
chr2:562919,HUG1_PGM2,5-FC,1.479721548,ERG11_ERV25(noDrug);ERV25_ORM2(5-FC);HUG1_ALO1(Trifluoperazine);HUG1_ALO1(noDrug);HUG1_PGM2(5-FC);HUG1_PGM2(noDrug);MID2_MAM33(Trifluoperazine);MID2_MAM33(noDrug);MID2_PIN2(5-FC);PMC1_CTR2(Trifluoperazine);PMC1_CTR2(noDrug);PMC1_GTR2(noDrug);SRO9_DHH1(5-FC),,,piQTL_only
chr2:562919,HUG1_PGM2,noDrug,1.560253988,ERG11_ERV25(noDrug);ERV25_ORM2(5-FC);HUG1_ALO1(Trifluoperazine);HUG1_ALO1(noDrug);HUG1_PGM2(5-FC);HUG1_PGM2(noDrug);MID2_MAM33(Trifluoperazine);MID2_MAM33(noDrug);MID2_PIN2(5-FC);PMC1_CTR2(Trifluoperazine);PMC1_CTR2(noDrug);PMC1_GTR2(noDrug);SRO9_DHH1(5-FC),,,piQTL_only
chr2:562919,MID2_MAM33,Trifluoperazine,1.454465778,ERG11_ERV25(noDrug);ERV25_ORM2(5-FC);HUG1_ALO1(Trifluoperazine);HUG1_ALO1(noDrug);HUG1_PGM2(5-FC);HUG1_PGM2(noDrug);MID2_MAM33(Trifluoperazine);MID2_MAM33(noDrug);MID2_PIN2(5-FC);PMC1_CTR2(Trifluoperazine);PMC1_CTR2(noDrug);PMC1_GTR2(noDrug);SRO9_DHH1(5-FC),,,piQTL_only
chr2:562919,MID2_MAM33,noDrug,1.412260856,ERG11_ERV25(noDrug);ERV25_ORM2(5-FC);HUG1_ALO1(Trifluoperazine);HUG1_ALO1(noDrug);HUG1_PGM2(5-FC);HUG1_PGM2(noDrug);MID2_MAM33(Trifluoperazine);MID2_MAM33(noDrug);MID2_PIN2(5-FC);PMC1_CTR2(Trifluoperazine);PMC1_CTR2(noDrug);PMC1_GTR2(noDrug);SRO9_DHH1(5-FC),,,piQTL_only
chr2:562919,MID2_PIN2,5-FC,1.143411731,ERG11_ERV25(noDrug);ERV25_ORM2(5-FC);HUG1_ALO1(Trifluoperazine);HUG1_ALO1(noDrug);HUG1_PGM2(5-FC);HUG1_PGM2(noDrug);MID2_MAM33(Trifluoperazine);MID2_MAM33(noDrug);MID2_PIN2(5-FC);PMC1_CTR2(Trifluoperazine);PMC1_CTR2(noDrug);PMC1_GTR2(noDrug);SRO9_DHH1(5-FC),,,piQTL_only
chr2:562919,PMC1_CTR2,Trifluoperazine,1.373757852,ERG11_ERV25(noDrug);ERV25_ORM2(5-FC);HUG1_ALO1(Trifluoperazine);HUG1_ALO1(noDrug);HUG1_PGM2(5-FC);HUG1_PGM2(noDrug);MID2_MAM33(Trifluoperazine);MID2_MAM33(noDrug);MID2_PIN2(5-FC);PMC1_CTR2(Trifluoperazine);PMC1_CTR2(noDrug);PMC1_GTR2(noDrug);SRO9_DHH1(5-FC),,,piQTL_only
chr2:562919,PMC1_CTR2,noDrug,1.358735493,ERG11_ERV25(noDrug);ERV25_ORM2(5-FC);HUG1_ALO1(Trifluoperazine);HUG1_ALO1(noDrug);HUG1_PGM2(5-FC);HUG1_PGM2(noDrug);MID2_MAM33(Trifluoperazine);MID2_MAM33(noDrug);MID2_PIN2(5-FC);PMC1_CTR2(Trifluoperazine);PMC1_CTR2(noDrug);PMC1_GTR2(noDrug);SRO9_DHH1(5-FC),,,piQTL_only
chr2:562919,PMC1_GTR2,noDrug,1.3389086,ERG11_ERV25(noDrug);ERV25_ORM2(5-FC);HUG1_ALO1(Trifluoperazine);HUG1_ALO1(noDrug);HUG1_PGM2(5-FC);HUG1_PGM2(noDrug);MID2_MAM33(Trifluoperazine);MID2_MAM33(noDrug);MID2_PIN2(5-FC);PMC1_CTR2(Trifluoperazine);PMC1_CTR2(noDrug);PMC1_GTR2(noDrug);SRO9_DHH1(5-FC),,,piQTL_only
chr2:562919,SRO9_DHH1,5-FC,1.223756363,ERG11_ERV25(noDrug);ERV25_ORM2(5-FC);HUG1_ALO1(Trifluoperazine);HUG1_ALO1(noDrug);HUG1_PGM2(5-FC);HUG1_PGM2(noDrug);MID2_MAM33(Trifluoperazine);MID2_MAM33(noDrug);MID2_PIN2(5-FC);PMC1_CTR2(Trifluoperazine);PMC1_CTR2(noDrug);PMC1_GTR2(noDrug);SRO9_DHH1(5-FC),,,piQTL_only
chr12:547680,ERG11_HYR1,5-FC,0.937062438,ERG11_HYR1(5-FC),,HOM3;HXT3;RPE1,pQTL_only
chr12:570923,HNM1_TPO2,Fluconazole,0.580870267,HNM1_TPO2(Fluconazole),,SHM1; SHMT1;TAL1,pQTL_only
chr12:837460,TPO1_MID2,Metformin,0.357779211,TPO1_MID2(Metformin),SSF2;GRH1;YIL100C-A;HIS6;TAL1;THI21;GVP36;URA1;CMC4,,eQTL_only
chr12:873682,ERV25_EMP47,5-FC,0.698719939,ERV25_EMP47(5-FC),,APE1;SSC1; ENS1;ILV3;FAA1;YCP4,pQTL_only
chr12:1019132,RET2_EMP47,Metformin,0.661368532,RET2_EMP47(Metformin),,ECM19;PRT1; CDC63;OLA1;RPL8B;RPS29B;TPM1;TSA1;YPT1; YP2,pQTL_only
chr13:69500,ERG11_ERG5,noDrug,0.488889771,ERG11_ERG5(noDrug),,PIL1,pQTL_only
chr13:92384,ERV25_ORM2,Trifluoperazine,0.504599364,ERV25_ORM2(Trifluoperazine),ALO1,,eQTL_only
chr13:97628,MID2_PIN2,Trifluoperazine,0.579380803,MID2_PIN2(Trifluoperazine),,,piQTL_only
chr13:99275,ALO1_UIP4,Metformin,0.802114416,ALO1_UIP4(Metformin);ERG11_PIS1(5-FC);ERG11_PIS1(Metformin);ERG11_PIS1(Trifluoperazine);ERV25_EMP47(Metformin);MID2_TPO2(Metformin);SNA4_GTR2(Trifluoperazine),RCF2,RPS7B,both_eQTL_pQTL
chr13:99275,ERG11_PIS1,5-FC,0.803774446,ALO1_UIP4(Metformin);ERG11_PIS1(5-FC);ERG11_PIS1(Metformin);ERG11_PIS1(Trifluoperazine);ERV25_EMP47(Metformin);MID2_TPO2(Metformin);SNA4_GTR2(Trifluoperazine),RCF2,RPS7B,both_eQTL_pQTL
chr13:99275,ERG11_PIS1,Metformin,0.457903491,ALO1_UIP4(Metformin);ERG11_PIS1(5-FC);ERG11_PIS1(Metformin);ERG11_PIS1(Trifluoperazine);ERV25_EMP47(Metformin);MID2_TPO2(Metformin);SNA4_GTR2(Trifluoperazine),RCF2,RPS7B,both_eQTL_pQTL
chr13:99275,ERG11_PIS1,Trifluoperazine,0.804698648,ALO1_UIP4(Metformin);ERG11_PIS1(5-FC);ERG11_PIS1(Metformin);ERG11_PIS1(Trifluoperazine);ERV25_EMP47(Metformin);MID2_TPO2(Metformin);SNA4_GTR2(Trifluoperazine),RCF2,RPS7B,both_eQTL_pQTL
chr13:99275,ERV25_EMP47,Metformin,0.770785449,ALO1_UIP4(Metformin);ERG11_PIS1(5-FC);ERG11_PIS1(Metformin);ERG11_PIS1(Trifluoperazine);ERV25_EMP47(Metformin);MID2_TPO2(Metformin);SNA4_GTR2(Trifluoperazine),RCF2,RPS7B,both_eQTL_pQTL
chr13:99275,MID2_TPO2,Metformin,0.63766761,ALO1_UIP4(Metformin);ERG11_PIS1(5-FC);ERG11_PIS1(Metformin);ERG11_PIS1(Trifluoperazine);ERV25_EMP47(Metformin);MID2_TPO2(Metformin);SNA4_GTR2(Trifluoperazine),RCF2,RPS7B,both_eQTL_pQTL
chr13:99275,SNA4_GTR2,Trifluoperazine,0.820595974,ALO1_UIP4(Metformin);ERG11_PIS1(5-FC);ERG11_PIS1(Metformin);ERG11_PIS1(Trifluoperazine);ERV25_EMP47(Metformin);MID2_TPO2(Metformin);SNA4_GTR2(Trifluoperazine),RCF2,RPS7B,both_eQTL_pQTL
chr13:248552,MID2_TPO4,noDrug,0.548830063,MID2_TPO4(noDrug),,,piQTL_only
chr13:261178,MID2_TPO4,noDrug,0.510390696,MID2_TPO4(noDrug),,,piQTL_only
chr13:268101,MID2_TPO4,Fluconazole,0.932809889,MID2_TPO4(Fluconazole),,ABF2; HIM1,pQTL_only
chr13:278674,MID2_TPO4,Fluconazole,0.649926754,MID2_TPO4(Fluconazole),,,piQTL_only
chr13:268402,MID2_TPO4,noDrug,0.540953472,MID2_TPO4(noDrug),,,piQTL_only
chr13:353678,MID2_TPO4,Fluconazole,0.975814193,MID2_TPO4(Fluconazole),,BRP1,pQTL_only
chr13:459157,ERG11_MID2,Metformin,0.273762895,ERG11_MID2(Metformin);RET2_EMP47(Metformin),,,piQTL_only
chr13:489572,ERG11_ORM2,5-FC,0.480509401,ERG11_ORM2(5-FC);ERG11_ORM2(Metformin);ERG11_ORM2(Trifluoperazine);ERG11_ORM2(noDrug);ERG11_PIS1(Metformin);ERG11_TPO4(Metformin),,,piQTL_only
chr13:489572,ERG11_ORM2,Metformin,0.400423781,ERG11_ORM2(5-FC);ERG11_ORM2(Metformin);ERG11_ORM2(Trifluoperazine);ERG11_ORM2(noDrug);ERG11_PIS1(Metformin);ERG11_TPO4(Metformin),,,piQTL_only
chr13:489572,ERG11_ORM2,Trifluoperazine,0.526999588,ERG11_ORM2(5-FC);ERG11_ORM2(Metformin);ERG11_ORM2(Trifluoperazine);ERG11_ORM2(noDrug);ERG11_PIS1(Metformin);ERG11_TPO4(Metformin),,,piQTL_only
chr13:489572,ERG11_ORM2,noDrug,0.549444786,ERG11_ORM2(5-FC);ERG11_ORM2(Metformin);ERG11_ORM2(Trifluoperazine);ERG11_ORM2(noDrug);ERG11_PIS1(Metformin);ERG11_TPO4(Metformin),,,piQTL_only
chr13:489572,ERG11_PIS1,Metformin,0.288584832,ERG11_ORM2(5-FC);ERG11_ORM2(Metformin);ERG11_ORM2(Trifluoperazine);ERG11_ORM2(noDrug);ERG11_PIS1(Metformin);ERG11_TPO4(Metformin),,,piQTL_only
chr13:489572,ERG11_TPO4,Metformin,0.325583622,ERG11_ORM2(5-FC);ERG11_ORM2(Metformin);ERG11_ORM2(Trifluoperazine);ERG11_ORM2(noDrug);ERG11_PIS1(Metformin);ERG11_TPO4(Metformin),,,piQTL_only
chr13:463519,HNM1_MID2,Metformin,0.267356793,HNM1_MID2(Metformin);TPO1_MID2(Metformin);TPO1_TCB2(5-FC),,,piQTL_only
chr13:459157,RET2_EMP47,Metformin,0.315516407,ERG11_MID2(Metformin);RET2_EMP47(Metformin),,,piQTL_only
chr13:463519,TPO1_MID2,Metformin,0.433371949,HNM1_MID2(Metformin);TPO1_MID2(Metformin);TPO1_TCB2(5-FC),,,piQTL_only
chr13:463519,TPO1_TCB2,5-FC,0.616759692,HNM1_MID2(Metformin);TPO1_MID2(Metformin);TPO1_TCB2(5-FC),,,piQTL_only
chr13:489758,ERG11_ERG5,Metformin,0.274926308,ERG11_ERG5(Metformin);ERG11_ORM2(5-FC);ERG11_ORM2(Metformin),,,piQTL_only
chr13:489758,ERG11_ORM2,5-FC,0.501939111,ERG11_ERG5(Metformin);ERG11_ORM2(5-FC);ERG11_ORM2(Metformin),,,piQTL_only
chr13:489758,ERG11_ORM2,Metformin,0.353721599,ERG11_ERG5(Metformin);ERG11_ORM2(5-FC);ERG11_ORM2(Metformin),,,piQTL_only
chr13:489756,ERG11_ORM2,Trifluoperazine,0.527110163,ERG11_ORM2(Trifluoperazine);ERG11_TPO4(Metformin),,,piQTL_only
chr13:489756,ERG11_TPO4,Metformin,0.321001204,ERG11_ORM2(Trifluoperazine);ERG11_TPO4(Metformin),,,piQTL_only
chr13:491360,ERG11_ORM2,5-FC,0.474276541,ERG11_ORM2(5-FC),,,piQTL_only
chr13:495175,ERG11_ORM2,Metformin,0.412412063,ERG11_ORM2(Metformin),,,piQTL_only
chr13:500062,ERG11_ORM2,Trifluoperazine,0.525324641,ERG11_ORM2(Trifluoperazine);ERG11_TPO4(Metformin),,,piQTL_only
chr13:501075,ERG11_PIS1,Metformin,0.324888753,ERG11_PIS1(Metformin);SRO9_SGN1(Metformin),,,piQTL_only
chr13:500062,ERG11_TPO4,Metformin,0.333396575,ERG11_ORM2(Trifluoperazine);ERG11_TPO4(Metformin),,,piQTL_only
chr13:503363,MID2_WSC2,5-FC,0.579076307,MID2_WSC2(5-FC);MID2_WSC2(Fluconazole);MID2_WSC2(Metformin);MID2_WSC2(Trifluoperazine),,,piQTL_only
chr13:503363,MID2_WSC2,Fluconazole,0.648607599,MID2_WSC2(5-FC);MID2_WSC2(Fluconazole);MID2_WSC2(Metformin);MID2_WSC2(Trifluoperazine),,,piQTL_only
chr13:503363,MID2_WSC2,Metformin,0.529872409,MID2_WSC2(5-FC);MID2_WSC2(Fluconazole);MID2_WSC2(Metformin);MID2_WSC2(Trifluoperazine),,,piQTL_only
chr13:503363,MID2_WSC2,Trifluoperazine,0.581733315,MID2_WSC2(5-FC);MID2_WSC2(Fluconazole);MID2_WSC2(Metformin);MID2_WSC2(Trifluoperazine),,,piQTL_only
chr13:500701,SRO9_GIS2,Metformin,0.243328601,SRO9_GIS2(Metformin),SPC24,IDH2;SHB17,both_eQTL_pQTL
chr13:501075,SRO9_SGN1,Metformin,0.235151502,ERG11_PIS1(Metformin);SRO9_SGN1(Metformin),,,piQTL_only
chr13:505070,ERG11_ORM2,5-FC,0.532774041,ERG11_ORM2(5-FC);ERG11_ORM2(Metformin);ERG11_ORM2(Trifluoperazine);MID2_WSC2(Fluconazole),,,piQTL_only
chr13:505070,ERG11_ORM2,Metformin,0.401646805,ERG11_ORM2(5-FC);ERG11_ORM2(Metformin);ERG11_ORM2(Trifluoperazine);MID2_WSC2(Fluconazole),,,piQTL_only
chr13:505070,ERG11_ORM2,Trifluoperazine,0.516702185,ERG11_ORM2(5-FC);ERG11_ORM2(Metformin);ERG11_ORM2(Trifluoperazine);MID2_WSC2(Fluconazole),,,piQTL_only
chr13:509524,ERG11_PIS1,Metformin,0.317269101,ERG11_PIS1(Metformin);HNM1_TPO4(Metformin);SRO9_SGN1(Metformin),,ATP1;ATP4;ATP3;CIT1;COX12;COX13;COX9;DPH5;YHB1; YHB;FUM1;GLY1;MDH1;NDI1;ADE2;COR1; QCR1;QCR2;YIR035C,pQTL_only
chr13:509480,ERG11_TPO4,Metformin,0.328438067,ERG11_TPO4(Metformin),NCW1,ASN1;LYS20;MTD1;ADE1;ADE16;ADE17;VMA1,both_eQTL_pQTL
chr13:509524,HNM1_TPO4,Metformin,0.325877243,ERG11_PIS1(Metformin);HNM1_TPO4(Metformin);SRO9_SGN1(Metformin),,ATP1;ATP4;ATP3;CIT1;COX12;COX13;COX9;DPH5;YHB1; YHB;FUM1;GLY1;MDH1;NDI1;ADE2;COR1; QCR1;QCR2;YIR035C,pQTL_only
chr13:505070,MID2_WSC2,Fluconazole,0.60679747,ERG11_ORM2(5-FC);ERG11_ORM2(Metformin);ERG11_ORM2(Trifluoperazine);MID2_WSC2(Fluconazole),,,piQTL_only
chr13:509524,SRO9_SGN1,Metformin,0.226172442,ERG11_PIS1(Metformin);HNM1_TPO4(Metformin);SRO9_SGN1(Metformin),,ATP1;ATP4;ATP3;CIT1;COX12;COX13;COX9;DPH5;YHB1; YHB;FUM1;GLY1;MDH1;NDI1;ADE2;COR1; QCR1;QCR2;YIR035C,pQTL_only
chr13:577143,ALO1_HYR1,Fluconazole,0.648596716,ALO1_HYR1(Fluconazole),,RNR4; CRT3,pQTL_only
chr13:573670,ERV25_EMP47,Fluconazole,0.63742077,ERV25_EMP47(Fluconazole);SSH1_ERG11(Fluconazole);SSH1_ORM2(Fluconazole),,,piQTL_only
chr13:573670,SSH1_ERG11,Fluconazole,0.681398919,ERV25_EMP47(Fluconazole);SSH1_ERG11(Fluconazole);SSH1_ORM2(Fluconazole),,,piQTL_only
chr13:573670,SSH1_ORM2,Fluconazole,0.592863012,ERV25_EMP47(Fluconazole);SSH1_ERG11(Fluconazole);SSH1_ORM2(Fluconazole),,,piQTL_only
chr13:588567,HNM1_MID2,Fluconazole,0.950661727,HNM1_MID2(Fluconazole),,,piQTL_only
chr13:738123,MID2_TPO4,Fluconazole,0.696565246,MID2_TPO4(Fluconazole),,,piQTL_only
chr14:7114,ERV25_UIP4,Trifluoperazine,1.372846539,ERV25_UIP4(Trifluoperazine);HNM1_MAM33(Metformin);HNM1_MAM33(Trifluoperazine),,COP1;SEC26;STE24; AFC1,pQTL_only
chr14:7114,HNM1_MAM33,Metformin,0.920706366,ERV25_UIP4(Trifluoperazine);HNM1_MAM33(Metformin);HNM1_MAM33(Trifluoperazine),,COP1;SEC26;STE24; AFC1,pQTL_only
chr14:7114,HNM1_MAM33,Trifluoperazine,1.206235691,ERV25_UIP4(Trifluoperazine);HNM1_MAM33(Metformin);HNM1_MAM33(Trifluoperazine),,COP1;SEC26;STE24; AFC1,pQTL_only
chr14:37934,ERG11_MID2,Metformin,0.268597877,ERG11_MID2(Metformin);SSH1_ORM2(Trifluoperazine),,,piQTL_only
chr14:37934,SSH1_ORM2,Trifluoperazine,0.576136458,ERG11_MID2(Metformin);SSH1_ORM2(Trifluoperazine),,,piQTL_only
chr14:228904,DHH1_LSM3,Fluconazole,0.582860666,DHH1_LSM3(Fluconazole);ERG11_MID2(Fluconazole);ERV25_UIP4(Fluconazole);FMP45_HNM1(Fluconazole);FMP45_MEP1(Fluconazole);SRO9_SGN1(Fluconazole),,,piQTL_only
chr14:228904,ERG11_MID2,Fluconazole,0.454167713,DHH1_LSM3(Fluconazole);ERG11_MID2(Fluconazole);ERV25_UIP4(Fluconazole);FMP45_HNM1(Fluconazole);FMP45_MEP1(Fluconazole);SRO9_SGN1(Fluconazole),,,piQTL_only
chr14:241965,ERV25_ERG5,Fluconazole,0.643877366,ERV25_ERG5(Fluconazole),,,piQTL_only
chr14:233872,ERV25_PIS1,Fluconazole,0.538067761,ERV25_PIS1(Fluconazole);PLM2_SNA3(5-FC),,LSC1,pQTL_only
chr14:228904,ERV25_UIP4,Fluconazole,0.701994099,DHH1_LSM3(Fluconazole);ERG11_MID2(Fluconazole);ERV25_UIP4(Fluconazole);FMP45_HNM1(Fluconazole);FMP45_MEP1(Fluconazole);SRO9_SGN1(Fluconazole),,,piQTL_only
chr14:228904,FMP45_HNM1,Fluconazole,0.606064243,DHH1_LSM3(Fluconazole);ERG11_MID2(Fluconazole);ERV25_UIP4(Fluconazole);FMP45_HNM1(Fluconazole);FMP45_MEP1(Fluconazole);SRO9_SGN1(Fluconazole),,,piQTL_only
chr14:228904,FMP45_MEP1,Fluconazole,0.618753588,DHH1_LSM3(Fluconazole);ERG11_MID2(Fluconazole);ERV25_UIP4(Fluconazole);FMP45_HNM1(Fluconazole);FMP45_MEP1(Fluconazole);SRO9_SGN1(Fluconazole),,,piQTL_only
chr14:220803,HNM1_MID2,Fluconazole,0.534213667,HNM1_MID2(Fluconazole);PMC1_GTR2(Fluconazole),,,piQTL_only
chr14:250138,HNM1_RBD2,5-FC,0.599767016,HNM1_RBD2(5-FC),,RPT5; YTA1;SML1,pQTL_only
chr14:237449,MID2_TPO4,5-FC,0.622054577,MID2_TPO4(5-FC),,CCT5; TCP5,pQTL_only
chr14:233872,PLM2_SNA3,5-FC,0.590393918,ERV25_PIS1(Fluconazole);PLM2_SNA3(5-FC),,LSC1,pQTL_only
chr14:220803,PMC1_GTR2,Fluconazole,0.753104776,HNM1_MID2(Fluconazole);PMC1_GTR2(Fluconazole),,,piQTL_only
chr14:228904,SRO9_SGN1,Fluconazole,0.54034752,DHH1_LSM3(Fluconazole);ERG11_MID2(Fluconazole);ERV25_UIP4(Fluconazole);FMP45_HNM1(Fluconazole);FMP45_MEP1(Fluconazole);SRO9_SGN1(Fluconazole),,,piQTL_only
chr14:257173,HNM1_RBD2,Metformin,0.404301208,HNM1_RBD2(Metformin),,GDA1;PGK1;SCL1,pQTL_only
chr14:303906,ERV25_ORM2,Metformin,0.275936638,ERV25_ORM2(Metformin),,,piQTL_only
chr2:707848,ERV25_ORM2,Trifluoperazine,0.449284435,ERV25_ORM2(Trifluoperazine);RET2_EMP70(5-FC);RET2_SNA3(5-FC),ATG41,,eQTL_only
chr2:707848,RET2_EMP70,5-FC,0.446317665,ERV25_ORM2(Trifluoperazine);RET2_EMP70(5-FC);RET2_SNA3(5-FC),ATG41,,eQTL_only
chr2:707848,RET2_SNA3,5-FC,0.438358233,ERV25_ORM2(Trifluoperazine);RET2_EMP70(5-FC);RET2_SNA3(5-FC),ATG41,,eQTL_only
chr14:408355,ERG11_HYR1,noDrug,0.368761874,ERG11_HYR1(noDrug),SST2;ADE13,,eQTL_only
chr14:409447,ERV25_ERG5,Fluconazole,0.582706597,ERV25_ERG5(Fluconazole),,,piQTL_only
chr14:394591,ERV25_UIP4,Metformin,0.512123749,ERV25_UIP4(Metformin),,,piQTL_only
chr14:441268,ERG11_HYR1,Fluconazole,1.168105637,ERG11_HYR1(Fluconazole);HNM1_MID2(Fluconazole);PLM2_SNA3(Fluconazole),ATS1;ALG7;SHG1;PBP4;HPT1;FMP52;TUB2;GYP8;PMA1;KSS1;MNT3;RPE1;BIT61;PHD1;SRN2;FUS2;PFK27;CKB2;YOR366W;AFT2;BEM4;NOP53;POC4;YPR063C;OPT2;SIW14;DGA1;PIS1,MET17;GLO2,both_eQTL_pQTL
chr14:441268,HNM1_MID2,Fluconazole,1.394611606,ERG11_HYR1(Fluconazole);HNM1_MID2(Fluconazole);PLM2_SNA3(Fluconazole),ATS1;ALG7;SHG1;PBP4;HPT1;FMP52;TUB2;GYP8;PMA1;KSS1;MNT3;RPE1;BIT61;PHD1;SRN2;FUS2;PFK27;CKB2;YOR366W;AFT2;BEM4;NOP53;POC4;YPR063C;OPT2;SIW14;DGA1;PIS1,MET17;GLO2,both_eQTL_pQTL
chr14:441268,PLM2_SNA3,Fluconazole,1.396325378,ERG11_HYR1(Fluconazole);HNM1_MID2(Fluconazole);PLM2_SNA3(Fluconazole),ATS1;ALG7;SHG1;PBP4;HPT1;FMP52;TUB2;GYP8;PMA1;KSS1;MNT3;RPE1;BIT61;PHD1;SRN2;FUS2;PFK27;CKB2;YOR366W;AFT2;BEM4;NOP53;POC4;YPR063C;OPT2;SIW14;DGA1;PIS1,MET17;GLO2,both_eQTL_pQTL
chr2:717833,ERV25_ORM2,5-FC,0.504294211,ERV25_ORM2(5-FC);ERV25_ORM2(Trifluoperazine);ERV25_ORM2(noDrug),,,piQTL_only
chr2:717833,ERV25_ORM2,Trifluoperazine,0.51216032,ERV25_ORM2(5-FC);ERV25_ORM2(Trifluoperazine);ERV25_ORM2(noDrug),,,piQTL_only
chr2:717833,ERV25_ORM2,noDrug,0.537121488,ERV25_ORM2(5-FC);ERV25_ORM2(Trifluoperazine);ERV25_ORM2(noDrug),,,piQTL_only
chr2:718598,ERV25_ORM2,5-FC,0.526593161,ERV25_ORM2(5-FC);ERV25_ORM2(Trifluoperazine),,,piQTL_only
chr2:718598,ERV25_ORM2,Trifluoperazine,0.532481158,ERV25_ORM2(5-FC);ERV25_ORM2(Trifluoperazine),,,piQTL_only
chr2:718839,ERV25_ORM2,noDrug,0.579931273,ERV25_ORM2(noDrug),,ARO4,pQTL_only
chr14:599354,ERG11_ERG5,Fluconazole,1.265421219,ERG11_ERG5(Fluconazole),,ACH1;ATP5; OSCP;TUF1; TUFM;MDH1;LSC1,pQTL_only
chr14:599392,HNM1_RBD2,noDrug,1.383756437,HNM1_RBD2(noDrug),,,piQTL_only
