pQTL_protein,pQTL_commonName,pVal,beta,isQtn,index,chromosome,pQTL_peak,dist,cis_trans,pQTL_effect,SNP,pQTL_left,pQTL_right,pQTL_cis
YGR181W,TIM13,14.18567483,0.207159843,1,5610,9,138636,inf,trans,0.207159843,5610,125289,144955,False
YGR181W,TIM13,7.412193989,-0.151908991,1,8670,13,333904,inf,trans,0.151908991,8670,329611,338431,False
YGR181W,TIM13,7.349255664,0.145144958,0,8104,12,737369,inf,trans,0.145144958,8104,727931,754859,False
YGR181W,TIM13,5.951630765,-0.130672966,1,3014,5,178044,inf,trans,0.130672966,3014,164144,187642,False
YGR181W,TIM13,5.938018093,-0.127074934,0,1185,3,284743,inf,trans,0.127074934,1185,267625,297295,False
YGR181W,TIM13,5.63839885,0.337459391,0,6222,10,386341,inf,trans,0.337459391,6222,386341,386341,False
YGR181W,TIM13,5.567361801,0.212224814,1,8366,12,1019116,inf,trans,0.212224814,8366,1019116,1019116,False
YGR181W,TIM13,5.252470437,-0.296220682,0,8525,13,99287,inf,trans,0.296220682,8525,99287,99287,False
YGR181W,TIM13,5.181565464,-0.315560509,0,4825,7,1048545,189936.0,trans,0.315560509,4825,1048545,1048545,False
YGR181W,TIM13,5.128603119,0.119159114,0,11677,16,571530,inf,trans,0.119159114,11677,544393,587778,False
YGR181W,TIM13,4.7415395,-0.115477752,0,4608,7,853535,4757.0,trans,0.115477752,4608,850794,870220,False
YGR181W,TIM13,4.678582679,0.163994668,1,11048,15,1077950,inf,trans,0.163994668,11048,1077950,1077950,False
YGR181W,TIM13,4.599195505,0.126703963,0,8304,12,963499,inf,trans,0.126703963,8304,956153,971945,False
YGR181W,TIM13,4.343629913,0.261084277,0,7871,12,460676,inf,trans,0.261084277,7871,460676,460676,False
YGR181W,TIM13,4.299629978,0.66806907,0,10777,15,785154,inf,trans,0.66806907,10777,785154,785154,False
YGR181W,TIM13,4.295257075,-0.147562692,0,8458,13,56990,inf,trans,0.147562692,8458,55098,73225,False
YGR181W,TIM13,4.175695765,0.104345342,0,6198,10,347536,inf,trans,0.104345342,6198,336613,349573,False
YIL022W,TIM44,7.571442336,0.344674434,1,10191,15,171671,inf,trans,0.344674434,10191,165912,184082,False
YIL022W,TIM44,6.618164528,-0.493711118,1,1306,4,72324,inf,trans,0.493711118,1306,65329,85322,False
YIL022W,TIM44,5.785658756,-0.428775723,0,7031,11,231612,inf,trans,0.428775723,7031,231612,231612,False
YIL022W,TIM44,5.211430828,0.876717932,0,10777,15,785154,inf,trans,0.876717932,10777,785154,785154,False
YIL022W,TIM44,4.898987568,0.135859849,0,5608,9,137267,173896.0,trans,0.135859849,5608,122617,144955,False
YIL022W,TIM44,4.764043134,-0.263820768,1,10197,15,180978,inf,trans,0.263820768,10197,168199,185951,False
YIL022W,TIM44,4.498542922,-0.214026726,0,1004,3,92716,inf,trans,0.214026726,1004,79867,95493,False
YIL022W,TIM44,4.484096719,0.381236917,0,10984,15,1004274,inf,trans,0.381236917,10984,1004274,1004274,False
YEL020W-A,TIM9,8.530375869,0.169753854,0,5611,9,138792,inf,trans,0.169753854,5611,122617,144955,False
YEL020W-A,TIM9,7.862575834,0.185682715,0,10191,15,171671,inf,trans,0.185682715,10191,165912,184082,False
YEL020W-A,TIM9,7.513766664,0.160904929,0,11678,16,572250,inf,trans,0.160904929,11678,546787,587778,False
YEL020W-A,TIM9,7.081217014,-0.409275124,0,4825,7,1048545,inf,trans,0.409275124,4825,1048545,1048545,False
YEL020W-A,TIM9,5.628484053,0.230793396,0,12043,17,50506,inf,trans,0.230793396,12043,50506,50506,False
YEL020W-A,TIM9,5.609065983,-0.173979029,0,8457,13,55098,inf,trans,0.173979029,8457,55098,65881,False
YEL020W-A,TIM9,5.377833968,0.130482993,0,5170,8,324043,inf,trans,0.130482993,5170,298467,327592,False
YEL020W-A,TIM9,5.049003604,-0.373263304,0,995,3,84803,inf,trans,0.373263304,995,84802,84803,False
YEL020W-A,TIM9,4.747823141,0.121271316,0,6076,10,173737,inf,trans,0.121271316,6076,163124,185241,False
YEL020W-A,TIM9,4.666911663,0.379833746,0,4248,7,433855,inf,trans,0.379833746,4248,433855,433855,False
YEL020W-A,TIM9,4.540178021,0.11901379,1,7975,12,568017,inf,trans,0.11901379,7975,568017,568017,False
YEL020W-A,TIM9,4.378892604,-0.122451721,1,8670,13,333904,inf,trans,0.122451721,8670,329611,338431,False
YEL020W-A,TIM9,4.317653953,-0.117000649,0,3717,6,106653,inf,trans,0.117000649,3717,101306,111711,False
YEL020W-A,TIM9,4.190358621,-0.230398775,0,12044,17,50757,inf,trans,0.230398775,12044,50757,50757,False
YEL020W-A,TIM9,4.113724029,0.407416258,0,3819,6,245962,inf,trans,0.407416258,3819,245962,245962,False
YPR074C,TKL1,18.54851301,0.257070398,1,11805,16,698663,3828.0,trans,0.257070398,11805,693600,705266,False
YPR074C,TKL1,18.11102423,-0.349810299,1,8458,13,56990,inf,trans,0.349810299,8458,55098,73225,False
YPR074C,TKL1,9.174602922,-0.173565163,0,5323,8,459723,inf,trans,0.173565163,5323,449957,461438,False
YPR074C,TKL1,7.955148419,0.162937013,0,8200,12,860244,inf,trans,0.162937013,8200,843963,867397,False
YPR074C,TKL1,7.171604824,0.153194071,1,431,2,286762,inf,trans,0.153194071,431,274614,288379,False
YPR074C,TKL1,6.212123456,-0.854154363,0,7686,12,265316,inf,trans,0.854154363,7686,265316,265316,False
YPR074C,TKL1,5.850916142,-0.492596395,0,10260,15,237009,inf,trans,0.492596395,10260,237009,237009,False
YPR074C,TKL1,5.572654348,0.140709387,0,15,1,27825,inf,trans,0.140709387,15,27816,31435,False
YPR074C,TKL1,5.017468417,0.218739209,0,8467,13,65927,inf,trans,0.218739209,8467,65927,65927,False
YPR074C,TKL1,4.549756993,0.117250534,0,6078,10,175030,inf,trans,0.117250534,6078,163124,189445,False
YBR117C,TKL2,19.88070022,0.269947003,1,11689,16,579790,inf,trans,0.269947003,11689,554350,591786,False
YBR117C,TKL2,18.67619275,0.292384812,1,10195,15,179652,inf,trans,0.292384812,10195,165912,185951,False
YBR117C,TKL2,8.234378308,-0.460437093,1,6428,10,615292,inf,trans,0.460437093,6428,602670,629030,False
YBR117C,TKL2,7.886942184,-0.165456322,0,600,2,477272,841.0,cis,0.165456322,600,470145,486033,True
YBR117C,TKL2,7.257501067,0.160962337,0,4369,7,594413,inf,trans,0.160962337,4369,585680,607810,False
YBR117C,TKL2,6.548553329,0.160222628,0,5795,9,273029,inf,trans,0.160222628,5795,270121,276759,False
YBR117C,TKL2,6.49738873,0.157293623,0,642,2,523217,46786.0,trans,0.157293623,642,505207,530047,False
YBR117C,TKL2,6.411875602,0.277219541,0,6430,10,618031,inf,trans,0.277219541,6430,607274,622018,False
YBR117C,TKL2,6.186733311,-0.52534311,0,9848,14,704486,inf,trans,0.52534311,9848,704486,704486,False
YBR117C,TKL2,5.272142186,-0.327213117,0,1210,3,292662,inf,trans,0.327213117,1210,292662,292662,False
YBR117C,TKL2,4.99404236,0.198886527,0,1170,3,260010,inf,trans,0.198886527,1170,260010,260010,False
YBR117C,TKL2,4.824022745,0.917440868,1,12022,17,10781,inf,trans,0.917440868,12022,10781,10781,False
YBR117C,TKL2,4.737101891,0.119461173,0,6198,10,347536,inf,trans,0.119461173,6198,336613,349573,False
YBR117C,TKL2,4.482907216,-0.145107198,1,4612,7,856430,inf,trans,0.145107198,4612,856430,856430,False
YBR117C,TKL2,4.336474465,-0.115550507,0,8817,13,510249,inf,trans,0.115550507,8817,503363,513217,False
YDL110C,TMA17,13.38861189,0.256549196,1,10191,15,171671,inf,trans,0.256549196,10191,165912,184082,False
YDL110C,TMA17,10.10492101,0.264501945,0,11685,16,576347,inf,trans,0.264501945,11685,564355,591786,False
YDL110C,TMA17,5.826965697,0.288724504,0,4460,7,659973,inf,trans,0.288724504,4460,656911,660725,False
YDL110C,TMA17,5.01438806,-0.258299414,0,1784,4,520430,255466.0,trans,0.258299414,1784,520430,520430,False
YER007C-A,TMA20,8.923685356,0.48698279,0,261,2,84412,inf,trans,0.48698279,261,84412,84412,False
YER007C-A,TMA20,6.148458021,-0.154668487,0,2475,4,1242195,inf,trans,0.154668487,2475,1237546,1248695,False
YER007C-A,TMA20,5.459534485,0.144441524,0,7384,11,629511,inf,trans,0.144441524,7384,618029,632234,False
YOR091W,TMA46; DFRP1,8.093512174,-0.236426974,1,3169,5,335771,inf,trans,0.236426974,3169,335406,336687,False
YLR262C-A,TMA7,6.782934936,-0.169471519,0,8874,13,549287,inf,trans,0.169471519,8874,539260,556725,False
YGR082W,TOM20,6.972894849,-0.399277968,0,6962,11,171646,inf,trans,0.399277968,6962,154565,182151,False
YGR082W,TOM20,6.64190494,0.896366675,0,7686,12,265316,inf,trans,0.896366675,7686,265316,265316,False
YGR082W,TOM20,6.369379071,0.963268802,0,10777,15,785154,inf,trans,0.963268802,10777,785154,785154,False
YGR082W,TOM20,5.159648514,-0.363723762,1,4825,7,1048545,403946.0,trans,0.363723762,4825,1048545,1048545,False
YNL131W,TOM22,10.09138563,0.230651426,0,10191,15,171671,inf,trans,0.230651426,10191,165912,184082,False
YNL131W,TOM22,9.037079251,0.496800002,1,2057,4,747529,inf,trans,0.496800002,2057,747523,747529,False
YNL131W,TOM22,7.800485867,0.178673148,1,11677,16,571530,inf,trans,0.178673148,11677,544393,587778,False
YMR203W,TOM40,5.948184067,-0.455470903,0,7031,11,231612,inf,trans,0.455470903,7031,231612,231612,False
YMR203W,TOM40,5.365234955,-0.149256376,0,6005,10,61391,inf,trans,0.149256376,6005,61391,68934,False
YER049W,TPA1,13.503296,-0.253965736,0,3107,5,253670,9.0,cis,0.253965736,3107,243584,262671,True
YDR050C,TPI1,7.135640827,-0.182892898,0,10181,15,168199,inf,trans,0.182892898,10181,165912,181071,False
YDR050C,TPI1,5.272884249,0.269807852,0,6228,10,388260,inf,trans,0.269807852,6228,388260,388260,False
YDR050C,TPI1,4.676689049,0.128484869,0,4110,7,323123,inf,trans,0.128484869,4110,315634,335709,False
YDR050C,TPI1,4.672477762,0.128591522,0,70,1,87445,inf,trans,0.128591522,70,83284,93789,False
YDR050C,TPI1,4.568475728,0.12610632,0,7125,11,356064,inf,trans,0.12610632,7125,348254,363809,False
YNL079C,TPM1,7.330262505,-0.479838727,0,11345,16,197765,inf,trans,0.479838727,11345,197765,197765,False
YNL079C,TPM1,7.077155729,-0.342161239,0,4784,7,1011080,inf,trans,0.342161239,4784,1011080,1011080,False
YNL079C,TPM1,7.034678746,0.474603402,0,7031,11,231612,inf,trans,0.474603402,7031,231612,231612,False
YNL079C,TPM1,5.571298153,0.1368663,0,9247,13,910745,inf,trans,0.1368663,9247,899239,914897,False
YNL079C,TPM1,4.978899487,1.136740539,0,8368,12,1019132,inf,trans,1.136740539,8368,1019132,1019132,False
YIL138C,TPM2,6.143086667,0.176064021,0,10188,15,170682,inf,trans,0.176064021,10188,165912,184082,False
YIL138C,TPM2,5.144458875,0.504528253,0,10088,15,70222,inf,trans,0.504528253,10088,70222,70222,False
YBR126C,,38.97465244,0.404243563,1,10191,15,171671,inf,trans,0.404243563,10191,165912,184082,False
YBR126C,,23.56571055,0.274133244,0,11685,16,576347,inf,trans,0.274133244,11685,564355,591786,False
YBR126C,,8.703965321,0.166756566,0,642,2,523217,32831.0,trans,0.166756566,642,505207,530047,False
YBR126C,,7.770092881,-0.300838868,0,2568,4,1354715,inf,trans,0.300838868,2568,1352371,1354715,False
YBR126C,,6.053141481,0.128878747,0,3673,6,73433,inf,trans,0.128878747,3673,62743,75397,False
YBR126C,,5.818278983,0.12820091,1,4387,7,609851,inf,trans,0.12820091,4387,605966,609851,False
YBR126C,,5.159672455,-0.114980537,1,5324,8,460316,inf,trans,0.114980537,5324,449957,461438,False
YBR126C,,4.949389141,-0.156834902,1,8458,13,56990,inf,trans,0.156834902,8458,55098,73225,False
YBR126C,,4.727443146,-0.125583535,0,6275,10,417543,inf,trans,0.125583535,6275,413692,448026,False
YDR074W,TPS2; PFK3,58.74757799,0.494144615,1,10191,15,171671,inf,trans,0.494144615,10191,165912,184082,False
YDR074W,TPS2; PFK3,40.52802808,0.351513923,1,11680,16,572345,inf,trans,0.351513923,11680,572345,572345,False
YDR074W,TPS2; PFK3,15.56389952,0.223402885,1,642,2,523217,inf,trans,0.223402885,642,505207,530047,False
YDR074W,TPS2; PFK3,7.489883806,0.140118336,1,8108,12,740250,inf,trans,0.140118336,8108,732202,754859,False
YDR074W,TPS2; PFK3,6.654754919,0.133044439,0,4382,7,605966,inf,trans,0.133044439,4382,592970,609851,False
YDR074W,TPS2; PFK3,6.10610676,-0.12367421,0,3984,7,140416,inf,trans,0.12367421,3984,128719,142935,False
YDR074W,TPS2; PFK3,5.956553332,-0.166557848,1,8458,13,56990,inf,trans,0.166557848,8458,55098,73225,False
YDR074W,TPS2; PFK3,5.7003418,0.116942573,0,5611,9,138792,inf,trans,0.116942573,5611,122617,144955,False
YDR074W,TPS2; PFK3,5.477031354,0.115369513,0,8298,12,956127,inf,trans,0.115369513,8298,954167,971945,False
YDR074W,TPS2; PFK3,5.470610765,0.22709547,0,9117,13,774724,inf,trans,0.22709547,9117,774724,774724,False
YDR074W,TPS2; PFK3,5.195905858,-0.111912839,0,2557,4,1345539,748959.0,trans,0.111912839,2557,1337043,1367398,False
YDR074W,TPS2; PFK3,4.875786624,-0.12296472,0,6275,10,417543,inf,trans,0.12296472,6275,413692,448026,False
YDR074W,TPS2; PFK3,4.195661294,0.098896466,0,11256,16,145918,inf,trans,0.098896466,11256,136628,156560,False
YDR074W,TPS2; PFK3,4.163725814,0.098412859,0,8725,13,397928,inf,trans,0.098412859,8725,389323,406726,False
YDR074W,TPS2; PFK3,4.023759675,0.097551971,0,3667,6,66460,inf,trans,0.097551971,3667,62743,74406,False
YNR046W,TRM112,6.081312636,0.406570821,0,261,2,84412,inf,trans,0.406570821,261,84412,84412,False
YNR046W,TRM112,5.854183543,0.868873868,0,11539,16,383323,inf,trans,0.868873868,11539,383323,383323,False
YDR001C,NTH1; NTH,7.434991618,0.184079106,0,10185,15,169414,inf,trans,0.184079106,10185,165912,181071,False
YDR165W,TRM82,9.501155256,-0.233294785,1,10198,15,181071,inf,trans,0.233294785,10198,168199,185951,False
YDR165W,TRM82,6.918304108,0.450220476,0,4207,7,412630,inf,trans,0.450220476,4207,412630,412630,False
YGL026C,TRP5,11.15680388,-0.228689082,0,10188,15,170682,inf,trans,0.228689082,10188,165912,184082,False
YGL026C,TRP5,10.40284452,-0.202373874,0,5612,9,139216,inf,trans,0.202373874,5612,125289,144955,False
YGL026C,TRP5,8.182471018,-0.364253505,0,835,2,773703,inf,trans,0.364253505,835,773703,773703,False
YGL026C,TRP5,7.843467368,-0.171600022,0,7874,12,490980,inf,trans,0.171600022,7874,448368,505016,False
YGL026C,TRP5,6.598484894,-0.298055289,1,6083,10,179618,inf,trans,0.298055289,6083,164844,189445,False
YGL026C,TRP5,5.353481607,-0.142939484,0,634,2,510017,inf,trans,0.142939484,634,498324,524731,False
YGL026C,TRP5,5.087307437,0.169321387,0,8457,13,55098,inf,trans,0.169321387,8457,55098,65881,False
YGL026C,TRP5,5.059814087,-0.130661534,0,1159,3,256593,inf,trans,0.130661534,1159,251255,261281,False
YGL026C,TRP5,4.932124318,-0.159063654,0,2980,5,131540,inf,trans,0.159063654,2980,124644,155745,False
YGL026C,TRP5,4.767535736,0.13421351,0,11832,16,731793,inf,trans,0.13421351,11832,720559,740758,False
YGL026C,TRP5,4.632879474,0.123175977,0,3864,7,5119,441298.0,trans,0.123175977,3864,595,20451,False
YGL026C,TRP5,4.612407739,0.524514334,0,7873,12,460678,inf,trans,0.524514334,7873,460678,460678,False
YGL026C,TRP5,4.393971993,-0.126603352,0,7984,12,572030,inf,trans,0.126603352,7984,567889,576167,False
YGL026C,TRP5,4.38750557,-0.122669089,0,8096,12,724833,inf,trans,0.122669089,8096,712324,728585,False
YER090W,TRP2,5.948446392,-0.177686792,0,10198,15,181071,inf,trans,0.177686792,10198,168199,185951,False
YER090W,TRP2,5.755352932,0.454972109,1,7539,12,130108,inf,trans,0.454972109,7539,126688,144481,False
YER090W,TRP2,5.629649485,0.297042586,0,1784,4,520430,inf,trans,0.297042586,1784,520430,520430,False
YER090W,TRP2,5.034866349,-0.34003627,0,11680,16,572345,inf,trans,0.34003627,11680,572345,572345,False
YER090W,TRP2,4.897041632,-0.149794579,0,639,2,518133,inf,trans,0.149794579,639,505207,530047,False
YKL211C,TRP3,9.329722511,0.295415618,0,11847,16,745885,inf,trans,0.295415618,11847,730557,757660,False
YKL211C,TRP3,5.493650097,-0.17006487,0,10196,15,180876,inf,trans,0.17006487,10196,168199,185951,False
YKL211C,TRP3,5.398736944,0.150565098,0,4259,7,436063,inf,trans,0.150565098,4259,428717,438823,False
YKL211C,TRP3,5.183109426,-0.417977866,0,9688,14,572330,inf,trans,0.417977866,9688,572330,572330,False
YKL211C,TRP3,4.948601477,-0.140700147,1,1140,3,242578,inf,trans,0.140700147,1140,238714,248454,False
YLR043C,TRX1; TRX2,6.844022237,0.184657023,0,8448,13,43972,inf,trans,0.184657023,8448,43096,46758,False
YLR043C,TRX1; TRX2,6.768926843,0.823508883,0,3121,5,266246,inf,trans,0.823508883,3121,266246,266246,False
YLR043C,TRX1; TRX2,6.505723052,0.223029483,0,6377,10,557799,inf,trans,0.223029483,6377,547222,557799,False
YLR043C,TRX1; TRX2,6.377259615,0.177202492,1,11751,16,631047,inf,trans,0.177202492,11751,622910,638486,False
YLR043C,TRX1; TRX2,5.596469069,-0.158690575,0,8425,13,14024,inf,trans,0.158690575,8425,11305,14024,False
YLR043C,TRX1; TRX2,5.24509594,-0.132012461,0,6964,11,173020,inf,trans,0.132012461,6964,167261,186085,False
YLR043C,TRX1; TRX2,5.22982031,-0.14043791,0,7634,12,224908,6795.0,trans,0.14043791,7634,210685,230601,False
YLR043C,TRX1; TRX2,5.158335353,0.132528657,0,10882,15,906721,inf,trans,0.132528657,10882,887134,912729,False
YLR043C,TRX1; TRX2,5.098533422,0.129487838,0,1096,3,204854,inf,trans,0.129487838,1096,195779,204903,False
YLR043C,TRX1; TRX2,5.094473541,-0.402095331,1,505,2,369788,inf,trans,0.402095331,505,369788,369788,False
YLR043C,TRX1; TRX2,5.061135904,0.812523249,0,10777,15,785154,inf,trans,0.812523249,10777,785154,785154,False
YLR043C,TRX1; TRX2,4.469231646,0.373812987,0,5430,8,556173,inf,trans,0.373812987,5430,556173,556173,False
YLR043C,TRX1; TRX2,4.357470807,-0.172677235,0,8009,12,605674,373660.0,trans,0.172677235,8009,605674,605674,False
YLR043C,TRX1; TRX2,4.298275461,-0.253090043,1,10889,15,909076,inf,trans,0.253090043,10889,909076,909076,False
YLR043C,TRX1; TRX2,4.269847803,0.204397028,0,5243,8,386052,inf,trans,0.204397028,5243,386052,386052,False
YLR043C,TRX1; TRX2,4.075267171,-0.137778392,0,11734,16,611083,inf,trans,0.137778392,11734,599525,622910,False
YLR043C,TRX1; TRX2,4.0469898,0.125424895,0,321,2,145980,inf,trans,0.125424895,321,138318,150394,False
YGR209C,TRX2; TRX1,13.30298187,0.26388074,0,10191,15,171671,inf,trans,0.26388074,10191,165912,184082,False
YGR209C,TRX2; TRX1,6.323591209,0.152477919,0,9407,14,205279,inf,trans,0.152477919,9407,199813,220803,False
YGR209C,TRX2; TRX1,5.886492878,0.148224623,0,11689,16,579790,inf,trans,0.148224623,11689,554350,591786,False
YGR209C,TRX2; TRX1,5.676939777,-0.143461136,0,4693,7,918781,5549.0,trans,0.143461136,4693,918781,935765,False
YGR209C,TRX2; TRX1,5.312442558,-0.162389371,0,9259,14,6912,inf,trans,0.162389371,9259,6906,6914,False
YGR209C,TRX2; TRX1,5.052970572,0.284454223,1,5245,8,386061,inf,trans,0.284454223,5245,386060,386061,False
YGR209C,TRX2; TRX1,4.628526395,0.127776105,0,7900,12,506655,inf,trans,0.127776105,7900,493255,510268,False
YCR083W,TRX3,16.88945781,0.313544428,1,10191,15,171671,inf,trans,0.313544428,10191,165912,184082,False
YCR083W,TRX3,10.2802841,0.210152743,1,11680,16,572345,inf,trans,0.210152743,11680,572345,572345,False
YDR353W,TRR1,6.780944405,-1.018967693,0,10777,15,785154,inf,trans,1.018967693,10777,785154,785154,False
YDR353W,TRR1,5.699495951,0.148610479,0,2434,4,1172914,10378.0,trans,0.148610479,2434,1171385,1198548,False
YML028W,TSA1,7.469719799,-1.059473871,0,10777,15,785154,inf,trans,1.059473871,10777,785154,785154,False
YML028W,TSA1,7.063591953,0.165470802,1,2478,4,1246177,inf,trans,0.165470802,2478,1242195,1256208,False
YML028W,TSA1,6.740240631,-0.445970778,0,4207,7,412630,inf,trans,0.445970778,4207,412630,412630,False
YML028W,TSA1,5.560250737,-0.829237407,0,7686,12,265316,inf,trans,0.829237407,7686,265316,265316,False
YML028W,TSA1,5.325799057,-0.282968902,0,8367,12,1019132,inf,trans,0.282968902,8367,1019132,1019132,False
YML028W,TSA1,5.195256297,0.138122156,1,1933,4,621613,inf,trans,0.138122156,1933,613791,624555,False
YML028W,TSA1,5.066994752,-0.15376163,1,3477,5,564252,inf,trans,0.15376163,3477,563148,564968,False
YML028W,TSA1,4.965586455,-0.13435514,1,5235,8,383024,inf,trans,0.13435514,5235,378565,397561,False
YML028W,TSA1,4.845611323,0.157513952,1,11516,16,347675,inf,trans,0.157513952,11516,340393,354554,False
YBR265W,TSC10,6.711019182,0.188360411,0,10189,15,170944,inf,trans,0.188360411,10189,165912,184082,False
YBR265W,TSC10,6.139366047,0.170716705,0,643,2,524731,213846.0,trans,0.170716705,643,507274,530047,False
YBR265W,TSC10,6.119210395,0.371052725,0,8318,12,981527,inf,trans,0.371052725,8318,981527,981527,False
YBR265W,TSC10,6.008829095,0.180468288,0,147,1,185469,inf,trans,0.180468288,147,183802,186896,False
YBR265W,TSC10,5.498818391,-0.156122666,0,4671,7,892437,inf,trans,0.156122666,4671,885002,902481,False
YBR265W,TSC10,5.42176142,0.63937958,1,7871,12,460676,inf,trans,0.63937958,7871,460676,460676,False
YBR265W,TSC10,5.138328886,-0.353028051,0,652,2,541054,197523.0,trans,0.353028051,652,541054,541054,False
YBR265W,TSC10,5.05285825,0.144750478,0,5272,8,402810,inf,trans,0.144750478,5272,393351,417360,False
YBR265W,TSC10,4.522579949,0.185187403,0,8906,13,588570,inf,trans,0.185187403,8906,588570,588579,False
YML100W,TSL1,64.89366778,0.513484303,1,10191,15,171671,inf,trans,0.513484303,10191,165912,184082,False
YML100W,TSL1,42.75683212,0.354572112,1,11680,16,572345,inf,trans,0.354572112,11680,572345,572345,False
YML100W,TSL1,11.96349627,0.183901556,0,636,2,517548,inf,trans,0.183901556,636,505207,530047,False
YML100W,TSL1,8.838412106,0.199685606,0,1891,4,584486,inf,trans,0.199685606,1891,565447,592839,False
YML100W,TSL1,7.268906689,-0.427132786,1,7540,12,130128,inf,trans,0.427132786,7540,126688,144481,False
YML100W,TSL1,7.180308263,0.562679827,0,6258,10,415474,inf,trans,0.562679827,6258,410391,443374,False
YML100W,TSL1,6.611468299,-0.161714682,0,8474,13,70380,244.0,cis,0.161714682,8474,56990,77330,True
YML100W,TSL1,5.9743701,0.120078715,0,8109,12,745383,inf,trans,0.120078715,8109,732202,754859,False
YML100W,TSL1,5.917560571,0.118991987,0,5607,9,136619,inf,trans,0.118991987,5607,114834,144955,False
YML100W,TSL1,5.124059332,-0.361942367,0,10844,15,860902,inf,trans,0.361942367,10844,860902,860902,False
YML100W,TSL1,4.936711739,0.106835766,0,3669,6,71471,inf,trans,0.106835766,3669,62743,74913,False
YML100W,TSL1,4.861042821,-0.104498759,0,2557,4,1345539,inf,trans,0.104498759,2557,1337043,1367398,False
YML100W,TSL1,4.75875831,0.106704797,0,9249,13,910929,837009.0,trans,0.106704797,9249,899239,914897,False
YML100W,TSL1,4.623229417,0.102450757,0,8295,12,954827,inf,trans,0.102450757,8295,954167,956536,False
YML100W,TSL1,4.337381433,0.101457127,0,4380,7,601612,inf,trans,0.101457127,4380,591077,607810,False
YML100W,TSL1,4.306047844,0.316722807,1,7547,12,130739,inf,trans,0.316722807,7547,126688,144481,False
YML100W,TSL1,3.981926232,-0.383091712,1,6263,10,416078,inf,trans,0.383091712,6263,410391,454991,False
YML100W,TSL1,3.855379239,0.090851759,0,9476,14,314885,inf,trans,0.090851759,9476,308851,327674,False
YML100W,TSL1,3.822930178,-0.123056028,1,1860,4,562709,inf,trans,0.123056028,1860,554056,575468,False
YCR084C,,26.43114462,0.345466664,0,10191,15,171671,inf,trans,0.345466664,10191,165912,184082,False
YCR084C,,10.53059098,0.246108258,1,11689,16,579790,inf,trans,0.246108258,11689,554350,591786,False
YCR084C,,8.195036613,0.163020069,1,8112,12,747836,inf,trans,0.163020069,8112,732202,754859,False
YCR084C,,8.088555838,0.170511786,0,641,2,518844,inf,trans,0.170511786,641,505207,530047,False
YCR084C,,7.687821479,0.152979334,1,5615,9,142542,inf,trans,0.152979334,5615,131829,155581,False
YCR084C,,7.345115538,0.519280486,1,991,3,84766,175542.0,trans,0.519280486,991,84766,84766,False
YCR084C,,6.528113074,-0.1519516,0,8667,13,331334,inf,trans,0.1519516,8667,329611,333904,False
YCR084C,,6.39188427,-0.178379809,1,8457,13,55098,inf,trans,0.178379809,8457,55098,65881,False
YCR084C,,6.209573381,0.137712487,0,9837,14,704255,inf,trans,0.137712487,9837,704255,704301,False
YCR084C,,6.139904092,0.140313981,1,8656,13,302918,inf,trans,0.140313981,8656,296799,302918,False
YCR084C,,5.004926504,0.263265821,0,896,3,757,259551.0,trans,0.263265821,896,757,757,False
YCR084C,,4.827775545,0.307677021,0,261,2,84412,inf,trans,0.307677021,261,84412,84412,False
YCR084C,,4.424722802,-0.260821843,0,3709,6,99153,inf,trans,0.260821843,3709,99153,99153,False
YCR084C,,4.270644761,-0.127306842,0,9259,14,6912,inf,trans,0.127306842,9259,6906,6914,False
YCR084C,,4.231961694,0.465167975,0,10115,15,111081,inf,trans,0.465167975,10115,111081,111081,False
YCR084C,,4.200909086,-0.106843066,1,3092,5,242428,inf,trans,0.106843066,3092,229365,251866,False
YCR084C,,4.112819523,-0.149302722,1,11712,16,593213,inf,trans,0.149302722,11712,584269,593213,False
YCR084C,,3.915416114,0.103229962,0,9146,13,821488,inf,trans,0.103229962,9146,819594,830456,False
YGR080W,TWF1,5.93137005,0.181490854,0,10186,15,170347,inf,trans,0.181490854,10186,165912,184082,False
YBR291C,CTP1,14.84409458,-0.281955604,0,10197,15,180978,inf,trans,0.281955604,10197,168199,185951,False
YBR291C,CTP1,7.408280193,0.170000183,0,11357,16,211386,inf,trans,0.170000183,11357,199543,213411,False
YBR291C,CTP1,6.034784125,-0.149954385,0,7988,12,576037,inf,trans,0.149954385,7988,567889,589446,False
YBR291C,CTP1,5.894840466,0.38721757,0,4207,7,412630,inf,trans,0.38721757,4207,412630,412630,False
YBR291C,CTP1,5.315453339,-0.140479798,0,5967,9,423041,inf,trans,0.140479798,5967,418993,429181,False
YKL210W,UBA1,9.446309934,0.184250619,1,3669,6,71471,inf,trans,0.184250619,3669,62743,74913,False
YKL210W,UBA1,8.601990874,-0.563589663,1,10259,15,236991,inf,trans,0.563589663,10259,236991,236991,False
YKL210W,UBA1,7.915531615,0.154613868,1,11349,16,202983,inf,trans,0.154613868,11349,196859,213411,False
YKL210W,UBA1,7.880444569,-0.619684641,0,9532,14,379436,inf,trans,0.619684641,9532,379436,379436,False
YKL210W,UBA1,7.30545031,-0.141971093,0,9801,14,647843,inf,trans,0.141971093,9801,621027,651987,False
YKL210W,UBA1,6.971398599,-0.236883511,0,6797,11,39138,26.0,cis,0.236883511,6797,39138,40753,True
