SNP,gene,EFFECTSIZE,t-stat,P,FDR,CHR,BP,Effect,SE,ERV25_ERG5_MTX_Fluconazole_avg_logratio_Fitness_minus_ref.GLM,locus_id,GENE,sgd_id,snps_class_up,snps_class_down,description,genome_annotations
4606,ERV25_ERG5_MTX_Fluconazole_avg_logratio_Fitness_minus_ref,-0.0019211443315521,-0.0122122323141936,0.990263150602356,1.0,7,850794,-0.0030581602866487,0.157609897370302,0.984530299054951,YGR177C,ATF2,SGDID:S000003409,Close to 3'-UTR,Close to 3'-UTR,"""Alcohol acetyltransferase; may play a role in steroid detoxification; forms volatile esters during fermentation ; which is important for brewing and winemaking""",Verified ORF
6030,ERV25_ERG5_MTX_Fluconazole_avg_logratio_Fitness_minus_ref,0.0017454798786052,0.0121889576606469,0.990281706630876,1.0,10,101719,0.0004423062274052,0.143518942750209,0.997542771034636,XUT_10F-44,,,Unstable transcript,XUT,ncRNA_UNB,Unstable transcript
9017,ERV25_ERG5_MTX_Fluconazole_avg_logratio_Fitness_minus_ref,0.0017907920552666,0.0121001858670846,0.99035248117778,1.0,13,698611,-0.0081145768728871,0.148221945688288,0.956371694416696,YMR215W,GAS3,SGDID:S000004828,Close to 3'-UTR,Close to 3'-UTR,"""Putative 1,3-beta-glucanosyltransferase; has similarity go other GAS family members; low abundance ; possibly inactive member of the GAS family of GPI-containing proteins; localizes to the cell wall; mRNA induced during sporulation""",Verified ORF
6929,ERV25_ERG5_MTX_Fluconazole_avg_logratio_Fitness_minus_ref,-0.0017350519164985,-0.0120664551848194,0.990379373453302,1.0,11,137740,-0.0025188423525694,0.144108814959243,0.986064557856458,YKL165C,MCD4,SGDID:S000001648,Close to 3'-UTR,Close to 3'-UTR,"""Protein involved in GPI anchor synthesis; multimembrane-spanning protein that localizes to the endoplasmic reticulum; highly conserved among eukaryotes; GPI stands for glycosylphosphatidylinositol""",Verified ORF
76,ERV25_ERG5_MTX_Fluconazole_avg_logratio_Fitness_minus_ref,-0.0017226193774168,-0.0119859067984415,0.990443591866617,1.0,1,91472,-0.0010837167475379,0.144039356526254,0.994001219220064,YAL029C,MYO4,SGDID:S000000027,ORF,Verified ORF,"""Type V myosin motor involved in actin-based transport of cargos; required for mRNA transport ; including ASH1 mRNA ; and facilitating the growth and movement of ER tubules into the growing bud along with She3p; MYO4 has a paralog ; MYO2 ; that arose from the whole genome duplication""",Verified ORF
2919,ERV25_ERG5_MTX_Fluconazole_avg_logratio_Fitness_minus_ref,-0.0018410000269022,-0.0117477719495669,0.990633448820903,1.0,5,80396,-0.0018410000273556,0.157060774972571,0.990654370199382,YEL038W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
5730,ERV25_ERG5_MTX_Fluconazole_avg_logratio_Fitness_minus_ref,-0.0162805898495396,-0.0115130856795048,0.990820556859754,1.0,9,247527,-1.10745257341438,0.856052217558128,0.196623852328626,XUT_9F-122,,,Unstable transcript,XUT,ncRNA_UNB,Unstable transcript
3063,ERV25_ERG5_MTX_Fluconazole_avg_logratio_Fitness_minus_ref,0.0016181058574107,0.0113119633581876,0.99098090581356,1.0,5,222346,0.0016181058582834,0.143363431907788,0.991001051167457,YER034W,YER034W,SGDID:S000000836,ORF,Verified ORF,"""Protein of unknown function; non-essential gene; expression induced upon calcium shortage; protein abundance increases in response to DNA replication stress""",Verified ORF
5351,ERV25_ERG5_MTX_Fluconazole_avg_logratio_Fitness_minus_ref,0.0016155451215776,0.0111761042968366,0.991089222483377,1.0,8,485969,0.0008159986959899,0.144873106732336,0.99550911559671,YHR190W,ERG9,SGDID:S000001233,ORF,Verified ORF,"""Farnesyl-diphosphate farnesyl transferase (squalene synthase); joins two farnesyl pyrophosphate moieties to form squalene in the sterol biosynthesis pathway""",Verified ORF
5352,ERV25_ERG5_MTX_Fluconazole_avg_logratio_Fitness_minus_ref,0.0016155451215776,0.0111761042968366,0.991089222483377,1.0,8,485972,0.0008159986959899,0.144873106732336,0.99550911559671,YHR190W,ERG9,SGDID:S000001233,ORF,Verified ORF,"""Farnesyl-diphosphate farnesyl transferase (squalene synthase); joins two farnesyl pyrophosphate moieties to form squalene in the sterol biosynthesis pathway""",Verified ORF
8962,ERV25_ERG5_MTX_Fluconazole_avg_logratio_Fitness_minus_ref,0.0015825868000105,0.0108928253698726,0.991315073460449,1.0,13,648377,-0.0017075993080524,0.145574262994537,0.990647582832978,YMR192W,GYL1,SGDID:S000004804,ORF,Verified ORF,"""Putative GTPase activating protein (GAP) with a role in exocytosis; stimulates Gyp5p GAP activity on Ypt1p ; colocalizes with Gyp5p at sites of polarized growth; interacts with Gyp5p ; Rvs161p ; and Rvs167p; involved in recruiting Rvs167p to the bud tip during polarized growth; increases in abundance and relocalizes from bud neck to cytoplasm upon DNA replication stress; GYL1 has a paralog ; GYP5 ; that arose from the whole genome duplication""",Verified ORF
7447,ERV25_ERG5_MTX_Fluconazole_avg_logratio_Fitness_minus_ref,-0.0015859743440212,-0.0108561582940196,0.991344307225124,1.0,12,32580,0.0027655187533552,0.146363348161669,0.98493563444892,YLL055W,YCT1,SGDID:S000003978,Close to 3'-UTR,Close to 3'-UTR,"""High-affinity cysteine-specific transporter; has similarity to the Dal5p family of transporters; green fluorescent protein (GFP)-fusion protein localizes to the endoplasmic reticulum; YCT1 is not an essential gene""",Verified ORF
6681,ERV25_ERG5_MTX_Fluconazole_avg_logratio_Fitness_minus_ref,-0.0015570429207304,-0.0108170496306435,0.991375487620802,1.0,11,12224,-0.0032441271072467,0.144262049229952,0.982071599444254,YKL220C,FRE2,SGDID:S000001703,Close to 3'-UTR,Close to 3'-UTR,"""Ferric reductase and cupric reductase; reduces siderophore-bound iron and oxidized copper prior to uptake by transporters; expression induced by low iron levels but not by low copper levels""",Verified ORF
1239,ERV25_ERG5_MTX_Fluconazole_avg_logratio_Fitness_minus_ref,-0.0016249140191126,-0.0107527933547393,0.99142671763116,1.0,3,307046,-0.0109102018149574,0.151312799142969,0.942560273660704,YCR102W-A,YCR102W-A,SGDID:S000007231,Close to 3'-UTR,Close to 3'-UTR,"""Dubious open reading frame; unlikely to encode a functional protein ; based on available experimental and comparative sequence data""",Dubious ORF
9186,ERV25_ERG5_MTX_Fluconazole_avg_logratio_Fitness_minus_ref,-0.0015230959182956,-0.0107065903752209,0.991463554196871,1.0,13,868856,-0.0016439168928657,0.142575539499508,0.9908069912692,YMR301C,ATM1,SGDID:S000004916,ORF,Verified ORF,"""Mitochondrial inner membrane ATP-binding cassette (ABC) transporter; exports mitochondrially synthesized precursors of iron-sulfur (Fe/S) clusters to the cytosol; human homolog ABCB7 can complement yeast null mutant""",Verified ORF
6757,ERV25_ERG5_MTX_Fluconazole_avg_logratio_Fitness_minus_ref,0.0015661694652692,0.0106352232332448,0.991520453602502,1.0,11,20142,0.0025093821867072,0.147590795868492,0.986444390766182,K:18340-22233,,,Intergenic region,Intergenic region,between YKL218C and YKL217W,Intergenic region
10744,ERV25_ERG5_MTX_Fluconazole_avg_logratio_Fitness_minus_ref,-0.0015207459942295,-0.0106265076626171,0.991527402332505,1.0,15,763531,-0.000260130354888,0.143425134041038,0.998553901025531,YOR227W,HER1,SGDID:S000005753,ORF,Verified ORF,"""Protein of unknown function; required for proliferation or remodeling of the ER that is caused by overexpression of Hmg2p; may interact with ribosomes ; based on co-purification experiments; HER1 has a paralog ; GIP3 ; that arose from the whole genome duplication""",Verified ORF
1640,ERV25_ERG5_MTX_Fluconazole_avg_logratio_Fitness_minus_ref,-0.001582000209191,-0.0106120682472405,0.991538914557638,1.0,4,356935,-0.0069173335686622,0.149366783020654,0.963088514605738,YDL055C_NFR/NDR,,,Promoter,Promoter,stable,Promoter
6356,ERV25_ERG5_MTX_Fluconazole_avg_logratio_Fitness_minus_ref,0.0021950461189533,0.0105622204432823,0.991578657118028,1.0,10,539539,0.0488268744967124,0.198594777616843,0.805932084818029,YJR055W,HIT1,SGDID:S000003816,Close to 3'-UTR,Close to 3'-UTR,"""Protein involved in C/D snoRNP assembly; regulates abundance of Rsa1p; required for growth at high temperature; similar to human ZNHIT3""",Verified ORF
6640,ERV25_ERG5_MTX_Fluconazole_avg_logratio_Fitness_minus_ref,0.0014951775186298,0.0104864079232625,0.991639100817038,1.0,11,7228,0.0020654448428351,0.142899969512938,0.988476118352319,YKL221W,MCH2,SGDID:S000001704,ORF,Verified ORF,"""Protein with similarity to mammalian monocarboxylate permeases; monocarboxylate permeases are involved in transport of monocarboxylic acids across the plasma membrane but mutant is not deficient in monocarboxylate transport""",Verified ORF
6613,ERV25_ERG5_MTX_Fluconazole_avg_logratio_Fitness_minus_ref,-0.0015704499008088,-0.0104046967558536,0.991704247435264,1.0,11,3277,-0.003755149512433,0.151132928691543,0.980191307405009,YKL223W,YKL223W,SGDID:S000001706,Close to 3'-UTR,Close to 3'-UTR,"""Dubious open reading frame; unlikely to encode a functional protein ; based on available experimental and comparative sequence data""",Dubious ORF
5850,ERV25_ERG5_MTX_Fluconazole_avg_logratio_Fitness_minus_ref,0.0014798750588819,0.0103301381851907,0.991763691484998,1.0,9,342479,0.0011117186159009,0.143577370642865,0.993826420881272,YIL008W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
4497,ERV25_ERG5_MTX_Fluconazole_avg_logratio_Fitness_minus_ref,-0.0014882414675035,-0.0103221030484902,0.991770097740727,1.0,7,705700,-0.0019531319364234,0.144487105062894,0.989222408564085,YGR109C,CLB6,SGDID:S000003341,ORF,Verified ORF,"""B-type cyclin involved in DNA replication during S phase; activates Cdc28p to promote initiation of DNA synthesis; functions in formation of mitotic spindles along with Clb3p and Clb4p; most abundant during late G1; CLB6 has a paralog ; CLB5 ; that arose from the whole genome duplication""",Verified ORF
10747,ERV25_ERG5_MTX_Fluconazole_avg_logratio_Fitness_minus_ref,0.0014635301638716,0.0102787703827706,0.991804646028088,1.0,15,764381,0.0011406597581909,0.14270146387908,0.993626829430488,YOR227W,HER1,SGDID:S000005753,ORF,Verified ORF,"""Protein of unknown function; required for proliferation or remodeling of the ER that is caused by overexpression of Hmg2p; may interact with ribosomes ; based on co-purification experiments; HER1 has a paralog ; GIP3 ; that arose from the whole genome duplication""",Verified ORF
73,ERV25_ERG5_MTX_Fluconazole_avg_logratio_Fitness_minus_ref,-0.0014528111606537,-0.010187654321757,0.991877291132763,1.0,1,89616,-0.0014124649832218,0.142923736237004,0.992120498768942,YAL029C,MYO4,SGDID:S000000027,ORF,Verified ORF,"""Type V myosin motor involved in actin-based transport of cargos; required for mRNA transport ; including ASH1 mRNA ; and facilitating the growth and movement of ER tubules into the growing bud along with She3p; MYO4 has a paralog ; MYO2 ; that arose from the whole genome duplication""",Verified ORF
1665,ERV25_ERG5_MTX_Fluconazole_avg_logratio_Fitness_minus_ref,0.0019179497596028,0.0100048590628055,0.99202303052379,1.0,4,383485,0.0316190040810733,0.184696698170478,0.864169153836392,SUT048,,,Unstable transcript,SUT,ncRNA_UNB,Unstable transcript
9819,ERV25_ERG5_MTX_Fluconazole_avg_logratio_Fitness_minus_ref,0.0014130246316858,0.0099177737516057,0.992092462179361,1.0,14,678924,0.0025615123894551,0.142791552250808,0.985697792462623,YNR030W,ALG12,SGDID:S000005313,ORF,Verified ORF,"""Alpha-1,6-mannosyltransferase localized to the ER; responsible for addition of alpha-1,6 mannose to dolichol-linked Man7GlcNAc2; acts in the dolichol pathway for N-glycosylation; human homolog ALG12 complements yeast null mutant""",Verified ORF
907,ERV25_ERG5_MTX_Fluconazole_avg_logratio_Fitness_minus_ref,0.0014256192352376,0.0098782651058858,0.992123961778702,1.0,3,2869,0.0098554532449974,0.144623097598945,0.945708173623389,YCLWTy5-1,YCLWTy5-1,SGDID:S000006831,Other features,LTR retrotransposon,"""Ty5 element ; LTR retrotransposon of the Copia (Pseudoviridae) group; this is the only near-full length Ty5 retrotransposon in S288C and it is non-functional""",LTR_retrotransposon
5190,ERV25_ERG5_MTX_Fluconazole_avg_logratio_Fitness_minus_ref,-0.001384192275558,-0.0097333946404578,0.992239464744873,1.0,8,345499,-0.0013537111032203,0.142528417570559,0.992427304962508,YHR118C,ORC6,SGDID:S000001160,ORF,Verified ORF,"""Subunit of the origin recognition complex (ORC); ORC directs DNA replication by binding to replication origins and is also involved in transcriptional silencing; phosphorylated by Cdc28p; mutation in the human Orc6p is linked to Meier-Gorlin syndrome""",Verified ORF
3962,ERV25_ERG5_MTX_Fluconazole_avg_logratio_Fitness_minus_ref,-0.0013817054145849,-0.0097019019869582,0.992264573368802,1.0,7,114462,-0.0014526042050647,0.142734112073068,0.99188582277032,YGL203C,KEX1,SGDID:S000003171,ORF,Verified ORF,"""Cell death protease essential for hypochlorite-induced apoptosis; involved in the processing of killer toxin and alpha factor precursor; cleaves Lys and Arg residues from the C-terminus of peptides and proteins""",Verified ORF
6047,ERV25_ERG5_MTX_Fluconazole_avg_logratio_Fitness_minus_ref,-0.0014519058421968,-0.0096351766842532,0.99231777248496,1.0,10,129078,0.0158113343364441,0.150906556420172,0.916613329717198,YJL156C_NFR/NDR,,,Promoter,Promoter,stable,Promoter
332,ERV25_ERG5_MTX_Fluconazole_avg_logratio_Fitness_minus_ref,0.0014253537319224,0.0095813529106484,0.992360685424076,1.0,2,154160,0.0023510177053967,0.14899678151307,0.987419629598842,YBL034C,STU1,SGDID:S000000130,ORF,Verified ORF,"""Microtubule plus-end-tracking non-motor protein; binds to MTs ; stabilizing interpolar MT plus ends ; facilitating polymerization of spindle MTs and producing an outward force on spindle poles; required for structural integrity of the mitotic spindle; binds detached kinetochores (KTs) and promotes capture; relocalizes to MTs and stabilizes the spindle once captured KTs reach a spindle pole; localizes to the spindle ; spindles poles ; and detached KTs; CLASP family member homologous to human CLASP1/2""",Verified ORF
5550,ERV25_ERG5_MTX_Fluconazole_avg_logratio_Fitness_minus_ref,-0.0013566149920973,-0.0095400782436706,0.992393593151683,1.0,9,91111,-0.001356614992094,0.142519445538538,0.992410583291925,YIL137C,TMA108,SGDID:S000001399,ORF,Verified ORF,"""Ribosome-associated ; nascent chain binding factor; binds N-terminal region of nascent peptides during translation; recognizes target proteins via its putative metallopeptidase peptide-binding pocket""",Verified ORF
5755,ERV25_ERG5_MTX_Fluconazole_avg_logratio_Fitness_minus_ref,0.0013630519790712,0.0091799550053795,0.992680715030542,1.0,9,255025,-0.0008577827688892,0.148785854810246,0.995403304361538,YIL054W,YIL054W,SGDID:S000001316,Close to 3'-UTR,Close to 3'-UTR,"""Protein of unknown function; expressed at both mRNA and protein levels""",Uncharacterized ORF
1931,ERV25_ERG5_MTX_Fluconazole_avg_logratio_Fitness_minus_ref,0.0013363764838785,0.0091337160544776,0.992717580853581,1.0,4,620206,0.0038628235842892,0.146573856303738,0.978989787951024,YDR088C,SLU7,SGDID:S000002495,Close to 3'-UTR,Close to 3'-UTR,"""RNA splicing factor; required for ATP-independent portion of 2nd catalytic step of spliceosomal RNA splicing; interacts with Prp18p; contains zinc knuckle domain""",Verified ORF
1139,ERV25_ERG5_MTX_Fluconazole_avg_logratio_Fitness_minus_ref,-0.0017162141235939,-0.0090828160166068,0.992758162929662,1.0,3,242447,0.002981776794726,0.188512102228722,0.987388979795504,YCR072C_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
1447,ERV25_ERG5_MTX_Fluconazole_avg_logratio_Fitness_minus_ref,0.0012727956611188,0.0088720090418095,0.992926237359156,1.0,4,179480,0.0034582448336817,0.143776029477366,0.980823923871751,YDL154W,MSH5,SGDID:S000002313,ORF,Verified ORF,"""Protein of the MutS family; forms a dimer with Msh4p that facilitates crossovers between homologs during meiosis; msh5-Y823H mutation confers tolerance to DNA alkylating agents; homologs present in C. elegans and humans""",Verified ORF
6398,ERV25_ERG5_MTX_Fluconazole_avg_logratio_Fitness_minus_ref,-0.0012515390852783,-0.0086923143207664,0.993069506528871,1.0,10,583848,-0.0012515390862037,0.144304024477356,0.993084986981577,YJR084W,YJR084W,SGDID:S000003844,ORF,Verified ORF,"""Protein that forms a complex with Thp3p; may have a role in transcription elongation and/or mRNA splicing; identified as a COP9 signalosome component but phenotype and interactions suggest it may not be involved with the signalosome""",Verified ORF
8701,ERV25_ERG5_MTX_Fluconazole_avg_logratio_Fitness_minus_ref,-0.0012461658823098,-0.0086827535996914,0.993077129221956,1.0,13,380640,-0.0021717009164449,0.143834853883632,0.987962069857472,YMR053C,STB2,SGDID:S000004657,ORF,Verified ORF,"""Protein that interacts with Sin3p in a two-hybrid assay; part of a large protein complex with Sin3p and Stb1p; STB2 has a paralog ; STB6 ; that arose from the whole genome duplication""",Verified ORF
990,ERV25_ERG5_MTX_Fluconazole_avg_logratio_Fitness_minus_ref,-0.0014475583403669,-0.0086267383666229,0.993121789770893,1.0,3,84735,0.0237211178734233,0.167237696441515,0.887286722552345,YCLWdelta2b_NFR/NDR,,,Promoter,Promoter,,Promoter
1353,ERV25_ERG5_MTX_Fluconazole_avg_logratio_Fitness_minus_ref,-0.0012145777224819,-0.0084778327736804,0.993240511251282,1.0,4,112969,-0.0025881225100313,0.143579609902845,0.985628537570883,YDL194W,SNF3,SGDID:S000002353,ORF,Verified ORF,"""Plasma membrane low glucose sensor ; regulates glucose transport; high affinity sensor that contains 12 predicted transmembrane segments and a long C-terminal tail required for induction of hexose transporters; also senses fructose and mannose; SNF3 has a paralog ; RGT2 ; that arose from the whole genome duplication""",Verified ORF
8742,ERV25_ERG5_MTX_Fluconazole_avg_logratio_Fitness_minus_ref,0.0011857506379378,0.0081689838127986,0.993486755035868,1.0,13,413778,0.0014755145581955,0.145445375737803,0.991911488666194,YMR074C_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
1465,ERV25_ERG5_MTX_Fluconazole_avg_logratio_Fitness_minus_ref,-0.0011578172405809,-0.0081265171586859,0.993520613543304,1.0,4,193943,-0.0009720742401892,0.142791607962079,0.994572174533941,YDL146W,LDB17,SGDID:S000002305,ORF,Verified ORF,"""Protein involved in the regulation of endocytosis; transiently recruited to actin cortical patches in a SLA1-dependent manner after late coat component assembly; GFP-fusion protein localizes to the periphery ; cytoplasm ; bud ; and bud neck""",Verified ORF
7551,ERV25_ERG5_MTX_Fluconazole_avg_logratio_Fitness_minus_ref,-0.001265479002304,-0.0080613743785737,0.993572551665512,1.0,12,131008,-0.0046964222486325,0.157191343676687,0.97618194972082,YLL010C_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
7770,ERV25_ERG5_MTX_Fluconazole_avg_logratio_Fitness_minus_ref,-0.001145314624608,-0.0080356545736611,0.993593057988083,1.0,12,369873,-0.0010983170005214,0.142846900883916,0.993869652686479,YLR110C,CCW12,SGDID:S000004100,ORF,Verified ORF,"""Cell wall mannoprotein; plays a role in maintenance of newly synthesized areas of cell wall; localizes to periphery of small buds ; septum region of larger buds ; and shmoo tip; CCW12 has a paralog ; YDR134C ; that arose from the whole genome duplication""",Verified ORF
1133,ERV25_ERG5_MTX_Fluconazole_avg_logratio_Fitness_minus_ref,0.0011400073532725,0.0080055360043642,0.993617071437578,1.0,3,234438,0.0010906895511988,0.142720605569246,0.993906838048265,YCR067C,SED4,SGDID:S000000663,ORF,Verified ORF,"""Integral ER membrane protein that stimulates Sar1p GTPase activity; involved in COPII vesicle budding through disassociation of coat proteins from membranes onto liposomes; binds Sec16p; SED4 has a paralog ; SEC12 ; that arose from the whole genome duplication""",Verified ORF
11585,ERV25_ERG5_MTX_Fluconazole_avg_logratio_Fitness_minus_ref,0.0012706773823036,0.0079951269698439,0.993625370532498,1.0,16,455737,0.0020137553646751,0.159286432187667,0.989920272018445,YPL055C,LGE1,SGDID:S000005976,Close to 3'-UTR,Close to 3'-UTR,"""Protein involved in histone H2B ubiquitination; acts as cofactor for Bre1p; null mutant forms abnormally large cells ; and homozygous diploid null mutant displays delayed premeiotic DNA synthesis and reduced efficiency of meiotic nuclear division""",Verified ORF
8965,ERV25_ERG5_MTX_Fluconazole_avg_logratio_Fitness_minus_ref,-0.0011525543171198,-0.0079494293478314,0.993661805130455,1.0,13,649552,-0.0012861579500744,0.145284743218392,0.992941684033899,ARS1325,ARS1325,SGDID:S000118376,Other features,Replication,"""Autonomously Replicating Sequence""",ARS
1362,ERV25_ERG5_MTX_Fluconazole_avg_logratio_Fitness_minus_ref,0.0011498006482143,0.0079005707866376,0.993700759951872,1.0,4,121955,-0.0001602038211179,0.145818696228367,0.99912402429775,YDL189W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
6397,ERV25_ERG5_MTX_Fluconazole_avg_logratio_Fitness_minus_ref,-0.001130487449491,-0.0078277055709766,0.993758855253116,1.0,10,583742,-0.0005156869688371,0.144728449777326,0.997159048542187,YJR084W,YJR084W,SGDID:S000003844,ORF,Verified ORF,"""Protein that forms a complex with Thp3p; may have a role in transcription elongation and/or mRNA splicing; identified as a COP9 signalosome component but phenotype and interactions suggest it may not be involved with the signalosome""",Verified ORF
5278,ERV25_ERG5_MTX_Fluconazole_avg_logratio_Fitness_minus_ref,0.0010932622036819,0.0076001069026148,0.993940319461676,1.0,8,411809,0.0004260246377051,0.144169198351059,0.997643898009041,YHR156C,LIN1,SGDID:S000001199,ORF,Verified ORF,"""Non-essential component of U5 snRNP; nuclear protein; physically interacts with Irr1p of cohesin complex; may link together proteins involved in chromosome segregation ; mRNA splicing and DNA replication""",Verified ORF
9868,ERV25_ERG5_MTX_Fluconazole_avg_logratio_Fitness_minus_ref,-0.0010210787471702,-0.0071393579982308,0.994307675092341,1.0,14,719053,0.0003834893192167,0.143337210669524,0.997866825948792,YNR051C_NFR/NDR,,,Promoter,Promoter,stable,Promoter
9238,ERV25_ERG5_MTX_Fluconazole_avg_logratio_Fitness_minus_ref,-0.0009847693853693,-0.0069132044755096,0.99448798800399,1.0,13,902431,-0.0008256967815255,0.142765677672391,0.995388663227961,YMR314W,PRE5,SGDID:S000004931,Close to 3'-UTR,Close to 3'-UTR,"""Alpha 6 subunit of the 20S proteasome; protein abundance increases in response to DNA replication stress""",Verified ORF
2797,ERV25_ERG5_MTX_Fluconazole_avg_logratio_Fitness_minus_ref,-0.0036120992595108,-0.0066539419567872,0.994694699169061,1.0,5,21355,0.242360989940898,0.510581275518174,0.635311011025846,XUT_5F-7_NFR/NDR,,,Promoter,Promoter,,Promoter
9341,ERV25_ERG5_MTX_Fluconazole_avg_logratio_Fitness_minus_ref,0.0009620636929594,0.0065366493188618,0.994788217231896,1.0,14,124765,0.0027883626251772,0.14749870764829,0.984928114524477,YNL273W,TOF1,SGDID:S000005217,ORF,Verified ORF,"""Subunit of a replication-pausing checkpoint complex; Tof1p-Mrc1p-Csm3p acts at the stalled replication fork to promote sister chromatid cohesion after DNA damage ; facilitating gap repair of damaged DNA; interacts with the MCM helicase; relocalizes to the cytosol in response to hypoxia""",Verified ORF
1108,ERV25_ERG5_MTX_Fluconazole_avg_logratio_Fitness_minus_ref,0.0009043645339799,0.0063465338789865,0.994939797465859,1.0,3,210757,0.0008083003929288,0.142815301067732,0.995487385725011,XUT_3F-99,,,Unstable transcript,XUT,ncRNA_UNB,Unstable transcript
11407,ERV25_ERG5_MTX_Fluconazole_avg_logratio_Fitness_minus_ref,0.0008885131540998,0.0062090802253812,0.995049390241517,1.0,16,263635,-0.0001065888155209,0.14341484958044,0.999407415944091,YPL153C,RAD53,SGDID:S000006074,ORF,Verified ORF,"""DNA damage response kinase; signal transduction pathway component required for DNA damage and replication checkpoints ; promoting cell cycle arrest and DNA repair; role in initiation of DNA replication; inhibits gene gating through NPC protein phosphorylation ; to promote fork stability; activates downstream kinase Dun1p; senses mtDNA depletion and mitochondrial ROS; relocalizes to cytosol under hypoxia; contains two FHA domains; human homolog CHEK2 implicated in breast cancer complements the null""",Verified ORF
10756,ERV25_ERG5_MTX_Fluconazole_avg_logratio_Fitness_minus_ref,0.0008783844051802,0.006176155448413,0.995075641414373,1.0,15,767955,0.0010093261249397,0.142539642982117,0.994354210312623,YOR228C,MCP1,SGDID:S000005754,Close to 3'-UTR,Close to 3'-UTR,"""Mitochondrial protein of unknown function involved in lipid homeostasis; integral membrane protein that localizes to the mitochondrial outer membrane; involved in mitochondrial morphology; interacts genetically with MDM10 ; and other members of the ERMES complex; contains five predicted transmembrane domains""",Verified ORF
2607,ERV25_ERG5_MTX_Fluconazole_avg_logratio_Fitness_minus_ref,0.000879610490241,0.0061673690143679,0.995082646905374,1.0,4,1411853,0.0008982832562396,0.142941846787268,0.994989471496035,YDR476C,YDR476C,SGDID:S000002884,Close to 3'-UTR,Close to 3'-UTR,"""Putative protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to the endoplasmic reticulum; YDR476C is not an essential gene""",Uncharacterized ORF
4494,ERV25_ERG5_MTX_Fluconazole_avg_logratio_Fitness_minus_ref,0.0008901393494942,0.0061461121683359,0.99509959515271,1.0,7,703750,0.001213118362741,0.145125822497159,0.993335218768863,YGR108W,CLB1,SGDID:S000003340,ORF,Verified ORF,"""B-type cyclin involved in cell cycle progression; activates Cdc28p to promote the transition from G2 to M phase; accumulates during G2 and M ; then targeted via a destruction box motif for ubiquitin-mediated degradation by the proteasome; CLB1 has a paralog ; CLB2 ; that arose from the whole genome duplication""",Verified ORF
2587,ERV25_ERG5_MTX_Fluconazole_avg_logratio_Fitness_minus_ref,-0.0008812683035016,-0.0060847781177182,0.995148497276875,1.0,4,1385147,0.0010049822827784,0.14514240645319,0.994479313396924,YDR461W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
891,ERV25_ERG5_MTX_Fluconazole_avg_logratio_Fitness_minus_ref,-0.0008958267038124,-0.005910030157273,0.995287825309023,1.0,3,550,0.002911035351913,0.151762727998245,0.984707160291585,TEL03L,TEL03L,SGDID:S000028871,Other features,Telomere,"""Telomeric region on the left arm of Chromosome III; composed of an X element core sequence ; X element combinatorial repeats ; and a terminal stretch of telomeric repeats""",reverse complement
6042,ERV25_ERG5_MTX_Fluconazole_avg_logratio_Fitness_minus_ref,-0.0008238570289554,-0.0055962647613714,0.99553799348177,1.0,10,119720,0.0046959894379436,0.14745259805589,0.974611704017503,YJL160C,PIR5,SGDID:S000003696,Close to 3'-UTR,Close to 3'-UTR,"""Putative protein of unknown function; member of the PIR (Proteins with Internal Repeats) family of cell wall proteins; SWAT-GFP fusion protein localizes to the endoplasmic reticulum and vacuole ; and mCherry fusion localizes to the vacuole; non-essential gene that is required for sporulation; mRNA is weakly cell cycle regulated ; peaking in mitosis; YJL160C has a paralog ; PIR1 ; that arose from the whole genome duplication""",Uncharacterized ORF
10340,ERV25_ERG5_MTX_Fluconazole_avg_logratio_Fitness_minus_ref,-0.000785787930315,-0.005441395712064,0.995661472230593,1.0,15,311056,-0.0007966621706186,0.14472140062148,0.995610937890764,YOL009C,MDM12,SGDID:S000005369,Close to 3'-UTR,Close to 3'-UTR,"""Mitochondrial outer membrane protein ; ERMES complex subunit; required for transmission of mitochondria to daughter cells; required for mitophagy; may influence import and assembly of outer membrane beta-barrel proteins; ERMES complex is often co-localized with peroxisomes and with concentrated areas of pyruvate dehydrogenase""",Verified ORF
8816,ERV25_ERG5_MTX_Fluconazole_avg_logratio_Fitness_minus_ref,-0.0007369981302296,-0.005149916787474,0.995893871774214,1.0,13,509524,0.0005835193082609,0.143425131347826,0.996756146283157,YMR120C_NFR/NDR,,,Promoter,Promoter,stable,Promoter
