SNP,gene,EFFECTSIZE,t-stat,P,FDR,CHR,BP,Effect,SE,ERG11_PIS1_MTX_noDrug_avg_logratio_Fitness_minus_ref.GLM,locus_id,GENE,sgd_id,snps_class_up,snps_class_down,description,genome_annotations
7870,ERG11_PIS1_MTX_noDrug_avg_logratio_Fitness_minus_ref,-0.0027372337135879,-0.019095204205485,0.984775884800654,1.0,12,460659,-0.0027372337136632,0.143686602615742,0.984811959363089,NTS1-2,NTS1-2,SGDID:S000029714,Other features,Mating-related region,"""Non-transcribed region of the rDNA repeat between the 3' ETS and RDN5; required for rDNA repeat expansion""",reverse complement
8713,ERG11_PIS1_MTX_noDrug_avg_logratio_Fitness_minus_ref,-0.0028929698471723,-0.0189990041502206,0.984852573353217,1.0,13,391504,-0.0013071184219815,0.152563070017597,0.993168868028054,YMR058W,FET3,SGDID:S000004662,Close to 3'-UTR,Close to 3'-UTR,"""Ferro-O2-oxidoreductase; multicopper oxidase that oxidizes ferrous (Fe2+) to ferric iron (Fe3+) for subsequent cellular uptake by transmembrane permease Ftr1p; required for high-affinity iron uptake and involved in mediating resistance to copper ion toxicity ; belongs to class of integral membrane multicopper oxidases; protein abundance increases in response to DNA replication stress""",Verified ORF
1300,ERG11_PIS1_MTX_noDrug_avg_logratio_Fitness_minus_ref,-0.003254818051371,-0.0188973136096406,0.984933638951827,1.0,4,68911,0.00749545288242,0.17127205420912,0.965117720669654,YDL217C_NFR/NDR,,,Promoter,Promoter,stable,Promoter
7239,ERG11_PIS1_MTX_noDrug_avg_logratio_Fitness_minus_ref,-0.002726858312635,-0.0188171083485244,0.98499757703965,1.0,11,467651,-0.0009639324888306,0.145250860589244,0.994708763236235,SUT238,,,Unstable transcript,SUT,ncRNA_UNB,Unstable transcript
7554,ERG11_PIS1_MTX_noDrug_avg_logratio_Fitness_minus_ref,-0.00293175004574,-0.0185146581471222,0.985238685376103,1.0,12,132130,0.0061703405833508,0.158277810291102,0.968924989364704,YLL008W,DRS1,SGDID:S000003931,ORF,Verified ORF,"""Nucleolar DEAD-box protein required for ribosome assembly and function; including synthesis of 60S ribosomal subunits; constituent of 66S pre-ribosomal particles""",Verified ORF
3894,ERG11_PIS1_MTX_noDrug_avg_logratio_Fitness_minus_ref,-0.0026860123148839,-0.0184520474377083,0.985288597775903,1.0,7,34423,-0.0030441244615463,0.145907443141495,0.983366415422749,YNCG0001C,RME3,SGDID:S000144910,Non-coding RNA,ncRNA gene,"ncRNA_gene ; ""Antisense transcript that represses the meiosis-specific ZIP2 gene; expressed in haploid cells under sporulation inducing conditions; regulates ZIP2 in a cis-dependent manner; RME3 is repressed by the MAT a1/alpha2 complex in diploid cells""",ncRNA_gene
5197,ERG11_PIS1_MTX_noDrug_avg_logratio_Fitness_minus_ref,-0.0026486772672077,-0.0183991002620404,0.985330806584124,1.0,8,359104,-0.0026851091483147,0.144298202885837,0.985164288604023,YHRWdelta9,YHRWdelta9,SGDID:S000007008,Other features,LTR,"""Ty1 LTR""",long_terminal_repeat
2995,ERG11_PIS1_MTX_noDrug_avg_logratio_Fitness_minus_ref,-0.0039158695720174,-0.0182669968851115,0.985436117878582,1.0,5,159027,-0.141444186275703,0.198481638296125,0.47654484233136,YER003C,PMI40,SGDID:S000000805,Close to 3'-UTR,Close to 3'-UTR,"""Mannose-6-phosphate isomerase; catalyzes the interconversion of fructose-6-P and mannose-6-P; required for early steps in protein mannosylation""",Verified ORF
2357,ERG11_PIS1_MTX_noDrug_avg_logratio_Fitness_minus_ref,-0.0025762291492146,-0.0179187556511527,0.9857137330062,1.0,4,1071689,-0.002402358412403,0.144113577070455,0.986709380631339,YDR303C_NFR/NDR,,,Promoter,Promoter,stable,Promoter
11081,ERG11_PIS1_MTX_noDrug_avg_logratio_Fitness_minus_ref,0.0026954805977294,0.0177812085278305,0.985823384953725,1.0,16,24980,-0.0010613373495807,0.151931352567805,0.994430259142023,YPL273W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
8824,ERG11_PIS1_MTX_noDrug_avg_logratio_Fitness_minus_ref,0.0025457823908258,0.017663561233708,0.985917173060461,1.0,13,513927,0.0031286871828847,0.144466336880779,0.982733912947737,YMR123W,PKR1,SGDID:S000004730,ORF,Verified ORF,"""V-ATPase assembly factor; functions with other V-ATPase assembly factors in the ER to efficiently assemble the V-ATPase membrane sector (V0); protein abundance increases in response to DNA replication stress""",Verified ORF
6507,ERG11_PIS1_MTX_noDrug_avg_logratio_Fitness_minus_ref,0.0025125911785809,0.0173106077412366,0.986198547803759,1.0,10,683971,0.0036526652710848,0.14548775456729,0.979984328244154,ACS_10_683926_+_NFR/NDR,,,Promoter,Promoter,,Promoter
3278,ERG11_PIS1_MTX_noDrug_avg_logratio_Fitness_minus_ref,0.0025764378144824,0.0171232335199754,0.986347923352047,1.0,5,492146,0.0025764378144826,0.150821268180079,0.986380273631007,YER159C_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
2543,ERG11_PIS1_MTX_noDrug_avg_logratio_Fitness_minus_ref,0.0024642404406415,0.0170239390724641,0.986427081514827,1.0,4,1335020,0.002725570750581,0.145089172730647,0.985022844864283,YDR436W,PPZ2,SGDID:S000002844,ORF,Verified ORF,"""Serine/threonine protein phosphatase Z ; isoform of Ppz1p; involved in regulation of potassium transport ; which affects osmotic stability ; cell cycle progression ; and halotolerance""",Verified ORF
10820,ERG11_PIS1_MTX_noDrug_avg_logratio_Fitness_minus_ref,-0.002538548669146,-0.0167290657238556,0.98666215720484,1.0,15,825065,0.0007465549438294,0.151984702690571,0.996083549570686,CUT389_NFR/NDR,,,Promoter,Promoter,,Promoter
7240,ERG11_PIS1_MTX_noDrug_avg_logratio_Fitness_minus_ref,0.0024309101908062,0.0166823785015422,0.986699376786234,1.0,11,467666,0.003708623831978,0.146043355871056,0.97975505214454,SUT238,,,Unstable transcript,SUT,ncRNA_UNB,Unstable transcript
955,ERG11_PIS1_MTX_noDrug_avg_logratio_Fitness_minus_ref,0.00234673374695,0.0163256268419551,0.986983784195906,1.0,3,56674,0.0023483829532775,0.144086285761706,0.987005502824696,YCL038C_NFR/NDR,,,Promoter,Promoter,stable,Promoter
6284,ERG11_PIS1_MTX_noDrug_avg_logratio_Fitness_minus_ref,-0.0026461233813897,-0.0161479136483475,0.987125460260012,1.0,10,424346,-0.0026461233798365,0.164256428278643,0.987155968405558,YJL006C_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
10113,ERG11_PIS1_MTX_noDrug_avg_logratio_Fitness_minus_ref,-0.0022885772872991,-0.0158435421481627,0.987368111484582,1.0,15,109676,-0.0023569745659562,0.144787161196368,0.987021093750943,YOL110W,SHR5,SGDID:S000005470,ORF,Verified ORF,"""Palmitoyltransferase subunit; this complex adds a palmitoyl lipid moiety to heterolipidated substrates such as Ras1p and Ras2p through a thioester linkage; palmitoylation is required for Ras2p membrane localization; Palmitoyltransferase is composed of Shr5p and Erf2""",Verified ORF
1010,ERG11_PIS1_MTX_noDrug_avg_logratio_Fitness_minus_ref,-0.0024183095746141,-0.0155203708645905,0.987625751567298,1.0,3,101685,0.0036363797070992,0.156108137156077,0.981428935990098,YCL014W,BUD3,SGDID:S000000520,Close to 3'-UTR,Close to 3'-UTR,"""Guanine nucleotide exchange factor (GEF) for Cdc42p; activates Cdc42p in early G1 ; accounting for the first stage of biphasic activation ; with Cdc24p accounting for the second stage in late G1; involved in the Cdc42p-mediated assembly of the axial landmark that dictates the site for the next round of budding ; resulting in the axial budding pattern observed in haploids; localizes with septins to the bud neck contractile ring in mitosis""",Verified ORF
9043,ERG11_PIS1_MTX_noDrug_avg_logratio_Fitness_minus_ref,-0.0022138894637316,-0.0153061632442195,0.987796523857936,1.0,13,708814,-0.0017431974007862,0.144977904553327,0.990413352800754,YMR219W,ESC1,SGDID:S000004832,ORF,Verified ORF,"""Protein involved in telomeric silencing; required for quiescent cell telomere hypercluster localization at nuclear membrane vicinity; interacts with PAD4-domain of Sir4p""",Verified ORF
5261,ERG11_PIS1_MTX_noDrug_avg_logratio_Fitness_minus_ref,0.0091346455438747,0.0147366431729517,0.988250563856293,1.0,8,391951,0.120346994664553,0.581131306252646,0.836058290485952,YHR146W,CRP1,SGDID:S000001189,Close to 3'-UTR,Close to 3'-UTR,"""Protein that binds to cruciform DNA structures; CRP1 has a paralog ; MDG1 ; that arose from the whole genome duplication""",Verified ORF
9866,ERG11_PIS1_MTX_noDrug_avg_logratio_Fitness_minus_ref,-0.0027300156933685,-0.0146985513444066,0.988280932043871,1.0,14,716675,-0.0134229395348762,0.184792972048381,0.942135551335118,YNR051C,BRE5,SGDID:S000005334,Close to 3'-UTR,Close to 3'-UTR,"""Ubiquitin protease cofactor; forms deubiquitination complex with Ubp3p that coregulates anterograde and retrograde transport between the ER and Golgi compartments ; deubiquitinating COPII and COPI vesicle coat constituents ; Sec23p and Sec27p; involved along with Ubp3p in the steady-state retention of Golgi membrane proteins ; such as glycosyltransferases; null is sensitive to brefeldin A""",Verified ORF
8862,ERG11_PIS1_MTX_noDrug_avg_logratio_Fitness_minus_ref,0.0021400224599972,0.0145868556386098,0.98836998001067,1.0,13,540762,-0.0006405684851695,0.14703976030217,0.996526543274233,YMR135C,GID8,SGDID:S000004742,Close to 3'-UTR,Close to 3'-UTR,"""Subunit of GID Complex ; binds strongly to central component Vid30p; GID Complex is involved in proteasome-dependent catabolite inactivation of fructose-1,6-bisphosphatase; recruits Rmd5p ; Fyv10 and Vid28p to GID Complex; contains LisH ; CTLH ; and CRA domains that mediate binding to Vid30p (LisH) and Rmd5p and Vid28p (CTLH and CRA); dosage-dependent regulator of START""",Verified ORF
1594,ERG11_PIS1_MTX_noDrug_avg_logratio_Fitness_minus_ref,0.0021108596893765,0.0145407005726465,0.988406776586727,1.0,4,292985,0.002127265735432,0.145505399887616,0.988343729768234,YDL092W,SRP14,SGDID:S000002250,ORF,Verified ORF,"""Signal recognition particle (SRP) subunit; interacts with the RNA component of SRP to form the Alu domain ; which is the region of SRP responsible for arrest of nascent chain elongation during membrane targeting; homolog of mammalian SRP14""",Verified ORF
9345,ERG11_PIS1_MTX_noDrug_avg_logratio_Fitness_minus_ref,0.0020757137582721,0.0143268035336902,0.988577303772933,1.0,14,129960,0.0023925608842604,0.145219376879828,0.986864360702345,YNL271C,BNI1,SGDID:S000005215,ORF,Verified ORF,"""Formin; polarisome component; nucleates the formation of linear actin filaments ; involved in cell processes such as budding and mitotic spindle orientation which require the formation of polarized actin cables; recruited to the division site in a Glc7p/Ref2p dependent manner following release of Bnr1p; functionally redundant with BNR1""",Verified ORF
11431,ERG11_PIS1_MTX_noDrug_avg_logratio_Fitness_minus_ref,0.0021202876178615,0.0143065485303073,0.988593451890673,1.0,16,275336,-0.0028132254590324,0.148485286656424,0.984894762779146,YPL147W,PXA1,SGDID:S000006068,ORF,Verified ORF,"""Subunit of heterodimeric peroxisomal ABC transport complex ; with Pxa2p; required for import of long-chain fatty acids into peroxisomes; similar to human adrenoleukodystrophy transporters ABCD1and ABCD2 ; and ALD-related proteins; mutations in ABCD1 cause X-linked adrenoleukodystrophy (X-ALD) ; a peroxisomal disorder; human ABCD1 and ABCD2 can each partially complement yeast pxa1 pxa2 double null mutant""",Verified ORF
7218,ERG11_PIS1_MTX_noDrug_avg_logratio_Fitness_minus_ref,0.0021046319404316,0.0142647523122583,0.98862677356126,1.0,11,452711,-0.0015442866838499,0.147829013051499,0.991671000887735,YKR008W,RSC4,SGDID:S000001716,ORF,Verified ORF,"""Component of the RSC chromatin remodeling complex; found in close proximity to nucleosomal DNA; displaced from the surface of nucleosomal DNA after chromatin remodeling; acetylated (K25) by Gcn5p ; altering replication stress tolerance; contains tandem bromodomains that recognize histone H3 acetylated on K14 (H3K14ac) by Gcn5p""",Verified ORF
11629,ERG11_PIS1_MTX_noDrug_avg_logratio_Fitness_minus_ref,0.0020925531864725,0.0142535057133524,0.988635739817628,1.0,16,511956,0.0030735891049985,0.147115853758801,0.983343370070405,YPL021W,ECM23,SGDID:S000005942,Close to 3'-UTR,Close to 3'-UTR,"""Non-essential protein of unconfirmed function; affects pre-rRNA processing ; may act as a negative regulator of the transcription of genes involved in pseudohyphal growth; homologous to Srd1p""",Verified ORF
4969,ERG11_PIS1_MTX_noDrug_avg_logratio_Fitness_minus_ref,-0.0020590957862374,-0.0141674207594069,0.988704370370645,1.0,8,119122,-0.0020590957861037,0.145684873321317,0.988731137580365,YHR006W,STP2,SGDID:S000001048,ORF,Verified ORF,"""Transcription factor; activated by proteolytic processing in response to signals from the SPS sensor system for external amino acids; activates transcription of amino acid permease genes; STP2 has a paralog ; STP1 ; that arose from the whole genome duplication""",Verified ORF
1712,ERG11_PIS1_MTX_noDrug_avg_logratio_Fitness_minus_ref,-0.0020287884900678,-0.0139674123286664,0.988863825843441,1.0,4,434351,-0.0013127023587019,0.145587455553634,0.992810993167719,tT(AGU)D_NFR/NDR,,,Promoter,Promoter,,Promoter
6097,ERG11_PIS1_MTX_noDrug_avg_logratio_Fitness_minus_ref,-0.0029156214816557,-0.0138193763707309,0.988981846874778,1.0,10,197423,0.0781525423390237,0.197341360578918,0.69232423823415,YJLWsigma1,YJLWsigma1,SGDID:S000007035,Other features,LTR,"""Ty3 LTR""",long_terminal_repeat
4401,ERG11_PIS1_MTX_noDrug_avg_logratio_Fitness_minus_ref,-0.0020142424244697,-0.0137739803315641,0.989018038720561,1.0,7,620294,-0.0041237540297414,0.146574216448895,0.977570984701997,YGR065C,VHT1,SGDID:S000003297,Close to 3'-UTR,Close to 3'-UTR,"""High-affinity plasma membrane H+-biotin (vitamin H) symporter; mutation results in fatty acid auxotrophy; 12 transmembrane domain containing major facilitator subfamily member; mRNA levels negatively regulated by iron deprivation and biotin""",Verified ORF
11308,ERG11_PIS1_MTX_noDrug_avg_logratio_Fitness_minus_ref,0.0019903402883118,0.0137539384154822,0.989034017080729,1.0,16,171729,0.0009005223304043,0.145047465666532,0.995049899326465,YPL200W,CSM4,SGDID:S000006121,ORF,Verified ORF,"""Protein required for accurate chromosome segregation during meiosis; involved in meiotic telomere clustering (bouquet formation) and telomere-led rapid prophase movements; functions with meiosis-specific telomere-binding protein Ndj1p; CSM4 has a paralog ; MPS2 ; that arose from the whole genome duplication""",Verified ORF
11309,ERG11_PIS1_MTX_noDrug_avg_logratio_Fitness_minus_ref,0.0019902431455483,0.0136189592909145,0.98914162891575,1.0,16,171822,0.0009378670530227,0.146463192947831,0.994894452825516,YPL200W,CSM4,SGDID:S000006121,ORF,Verified ORF,"""Protein required for accurate chromosome segregation during meiosis; involved in meiotic telomere clustering (bouquet formation) and telomere-led rapid prophase movements; functions with meiosis-specific telomere-binding protein Ndj1p; CSM4 has a paralog ; MPS2 ; that arose from the whole genome duplication""",Verified ORF
7738,ERG11_PIS1_MTX_noDrug_avg_logratio_Fitness_minus_ref,0.0020284087394562,0.0136150103891776,0.989144777172697,1.0,12,327439,-0.0031818490063559,0.149298175716788,0.983008779148849,YLR093C,NYV1,SGDID:S000004083,Close to 3'-UTR,Close to 3'-UTR,"""v-SNARE component of the vacuolar SNARE complex; involved in vesicle fusion; inhibits ATP-dependent Ca(2+) transport activity of Pmc1p in the vacuolar membrane""",Verified ORF
5585,ERG11_PIS1_MTX_noDrug_avg_logratio_Fitness_minus_ref,-0.0019368380546141,-0.0133734523887771,0.989337359305849,1.0,9,127022,-0.0001615029777995,0.145169408339469,0.999112970985874,YIL124W,AYR1,SGDID:S000001386,ORF,Verified ORF,"""Bifunctional triacylglycerol lipase and 1-acyl DHAP reductase; NADPH-dependent 1-acyl dihydroxyacetone phosphate reductase involved in phosphatidic acid biosynthesis; lipid droplet triacylglycerol lipase involved in mobilization of non-polar lipids; found in lipid particles ; endoplasmic reticulum and mitochondrial outer membrane; forms NADPH-regulated channel in mitochondrial outer membrane; required for spore germination; role in cell wall biosynthesis; capable of metabolizing steroid hormones""",Verified ORF
1301,ERG11_PIS1_MTX_noDrug_avg_logratio_Fitness_minus_ref,-0.0022140196010688,-0.0131036369181768,0.98955247044625,1.0,4,69269,-0.0022140195994619,0.16936291250364,0.989577228161776,YDL216C,RRI1,SGDID:S000002375,ORF,Verified ORF,"""Catalytic subunit of the COP9 signalosome (CSN) complex; acts as an isopeptidase in cleaving the ubiquitin-like protein Nedd8 from SCF ubiquitin ligases; metalloendopeptidase involved in the adaptation to pheromone signaling; involved in modulation of genes controlling amino acid and lipid metabolism ; and ergosterol biosynthesis""",Verified ORF
3725,ERG11_PIS1_MTX_noDrug_avg_logratio_Fitness_minus_ref,-0.0019017683947671,-0.013093670335359,0.989560416347048,1.0,6,115037,-0.0016727862981702,0.145586272283862,0.990838998771887,YFL010W-A,AUA1,SGDID:S000001955,ORF,Verified ORF,"""Protein required for the negative regulation by ammonia of Gap1p; Gap1p is a general amino acid permease""",Verified ORF
7830,ERG11_PIS1_MTX_noDrug_avg_logratio_Fitness_minus_ref,0.0018898093779538,0.0130540585578913,0.989591997016399,1.0,12,419261,0.0018898093779585,0.145111271106543,0.989616661068151,YLR138W,NHA1,SGDID:S000004128,ORF,Verified ORF,"""Na+/H+ antiporter; involved in sodium and potassium efflux through the plasma membrane; required for alkali cation tolerance at acidic pH""",Verified ORF
6796,ERG11_PIS1_MTX_noDrug_avg_logratio_Fitness_minus_ref,0.0018385176865599,0.0127917656626925,0.989801111628308,1.0,11,33534,0.0016212443933393,0.144066990392373,0.991027627428662,YKL213C,DOA1,SGDID:S000001696,ORF,Verified ORF,"""WD-repeat protein involved in ubiquitin-mediated protein degradation; Ub-binding protein with a role in Ub homeostasis; substrate-recruiting adaptor for Cdc48p in mitochondria-associated degradation; inhibits degradation of Ufd2p-dependent substrates; facilitates proteolysis of Cse4p ; a centromeric H3-like protein; required for ribophagy; promotes NHEJ in postdiauxic/stationary phase; protein increases in abundance and relocalizes from nucleus to nuclear periphery upon DNA replication stress""",Verified ORF
1014,ERG11_PIS1_MTX_noDrug_avg_logratio_Fitness_minus_ref,0.0020076788217147,0.012707376357814,0.989868391667087,1.0,3,114371,0.0203284789999814,0.157843687735865,0.897598213782336,ARS308,ARS308,SGDID:S000028485,Other features,Replication,"""Autonomously Replicating Sequence on Chromosome III""",ARS
6076,ERG11_PIS1_MTX_noDrug_avg_logratio_Fitness_minus_ref,-0.0017669655689428,-0.012270848344667,0.990216418212331,1.0,10,173737,-0.0015399080357006,0.144337092145666,0.991493692869231,YJL129C,TRK1,SGDID:S000003665,ORF,Verified ORF,"""Component of the Trk1p-Trk2p potassium transport system; 180 kDa high affinity potassium transporter; phosphorylated in vivo and interacts physically with the phosphatase Ppz1p ; suggesting Trk1p acitivy is regulated by phosphorylation; TRK1 has a paralog ; TRK2 ; that arose from the whole genome duplication""",Verified ORF
11639,ERG11_PIS1_MTX_noDrug_avg_logratio_Fitness_minus_ref,0.0018222831722436,0.0120852695434341,0.990364373431737,1.0,16,522323,0.0015737006400816,0.151040843556024,0.991692844746772,YPL016W,SWI1,SGDID:S000005937,ORF,Verified ORF,"""Subunit of the SWI/SNF chromatin remodeling complex; regulates transcription by remodeling chromatin; required for transcription of many genes ; including ADH1 ; ADH2 ; GAL1 ; HO ; INO1 and SUC2; self-assembles to form [SWI+] prion and to alter expression pattern; human homolog ARID1A is a candidate tumor suppressor gene in breast cancer""",Verified ORF
1223,ERG11_PIS1_MTX_noDrug_avg_logratio_Fitness_minus_ref,0.0017503800650493,0.0119832965768072,0.990445672906142,1.0,3,299701,0.0011598143935112,0.146392786341731,0.993683205493764,C:298606-300831,,,Intergenic region,Intergenic region,between YCR098C and YCR099C,Intergenic region
4405,ERG11_PIS1_MTX_noDrug_avg_logratio_Fitness_minus_ref,0.0017365791972481,0.0118117931409779,0.990582406812387,1.0,7,624442,0.0050720163701056,0.147342519615048,0.972559056748964,YGR067C,YGR067C,SGDID:S000003299,ORF,Uncharacterized ORF,"""Putative protein of unknown function; contains a zinc finger motif similar to that of Adr1p""",Uncharacterized ORF
3826,ERG11_PIS1_MTX_noDrug_avg_logratio_Fitness_minus_ref,-0.0018226490308553,-0.0115818989411165,0.990765694140853,1.0,6,253516,-0.0007898955325064,0.157622163564156,0.996004390490401,YFR052C-A,YFR052C-A,SGDID:S000028768,ORF,Dubious ORF,"""Dubious open reading frame; unlikely to encode a functional protein ; based on available experimental and comparative sequence data; overlaps ORF HXK1/YFR053C""",Dubious ORF
4486,ERG11_PIS1_MTX_noDrug_avg_logratio_Fitness_minus_ref,0.0016503513378216,0.0114008910082238,0.990910006349463,1.0,7,688776,0.0008774470016036,0.145096203191457,0.995178361131593,YGR099W,TEL2,SGDID:S000003331,ORF,Verified ORF,"""Subunit of the ASTRA complex ; involved in chromatin remodeling; subunit of the telomere cap complex DNA-binding protein specific to single-stranded yeast telomeric DNA repeats ; required for telomere length regulation and telomere position effect; involved in the stability or biogenesis of PIKKs such as TORC1""",Verified ORF
7697,ERG11_PIS1_MTX_noDrug_avg_logratio_Fitness_minus_ref,-0.0016307982946578,-0.0113374802471441,0.990960561922717,1.0,12,281400,-0.0020139832859769,0.144181896409282,0.98886312221528,YLR073C,RFU1,SGDID:S000004063,ORF,Verified ORF,"""Protein that inhibits Doa4p deubiquitinating activity; contributes to ubiquitin homeostasis by regulating the conversion of free ubiquitin chains to ubiquitin monomers by Doa4p; GFP-fusion protein localizes to endosomes""",Verified ORF
4766,ERG11_PIS1_MTX_noDrug_avg_logratio_Fitness_minus_ref,-0.0017318139861656,-0.0113121413877411,0.990980763875633,1.0,7,989736,-0.0070527664730243,0.15342554846874,0.963361225109697,YGR249W,MGA1,SGDID:S000003481,Close to 3'-UTR,Close to 3'-UTR,"""Protein similar to heat shock transcription factor; multicopy suppressor of pseudohyphal growth defects of ammonium permease mutants""",Verified ORF
2898,ERG11_PIS1_MTX_noDrug_avg_logratio_Fitness_minus_ref,0.0016866954431586,0.0112504285592739,0.991029965785243,1.0,5,72069,0.0042237689805686,0.150209455743056,0.97758297476424,YEL043W,GTA1,SGDID:S000000769,ORF,Verified ORF,"""Protein of unknown function; proposed role in Golgi vesicle trafficking based on phenotypic profile ; presence of a coiled-coil domain often associated with vesicle tethering proteins ; and interaction profile process enrichment; may interact with ribosomes ; based on co-purification studies; localizes to the ER and cell periphery in HTP studies; contains fibronectin type III domain fold""",Verified ORF
2152,ERG11_PIS1_MTX_noDrug_avg_logratio_Fitness_minus_ref,-0.0016158039896615,-0.0110161121664935,0.99121677999256,1.0,4,855191,-0.0042685671890989,0.146985246455195,0.976848472497972,YDR200C,VPS64,SGDID:S000002608,ORF,Verified ORF,"""Protein required for cytoplasm to vacuole targeting of proteins; forms a complex with Far3p and Far7p to Far11p involved in recovery from pheromone-induced cell cycle arrest; mutant has increased aneuploidy tolerance; VPS64 has a paralog ; FAR10 ; that arose from the whole genome duplication""",Verified ORF
10358,ERG11_PIS1_MTX_noDrug_avg_logratio_Fitness_minus_ref,0.0015774666290358,0.010970546162912,0.991253108607786,1.0,15,343921,0.0012461987416257,0.144131823030319,0.993106266503769,YOR008C-A,YOR008C-A,SGDID:S000006431,Close to 3'-UTR,Close to 3'-UTR,"""Putative protein of unknown function; includes a potential transmembrane domain; deletion results in slightly lengthened telomeres; SWAT-GFP and mCherry fusion proteins localize to the endoplasmic reticulum and vacuole respectively""",Uncharacterized ORF
4995,ERG11_PIS1_MTX_noDrug_avg_logratio_Fitness_minus_ref,0.001466922550011,0.0102086260147637,0.991860570794278,1.0,8,144266,0.0014669225501461,0.144035184675408,0.991879859384696,YHR020W,YHR020W,SGDID:S000001062,ORF,Verified ORF,"""Prolyl-tRNA synthetase; N-terminal domain shows weak homology to prokaryotic posttransfer editing domain ; but does not possess posttransfer editing activity; may interact with ribosomes ; based on co-purification experiments""",Verified ORF
11204,ERG11_PIS1_MTX_noDrug_avg_logratio_Fitness_minus_ref,-0.0014715064249692,-0.0102076865407976,0.991861319819218,1.0,16,87193,-0.0016738235011202,0.144498502420824,0.990764316039147,YPL244C,HUT1,SGDID:S000006165,ORF,Verified ORF,"""Protein with a role in UDP-galactose transport to the Golgi lumen; has similarity to human UDP-galactose transporter UGTrel1 ; exhibits a genetic interaction with S. cerevisiae ERO1""",Verified ORF
1541,ERG11_PIS1_MTX_noDrug_avg_logratio_Fitness_minus_ref,-0.0015995991457826,-0.0102069981264956,0.991861868679011,1.0,4,275108,-0.0018779486917421,0.157031609929136,0.99046504284374,YDL104C,QRI7,SGDID:S000002262,Close to 3'-UTR,Close to 3'-UTR,"""Protein involved in threonylcarbamoyl adenosine biosynthesis; Sua5p and Qri7p are necessary and sufficient for RNA t6A modification in vitro; highly conserved mitochondrial protein; essential for t6A modification of mitochondrial tRNAs that decode ANN codons; similar to Kae1p and E. coli YgjD ; both of which are also required for tRNA t6A modification; when directed to the cytoplasm ; complements the essential function of Kae1p in the KEOPS complex""",Verified ORF
8383,ERG11_PIS1_MTX_noDrug_avg_logratio_Fitness_minus_ref,-0.0015162159437144,-0.0101697791710897,0.991891542658801,1.0,12,1032630,0.005036193862324,0.149373977823114,0.973123205211831,YLR450W,HMG2,SGDID:S000004442,ORF,Verified ORF,"""HMG-CoA reductase; converts HMG-CoA to mevalonate ; a rate-limiting step in sterol biosynthesis; one of two isozymes; overproduction induces assembly of peripheral ER membrane arrays and short nuclear-associated membrane stacks; forms foci at nuclear periphery upon DNA replication stress; HMG2 has a paralog ; HMG1 ; that arose from the whole genome duplication; human homolog HMGCR can complement yeast hmg2 mutant""",Verified ORF
9242,ERG11_PIS1_MTX_noDrug_avg_logratio_Fitness_minus_ref,-0.0014140253314769,-0.0098502728946915,0.99214627951995,1.0,13,909590,-0.0013658618289354,0.143892300993082,0.992431755424167,YMR317W,YMR317W,SGDID:S000004936,ORF,Uncharacterized ORF,"""Putative protein of unknown function; has some similarity to sialidase from Trypanosoma; YMR317W is not an essential gene""",Uncharacterized ORF
4481,ERG11_PIS1_MTX_noDrug_avg_logratio_Fitness_minus_ref,0.0014040570435882,0.0096753417160307,0.992285749483496,1.0,7,678429,0.0013863080915448,0.145450426763356,0.992400751399354,CUT152,,,Unstable transcript,CUT,ncRNA_STM,Unstable transcript
7851,ERG11_PIS1_MTX_noDrug_avg_logratio_Fitness_minus_ref,0.0014370615411758,0.0096245138746319,0.992326273791618,1.0,12,441632,0.0022705400752686,0.149649813656945,0.98790324820483,CUT263,,,Unstable transcript,CUT,ncRNA_UNB,Unstable transcript
4648,ERG11_PIS1_MTX_noDrug_avg_logratio_Fitness_minus_ref,0.0028030340301905,0.0095515943854331,0.992384411488014,1.0,7,876951,-0.0971194768075758,0.253352283808523,0.701700157232978,YGR189C,CRH1,SGDID:S000003421,ORF,Verified ORF,"""Chitin transglycosylase; functions in the transfer of chitin to beta(1-6) and beta(1-3) glucans in the cell wall; similar and functionally redundant to Utr2; localizes to sites of polarized growth; expression induced by cell wall stress""",Verified ORF
839,ERG11_PIS1_MTX_noDrug_avg_logratio_Fitness_minus_ref,-0.0013657008287991,-0.0094820234053648,0.992439879502425,1.0,2,777253,-0.0020220722102132,0.144371373501734,0.988833069298588,YBR287W,YBR287W,SGDID:S000000491,ORF,Uncharacterized ORF,"""Protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to the ER; YBR287W is not an essential gene""",Uncharacterized ORF
11588,ERG11_PIS1_MTX_noDrug_avg_logratio_Fitness_minus_ref,0.0013495538700997,0.0094011567181768,0.992504353479547,1.0,16,463609,0.0014156450865755,0.143892299630002,0.992155914934907,YPL049C,DIG1,SGDID:S000005970,ORF,Verified ORF,"""MAP kinase-responsive inhibitor of the Ste12p transcription factor; involved in the regulation of mating-specific genes and the invasive growth pathway; related regulators Dig1p and Dig2p bind to Ste12p; DIG1 has a paralog ; DIG2 ; that arose from the whole genome duplication""",Verified ORF
