SNP,CHR,BP,gene,EFFECTSIZE,Effect,P,FDR,locus_id,GENE,snps_class_up,snps_class_down,PPI,DRUG,-log10_P,LD_b075,LD_b050,PPI_SNP,PPI_block
1008,3,98535,HNM1_TPO4_noMTX_noDrug_avg_logratio_Fitness_minus_ref,-0.321472894869771,-0.324202329361139,1.91254106240447e-06,0.0013229671768843,YCL014W,BUD3,ORF,Verified ORF,HNM1_TPO4,noDrug,5.718389231738144,1007_1008_1009_1010_1011,1006_1007_1008_1009_1010_1011_1012_1013_1014_1015,HNM1_TPO4-1008,HNM1_TPO4-1007_1008_1009_1010_1011
1012,3,105429,HNM1_TPO4_noMTX_noDrug_avg_logratio_Fitness_minus_ref,-0.265422296342188,-0.265422296343026,4.95105810216783e-05,0.0251626206769053,YCL009C,ILV6,ORF,Verified ORF,HNM1_TPO4,noDrug,4.305301977061202,1012,1006_1007_1008_1009_1010_1011_1012_1013_1014_1015,HNM1_TPO4-1012,HNM1_TPO4-1012
1075,3,187956,HNM1_TPO4_noMTX_noDrug_avg_logratio_Fitness_minus_ref,-0.325906307670578,-0.324528257474966,2.67188345512873e-07,0.0002106357337999,YCR033W,SNT1,ORF,Verified ORF,HNM1_TPO4,noDrug,6.573182489272224,1073_1074_1075_1076_1077_1078_1079_1080_1081_1082_1083,1059_1060_1061_1062_1063_1064_1065_1066_1067_1068_1069_1070_1071_1072_1073_1074_1075_1076_1077_1078_1079_1080_1081_1082_1083_1084_1085_1086_1087_1088_1089_1090_1091_1092_1093,HNM1_TPO4-1075,HNM1_TPO4-1073_1074_1075_1076_1077_1078_1079_1080_1081_1082_1083
1093,3,198615,HNM1_TPO4_noMTX_noDrug_avg_logratio_Fitness_minus_ref,-0.322779040048135,-0.321832512059292,1.62179257678681e-07,0.0001317724982253,YCR038C,BUD5,ORF,Verified ORF,HNM1_TPO4,noDrug,6.790004691750844,1084_1085_1086_1087_1088_1089_1090_1091_1092_1093,1059_1060_1061_1062_1063_1064_1065_1066_1067_1068_1069_1070_1071_1072_1073_1074_1075_1076_1077_1078_1079_1080_1081_1082_1083_1084_1085_1086_1087_1088_1089_1090_1091_1092_1093,HNM1_TPO4-1093,HNM1_TPO4-1084_1085_1086_1087_1088_1089_1090_1091_1092_1093
1097,3,204897,HNM1_TPO4_noMTX_noDrug_avg_logratio_Fitness_minus_ref,-0.249202234782004,-0.247955187592228,6.19215581923653e-05,0.0304204241396293,YCR042C,TAF2,ORF,Verified ORF,HNM1_TPO4,noDrug,4.208158123613415,1095_1096_1097_1098,1095_1096_1097_1098,HNM1_TPO4-1097,HNM1_TPO4-1095_1096_1097_1098
7168,11,398143,HNM1_TPO4_noMTX_noDrug_avg_logratio_Fitness_minus_ref,0.242742103061356,0.2428994524032,0.000106625615338,0.047897121098573,YKL021C,MAK11,ORF,Verified ORF,HNM1_TPO4,noDrug,3.972138449497323,7167_7168_7169,7167_7168_7169_7170_7171,HNM1_TPO4-7168,HNM1_TPO4-7167_7168_7169
10782,15,789915,HUG1_ADE17_noMTX_noDrug_avg_logratio_Fitness_minus_ref,0.225548764203495,0.225691492058569,5.12515981029054e-05,0.0259152769546753,YOR242C_NFR/NDR,,Promoter,Promoter,HUG1_ADE17,noDrug,4.290292588097525,10779_10780_10781_10782_10783,10778_10779_10780_10781_10782_10783_10784_10785_10786_10787_10788_10789_10790_10791_10792_10793_10794_10795_10796_10797_10798_10799_10800_10801_10802_10803_10804_10805_10806_10807_10808_10809_10810_10811_10812_10813_10814,HUG1_ADE17-10782,HUG1_ADE17-10779_10780_10781_10782_10783
695,2,593045,HUG1_ALO1_noMTX_noDrug_avg_logratio_Fitness_minus_ref,-0.243951449842877,-0.243879479759088,2.07024631963463e-05,0.0116339156815272,YBR181C_NFR/NDR,,Promoter,Promoter,HUG1_ALO1,noDrug,4.683977978748953,692_693_694_695_696_697_698_699,692_693_694_695_696_697_698_699_700_701_702_703_704,HUG1_ALO1-695,HUG1_ALO1-692_693_694_695_696_697_698_699
1002,3,92556,HUG1_ALO1_noMTX_noDrug_avg_logratio_Fitness_minus_ref,-0.253896751906283,-0.248031869140983,9.28616335928315e-05,0.0427681987689255,YCLWdelta2b_NFR/NDR,,Promoter,Promoter,HUG1_ALO1,noDrug,4.0321636806298695,1002_1003,1002_1003_1004,HUG1_ALO1-1002,HUG1_ALO1-1002_1003
8458,13,56990,HUG1_ALO1_noMTX_noDrug_avg_logratio_Fitness_minus_ref,0.501311777556427,0.497348845680154,1.09164789620529e-05,0.0065429535001462,YML106W,URA5,ORF,Verified ORF,HUG1_ALO1,noDrug,4.961917417852517,8458,8457_8458,HUG1_ALO1-8458,HUG1_ALO1-8458
8460,13,58847,HUG1_ALO1_noMTX_noDrug_avg_logratio_Fitness_minus_ref,0.528765980145645,0.485109662896305,5.55812907087468e-07,0.0004166355711996,YML105C_NFR/NDR,,Promoter,Promoter,HUG1_ALO1,noDrug,6.255071372254978,8460,8460_8461_8462_8463_8464_8465_8466,HUG1_ALO1-8460,HUG1_ALO1-8460
8461,13,60008,HUG1_ALO1_noMTX_noDrug_avg_logratio_Fitness_minus_ref,0.488360250033791,0.388274058579237,2.73150287724747e-06,0.0018407423014473,YML104C,MDM1,ORF,Verified ORF,HUG1_ALO1,noDrug,5.563598337682058,8461,8460_8461_8462_8463_8464_8465_8466,HUG1_ALO1-8461,HUG1_ALO1-8461
8462,13,60048,HUG1_ALO1_noMTX_noDrug_avg_logratio_Fitness_minus_ref,0.545441037010009,0.517449368791333,1.37818861581313e-07,0.0001129990680911,YML104C,MDM1,ORF,Verified ORF,HUG1_ALO1,noDrug,6.860691341788881,8462,8460_8461_8462_8463_8464_8465_8466,HUG1_ALO1-8462,HUG1_ALO1-8462
8463,13,61764,HUG1_ALO1_noMTX_noDrug_avg_logratio_Fitness_minus_ref,0.447722611905082,0.42720508903767,3.37832823336983e-05,0.018016175599775,YML104C,MDM1,ORF,Verified ORF,HUG1_ALO1,noDrug,4.47129815730613,8463,8460_8461_8462_8463_8464_8465_8466,HUG1_ALO1-8463,HUG1_ALO1-8463
8475,13,71887,HUG1_ALO1_noMTX_noDrug_avg_logratio_Fitness_minus_ref,0.356601841137298,0.356619065311082,1.99482573281612e-05,0.0112600379287663,YML100W,TSL1,ORF,Verified ORF,HUG1_ALO1,noDrug,4.700095038113609,8471_8472_8473_8474_8475_8476,8468_8469_8470_8471_8472_8473_8474_8475_8476_8477_8478_8479_8480_8481_8482_8483_8484_8485_8486_8487_8488_8489_8490_8491_8492_8493_8494_8495_8496_8497_8498_8499_8500_8501_8502_8503_8504_8505_8506_8507_8508_8509_8510_8511_8512_8513_8514_8515_8516_8517_8518,HUG1_ALO1-8475,HUG1_ALO1-8471_8472_8473_8474_8475_8476
8483,13,75864,HUG1_ALO1_noMTX_noDrug_avg_logratio_Fitness_minus_ref,0.31949367992985,0.315281302251927,1.90314336193234e-05,0.0107897920289289,YML099C,ARG81,ORF,Verified ORF,HUG1_ALO1,noDrug,4.720528495501193,8477_8478_8479_8480_8481_8482_8483_8484_8485_8486_8487_8488,8468_8469_8470_8471_8472_8473_8474_8475_8476_8477_8478_8479_8480_8481_8482_8483_8484_8485_8486_8487_8488_8489_8490_8491_8492_8493_8494_8495_8496_8497_8498_8499_8500_8501_8502_8503_8504_8505_8506_8507_8508_8509_8510_8511_8512_8513_8514_8515_8516_8517_8518,HUG1_ALO1-8483,HUG1_ALO1-8477_8478_8479_8480_8481_8482_8483_8484_8485_8486_8487_8488
8508,13,88764,HUG1_ALO1_noMTX_noDrug_avg_logratio_Fitness_minus_ref,0.278793739594342,0.275410662773226,4.60571291314813e-05,0.0236649730781398,YML091C,RPM2,ORF,Verified ORF,HUG1_ALO1,noDrug,4.336703136306947,8508_8509,8468_8469_8470_8471_8472_8473_8474_8475_8476_8477_8478_8479_8480_8481_8482_8483_8484_8485_8486_8487_8488_8489_8490_8491_8492_8493_8494_8495_8496_8497_8498_8499_8500_8501_8502_8503_8504_8505_8506_8507_8508_8509_8510_8511_8512_8513_8514_8515_8516_8517_8518,HUG1_ALO1-8508,HUG1_ALO1-8508_8509
8510,13,89247,HUG1_ALO1_noMTX_noDrug_avg_logratio_Fitness_minus_ref,0.293595690687441,0.270240329650194,1.75639422973461e-05,0.0100462093586691,YML091C,RPM2,ORF,Verified ORF,HUG1_ALO1,noDrug,4.7553779983488695,8510,8468_8469_8470_8471_8472_8473_8474_8475_8476_8477_8478_8479_8480_8481_8482_8483_8484_8485_8486_8487_8488_8489_8490_8491_8492_8493_8494_8495_8496_8497_8498_8499_8500_8501_8502_8503_8504_8505_8506_8507_8508_8509_8510_8511_8512_8513_8514_8515_8516_8517_8518,HUG1_ALO1-8510,HUG1_ALO1-8510
8515,13,92384,HUG1_ALO1_noMTX_noDrug_avg_logratio_Fitness_minus_ref,0.265193965302163,0.265633258475353,4.82442599774372e-05,0.0246329515649503,YML088W,UFO1,ORF,Verified ORF,HUG1_ALO1,noDrug,4.316554350888423,8513_8514_8515,8468_8469_8470_8471_8472_8473_8474_8475_8476_8477_8478_8479_8480_8481_8482_8483_8484_8485_8486_8487_8488_8489_8490_8491_8492_8493_8494_8495_8496_8497_8498_8499_8500_8501_8502_8503_8504_8505_8506_8507_8508_8509_8510_8511_8512_8513_8514_8515_8516_8517_8518,HUG1_ALO1-8515,HUG1_ALO1-8513_8514_8515
1011,3,101814,HUG1_PGM2_noMTX_noDrug_avg_logratio_Fitness_minus_ref,-0.249019083177455,-0.250351608798114,4.88705593132445e-06,0.0031310171248722,YCL012C_NFR/NDR,,Promoter,Promoter,HUG1_PGM2,noDrug,5.310952690534633,1007_1008_1009_1010_1011,1006_1007_1008_1009_1010_1011_1012_1013_1014_1015,HUG1_PGM2-1011,HUG1_PGM2-1007_1008_1009_1010_1011
8462,13,60048,HUG1_PGM2_noMTX_noDrug_avg_logratio_Fitness_minus_ref,0.387964720200456,0.359361180020446,2.95401935512826e-05,0.0160046297130968,YML104C,MDM1,ORF,Verified ORF,HUG1_PGM2,noDrug,4.529586663459458,8462,8460_8461_8462_8463_8464_8465_8466,HUG1_PGM2-8462,HUG1_PGM2-8462
984,3,80444,MID2_MAM33_noMTX_noDrug_avg_logratio_Fitness_minus_ref,-0.241205684793088,-0.240634177583873,3.35677215972666e-05,0.017916561634248,YCL024W,KCC4,ORF,Verified ORF,MID2_MAM33,noDrug,4.474078135407183,982_983_984,982_983_984,MID2_MAM33-984,MID2_MAM33-982_983_984
1002,3,92556,MID2_MAM33_noMTX_noDrug_avg_logratio_Fitness_minus_ref,-0.278237941024661,-0.270796429083096,2.09029746010655e-06,0.0014370155700632,YCLWdelta2b_NFR/NDR,,Promoter,Promoter,MID2_MAM33,noDrug,5.6797919071470515,1002_1003,1002_1003_1004,MID2_MAM33-1002,MID2_MAM33-1002_1003
1004,3,92716,MID2_MAM33_noMTX_noDrug_avg_logratio_Fitness_minus_ref,-0.265400114085438,-0.231856790728675,1.4355452025313e-05,0.0083921451503548,YCL018W,LEU2,Close to 3'-UTR,Close to 3'-UTR,MID2_MAM33,noDrug,4.842983127862122,1004,1002_1003_1004,MID2_MAM33-1004,MID2_MAM33-1004
1276,4,48267,MID2_MAM33_noMTX_noDrug_avg_logratio_Fitness_minus_ref,1.16662139276413,0.301978485182069,2.80011667887266e-05,0.0152704436640552,YDL227C_NFR/NDR,,Promoter,Promoter,MID2_MAM33,noDrug,4.552823871538216,1276,1276,MID2_MAM33-1276,MID2_MAM33-1276
982,3,79867,MID2_PIN2_noMTX_noDrug_avg_logratio_Fitness_minus_ref,-0.225912397311078,-0.226465226030934,3.93677353076248e-05,0.0206292232833283,YCL024W,KCC4,ORF,Verified ORF,MID2_PIN2,noDrug,4.404859567980692,982_983_984,982_983_984,MID2_PIN2-982,MID2_PIN2-982_983_984
990,3,84735,MID2_PIN2_noMTX_noDrug_avg_logratio_Fitness_minus_ref,-0.257472778925357,-0.255532944377138,6.74920430126049e-06,0.004213519619195,YCLWdelta2b_NFR/NDR,,Promoter,Promoter,MID2_PIN2,noDrug,5.170747425382516,990,990,MID2_PIN2-990,MID2_PIN2-990
992,3,84780,MID2_PIN2_noMTX_noDrug_avg_logratio_Fitness_minus_ref,-0.262793390265571,-0.240855708868151,4.65418061679361e-05,0.0238843548142254,YCLWdelta2b_NFR/NDR,,Promoter,Promoter,MID2_PIN2,noDrug,4.33215676686907,992,992,MID2_PIN2-992,MID2_PIN2-992
1002,3,92556,MID2_PIN2_noMTX_noDrug_avg_logratio_Fitness_minus_ref,-0.230841758293999,-0.220103243606886,3.96277517600192e-05,0.0207480180904769,YCLWdelta2b_NFR/NDR,,Promoter,Promoter,MID2_PIN2,noDrug,4.402000566220305,1002_1003,1002_1003_1004,MID2_PIN2-1002,MID2_PIN2-1002_1003
1004,3,92716,MID2_PIN2_noMTX_noDrug_avg_logratio_Fitness_minus_ref,-0.237683145908996,-0.220788739837603,4.78636006228637e-05,0.0244686819880265,YCL018W,LEU2,Close to 3'-UTR,Close to 3'-UTR,MID2_PIN2,noDrug,4.319994633933562,1004,1002_1003_1004,MID2_PIN2-1004,MID2_PIN2-1004
1006,3,95493,MID2_PIN2_noMTX_noDrug_avg_logratio_Fitness_minus_ref,-0.224927699401086,-0.221346074648858,5.12515489181749e-05,0.0259152769546753,YCL016C,DCC1,ORF,Verified ORF,MID2_PIN2,noDrug,4.290293004878038,1006,1006_1007_1008_1009_1010_1011_1012_1013_1014_1015,MID2_PIN2-1006,MID2_PIN2-1006
1010,3,101685,MID2_PIN2_noMTX_noDrug_avg_logratio_Fitness_minus_ref,-0.226661924835511,-0.226767027180751,1.6885582849632e-05,0.0097087358633636,YCL014W,BUD3,Close to 3'-UTR,Close to 3'-UTR,MID2_PIN2,noDrug,4.772483943970814,1007_1008_1009_1010_1011,1006_1007_1008_1009_1010_1011_1012_1013_1014_1015,MID2_PIN2-1010,MID2_PIN2-1007_1008_1009_1010_1011
4414,7,631440,MID2_PIN2_noMTX_noDrug_avg_logratio_Fitness_minus_ref,-0.201251390142217,-0.195804988347024,0.00010524075708,0.0474089628223348,YGR070W,ROM1,Close to 3'-UTR,Close to 3'-UTR,MID2_PIN2,noDrug,3.977816036351408,4414_4415_4416_4417,4409_4410_4411_4412_4413_4414_4415_4416_4417,MID2_PIN2-4414,MID2_PIN2-4414_4415_4416_4417
984,3,80444,MID2_RSN1_noMTX_noDrug_avg_logratio_Fitness_minus_ref,-0.241516930259701,-0.240649761551714,5.06027027179146e-05,0.0256392058785275,YCL024W,KCC4,ORF,Verified ORF,MID2_RSN1,noDrug,4.2958262866358945,982_983_984,982_983_984,MID2_RSN1-984,MID2_RSN1-982_983_984
1002,3,92556,MID2_RSN1_noMTX_noDrug_avg_logratio_Fitness_minus_ref,-0.286860842457629,-0.282504032448687,1.77935194998157e-06,0.0012366735991024,YCLWdelta2b_NFR/NDR,,Promoter,Promoter,MID2_RSN1,noDrug,5.749738141394829,1002_1003,1002_1003_1004,MID2_RSN1-1002,MID2_RSN1-1002_1003
1004,3,92716,MID2_RSN1_noMTX_noDrug_avg_logratio_Fitness_minus_ref,-0.276038681950059,-0.250143691807621,1.0456455045392e-05,0.0062881490768212,YCL018W,LEU2,Close to 3'-UTR,Close to 3'-UTR,MID2_RSN1,noDrug,4.9806155253316255,1004,1002_1003_1004,MID2_RSN1-1004,MID2_RSN1-1004
1009,3,100583,MID2_RSN1_noMTX_noDrug_avg_logratio_Fitness_minus_ref,-0.223723741316481,-0.223786062029747,9.32300817340027e-05,0.0429008774852185,YCL014W,BUD3,ORF,Verified ORF,MID2_RSN1,noDrug,4.03044393503679,1007_1008_1009_1010_1011,1006_1007_1008_1009_1010_1011_1012_1013_1014_1015,MID2_RSN1-1009,MID2_RSN1-1007_1008_1009_1010_1011
8668,13,331755,MID2_RSN1_noMTX_noDrug_avg_logratio_Fitness_minus_ref,0.215863132113157,0.214014030999658,8.41250719655177e-05,0.0393741861870395,YMR030W,RSF1,ORF,Verified ORF,MID2_RSN1,noDrug,4.075074551246851,8664_8665_8666_8667_8668,8664_8665_8666_8667_8668,MID2_RSN1-8668,MID2_RSN1-8664_8665_8666_8667_8668
8671,13,338431,MID2_RSN1_noMTX_noDrug_avg_logratio_Fitness_minus_ref,0.212031636057704,0.211017519899968,7.6801199044677e-05,0.0364890162133765,YMR030W-A,YMR030W-A,Close to 3'-UTR,Close to 3'-UTR,MID2_RSN1,noDrug,4.114631999572371,8671_8672_8673_8674_8675_8676_8677_8678_8679_8680,8670_8671_8672_8673_8674_8675_8676_8677_8678_8679_8680_8681_8682,MID2_RSN1-8671,MID2_RSN1-8671_8672_8673_8674_8675_8676_8677_8678_8679_8680
8908,13,588576,MID2_RSN1_noMTX_noDrug_avg_logratio_Fitness_minus_ref,0.299302228793634,0.29310700753441,7.64385772988942e-05,0.0363473846262735,YMR164C,MSS11,ORF,Verified ORF,MID2_RSN1,noDrug,4.116687404780154,8907_8908,8907_8908,MID2_RSN1-8908,MID2_RSN1-8907_8908
1002,3,92556,MID2_TPO2_noMTX_noDrug_avg_logratio_Fitness_minus_ref,-0.255532825688751,-0.246295695157908,6.08519015425055e-05,0.0299737895089141,YCLWdelta2b_NFR/NDR,,Promoter,Promoter,MID2_TPO2,noDrug,4.215725846086109,1002_1003,1002_1003_1004,MID2_TPO2-1002,MID2_TPO2-1002_1003
1276,4,48267,MID2_TPO2_noMTX_noDrug_avg_logratio_Fitness_minus_ref,1.19778547208991,0.26201610040593,7.16990598161892e-05,0.0344393270489809,YDL227C_NFR/NDR,,Promoter,Promoter,MID2_TPO2,noDrug,4.144486539162299,1276,1276,MID2_TPO2-1276,MID2_TPO2-1276
984,3,80444,MID2_TPO4_noMTX_noDrug_avg_logratio_Fitness_minus_ref,-0.222225496237767,-0.221013060943347,4.42933723237185e-05,0.0228861747921643,YCL024W,KCC4,ORF,Verified ORF,MID2_TPO4,noDrug,4.353661252977219,982_983_984,982_983_984,MID2_TPO4-984,MID2_TPO4-982_983_984
1002,3,92556,MID2_TPO4_noMTX_noDrug_avg_logratio_Fitness_minus_ref,-0.246399176290048,-0.23049088969173,7.31681446755721e-06,0.0045356724109986,YCLWdelta2b_NFR/NDR,,Promoter,Promoter,MID2_TPO4,noDrug,5.135677957230881,1002_1003,1002_1003_1004,MID2_TPO4-1002,MID2_TPO4-1002_1003
1004,3,92716,MID2_TPO4_noMTX_noDrug_avg_logratio_Fitness_minus_ref,-0.243825098691857,-0.219455384937826,2.05402399694509e-05,0.0115523082937155,YCL018W,LEU2,Close to 3'-UTR,Close to 3'-UTR,MID2_TPO4,noDrug,4.687394486892607,1004,1002_1003_1004,MID2_TPO4-1004,MID2_TPO4-1004
983,3,80341,PLM2_HNM1_noMTX_noDrug_avg_logratio_Fitness_minus_ref,-0.299058370576221,-0.297422202841747,5.1779414302415e-06,0.0032998415383372,YCL024W,KCC4,ORF,Verified ORF,PLM2_HNM1,noDrug,5.285842866351278,982_983_984,982_983_984,PLM2_HNM1-983,PLM2_HNM1-982_983_984
1002,3,92556,PLM2_HNM1_noMTX_noDrug_avg_logratio_Fitness_minus_ref,-0.322794202949668,-0.30466201702971,1.20553082023584e-06,0.0008612475360306,YCLWdelta2b_NFR/NDR,,Promoter,Promoter,PLM2_HNM1,noDrug,5.918821682103403,1002_1003,1002_1003_1004,PLM2_HNM1-1002,PLM2_HNM1-1002_1003
1004,3,92716,PLM2_HNM1_noMTX_noDrug_avg_logratio_Fitness_minus_ref,-0.331063007006878,-0.301562526425911,1.72607287657936e-06,0.0012024395154416,YCL018W,LEU2,Close to 3'-UTR,Close to 3'-UTR,PLM2_HNM1,noDrug,5.762940871872187,1004,1002_1003_1004,PLM2_HNM1-1004,PLM2_HNM1-1004
1006,3,95493,PLM2_HNM1_noMTX_noDrug_avg_logratio_Fitness_minus_ref,-0.270956606473718,-0.268673004516144,4.07001402742903e-05,0.0212247354920873,YCL016C,DCC1,ORF,Verified ORF,PLM2_HNM1,noDrug,4.390404093962857,1006,1006_1007_1008_1009_1010_1011_1012_1013_1014_1015,PLM2_HNM1-1006,PLM2_HNM1-1006
1007,3,96560,PLM2_HNM1_noMTX_noDrug_avg_logratio_Fitness_minus_ref,-0.25499159692877,-0.253497202328875,8.20453013446283e-05,0.0385734724894975,YCL014W,BUD3,ORF,Verified ORF,PLM2_HNM1,noDrug,4.08594628552534,1007_1008_1009_1010_1011,1006_1007_1008_1009_1010_1011_1012_1013_1014_1015,PLM2_HNM1-1007,PLM2_HNM1-1007_1008_1009_1010_1011
1075,3,187956,PLM2_HNM1_noMTX_noDrug_avg_logratio_Fitness_minus_ref,-0.231403010956771,-0.229260493643697,0.0001117008356154,0.049707869534066,YCR033W,SNT1,ORF,Verified ORF,PLM2_HNM1,noDrug,3.951943577987347,1073_1074_1075_1076_1077_1078_1079_1080_1081_1082_1083,1059_1060_1061_1062_1063_1064_1065_1066_1067_1068_1069_1070_1071_1072_1073_1074_1075_1076_1077_1078_1079_1080_1081_1082_1083_1084_1085_1086_1087_1088_1089_1090_1091_1092_1093,PLM2_HNM1-1075,PLM2_HNM1-1073_1074_1075_1076_1077_1078_1079_1080_1081_1082_1083
1093,3,198615,PLM2_HNM1_noMTX_noDrug_avg_logratio_Fitness_minus_ref,-0.244465625873143,-0.245096874369915,2.65833564391681e-05,0.014592007541755,YCR038C,BUD5,ORF,Verified ORF,PLM2_HNM1,noDrug,4.575390185508356,1084_1085_1086_1087_1088_1089_1090_1091_1092_1093,1059_1060_1061_1062_1063_1064_1065_1066_1067_1068_1069_1070_1071_1072_1073_1074_1075_1076_1077_1078_1079_1080_1081_1082_1083_1084_1085_1086_1087_1088_1089_1090_1091_1092_1093,PLM2_HNM1-1093,PLM2_HNM1-1084_1085_1086_1087_1088_1089_1090_1091_1092_1093
7382,11,628767,PLM2_HNM1_noMTX_noDrug_avg_logratio_Fitness_minus_ref,0.246383063496747,0.246343226920417,2.04823856555965e-05,0.0115232384484634,YKR096W,ESL2,ORF,Verified ORF,PLM2_HNM1,noDrug,4.688619460942244,7377_7378_7379_7380_7381_7382_7383_7384_7385,7359_7360_7361_7362_7363_7364_7365_7366_7367_7368_7369_7370_7371_7372_7373_7374_7375_7376_7377_7378_7379_7380_7381_7382_7383_7384_7385_7386,PLM2_HNM1-7382,PLM2_HNM1-7377_7378_7379_7380_7381_7382_7383_7384_7385
2091,4,797405,PLM2_SNA3_noMTX_noDrug_avg_logratio_Fitness_minus_ref,-0.246726975353059,-0.246807948061374,6.24599412600182e-05,0.0306415335307812,YDR170C,SEC7,ORF,Verified ORF,PLM2_SNA3,noDrug,4.204398428534606,2086_2087_2088_2089_2090_2091,2068_2069_2070_2071_2072_2073_2074_2075_2076_2077_2078_2079_2080_2081_2082_2083_2084_2085_2086_2087_2088_2089_2090_2091_2092_2093_2094,PLM2_SNA3-2091,PLM2_SNA3-2086_2087_2088_2089_2090_2091
2094,4,802519,PLM2_SNA3_noMTX_noDrug_avg_logratio_Fitness_minus_ref,-0.24340834683269,-0.243450895412342,0.0001020600967845,0.0462409270759413,YDR170C_NFR/NDR,,Promoter,Promoter,PLM2_SNA3,noDrug,3.9911440241582614,2093_2094,2068_2069_2070_2071_2072_2073_2074_2075_2076_2077_2078_2079_2080_2081_2082_2083_2084_2085_2086_2087_2088_2089_2090_2091_2092_2093_2094,PLM2_SNA3-2094,PLM2_SNA3-2093_2094
700,2,599004,PMC1_CTR2_noMTX_noDrug_avg_logratio_Fitness_minus_ref,-0.286820871232171,-0.28480708251181,1.42793332597612e-05,0.0083528734760613,YBR184W,YBR184W,Close to 3'-UTR,Close to 3'-UTR,PMC1_CTR2,noDrug,4.84529207045667,700,692_693_694_695_696_697_698_699_700_701_702_703_704,PMC1_CTR2-700,PMC1_CTR2-700
982,3,79867,PMC1_CTR2_noMTX_noDrug_avg_logratio_Fitness_minus_ref,-0.368639222807255,-0.367818220464931,2.89293152361204e-08,2.58615620611054e-05,YCL024W,KCC4,ORF,Verified ORF,PMC1_CTR2,noDrug,7.538661846085647,982_983_984,982_983_984,PMC1_CTR2-982,PMC1_CTR2-982_983_984
990,3,84735,PMC1_CTR2_noMTX_noDrug_avg_logratio_Fitness_minus_ref,-0.349664293399241,-0.336428118553519,5.05350731837337e-07,0.0003812805728233,YCLWdelta2b_NFR/NDR,,Promoter,Promoter,PMC1_CTR2,noDrug,6.296407101027437,990,990,PMC1_CTR2-990,PMC1_CTR2-990
992,3,84780,PMC1_CTR2_noMTX_noDrug_avg_logratio_Fitness_minus_ref,-0.33119645108206,-0.298526256726546,2.59082509728889e-05,0.0142466195604758,YCLWdelta2b_NFR/NDR,,Promoter,Promoter,PMC1_CTR2,noDrug,4.5865619045927914,992,992,PMC1_CTR2-992,PMC1_CTR2-992
1002,3,92556,PMC1_CTR2_noMTX_noDrug_avg_logratio_Fitness_minus_ref,-0.405832675384167,-0.391562968055764,2.01634785866397e-09,2.03857351119697e-06,YCLWdelta2b_NFR/NDR,,Promoter,Promoter,PMC1_CTR2,noDrug,8.695434541638223,1002_1003,1002_1003_1004,PMC1_CTR2-1002,PMC1_CTR2-1002_1003
1004,3,92716,PMC1_CTR2_noMTX_noDrug_avg_logratio_Fitness_minus_ref,-0.41176890667933,-0.389223054327841,5.219291822081771e-09,5.04152424020831e-06,YCL018W,LEU2,Close to 3'-UTR,Close to 3'-UTR,PMC1_CTR2,noDrug,8.28238842010628,1004,1002_1003_1004,PMC1_CTR2-1004,PMC1_CTR2-1004
1006,3,95493,PMC1_CTR2_noMTX_noDrug_avg_logratio_Fitness_minus_ref,-0.348597578075049,-0.342909200261011,2.24188425842205e-07,0.0001786784383878,YCL016C,DCC1,ORF,Verified ORF,PMC1_CTR2,noDrug,6.6493868124485145,1006,1006_1007_1008_1009_1010_1011_1012_1013_1014_1015,PMC1_CTR2-1006,PMC1_CTR2-1006
1010,3,101685,PMC1_CTR2_noMTX_noDrug_avg_logratio_Fitness_minus_ref,-0.328452707876055,-0.332011153070541,2.83049344697881e-07,0.0002222254035731,YCL014W,BUD3,Close to 3'-UTR,Close to 3'-UTR,PMC1_CTR2,noDrug,6.548137846235751,1007_1008_1009_1010_1011,1006_1007_1008_1009_1010_1011_1012_1013_1014_1015,PMC1_CTR2-1010,PMC1_CTR2-1007_1008_1009_1010_1011
1276,4,48267,PMC1_CTR2_noMTX_noDrug_avg_logratio_Fitness_minus_ref,1.47467928508857,0.580978192996163,5.21468422031916e-06,0.0033204258521658,YDL227C_NFR/NDR,,Promoter,Promoter,PMC1_CTR2,noDrug,5.282771985516484,1276,1276,PMC1_CTR2-1276,PMC1_CTR2-1276
992,3,84780,PMC1_GTR2_noMTX_noDrug_avg_logratio_Fitness_minus_ref,-0.28906358580699,-0.249594880163198,1.10653699613177e-05,0.0066247553551637,YCLWdelta2b_NFR/NDR,,Promoter,Promoter,PMC1_GTR2,noDrug,4.956034061224044,992,992,PMC1_GTR2-992,PMC1_GTR2-992
1002,3,92556,PMC1_GTR2_noMTX_noDrug_avg_logratio_Fitness_minus_ref,-0.234220322514904,-0.217846649684967,4.44654541698335e-05,0.0229608016602755,YCLWdelta2b_NFR/NDR,,Promoter,Promoter,PMC1_GTR2,noDrug,4.351977267444905,1002_1003,1002_1003_1004,PMC1_GTR2-1002,PMC1_GTR2-1002_1003
1004,3,92716,PMC1_GTR2_noMTX_noDrug_avg_logratio_Fitness_minus_ref,-0.236414074028885,-0.206527584307444,7.55440626222987e-05,0.0359855338853016,YCL018W,LEU2,Close to 3'-UTR,Close to 3'-UTR,PMC1_GTR2,noDrug,4.12179966331306,1004,1002_1003_1004,PMC1_GTR2-1004,PMC1_GTR2-1004
