"","ORFs","Gene_names"
"2689","YJL115W","ASF1"
"2690","YJL112W","MDV1"
"2691","YJL111W","CCT7"
"2692","YJL110C","GZF3"
"2693","YJL109C","UTP10"
"2694","YJL108C","PRM10"
"2695","YJL106W","IME2"
"2696","YJL105W","SET4"
"2697","YJL104W","PAM16"
"2698","YJL103C","GSM1"
"2699","YJL102W","MEF2"
"2700","YJL101C","GSH1"
"2701","YJL100W","LSB6"
"2702","YJL099W","CHS6"
"2703","YJL098W","SAP185"
"2704","YJL097W","PHS1"
"2705","YJL096W","MRPL49"
"2706","YJL095W","BCK1"
"2707","YJL094C","KHA1"
"2708","YJL093C","TOK1"
"2709","YJL092W","SRS2"
"2710","YJL091C","GWT1"
"2711","YJL090C","DPB11"
"2712","YJL089W","SIP4"
"2713","YJL088W","ARG3"
"2714","YJL087C","TRL1"
"2715","YJL085W","EXO70"
"2716","YJL084C","ALY2"
"2717","YJL083W","TAX4"
"2718","YJL082W","IML2"
"2719","YJL081C","ARP4"
"2720","YJL080C","SCP160"
"2721","YJL079C","PRY1"
"2722","YJL078C","PRY3"
"2723","YJL077C","ICS3"
"2724","YJL076W","NET1"
"2725","YJL075C","APQ13"
"2726","YJL074C","SMC3"
"2727","YJL073W","JEM1"
"2728","YJL072C","PSF2"
"2729","YJL071W","ARG2"
"2730","YJL069C","UTP18"
"2731","YJL066C","MPM1"
"2732","YJL065C","DLS1"
"2733","YJL063C","MRPL8"
"2734","YJL062W-A","COA3"
"2735","YJL062W","LAS21"
"2736","YJL061W","NUP82"
"2737","YJL060W","BNA3"
"2738","YJL059W","YHC3"
"2739","YJL058C","BIT61"
"2740","YJL057C","IKS1"
"2741","YJL056C","ZAP1"
"2742","YJL054W","TIM54"
"2743","YJL053W","PEP8"
"2744","YJL052W","TDH1"
"2745","YJL051W","IRC8"
"2746","YJL050W","MTR4"
"2747","YJL049W","CHM7"
"2748","YJL048C","UBX6"
"2749","YJL047C","RTT101"
"2750","YJL046W","AIM22"
"2751","YJL044C","GYP6"
"2752","YJL042W","MHP1"
"2753","YJL041W","NSP1"
"2754","YJL039C","NUP192"
"2755","YJL038C","LOH1"
"2756","YJL037W","IRC18"
"2757","YJL036W","SNX4"
"2758","YJL035C","TAD2"
"2759","YJL034W","KAR2"
"2760","YJL033W","HCA4"
"2761","YJL031C","BET4"
"2762","YJL030W","MAD2"
"2763","YJL029C","VPS53"
"2764","YJL026W","RNR2"
"2765","YJL025W","RRN7"
"2766","YJL024C","APS3"
"2767","YJL023C","PET130"
"2768","YJL020C","BBC1"
"2769","YJL019W","MPS3"
"2770","YJL016W","TPH3"
"2771","YJL014W","CCT3"
"2772","YJL013C","MAD3"
"2773","YJL012C","VTC4"
"2774","YJL011C","RPC17"
"2775","YJL010C","NOP9"
"2776","YJL008C","CCT8"
"2777","YJL006C","CTK2"
"2778","YJL005W","CYR1"
"2779","YJL004C","SYS1"
"2780","YJL003W","COX16"
"2781","YJL002C","OST1"
"2782","YJL001W","PRE3"
"2783","YIR041W","PAU15"
"2784","YIR039C","YPS6"
"2785","YIR038C","GTT1"
"2786","YIR037W","HYR1"
"2787","YIR036C","IRC24"
"2788","YIR034C","LYS1"
"2789","YIR033W","MGA2"
"2790","YIR032C","DAL3"
"2791","YIR031C","DAL7"
"2792","YIR030C","DCG1"
"2793","YIR029W","DAL2"
"2794","YIR028W","DAL4"
"2795","YIR027C","DAL1"
"2796","YIR026C","YVH1"
"2797","YIR025W","MND2"
"2798","YIR024C","INA22"
"2799","YIR023W","DAL81"
"2800","YIR022W","SEC11"
"2801","YIR021W","MRS1"
"2802","YIR019C","FLO11"
"2803","YIR018W","YAP5"
"2804","YIR017C","MET28"
"2805","YIR015W","RPR2"
"2806","YIR013C","GAT4"
"2807","YIR012W","SQT1"
"2808","YIR011C","STS1"
"2809","YIR010W","DSN1"
"2810","YIR009W","MSL1"
"2811","YIR008C","PRI1"
"2812","YIR007W","EGH1"
"2813","YIR006C","PAN1"
"2814","YIR005W","IST3"
"2815","YIR004W","DJP1"
"2816","YIR003W","AIM21"
"2817","YIR002C","MPH1"
"2818","YIR001C","SGN1"
"2819","YIL176C","PAU14"
"2820","YIL173W","VTH1"
"2821","YIL172C","IMA3"
"2822","YIL170W","HXT12"
"2823","YIL169C","CSS1"
"2824","YIL167W","SDL1"
"2825","YIL164C","NIT1"
"2826","YIL162W","SUC2"
"2827","YIL160C","POT1"
"2828","YIL159W","BNR1"
"2829","YIL158W","AIM20"
"2830","YIL157C","COA1"
"2831","YIL156W","UBP7"
"2832","YIL155C","GUT2"
"2833","YIL154C","IMP2'"
"2834","YIL153W","RRD1"
"2835","YIL151C","ESL1"
"2836","YIL150C","MCM10"
"2837","YIL149C","MLP2"
"2838","YIL148W","RPL40A"
"2839","YIL147C","SLN1"
"2840","YIL146C","ATG32"
"2841","YIL145C","PAN6"
"2842","YIL144W","NDC80"
"2843","YIL143C","SSL2"
"2844","YIL142W","CCT2"
"2845","YIL140W","AXL2"
"2846","YIL139C","REV7"
"2847","YIL138C","TPM2"
"2848","YIL137C","TMA108"
"2849","YIL136W","OM45"
"2850","YIL135C","VHS2"
"2851","YIL134W","FLX1"
"2852","YIL133C","RPL16A"
"2853","YIL132C","CSM2"
"2854","YIL131C","FKH1"
"2855","YIL130W","ASG1"
"2856","YIL129C","TAO3"
"2857","YIL128W","MET18"
"2858","YIL127C","RRT14"
"2859","YIL126W","STH1"
"2860","YIL125W","KGD1"
"2861","YIL124W","AYR1"
"2862","YIL123W","SIM1"
"2863","YIL122W","POG1"
"2864","YIL121W","QDR2"
"2865","YIL120W","QDR1"
"2866","YIL119C","RPI1"
"2867","YIL118W","RHO3"
"2868","YIL117C","PRM5"
"2869","YIL116W","HIS5"
"2870","YIL115C","NUP159"
"2871","YIL114C","POR2"
"2872","YIL113W","SDP1"
"2873","YIL112W","HOS4"
"2874","YIL111W","COX5B"
"2875","YIL110W","HPM1"
"2876","YIL109C","SEC24"
"2877","YIL107C","PFK26"
"2878","YIL106W","MOB1"
"2879","YIL105C","SLM1"
"2880","YIL104C","SHQ1"
"2881","YIL103W","DPH1"
"2882","YIL101C","XBP1"
"2883","YIL099W","SGA1"
"2884","YIL098C","FMC1"
"2885","YIL097W","FYV10"
"2886","YIL096C","BMT5"
"2887","YIL095W","PRK1"
"2888","YIL094C","LYS12"
"2889","YIL093C","RSM25"
"2890","YIL091C","UTP25"
"2891","YIL090W","ICE2"
"2892","YIL088C","AVT7"
"2893","YIL087C","AIM19"
"2894","YIL085C","KTR7"
"2895","YIL084C","SDS3"
"2896","YIL083C","CAB2"
"2897","YIL079C","AIR1"
"2898","YIL078W","THS1"
"2899","YIL076W","SEC28"
"2900","YIL075C","RPN2"
"2901","YIL074C","SER33"
"2902","YIL073C","SPO22"
"2903","YIL072W","HOP1"
"2904","YIL071C","PCI8"
"2905","YIL070C","MAM33"
"2906","YIL069C","RPS24B"
"2907","YIL068C","SEC6"
"2908","YIL066C","RNR3"
"2909","YIL065C","FIS1"
"2910","YIL064W","EFM4"
"2911","YIL063C","YRB2"
"2912","YIL062C","ARC15"
"2913","YIL061C","SNP1"
"2914","YIL057C","RGI2"
"2915","YIL056W","VHR1"
"2916","YIL053W","GPP1"
"2917","YIL052C","RPL34B"
"2918","YIL051C","MMF1"
"2919","YIL050W","PCL7"
"2920","YIL049W","DFG10"
"2921","YIL048W","NEO1"
"2922","YIL047C","SYG1"
"2923","YIL046W","MET30"
"2924","YIL045W","PIG2"
"2925","YIL044C","AGE2"
"2926","YIL043C","CBR1"
"2927","YIL042C","PKP1"
"2928","YIL041W","GVP36"
"2929","YIL040W","APQ12"
"2930","YIL039W","TED1"
"2931","YIL038C","NOT3"
"2932","YIL037C","PRM2"
"2933","YIL036W","CST6"
"2934","YIL035C","CKA1"
"2935","YIL034C","CAP2"
"2936","YIL033C","BCY1"
"2937","YIL031W","ULP2"
"2938","YIL030C","SSM4"
"2939","YIL027C","EMC5"
"2940","YIL026C","IRR1"
"2941","YIL023C","YKE4"
"2942","YIL022W","TIM44"
"2943","YIL021W","RPB3"
"2944","YIL020C","HIS6"
"2945","YIL019W","FAF1"
"2946","YIL018W","RPL2B"
"2947","YIL017C","VID28"
"2948","YIL016W","SNL1"
"2949","YIL015W","BAR1"
"2950","YIL014W","MNT3"
"2951","YIL013C","PDR11"
"2952","YIL011W","TIR3"
"2953","YIL010W","DOT5"
"2954","YIL009W","FAA3"
"2955","YIL009C-A","EST3"
"2956","YIL008W","URM1"
"2957","YIL007C","NAS2"
"2958","YIL006W","YIA6"
"2959","YIL005W","EPS1"
"2960","YIL004C","BET1"
"2961","YIL003W","CFD1"
"2962","YIL002C","INP51"
"2963","YHR216W","IMD2"
"2964","YHR215W","PHO12"
"2965","YHR214W-G","BIO7"
"2966","YHR214W-F","BIO8"
"2967","YHR211W","FLO5"
"2968","YHR209W","CRG1"
"2969","YHR208W","BAT1"
"2970","YHR207C","SET5"
"2971","YHR206W","SKN7"
"2972","YHR205W","SCH9"
"2973","YHR204W","MNL1"
"2974","YHR203C","RPS4B"
"2975","YHR201C","PPX1"
"2976","YHR200W","RPN10"
"2977","YHR199C-A","NBL1"
"2978","YHR199C","AIM46"
"2979","YHR198C","AIM18"
"2980","YHR197W","RIX1"
"2981","YHR196W","UTP9"
"2982","YHR195W","NVJ1"
"2983","YHR194W","MDM31"
"2984","YHR193C","EGD2"
"2985","YHR192W","LNP1"
"2986","YHR191C","CTF8"
"2987","YHR190W","ERG9"
"2988","YHR189W","PTH1"
"2989","YHR188C","GPI16"
"2990","YHR187W","IKI1"
"2991","YHR186C","KOG1"
"2992","YHR185C","PFS1"
"2993","YHR184W","SSP1"
"2994","YHR183W","GND1"
"2995","YHR181W","SVP26"
"2996","YHR179W","OYE2"
"2997","YHR178W","STB5"
"2998","YHR176W","FMO1"
"2999","YHR175W","CTR2"
"3000","YHR174W","ENO2"
"3001","YHR172W","SPC97"
"3002","YHR171W","ATG7"
"3003","YHR170W","NMD3"
"3004","YHR169W","DBP8"
"3005","YHR168W","MTG2"
"3006","YHR167W","THP2"
"3007","YHR166C","CDC23"
"3008","YHR165C","PRP8"
"3009","YHR164C","DNA2"
"3010","YHR163W","SOL3"
"3011","YHR162W","MPC2"
"3012","YHR161C","YAP1801"
"3013","YHR160C","PEX18"
"3014","YHR159W","TDA11"
"3015","YHR158C","KEL1"
"3016","YHR157W","REC104"
"3017","YHR156C","LIN1"
"3018","YHR155W","LAM1"
"3019","YHR154W","RTT107"
"3020","YHR153C","SPO16"
"3021","YHR152W","SPO12"
"3022","YHR151C","MTC6"
"3023","YHR150W","PEX28"
"3024","YHR149C","SKG6"
"3025","YHR148W","IMP3"
"3026","YHR147C","MRPL6"
"3027","YHR146W","CRP1"
"3028","YHR144C","DCD1"
"3029","YHR143W-A","RPC10"
"3030","YHR143W","DSE2"
"3031","YHR142W","CHS7"
"3032","YHR141C","RPL42B"
"3033","YHR139C","SPS100"
"3034","YHR137W","ARO9"
"3035","YHR136C","SPL2"
"3036","YHR135C","YCK1"
"3037","YHR134W","WSS1"
"3038","YHR133C","NSG1"
"3039","YHR132W-A","IGO2"
"3040","YHR132C","ECM14"
"3041","YHR129C","ARP1"
"3042","YHR128W","FUR1"
"3043","YHR126C","ANS1"
"3044","YHR124W","NDT80"
"3045","YHR123W","EPT1"
"3046","YHR122W","CIA2"
"3047","YHR121W","LSM12"
"3048","YHR120W","MSH1"
"3049","YHR119W","SET1"
"3050","YHR118C","ORC6"
"3051","YHR117W","TOM71"
"3052","YHR116W","COX23"
"3053","YHR115C","DMA1"
"3054","YHR114W","BZZ1"
"3055","YHR113W","APE4"
"3056","YHR111W","UBA4"
"3057","YHR110W","ERP5"
"3058","YHR109W","CTM1"
"3059","YHR108W","GGA2"
"3060","YHR107C","CDC12"
"3061","YHR106W","TRR2"
"3062","YHR105W","YPT35"
"3063","YHR104W","GRE3"
"3064","YHR103W","SBE22"
"3065","YHR102W","KIC1"
"3066","YHR101C","BIG1"
"3067","YHR100C","GEP4"
"3068","YHR099W","TRA1"
"3069","YHR098C","SFB3"
"3070","YHR096C","HXT5"
"3071","YHR094C","HXT1"
"3072","YHR093W","AHT1"
"3073","YHR092C","HXT4"
"3074","YHR091C","MSR1"
"3075","YHR090C","YNG2"
"3076","YHR089C","GAR1"
"3077","YHR088W","RPF1"
"3078","YHR087W","RTC3"
"3079","YHR086W","NAM8"
"3080","YHR085W","IPI1"
"3081","YHR084W","STE12"
"3082","YHR083W","SAM35"
"3083","YHR082C","KSP1"
"3084","YHR081W","LRP1"
"3085","YHR080C","LAM4"
"3086","YHR079C-A","SAE3"
"3087","YHR079C","IRE1"
"3088","YHR077C","NMD2"
"3089","YHR076W","PTC7"
"3090","YHR075C","PPE1"
"3091","YHR074W","QNS1"
"3092","YHR073W","OSH3"
"3093","YHR072W-A","NOP10"
"3094","YHR072W","ERG7"
"3095","YHR071W","PCL5"
"3096","YHR070W","TRM5"
"3097","YHR069C","RRP4"
"3098","YHR068W","DYS1"
"3099","YHR067W","HTD2"
"3100","YHR066W","SSF1"
"3101","YHR065C","RRP3"
"3102","YHR064C","SSZ1"
"3103","YHR063C","PAN5"
"3104","YHR062C","RPP1"
"3105","YHR061C","GIC1"
"3106","YHR060W","VMA22"
"3107","YHR059W","FYV4"
"3108","YHR058C","MED6"
"3109","YHR057C","CPR2"
"3110","YHR056C","RSC30"
"3111","YHR055C","CUP1-2"
"3112","YHR053C","CUP1-1"
"3113","YHR052W","CIC1"
"3114","YHR051W","COX6"
"3115","YHR050W","SMF2"
"3116","YHR049W","FSH1"
"3117","YHR048W","YHK8"
"3118","YHR047C","AAP1"
"3119","YHR046C","INM1"
"3120","YHR044C","DOG1"
"3121","YHR043C","DOG2"
"3122","YHR042W","NCP1"
"3123","YHR041C","SRB2"
"3124","YHR040W","BCD1"
"3125","YHR039C-A","VMA10"
"3126","YHR039C","MSC7"
"3127","YHR038W","RRF1"
"3128","YHR037W","PUT2"
"3129","YHR036W","BRL1"
"3130","YHR035W","NEL1"
"3131","YHR034C","PIH1"
"3132","YHR032W","ERC1"
"3133","YHR031C","RRM3"
"3134","YHR030C","SLT2"
"3135","YHR029C","YHI9"
"3136","YHR028C","DAP2"
"3137","YHR027C","RPN1"
"3138","YHR026W","VMA16"
"3139","YHR025W","THR1"
"3140","YHR024C","MAS2"
"3141","YHR023W","MYO1"
"3142","YHR021W-A","ECM12"
"3143","YHR021C","RPS27B"
"3144","YHR019C","DED81"
"3145","YHR018C","ARG4"
"3146","YHR017W","YSC83"
"3147","YHR016C","YSC84"
"3148","YHR015W","MIP6"
"3149","YHR014W","SPO13"
"3150","YHR013C","ARD1"
"3151","YHR012W","VPS29"
"3152","YHR011W","DIA4"
"3153","YHR010W","RPL27A"
"3154","YHR009C","TDA3"
"3155","YHR008C","SOD2"
"3156","YHR007C","ERG11"
"3157","YHR006W","STP2"
"3158","YHR005C-A","TIM10"
"3159","YHR005C","GPA1"
"3160","YHR004C","NEM1"
"3161","YHR003C","TCD1"
"3162","YHR002W","LEU5"
"3163","YHR001W-A","QCR10"
"3164","YHR001W","OSH7"
"3165","YHL048W","COS8"
"3166","YHL047C","ARN2"
"3167","YHL046C","PAU13"
"3168","YHL043W","ECM34"
"3169","YHL040C","ARN1"
"3170","YHL039W","EFM1"
"3171","YHL038C","CBP2"
"3172","YHL036W","MUP3"
"3173","YHL035C","VMR1"
"3174","YHL034C","SBP1"
"3175","YHL033C","RPL8A"
"3176","YHL032C","GUT1"
"3177","YHL031C","GOS1"
"3178","YHL030W","ECM29"
"3179","YHL029C","OCA5"
"3180","YHL028W","WSC4"
"3181","YHL027W","RIM101"
"3182","YHL025W","SNF6"
"3183","YHL024W","RIM4"
"3184","YHL023C","NPR3"
"3185","YHL022C","SPO11"
"3186","YHL021C","AIM17"
"3187","YHL020C","OPI1"
"3188","YHL019C","APM2"
"3189","YHL016C","DUR3"
"3190","YHL015W","RPS20"
"3191","YHL014C","YLF2"
"3192","YHL013C","OTU2"
"3193","YHL011C","PRS3"
"3194","YHL010C","ETP1"
"3195","YHL009C","YAP3"
"3196","YHL007C","STE20"
"3197","YHL006C","SHU1"
"3198","YHL004W","MRP4"
"3199","YHL003C","LAG1"
"3200","YHL002W","HSE1"
"3201","YHL001W","RPL14B"
"3202","YGR296W","YRF1-3"
"3203","YGR295C","COS6"
"3204","YGR294W","PAU12"
"3205","YGR292W","MAL12"
"3206","YGR289C","MAL11"
"3207","YGR288W","MAL13"
"3208","YGR287C","IMA1"
"3209","YGR286C","BIO2"
"3210","YGR285C","ZUO1"
"3211","YGR284C","ERV29"
"3212","YGR282C","BGL2"
"3213","YGR281W","YOR1"
"3214","YGR280C","PXR1"
"3215","YGR279C","SCW4"
"3216","YGR278W","CWC22"
"3217","YGR277C","CAB4"
"3218","YGR276C","RNH70"
"3219","YGR275W","RTT102"
"3220","YGR274C","TAF1"
"3221","YGR271W","SLH1"
"3222","YGR271C-A","EFG1"
"3223","YGR270W","YTA7"
"3224","YGR268C","HUA1"
"3225","YGR267C","FOL2"
"3226","YGR264C","MES1"
"3227","YGR263C","SAY1"
"3228","YGR262C","BUD32"
"3229","YGR261C","APL6"
"3230","YGR260W","TNA1"
"3231","YGR258C","RAD2"
"3232","YGR257C","MTM1"
"3233","YGR256W","GND2"
"3234","YGR255C","COQ6"
"3235","YGR254W","ENO1"
"3236","YGR253C","PUP2"
"3237","YGR252W","GCN5"
"3238","YGR251W","NOP19"
"3239","YGR250C","RIE1"
"3240","YGR249W","MGA1"
"3241","YGR248W","SOL4"
"3242","YGR247W","CPD1"
"3243","YGR246C","BRF1"
"3244","YGR245C","SDA1"
"3245","YGR244C","LSC2"
"3246","YGR243W","MPC3"
"3247","YGR241C","YAP1802"
"3248","YGR240C","PFK1"
"3249","YGR239C","PEX21"
"3250","YGR238C","KEL2"
"3251","YGR236C","SPG1"
"3252","YGR235C","MIC26"
"3253","YGR234W","YHB1"
"3254","YGR233C","PHO81"
"3255","YGR232W","NAS6"
"3256","YGR231C","PHB2"
"3257","YGR230W","BNS1"
"3258","YGR229C","SMI1"
"3259","YGR227W","DIE2"
"3260","YGR225W","AMA1"
"3261","YGR224W","AZR1"
"3262","YGR223C","HSV2"
"3263","YGR222W","PET54"
"3264","YGR221C","TOS2"
"3265","YGR220C","MRPL9"
"3266","YGR218W","CRM1"
"3267","YGR217W","CCH1"
"3268","YGR216C","GPI1"
"3269","YGR215W","RSM27"
"3270","YGR214W","RPS0A"
"3271","YGR213C","RTA1"
"3272","YGR212W","SLI1"
"3273","YGR211W","ZPR1"
"3274","YGR209C","TRX2"
"3275","YGR208W","SER2"
"3276","YGR207C","CIR1"
"3277","YGR206W","MVB12"
"3278","YGR205W","TDA10"
"3279","YGR204W","ADE3"
"3280","YGR203W","YCH1"
"3281","YGR202C","PCT1"
"3282","YGR200C","ELP2"
"3283","YGR199W","PMT6"
"3284","YGR198W","YPP1"
"3285","YGR197C","SNG1"
"3286","YGR196C","FYV8"
"3287","YGR195W","SKI6"
"3288","YGR194C","XKS1"
"3289","YGR193C","PDX1"
"3290","YGR192C","TDH3"
"3291","YGR191W","HIP1"
"3292","YGR189C","CRH1"
"3293","YGR188C","BUB1"
"3294","YGR187C","HGH1"
"3295","YGR186W","TFG1"
"3296","YGR185C","TYS1"
"3297","YGR184C","UBR1"
"3298","YGR183C","QCR9"
"3299","YGR181W","TIM13"
"3300","YGR180C","RNR4"
"3301","YGR179C","OKP1"
"3302","YGR178C","PBP1"
"3303","YGR177C","ATF2"
"3304","YGR175C","ERG1"
"3305","YGR174C","CBP4"
"3306","YGR173W","RBG2"
"3307","YGR172C","YIP1"
"3308","YGR171C","MSM1"
"3309","YGR170W","PSD2"
"3310","YGR169C-A","LSO2"
"3311","YGR169C","PUS6"
"3312","YGR167W","CLC1"
"3313","YGR166W","TRS65"
"3314","YGR165W","MRPS35"
"3315","YGR163W","GTR2"
"3316","YGR162W","TIF4631"
"3317","YGR161C","RTS3"
"3318","YGR159C","NSR1"
"3319","YGR158C","MTR3"
"3320","YGR157W","CHO2"
"3321","YGR156W","PTI1"
"3322","YGR155W","CYS4"
"3323","YGR154C","GTO1"
"3324","YGR152C","RSR1"
"3325","YGR150C","CCM1"
"3326","YGR149W","GPC1"
"3327","YGR148C","RPL24B"
"3328","YGR147C","NAT2"
"3329","YGR146C","ECL1"
"3330","YGR145W","ENP2"
"3331","YGR144W","THI4"
"3332","YGR143W","SKN1"
"3333","YGR142W","BTN2"
"3334","YGR141W","VPS62"
"3335","YGR140W","CBF2"
"3336","YGR138C","TPO2"
"3337","YGR136W","LSB1"
"3338","YGR135W","PRE9"
"3339","YGR134W","CAF130"
"3340","YGR133W","PEX4"
"3341","YGR132C","PHB1"
"3342","YGR131W","FHN1"
"3343","YGR129W","SYF2"
"3344","YGR128C","UTP8"
"3345","YGR124W","ASN2"
"3346","YGR123C","PPT1"
"3347","YGR121C","MEP1"
"3348","YGR120C","COG2"
"3349","YGR119C","NUP57"
"3350","YGR118W","RPS23A"
"3351","YGR116W","SPT6"
"3352","YGR113W","DAM1"
"3353","YGR112W","SHY1"
"3354","YGR110W","CLD1"
"3355","YGR109C","CLB6"
"3356","YGR108W","CLB1"
"3357","YGR106C","VOA1"
"3358","YGR105W","VMA21"
"3359","YGR104C","SRB5"
"3360","YGR103W","NOP7"
"3361","YGR102C","GTF1"
"3362","YGR101W","PCP1"
"3363","YGR100W","MDR1"
"3364","YGR099W","TEL2"
"3365","YGR098C","ESP1"
"3366","YGR097W","ASK10"
"3367","YGR096W","TPC1"
"3368","YGR095C","RRP46"
"3369","YGR094W","VAS1"
"3370","YGR093W","DRN1"
"3371","YGR092W","DBF2"
"3372","YGR091W","PRP31"
"3373","YGR090W","UTP22"
"3374","YGR089W","NNF2"
"3375","YGR088W","CTT1"
"3376","YGR087C","PDC6"
"3377","YGR086C","PIL1"
"3378","YGR085C","RPL11B"
"3379","YGR084C","MRP13"
"3380","YGR083C","GCD2"
"3381","YGR082W","TOM20"
"3382","YGR081C","SLX9"
"3383","YGR080W","TWF1"
"3384","YGR078C","PAC10"
"3385","YGR077C","PEX8"
"3386","YGR076C","MRPL25"
"3387","YGR075C","PRP38"
"3388","YGR074W","SMD1"
"3389","YGR072W","UPF3"
"3390","YGR071C","ENV11"
"3391","YGR070W","ROM1"
"3392","YGR068C","ART5"
"3393","YGR065C","VHT1"
"3394","YGR063C","SPT4"
"3395","YGR062C","COX18"
"3396","YGR061C","ADE6"
"3397","YGR060W","ERG25"
"3398","YGR059W","SPR3"
"3399","YGR058W","PEF1"
"3400","YGR057C","LST7"
"3401","YGR056W","RSC1"
"3402","YGR055W","MUP1"
"3403","YGR052W","FMP48"
"3404","YGR049W","SCM4"
"3405","YGR048W","UFD1"
"3406","YGR047C","TFC4"
"3407","YGR046W","TAM41"
"3408","YGR044C","RME1"
"3409","YGR043C","NQM1"
"3410","YGR042W","MTE1"
"3411","YGR041W","BUD9"
"3412","YGR040W","KSS1"
"3413","YGR038W","ORM1"
"3414","YGR037C","ACB1"
"3415","YGR036C","CAX4"
"3416","YGR034W","RPL26B"
"3417","YGR033C","TIM21"
"3418","YGR032W","GSC2"
"3419","YGR031W","IMO32"
"3420","YGR031C-A","NAG1"
"3421","YGR030C","POP6"
"3422","YGR029W","ERV1"
"3423","YGR028W","MSP1"
"3424","YGR027C","RPS25A"
"3425","YGR024C","THG1"
"3426","YGR023W","MTL1"
"3427","YGR020C","VMA7"
"3428","YGR019W","UGA1"
"3429","YGR014W","MSB2"
"3430","YGR013W","SNU71"
"3431","YGR012W","MCY1"
"3432","YGR010W","NMA2"
"3433","YGR009C","SEC9"
"3434","YGR008C","STF2"
"3435","YGR007W","ECT1"
"3436","YGR006W","PRP18"
"3437","YGR005C","TFG2"
"3438","YGR004W","PEX31"
"3439","YGR003W","CUL3"
"3440","YGR002C","SWC4"
"3441","YGR001C","EFM5"
"3442","YGL263W","COS12"
"3443","YGL261C","PAU11"
"3444","YGL259W","YPS5"
"3445","YGL258W","VEL1"
"3446","YGL257C","MNT2"
"3447","YGL256W","ADH4"
"3448","YGL255W","ZRT1"
"3449","YGL254W","FZF1"
"3450","YGL253W","HXK2"
"3451","YGL252C","RTG2"
"3452","YGL251C","HFM1"
"3453","YGL250W","RMR1"
"3454","YGL249W","ZIP2"
"3455","YGL248W","PDE1"
"3456","YGL247W","BRR6"
"3457","YGL246C","RAI1"
"3458","YGL245W","GUS1"
"3459","YGL244W","RTF1"
"3460","YGL243W","TAD1"
"3461","YGL241W","KAP114"
"3462","YGL240W","DOC1"
"3463","YGL238W","CSE1"
"3464","YGL237C","HAP2"
"3465","YGL236C","MTO1"
"3466","YGL234W","ADE5,7"
"3467","YGL233W","SEC15"
"3468","YGL232W","TAN1"
"3469","YGL231C","EMC4"
"3470","YGL229C","SAP4"
"3471","YGL228W","SHE10"
"3472","YGL227W","VID30"
"3473","YGL226W","MTC3"
"3474","YGL226C-A","OST5"
"3475","YGL225W","VRG4"
"3476","YGL224C","SDT1"
"3477","YGL223C","COG1"
"3478","YGL222C","EDC1"
"3479","YGL221C","NIF3"
"3480","YGL220W","BOL2"
"3481","YGL219C","MDM34"
"3482","YGL216W","KIP3"
"3483","YGL215W","CLG1"
"3484","YGL213C","SKI8"
"3485","YGL212W","VAM7"
"3486","YGL211W","NCS6"
"3487","YGL210W","YPT32"
"3488","YGL209W","MIG2"
"3489","YGL208W","SIP2"
"3490","YGL207W","SPT16"
"3491","YGL206C","CHC1"
"3492","YGL205W","POX1"
"3493","YGL203C","KEX1"
"3494","YGL202W","ARO8"
"3495","YGL201C","MCM6"
"3496","YGL200C","EMP24"
"3497","YGL198W","YIP4"
"3498","YGL197W","MDS3"
"3499","YGL196W","DSD1"
"3500","YGL195W","GCN1"
"3501","YGL194C","HOS2"
"3502","YGL192W","IME4"
"3503","YGL191W","COX13"
"3504","YGL190C","CDC55"
"3505","YGL189C","RPS26A"
"3506","YGL187C","COX4"
"3507","YGL186C","TPN1"
"3508","YGL184C","STR3"
"3509","YGL183C","MND1"
"3510","YGL181W","GTS1"
"3511","YGL180W","ATG1"
"3512","YGL179C","TOS3"
"3513","YGL178W","MPT5"
"3514","YGL175C","SAE2"
"3515","YGL174W","BUD13"
"3516","YGL173C","XRN1"
"3517","YGL172W","NUP49"
"3518","YGL171W","ROK1"
"3519","YGL170C","SPO74"
"3520","YGL169W","SUA5"
"3521","YGL168W","HUR1"
"3522","YGL167C","PMR1"
"3523","YGL166W","CUP2"
"3524","YGL164C","YRB30"
"3525","YGL163C","RAD54"
"3526","YGL162W","SUT1"
"3527","YGL161C","YIP5"
"3528","YGL160W","AIM14"
"3529","YGL158W","RCK1"
"3530","YGL157W","ARI1"
"3531","YGL156W","AMS1"
"3532","YGL155W","CDC43"
"3533","YGL154C","LYS5"
"3534","YGL153W","PEX14"
"3535","YGL151W","NUT1"
"3536","YGL150C","INO80"
"3537","YGL148W","ARO2"
"3538","YGL147C","RPL9A"
"3539","YGL146C","RRT6"
"3540","YGL145W","TIP20"
"3541","YGL144C","ROG1"
"3542","YGL143C","MRF1"
"3543","YGL142C","GPI10"
"3544","YGL141W","HUL5"
"3545","YGL139W","FLC3"
"3546","YGL137W","SEC27"
"3547","YGL136C","MRM2"
"3548","YGL135W","RPL1B"
"3549","YGL134W","PCL10"
"3550","YGL133W","ITC1"
"3551","YGL131C","SNT2"
"3552","YGL130W","CEG1"
"3553","YGL129C","RSM23"
"3554","YGL128C","CWC23"
"3555","YGL127C","SOH1"
"3556","YGL126W","SCS3"
"3557","YGL125W","MET13"
"3558","YGL124C","MON1"
"3559","YGL123W","RPS2"
"3560","YGL122C","NAB2"
"3561","YGL121C","GPG1"
"3562","YGL120C","PRP43"
