seqid,source,type,start,end,score,strand,phase,attributes
16,LD information,LD block,787485,836372,1,+,.,Name=CHR_16_11875-11910
16,LD information,LD block,839159,840560,1,+,.,Name=CHR_16_11912-11916
16,LD information,LD block,840628,840653,1,+,.,Name=CHR_16_11917-11918
16,LD information,LD block,841449,850422,1,+,.,Name=CHR_16_11919-11924
16,LD information,LD block,857866,859953,1,+,.,Name=CHR_16_11926-11930
16,LD information,LD block,862181,867326,1,+,.,Name=CHR_16_11932-11940
16,LD information,LD block,869725,873367,1,+,.,Name=CHR_16_11942-11946
16,LD information,LD block,879475,884119,1,+,.,Name=CHR_16_11948-11953
16,LD information,LD block,888040,905596,1,+,.,Name=CHR_16_11956-11973
16,LD information,LD block,911554,919752,1,+,.,Name=CHR_16_11976-11979
16,LD information,LD block,924612,934894,1,+,.,Name=CHR_16_11983-11999
16,LD information,LD block,939333,939663,1,+,.,Name=CHR_16_12005-12006
16,LD information,LD block,941355,941688,1,+,.,Name=CHR_16_12008-12010
16,LD information,LD block,942253,942296,1,+,.,Name=CHR_16_12011-12012
16,LD information,LD block,942573,942589,1,+,.,Name=CHR_16_12014-12016
17,LD information,LD block,8277,8284,1,+,.,Name=CHR_17_12020-12021
17,LD information,LD block,18991,18992,1,+,.,Name=CHR_17_12024-12025
17,LD information,LD block,19022,34281,1,+,.,Name=CHR_17_12026-12031
17,LD information,LD block,40367,40387,1,+,.,Name=CHR_17_12032-12034
17,LD information,LD block,44425,44467,1,+,.,Name=CHR_17_12035-12038
17,LD information,LD block,48148,48192,1,+,.,Name=CHR_17_12040-12041
17,LD information,LD block,65917,69095,1,+,.,Name=CHR_17_12048-12049
17,LD information,LD block,84245,84250,1,+,.,Name=CHR_17_12053-12054
